annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
Glycos_transf_2	18	51	712	61798	2.02485482793187e-22	2.78417538840632e-20
Ricin_B_lectin	16	34	712	61798	1.48283302790049e-22	2.78417538840632e-20
TIL	11	14	712	61798	1.55136848005579e-19	1.42208777338448e-17
EMP24_GP25L	12	20	712	61798	5.77832537962073e-19	3.97259869848925e-17
Branch	8	15	712	61798	1.78943565611718e-12	9.84189610864448e-11
Galactosyl_T	14	116	712	61798	8.79776190943387e-11	4.03230754182386e-09
EMP70	8	24	712	61798	1.86636601428724e-10	7.33215219898558e-09
Coatomer_WDAD	4	8	712	61798	1.17898802913114e-06	2.70184756675887e-05
Glyco_transf_90	4	8	712	61798	1.17898802913114e-06	2.70184756675887e-05
Lectin_leg-like	4	8	712	61798	1.17898802913114e-06	2.70184756675887e-05
MFS_1_like	4	8	712	61798	1.17898802913114e-06	2.70184756675887e-05
Thioredoxin_7	4	8	712	61798	1.17898802913114e-06	2.70184756675887e-05
Yos1	3	3	712	61798	1.52302056037857e-06	3.22177426233929e-05
Thioredoxin_6	5	20	712	61798	2.68927507564789e-06	5.28250461287978e-05
DUF2615	3	4	712	61798	6.03965947701999e-06	8.31551942002246e-05
EGF_3	9	111	712	61798	6.04765048728906e-06	8.31551942002246e-05
Gln-synt_N	3	4	712	61798	6.03965947701999e-06	8.31551942002246e-05
Melibiase_2	3	4	712	61798	6.03965947701999e-06	8.31551942002246e-05
Rer1	3	4	712	61798	6.03965947701999e-06	8.31551942002246e-05
SRA1	3	4	712	61798	6.03965947701999e-06	8.31551942002246e-05
TSP_1	6	44	712	61798	1.11401229809689e-05	0.000145882562846021
Gln-synt_C	3	5	712	61798	1.49692930408948e-05	0.000178980677662873
SIS	3	5	712	61798	1.49692930408948e-05	0.000178980677662873
GDP_Man_Dehyd	4	17	712	61798	3.69066953404161e-05	0.000422889217442268
C8	3	7	712	61798	5.14959893516349e-05	0.000524496187840725
GCFC	3	7	712	61798	5.14959893516349e-05	0.000524496187840725
Pacifastin_I	3	7	712	61798	5.14959893516349e-05	0.000524496187840725
Rap_GAP	4	19	712	61798	5.90139541027926e-05	0.00055961508200924
WH1	4	19	712	61798	5.90139541027926e-05	0.00055961508200924
EGF_CA	13	309	712	61798	7.38233404258776e-05	0.000676713953903878
Hydrolase	5	39	712	61798	8.33468077767866e-05	0.00071626162933176
Nuc_sug_transp	3	8	712	61798	8.16861901451371e-05	0.00071626162933176
TIP_N	2	2	712	61798	0.000132558561336837	0.00110465467780697
GATase_6	3	10	712	61798	0.000172051640501785	0.00139159415111738
Bravo_FIGEY	4	25	712	61798	0.00018231682258875	0.00141843221364888
CHGN	5	46	712	61798	0.000185685671604945	0.00141843221364888
ER_lumen_recept	3	11	712	61798	0.000234543407654065	0.00174322802986129
AA_permease_2	4	28	712	61798	0.000287120207721644	0.002024565567268
Filamin	4	28	712	61798	0.000287120207721644	0.002024565567268
cNMP_binding	6	83	712	61798	0.000407619345807391	0.00266893619278649
Melibiase_2_C	2	3	712	61798	0.000394629642889754	0.00266893619278649
O-FucT	3	13	712	61798	0.000399608982213	0.00266893619278649
HLH	7	117	712	61798	0.000434575151776725	0.00277925969159533
E1-E2_ATPase	5	56	712	61798	0.000470733828035082	0.00294208642521926
Clat_adaptor_s	4	34	712	61798	0.000615719385571769	0.00376272957849415
Adaptin_N	4	36	712	61798	0.000767958227369836	0.00406387541949404
Coatamer_beta_C	2	4	712	61798	0.000783219626302488	0.00406387541949404
Coatomer_b_Cpla	2	4	712	61798	0.000783219626302488	0.00406387541949404
Coatomer_E	2	4	712	61798	0.000783219626302488	0.00406387541949404
Coatomer_g_Cpla	2	4	712	61798	0.000783219626302488	0.00406387541949404
COP-gamma_platf	2	4	712	61798	0.000783219626302488	0.00406387541949404
hSac2	2	4	712	61798	0.000783219626302488	0.00406387541949404
V-SNARE_C	3	16	712	61798	0.000762550157569361	0.00406387541949404
Synaptobrevin	4	37	712	61798	0.000853248866524552	0.00434524885730096
Glyco_tran_10_N	5	65	712	61798	0.000935046653664729	0.00467523326832364
Glyco_transf_10	5	66	712	61798	0.00100220466701537	0.00492154077552191
Cation_ATPase_C	3	18	712	61798	0.00109225049054937	0.0051789015358817
Thioredoxin	6	100	712	61798	0.0010922774148405	0.0051789015358817
Dpy19	2	5	712	61798	0.00129538651514355	0.00583985724040125
Glyco_hydro_47	3	19	712	61798	0.00128598234113311	0.00583985724040125
VWD	4	41	712	61798	0.00126163563467147	0.00583985724040125
Cation_ATPase_N	3	20	712	61798	0.00150002126182844	0.00665332011294872
