GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0099171	presynaptic modulation of chemical synap...	47	6	0.38	1.7e-06	0.0063128	BP
GO:0002882	positive regulation of chronic inflammat...	12	4	0.1	1.8e-06	0.0063128	BP
GO:0031284	positive regulation of guanylate cyclase...	12	4	0.1	1.8e-06	0.0063128	BP
GO:0010753	positive regulation of cGMP-mediated sig...	13	4	0.1	2.5e-06	0.0063128	BP
GO:0007189	adenylate cyclase-activating G protein-c...	150	9	1.2	2.6e-06	0.0063128	BP
GO:0060087	relaxation of vascular associated smooth...	15	4	0.12	4.8e-06	0.009712	BP
GO:0010701	positive regulation of norepinephrine se...	16	4	0.13	6.4e-06	0.0100762	BP
GO:0043306	positive regulation of mast cell degranu...	35	5	0.28	7.6e-06	0.0100762	BP
GO:0010575	positive regulation of vascular endothel...	17	4	0.14	8.3e-06	0.0100762	BP
GO:0032966	negative regulation of collagen biosynth...	17	4	0.14	8.3e-06	0.0100762	BP
GO:1990776	response to angiotensin	18	4	0.14	1.1e-05	0.0111283333333333	BP
GO:0010893	positive regulation of steroid biosynthe...	18	4	0.14	1.1e-05	0.0111283333333333	BP
GO:0032722	positive regulation of chemokine product...	21	4	0.17	2e-05	0.0173428571428571	BP
GO:0043950	positive regulation of cAMP-mediated sig...	21	4	0.17	2e-05	0.0173428571428571	BP
GO:0001973	G protein-coupled adenosine receptor sig...	43	5	0.35	2.2e-05	0.0178053333333333	BP
GO:0007186	G protein-coupled receptor signaling pat...	557	25	4.47	2.5e-05	0.01896875	BP
GO:0014049	positive regulation of glutamate secreti...	28	4	0.22	6.7e-05	0.0478458823529412	BP
GO:0032755	positive regulation of interleukin-6 pro...	32	4	0.26	0.00011	0.0741888888888889	BP
GO:0010595	positive regulation of endothelial cell ...	39	4	0.31	0.00025	0.159736842105263	BP
GO:0033138	positive regulation of peptidyl-serine p...	20	3	0.16	0.00051	0.298441666666667	BP
GO:0001938	positive regulation of endothelial cell ...	47	4	0.38	0.00052	0.298441666666667	BP
GO:0008285	negative regulation of cell population p...	299	9	2.4	0.00057	0.298441666666667	BP
GO:0150099	neuron-glial cell signaling	21	3	0.17	0.00059	0.298441666666667	BP
GO:0032811	negative regulation of epinephrine secre...	21	3	0.17	0.00059	0.298441666666667	BP
GO:0007194	negative regulation of adenylate cyclase...	22	3	0.18	0.00068	0.305748148148148	BP
GO:0014053	negative regulation of gamma-aminobutyri...	22	3	0.18	0.00068	0.305748148148148	BP
GO:0033602	negative regulation of dopamine secretio...	22	3	0.18	0.00068	0.305748148148148	BP
GO:0007214	gamma-aminobutyric acid signaling pathwa...	25	3	0.2	0.001	0.433571428571429	BP
GO:0060124	positive regulation of growth hormone se...	27	3	0.22	0.00126	0.527462068965517	BP
GO:0003085	negative regulation of systemic arterial...	8	2	0.06	0.00172	0.696026666666667	BP
GO:0007193	adenylate cyclase-inhibiting G protein-c...	72	5	0.58	0.0023	0.900709677419355	BP
GO:0050805	negative regulation of synaptic transmis...	76	4	0.61	0.00313	1	BP
GO:0010906	regulation of glucose metabolic process	76	4	0.61	0.00313	1	BP
GO:0006357	regulation of transcription by RNA polym...	706	13	5.67	0.0034	1	BP
GO:0051932	synaptic transmission, GABAergic	39	3	0.31	0.00366	1	BP
GO:0006355	regulation of transcription, DNA-templat...	1000	20	8.03	0.00391	1	BP
GO:0007634	optokinetic behavior	14	2	0.11	0.00542	1	BP
GO:0043052	thermotaxis	14	2	0.11	0.00542	1	BP
GO:0050960	detection of temperature stimulus involv...	15	2	0.12	0.00622	1	BP
GO:0042711	maternal behavior	16	2	0.13	0.00708	1	BP
GO:0035590	purinergic nucleotide receptor signaling...	61	7	0.49	0.00765	1	BP
GO:0061386	closure of optic fissure	1	1	0.01	0.00803	1	BP
GO:0045234	protein palmitoleylation	1	1	0.01	0.00803	1	BP
GO:0048625	myoblast fate commitment	1	1	0.01	0.00803	1	BP
GO:0007197	adenylate cyclase-inhibiting G protein-c...	1	1	0.01	0.00803	1	BP
GO:1900170	negative regulation of glucocorticoid me...	1	1	0.01	0.00803	1	BP
GO:0061074	regulation of neural retina development	1	1	0.01	0.00803	1	BP
GO:0030322	stabilization of membrane potential	1	1	0.01	0.00803	1	BP
GO:0014707	branchiomeric skeletal muscle developmen...	1	1	0.01	0.00803	1	BP
GO:1903966	monounsaturated fatty acid biosynthetic ...	1	1	0.01	0.00803	1	BP
GO:1902213	positive regulation of prolactin signali...	1	1	0.01	0.00803	1	BP
GO:0071374	cellular response to parathyroid hormone...	1	1	0.01	0.00803	1	BP
GO:0070165	positive regulation of adiponectin secre...	18	2	0.14	0.00893	1	BP
GO:2001013	epithelial cell proliferation involved i...	19	2	0.15	0.00993	1	BP
GO:0007606	sensory perception of chemical stimulus	58	3	0.47	0.01111	1	BP
GO:1903508	positive regulation of nucleic acid-temp...	549	10	4.41	0.01131	1	BP
