term	pval	ontology	fg	oe	symbol	size
7tm_1	1e-30	Pfam	196	4096.1812647954	17	1.90062599341747
GO:0004930 | G protein-coupled receptor activity	1.2e-29	MF	115	7.18301061836352	20	0.925368309612077
GO:0007186 | G protein-coupled receptor signaling pat...	8.5e-29	BP	117	6.44628099173554	20	0.899616158355346
GO:0005886 | plasma membrane	5.7e-27	CC	160	2.46761258482418	20	0.626320186868863
GO:0004984 | olfactory receptor activity	5.4e-26	MF	29	15.5913978494624	20	1.09219277313167
GO:0098685 | Schaffer collateral - CA1 synapse	4.2e-24	CC	35	9.69529085872576	20	0.9932576918628
GO:0001609 | G protein-coupled adenosine receptor act...	4.1e-23	MF	22	21.3592233009709	20	1.15307651789334
GO:0099171 | presynaptic modulation of chemical synap...	8.4e-23	BP	25	15.9235668789809	20	1.09637601043748
GO:0043306 | positive regulation of mast cell degranu...	3.8e-22	BP	22	19.4690265486726	20	1.13549294904847
GO:0001973 | G protein-coupled adenosine receptor sig...	6.5e-21	BP	22	17.1875	20	1.11140123770596
GO:0031284 | positive regulation of guanylate cyclase...	8.5e-21	BP	15	40.5405405405405	20	1.26802584160919
GO:0002882 | positive regulation of chronic inflammat...	8.5e-21	BP	15	40.5405405405405	20	1.26802584160919
GO:0010753 | positive regulation of cGMP-mediated sig...	3.6e-20	BP	15	37.5	20	1.2546040282606
GO:0007189 | adenylate cyclase-activating G protein-c...	1.6e-19	BP	34	7.28051391862955	20	0.928526809777802
7tm_3	1.77350937012486e-19	Pfam	31	5108.63466666667	20	1.92569593812999
GO:0010701 | positive regulation of norepinephrine se...	2.5e-19	BP	15	33.3333333333333	20	1.2340497337143
ANF_receptor	4.30332015838081e-19	Pfam	33	4541.94654788419	20	1.91239170122084
GO:0060087 | relaxation of vascular associated smooth...	4.6e-19	BP	15	32.6086956521739	20	1.23017617737221
GO:0010575 | positive regulation of vascular endothel...	1.1e-18	BP	15	31.25	20	1.22264059382964
GO:0032966 | negative regulation of collagen biosynth...	1.4e-18	BP	15	30.6122448979592	20	1.21897300176303
GO:0032722 | positive regulation of chemokine product...	7.5e-18	BP	16	23.5294117647059	20	1.17115800383624
GO:1990776 | response to angiotensin	2e-17	BP	15	25.8620689655172	20	1.18855511672482
GO:0010893 | positive regulation of steroid biosynthe...	2.5e-17	BP	15	25.4237288135593	20	1.18542787524739
GO:0043950 | positive regulation of cAMP-mediated sig...	4.7e-17	BP	15	24.5901639344262	20	1.17930548376785
PAS_11	7.53805624444521e-17	Pfam	8	61798	20	2.18882946344017
GO:0032755 | positive regulation of interleukin-6 pro...	3.9e-15	BP	16	16.1616161616162	20	1.09931105154928
GO:0034751 | aryl hydrocarbon receptor complex	1e-14	CC	8	80	20	1.37952527595254
GO:0008285 | negative regulation of cell population p...	2.4e-14	BP	42	4.24242424242424	20	0.792220989245015
HLH	4.17104940907816e-14	Pfam	16	8451.00854700855	20	1.98164288935558
GO:0001938 | positive regulation of endothelial cell ...	4.2e-13	BP	17	10.8974358974359	20	1.01849119928638
GO:0001228 | DNA-binding transcription activator acti...	1.1e-12	MF	22	7.02875399361022	20	0.920259932451564
GO:0010595 | positive regulation of endothelial cell ...	3.4e-12	BP	15	11.8110236220472	20	1.03551317620768
GO:0043198 | dendritic shaft	2.8e-11	CC	16	9.19540229885057	20	0.981616388602658
GO:0098978 | glutamatergic synapse	2.9e-11	CC	37	3.52716873212583	20	0.739882582490923
GO:0007214 | gamma-aminobutyric acid signaling pathwa...	3.5e-11	BP	12	14.8148148148148	20	1.08198716589846
GO:0014049 | positive regulation of glutamate secreti...	3.9e-11	BP	12	14.6341463414634	20	1.07952183565869
GO:0051932 | synaptic transmission, GABAergic	5.9e-11	BP	14	10.7692307692308	20	1.01596490262774
GO:0007608 | sensory perception of smell	1.3e-10	BP	14	10.1449275362319	20	1.00311960865941
GO:0032811 | negative regulation of epinephrine secre...	7.5e-10	BP	10	15.8730158730159	20	1.09574607028564
GO:0007194 | negative regulation of adenylate cyclase...	8.5e-10	BP	10	15.625	20	1.09262071461972
GO:0150099 | neuron-glial cell signaling	8.5e-10	BP	10	15.625	20	1.09262071461972
GO:0042734 | presynaptic membrane	8.5e-10	CC	25	4.37062937062937	20	0.800339915210414
GO:0014053 | negative regulation of gamma-aminobutyri...	9.6e-10	BP	10	15.625	20	1.09262071461972
GO:0150047 | G protein-coupled neurotransmitter recep...	1e-09	MF	10	15.3846153846154	20	1.08953505834239
GO:1990430 | extracellular matrix protein binding	1e-09	MF	10	15.3846153846154	20	1.08953505834239
GO:0099579 | G protein-coupled neurotransmitter recep...	1e-09	MF	10	15.3846153846154	20	1.08953505834239
GO:0033602 | negative regulation of dopamine secretio...	1.1e-09	BP	10	15.3846153846154	20	1.08953505834239
GO:1902712 | G protein-coupled GABA receptor complex	1.4e-09	CC	10	14.9253731343284	20	1.08347828649178
GO:0016941 | natriuretic peptide receptor activity	1.6e-09	MF	7	31.8181818181818	20	1.22583659563257
GO:0007193 | adenylate cyclase-inhibiting G protein-c...	2.4e-09	BP	17	8.21256038647343	20	0.956283731912949
GO:0010906 | regulation of glucose metabolic process	2.6e-09	BP	16	6.75105485232067	20	0.910698433426686
GO:0038039 | G protein-coupled receptor heterodimeric...	3.2e-09	CC	10	13.6986301369863	20	1.06615061782074
GO:0004965 | G protein-coupled GABA receptor activity	3.4e-09	MF	10	13.6986301369863	20	1.06615061782074
GO:1900170 | negative regulation of glucocorticoid me...	3.9e-09	BP	4	133.333333333333	20	1.45771696038988
GO:1902213 | positive regulation of prolactin signali...	3.9e-09	BP	4	133.333333333333	20	1.45771696038988
GO:0060124 | positive regulation of growth hormone se...	5.8e-09	BP	10	12.987012987013	20	1.05522948917642
PAS	6.02411468566849e-09	Pfam	6	23174.25	20	2.08925960276637
GO:0007168 | receptor guanylyl cyclase signaling path...	1.3e-08	BP	7	24.1379310344828	20	1.17588266511387
Guanylate_cyc	2.06799024821306e-08	Pfam	11	5860.15517241379	20	1.94111027918434
GO:0006182 | cGMP biosynthetic process	2.7e-08	BP	7	21.875	20	1.15756125613047
NIT	3.36633075404653e-08	Pfam	7	12723.1176470588	20	2.02597965019291
GO:0043197 | dendritic spine	4.3e-08	CC	17	5.18292682926829	20	0.845325427079178
GO:0001649 | osteoblast differentiation	5.5e-08	BP	16	5.4421768707483	20	0.857771911549782
GO:0045944 | positive regulation of transcription by ...	6e-08	BP	36	2.69865067466267	20	0.656617598901185
GO:0030673 | axolemma	9.2e-08	CC	10	9.70873786407767	20	0.993560655065823
GO:0021983 | pituitary gland development	1.2e-07	BP	7	17.9487179487179	20	1.11983634205528
GO:0004383 | guanylate cyclase activity	2.7e-07	MF	7	15.9090909090909	20	1.09619586002141
GO:0050805 | negative regulation of synaptic transmis...	5.2e-07	BP	13	5.75221238938053	20	0.871685099769083
GO:0045211 | postsynaptic membrane	1e-06	CC	20	3.59066427289048	20	0.745100530458979
GO:0042127 | regulation of cell population proliferat...	1.2e-06	BP	78	3.2967032967033	20	0.719777647887574
