term	pval	ontology	fg	oe	symbol	size
GO:0042776 | mitochondrial ATP synthesis coupled prot...	1e-30	BP	133	11.2331081081081	17	1.0249389926138
GO:0032543 | mitochondrial translation	1e-30	BP	176	5.65734490517518	17	0.86753251046024
GO:0032981 | mitochondrial respiratory chain complex ...	1e-30	BP	100	9.87166831194472	17	0.997191333014743
GO:0006099 | tricarboxylic acid cycle	1e-30	BP	64	8.79120879120879	17	0.971621631434197
GO:0006120 | mitochondrial electron transport, NADH t...	1e-30	BP	49	9.81963927855711	17	0.996039926109955
GO:0006122 | mitochondrial electron transport, ubiqui...	1e-30	BP	35	12.589928057554	17	1.04881993136677
GO:0006635 | fatty acid beta-oxidation	1e-30	BP	98	5.72429906542056	17	0.870472466739391
GO:0046933 | proton-transporting ATP synthase activit...	1e-30	MF	40	13.3333333333333	17	1.06063129154683
GO:0003735 | structural constituent of ribosome	1e-30	MF	139	3.58894913503744	17	0.744961276354692
GO:0046961 | proton-transporting ATPase activity, rot...	1e-30	MF	47	10.2844638949672	17	1.00607239196087
GO:0005743 | mitochondrial inner membrane	1e-30	CC	625	5.21354688021355	17	0.8468372234795
GO:0005747 | mitochondrial respiratory chain complex ...	1e-30	CC	86	10.969387755102	17	1.01989332214655
GO:0005762 | mitochondrial large ribosomal subunit	1e-30	CC	104	7.3758865248227	17	0.931565470937712
GO:0005739 | mitochondrion	1e-30	CC	1117	3.27421955151693	17	0.717710106867448
GO:0043209 | myelin sheath	1e-30	CC	134	4.51939291736931	17	0.809370187654899
GO:0005763 | mitochondrial small ribosomal subunit	1e-30	CC	60	7.12589073634204	17	0.923492912200193
GO:0005750 | mitochondrial respiratory chain complex ...	1e-30	CC	32	12.6984126984127	17	1.05059480178533
GO:0005751 | mitochondrial respiratory chain complex ...	1e-30	CC	35	11.3268608414239	17	1.0266983806968
GO:0005759 | mitochondrial matrix	1e-30	CC	366	5.20108000568424	17	0.846223099641587
ECH_1	1e-30	Pfam	39	43037.8928571429	17	2.1526381488871
GO:0061732 | mitochondrial acetyl-CoA biosynthetic pr...	2.5e-30	BP	28	13.0841121495327	20	1.05676121143474
GO:0097401 | synaptic vesicle lumen acidification	1.1e-28	BP	36	9.35064935064935	20	0.985313032116589
Acyl-CoA_dh_N	2.56680116754265e-27	Pfam	37	35177.3230769231	20	2.13219670467992
Acyl-CoA_dh_M	4.01646260676378e-26	Pfam	43	27971.7263157895	20	2.1087245600871
Acyl-CoA_dh_1	4.32580253469054e-24	Pfam	37	30085.8684210526	20	2.11621420272381
GO:0008137 | NADH dehydrogenase (ubiquinone) activity	4.7e-24	MF	27	10.5058365758755	20	1.01065851840654
GO:0006123 | mitochondrial electron transport, cytoch...	9.2e-24	BP	25	11.3122171945701	20	1.02642473420457
GO:0016471 | vacuolar proton-transporting V-type ATPa...	3.8e-23	CC	48	10.1052631578947	20	1.00227123462201
GO:0051287 | NAD binding	4.8e-23	MF	70	4.81099656357388	20	0.82597520949017
GO:0009083 | branched-chain amino acid catabolic proc...	1.2e-21	BP	43	8.99581589958159	20	0.976749998191691
GO:0034604 | pyruvate dehydrogenase (NAD+) activity	2.1e-21	MF	18	14.0625	20	1.07147680117464
adh_short	4.26737690629392e-21	Pfam	63	15573.096	20	2.04752898900243
GO:0033539 | fatty acid beta-oxidation using acyl-CoA...	4.6e-20	BP	27	8.41121495327103	20	0.961695758415371
GO:0006107 | oxaloacetate metabolic process	1.1e-19	BP	25	8.99280575539568	20	0.976675592381606
GO:0000221 | vacuolar proton-transporting V-type ATPa...	2.2e-19	CC	19	12.0253164556962	20	1.03927691882309
GO:0000276 | mitochondrial proton-transporting ATP sy...	3.9e-19	CC	26	12.9353233830846	20	1.05440850269254
GO:0005777 | peroxisome	2.5e-18	CC	97	2.96273671350031	20	0.686799140353511
GO:0042645 | mitochondrial nucleoid	3.1e-18	CC	48	4.22163588390501	20	0.790873423935747
GO:0009055 | electron transfer activity	8.8e-18	MF	80	9.67351874244256	20	0.992766073876116
ATP-synt_ab	2.06416802815121e-17	Pfam	15	57935.625	20	2.1824173973884
ATP-synt_ab_N	2.06416802815121e-17	Pfam	15	57935.625	20	2.1824173973884
GO:0005758 | mitochondrial intermembrane space	1.7e-16	CC	59	4	20	0.775925248543932
GO:0004300 | enoyl-CoA hydratase activity	1.9e-16	MF	18	10.5263157894737	20	1.01107684906299
GO:0098850 | extrinsic component of synaptic vesicle ...	5.5e-16	CC	24	7.25075528700906	20	0.927568459972571
GO:0003985 | acetyl-CoA C-acetyltransferase activity	1.6e-15	MF	16	11.1888111888112	20	1.02410153070429
GO:0005967 | mitochondrial pyruvate dehydrogenase com...	2.2e-15	CC	18	9.62566844919786	20	0.991680845114398
ATP-synt_C	2.26243299717238e-15	Pfam	14	54073.25	20	2.17554188032455
GO:0000275 | mitochondrial proton-transporting ATP sy...	1.8e-14	CC	16	13.9130434782609	20	1.06930918929106
GO:0036295 | cellular response to increased oxygen le...	3.5e-14	BP	18	8.69565217391304	20	0.969176020981941
Thiolase_C	3.94286732109107e-14	Pfam	16	41198.6666666667	20	2.14822791178406
Thiolase_N	3.94286732109107e-14	Pfam	16	41198.6666666667	20	2.14822791178406
GO:0045039 | protein insertion into mitochondrial inn...	1e-13	BP	20	7.38007380073801	20	0.931697753989767
Mito_carr	1.01610041990217e-13	Pfam	36	16727.2781954887	20	2.05509738937696
GO:0004165 | dodecenoyl-CoA delta-isomerase activity	1.1e-13	MF	13	12.1495327102804	20	1.04142190039466
Ligase_CoA	1.54364816395658e-13	Pfam	13	50210.875	20	2.16813232752863
GO:0006101 | citrate metabolic process	5.5e-13	BP	13	11.4035087719298	20	1.02812377706693
GO:0006550 | isoleucine catabolic process	7e-13	BP	14	10.2941176470588	20	1.00627487661574
GO:0006103 | 2-oxoglutarate metabolic process	7.4e-13	BP	26	8.87372013651877	20	0.973707208362303
Glyoxalase	9.03528682682874e-13	Pfam	11	56648.1666666667	20	2.18018023547008
GO:0004129 | cytochrome-c oxidase activity	1.3e-12	MF	12	12	20	1.03883648667518
GO:0033617 | mitochondrial cytochrome c oxidase assem...	1.8e-12	BP	24	5.42986425339367	20	0.857198327321346
GO:1902600 | proton transmembrane transport	1.9e-12	BP	214	9.14529914529915	20	0.98040701544769
2-oxoacid_dh	1.95065591005179e-12	Pfam	12	49438.4	20	2.16657896394655
GO:0061617 | MICOS complex	2.4e-12	CC	13	10.655737704918	20	1.01369794398139
GO:1902495 | transmembrane transporter complex	3e-12	CC	174	6.51685393258427	20	0.90224053717289
GO:0004775 | succinate-CoA ligase (ADP-forming) activ...	3.3e-12	MF	10	14.0845070422535	20	1.07179366077661
GO:0006559 | L-phenylalanine catabolic process	4.3e-12	BP	15	8.7719298245614	20	0.971130860730688
GO:0033615 | mitochondrial proton-transporting ATP sy...	5.7e-12	BP	16	8	20	0.950310468737425
adh_short_C2	6.10006020764772e-12	Pfam	18	28522.1538461538	20	2.11073028075607
Iso_dh	6.21825597703227e-12	Pfam	13	42282.8421052632	20	2.15085196407791
Abhydrolase_1	3.62723685469241e-11	Pfam	32	15211.8153846154	20	2.04503815270935
GO:0033179 | proton-transporting V-type ATPase, V0 do...	5.2e-11	CC	15	7.7319587628866	20	0.942491129467782
GO:0005504 | fatty acid binding	5.6e-11	MF	30	4.52488687782805	20	0.80969607033435
GO:0030150 | protein import into mitochondrial matrix	6.3e-11	BP	20	5.60224089635854	20	0.865079059711763
GO:0008553 | P-type proton-exporting transporter acti...	7.4e-11	MF	12	9.91735537190083	20	0.998196311218978
GO:0007035 | vacuolar acidification	7.9e-11	BP	27	6.63390663390663	20	0.906514950198709
GO:0005749 | mitochondrial respiratory chain complex ...	8.2e-11	CC	12	9.83606557377049	20	0.996404242952064
GO:0006105 | succinate metabolic process	9.3e-11	BP	15	7.5	20	0.935447092780613
Complex1_LYR	9.48018446040642e-11	Pfam	13	36517	20	2.1359997873381
GO:0051289 | protein homotetramerization	9.7e-11	BP	34	3.48004094165814	20	0.735924149164492
GO:0006094 | gluconeogenesis	1.3e-10	BP	40	3.08166409861325	20	0.69913181794538
GO:0050660 | flavin adenine dinucleotide binding	1.4e-10	MF	61	2.51546391752577	20	0.632943988100436
COesterase	1.52235163904793e-10	Pfam	26	17093.0638297872	20	2.05738181055314
E3_binding	1.81719439013951e-10	Pfam	9	55618.2	20	2.17835188375595
GO:0099507 | ligand-gated ion channel activity involv...	1.9e-10	MF	10	11.6279069767442	20	1.03223134459114
GO:0015277 | kainate selective glutamate receptor act...	1.9e-10	MF	10	11.6279069767442	20	1.03223134459114
GO:0017133 | mitochondrial electron transfer flavopro...	2.1e-10	CC	10	11.6279069767442	20	1.03223134459114
GO:0032983 | kainate selective glutamate receptor com...	2.1e-10	CC	10	11.6279069767442	20	1.03223134459114
GO:1904315 | transmitter-gated ion channel activity i...	2.5e-10	MF	11	10.2803738317757	20	1.00598653443921
Acyltransf_C	2.9656319510251e-10	Pfam	10	47536.9230769231	20	2.16264446169891
L51_S25_CI-B8	2.9656319510251e-10	Pfam	10	47536.9230769231	20	2.16264446169891
3HCDH	2.99407969099821e-10	Pfam	8	61798	20	2.18882946344017
Redoxin	2.99407969099821e-10	Pfam	8	61798	20	2.18882946344017
GO:0006102 | isocitrate metabolic process	5.3e-10	BP	12	8.8235294117647	20	0.972441431489531
GO:0022904 | respiratory electron transport chain	5.6e-10	BP	155	8.48849945235487	20	0.963758748324502
GO:0019003 | GDP binding	6.3e-10	MF	33	3.32996972754793	20	0.722800308102184
GO:0006532 | aspartate biosynthetic process	6.6e-10	BP	8	14.0350877192982	20	1.07108129071488
GO:0006533 | aspartate catabolic process	6.6e-10	BP	8	14.0350877192982	20	1.07108129071488
GO:0019550 | glutamate catabolic process to aspartate	6.6e-10	BP	8	14.0350877192982	20	1.07108129071488
GO:0019551 | glutamate catabolic process to 2-oxoglut...	6.6e-10	BP	8	14.0350877192982	20	1.07108129071488
GO:0008670 | 2,4-dienoyl-CoA reductase (NADPH) activi...	6.6e-10	MF	8	14.0350877192982	20	1.07108129071488
GO:0004069 | L-aspartate:2-oxoglutarate aminotransfer...	6.6e-10	MF	8	14.0350877192982	20	1.07108129071488
GO:0004776 | succinate-CoA ligase (GDP-forming) activ...	6.6e-10	MF	8	14.0350877192982	20	1.07108129071488
GO:0004739 | pyruvate dehydrogenase (acetyl-transferr...	6.6e-10	MF	8	14.0350877192982	20	1.07108129071488
GO:0000274 | mitochondrial proton-transporting ATP sy...	7.1e-10	CC	8	13.7931034482759	20	1.06754952738925
GO:0045244 | succinate-CoA ligase complex (GDP-formin...	7.1e-10	CC	8	13.7931034482759	20	1.06754952738925
GO:0016507 | mitochondrial fatty acid beta-oxidation ...	7.1e-10	CC	8	13.7931034482759	20	1.06754952738925
