term	pval	ontology	fg	oe	symbol	size
GO:0098875 | epididymosome	1e-11	CC	5	166.666666666667	20	1.49058671321609
GO:0097276 | cellular creatinine homeostasis	1.7e-09	BP	4	133.333333333333	20	1.45771696038988
GO:0097277 | cellular urea homeostasis	1.7e-09	BP	4	133.333333333333	20	1.45771696038988
GO:0097275 | cellular ammonium homeostasis	1.7e-09	BP	4	133.333333333333	20	1.45771696038988
TF_AP-2	1.71193056927283e-09	Pfam	4	61798	20	2.18882946344017
zf-C3HC4_4	1.71193056927283e-09	Pfam	4	61798	20	2.18882946344017
GO:0016081 | synaptic vesicle docking	1.3e-08	BP	5	62.5	20	1.34010448001045
GO:0098831 | presynaptic active zone cytoplasmic comp...	6e-08	CC	5	45.4545454545455	20	1.28746934688861
GO:0048485 | sympathetic nervous system development	1.2e-07	BP	4	80	20	1.37952527595254
GO:0004169 | dolichyl-phosphate-mannose-protein manno...	2.1e-07	MF	5	35.7142857142857	20	1.24613079917711
GO:2001240 | negative regulation of extrinsic apoptot...	2.6e-07	BP	5	35.7142857142857	20	1.24613079917711
GO:0048172 | regulation of short-term neuronal synapt...	5.1e-07	BP	5	31.25	20	1.22264059382964
GO:0005915 | zonula adherens	1e-06	CC	3	100	20	1.4142135623731
TIG_plexin	1.0634374358499e-06	Pfam	3	46348.5	20	2.16010085028813
GO:0070462 | plus-end specific microtubule depolymeri...	1.1e-06	BP	3	100	20	1.4142135623731
GO:0060404 | axonemal microtubule depolymerization	1.1e-06	BP	3	100	20	1.4142135623731
GO:0045296 | cadherin binding	1.6e-06	MF	5	25	20	1.18234513094614
SAM_1	2.80321205591909e-06	Pfam	7	4601.97872340426	20	1.91388207746411
GO:0035810 | positive regulation of urine volume	2.9e-06	BP	4	40	20	1.26572508520925
GO:0001228 | DNA-binding transcription activator acti...	6.5e-06	MF	12	4.95867768595041	20	0.833886011435132
GO:0016264 | gap junction assembly	9.1e-06	BP	3	60	20	1.33347337820582
TIG_2	9.17163697352828e-06	Pfam	3	26484.8571428571	20	2.10309239804845
GO:0097070 | ductus arteriosus closure	9.3e-06	BP	4	28.5714285714286	20	1.20662005438735
GO:0008285 | negative regulation of cell population p...	1.2e-05	BP	25	3.10945273631841	20	0.701914496162878
GO:0035269 | protein O-linked mannosylation	1.3e-05	BP	5	16.6666666666667	20	1.10537267453848
PDEase_I	1.34291765001811e-05	Pfam	5	6574.25531914894	20	1.95393105467519
GO:1902287 | semaphorin-plexin signaling pathway invo...	1.4e-05	BP	3	60	20	1.33347337820582
GO:0002116 | semaphorin receptor complex	1.4e-05	CC	3	60	20	1.33347337820582
Plexin_cytopl	1.46041771352508e-05	Pfam	3	23174.25	20	2.08925960276637
GO:0017154 | semaphorin receptor activity	1.5e-05	MF	3	60	20	1.33347337820582
GO:0035909 | aorta morphogenesis	1.8e-05	BP	6	11.1111111111111	20	1.02262284864004
GO:0021542 | dentate gyrus development	2e-05	BP	5	15.1515151515152	20	1.08648794952274
TPR_17	2.18011425706242e-05	Pfam	3	20599.3333333333	20	2.07698174409505
GO:0010960 | magnesium ion homeostasis	2.3e-05	BP	4	23.5294117647059	20	1.17115800383624
GO:2001045 | negative regulation of integrin-mediated...	3.1e-05	BP	3	50	20	1.30344543588752
GO:0005901 | caveola	3.9e-05	CC	10	8.47457627118644	20	0.963388806606074
GO:0072210 | metanephric nephron development	4.1e-05	BP	4	21.0526315789474	20	1.15035055108221
GO:0010593 | negative regulation of lamellipodium ass...	4.2e-05	BP	3	42.8571428571429	20	1.27750663978917
GO:0001669 | acrosomal vesicle	5.2e-05	CC	8	6.15384615384615	20	0.888339256525966
GO:0071681 | cellular response to indole-3-methanol	5.6e-05	BP	3	37.5	20	1.2546040282606
DUF1736	5.62806723510011e-05	Pfam	3	15449.5	20	2.04668376372507
DUF4205	5.62806723510011e-05	Pfam	3	15449.5	20	2.04668376372507
Vinculin	5.62806723510011e-05	Pfam	3	15449.5	20	2.04668376372507
GO:0051022 | Rho GDP-dissociation inhibitor binding	5.7e-05	MF	3	37.5	20	1.2546040282606
