annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
IgGFc_binding	11	26	564	15756	5.32248402108485e-10	1.53287539807244e-07
fn3	14	64	564	15756	4.43998988104048e-08	5.92165945870179e-06
I-set	13	57	564	15756	7.95592317676888e-08	5.92165945870179e-06
Ig_3	14	67	564	15756	8.22452702597471e-08	5.92165945870179e-06
SEA	9	30	564	15756	6.60768605941104e-07	3.80602717022076e-05
EGF_3	9	37	564	15756	4.59237655752484e-06	0.000220434074761192
cEGF	7	22	564	15756	7.74294526927051e-06	0.000318566891078558
GAIN	9	42	564	15756	1.40306265846686e-05	0.000505102557048071
MAM	8	44	564	15756	0.000145583894643253	0.00415981223404631
MFS_1	11	81	564	15756	0.000140236867244938	0.00415981223404631
NIDO	6	24	564	15756	0.000158881717272602	0.00415981223404631
EGF_CA	12	98	564	15756	0.000193423694284765	0.00464216866283436
GPS	10	74	564	15756	0.000291546588993531	0.00645887827924131
Kazal_2	6	28	564	15756	0.000393718744205372	0.00809935702365337
OATP	6	29	564	15756	0.000481565129540076	0.00924605048716947
VWD	4	12	564	15756	0.000639217293197484	0.0115059112775547
TIG	3	6	564	15756	0.000841569895991133	0.0142571841203204
SRCR	9	74	564	15756	0.00126004325648997	0.0201606921038395
hEGF	8	63	564	15756	0.00175519463413578	0.0266050555069002
7tm_2	11	111	564	15756	0.00209047170873465	0.030102792605779
Macro	4	18	564	15756	0.00333078203656725	0.0456792965014937
PIH1	2	3	564	15756	0.00374620071794364	0.0469089481203378
Ran_BP1	2	3	564	15756	0.00374620071794364	0.0469089481203378
Sugar_tr	4	19	564	15756	0.00410104726179054	0.0492125671414865
PIH1_CS	2	4	564	15756	0.00731474898475688	0.0842659083043993
Na_H_Exchanger	3	12	564	15756	0.007882237882186	0.0873109426949834
ABC_membrane	4	34	564	15756	0.0322187769494363	0.114546839299314
ABC_tran	5	51	564	15756	0.0350928160138588	0.114546839299314
Aldolase_II	2	6	564	15756	0.0174337976673943	0.114546839299314
Ammonium_transp	2	6	564	15756	0.0174337976673943	0.114546839299314
Anoct_dimer	2	5	564	15756	0.0119030550769266	0.114546839299314
Anoctamin	2	6	564	15756	0.0174337976673943	0.114546839299314
Carb_anhydrase	3	16	564	15756	0.0180427714379008	0.114546839299314
Caveolin	1	1	564	15756	0.0357958872810357	0.114546839299314
CCDC84	1	1	564	15756	0.0357958872810357	0.114546839299314
