term	pval	ontology	fg	oe	symbol	size
7tm_1	1.22919962283157e-21	Pfam	29	606.067636117687	20	1.66808905439626
GO:0070319 | Golgi to plasma membrane transport vesic...	8.6e-09	CC	3	300	20	1.57388730686783
TAFH	5.91003336767398e-08	Pfam	3	23174.25	20	2.08925960276637
GO:0051490 | negative regulation of filopodium assemb...	2e-07	BP	3	300	20	1.57388730686783
GO:1990635 | proximal dendrite	1.2e-06	CC	3	150	20	1.47515804544994
GO:0007186 | G protein-coupled receptor signaling pat...	2.3e-06	BP	15	4.82315112540193	20	0.826638294557447
GO:0060575 | intestinal epithelial cell differentiati...	2.6e-06	BP	3	100	20	1.4142135623731
Sec2p	3.16525995370335e-06	Pfam	2	41198.6666666667	20	2.14822791178406
zf-MYND	4.66377930518087e-06	Pfam	3	5980.45161290323	20	1.94338209853574
GO:0005886 | plasma membrane	5.2e-06	CC	24	2.33918128654971	20	0.607506280573138
SSB	1.05367584836577e-05	Pfam	2	24719.2	20	2.09595668164963
GO:1905776 | positive regulation of DNA helicase acti...	1.1e-05	BP	2	200	20	1.51691463031509
GO:0042277 | peptide binding	1.2e-05	MF	10	8.33333333333333	20	0.959593014747594
GO:0090297 | positive regulation of mitochondrial DNA...	5e-05	BP	2	200	20	1.51691463031509
GO:0016493 | C-C chemokine receptor activity	5.1e-05	MF	2	200	20	1.51691463031509
GO:0004530 | deoxyribonuclease I activity	5.1e-05	MF	2	200	20	1.51691463031509
GO:0019957 | C-C chemokine binding	5.1e-05	MF	2	200	20	1.51691463031509
GO:0043117 | positive regulation of vascular permeabi...	5.6e-05	BP	4	19.047619047619	20	1.13130044488369
GO:0003050 | regulation of systemic arterial blood pr...	0.00012	BP	2	100	20	1.4142135623731
GO:0005085 | guanyl-nucleotide exchange factor activi...	0.00012	MF	5	10.2040816326531	20	1.00437738141971
GO:0120058 | positive regulation of small intestinal ...	0.00013	BP	3	30	20	1.21536877313829
GO:0036321 | ghrelin secretion	0.00013	BP	3	30	20	1.21536877313829
GO:1904349 | positive regulation of small intestine s...	0.00013	BP	3	30	20	1.21536877313829
GO:2000110 | negative regulation of macrophage apopto...	0.00013	BP	3	30	20	1.21536877313829
GO:0043134 | regulation of hindgut contraction	0.00013	BP	3	30	20	1.21536877313829
GO:0016520 | growth hormone-releasing hormone recepto...	0.00013	MF	3	30	20	1.21536877313829
GO:0001616 | growth hormone secretagogue receptor act...	0.00013	MF	3	30	20	1.21536877313829
GO:0008343 | adult feeding behavior	0.00015	BP	3	30	20	1.21536877313829
GO:2000035 | regulation of stem cell division	0.00016	BP	2	100	20	1.4142135623731
GO:0090327 | negative regulation of locomotion involv...	0.00017	BP	3	27.2727272727273	20	1.1982189155415
GO:1904000 | positive regulation of eating behavior	0.00017	BP	3	27.2727272727273	20	1.1982189155415
GO:1905564 | positive regulation of vascular endothel...	0.00017	BP	3	27.2727272727273	20	1.1982189155415
GO:0032100 | positive regulation of appetite	0.00017	BP	3	27.2727272727273	20	1.1982189155415
GO:1905333 | regulation of gastric motility	0.00019	BP	3	27.2727272727273	20	1.1982189155415
GO:0010700 | negative regulation of norepinephrine se...	0.00019	BP	3	27.2727272727273	20	1.1982189155415
GO:0043568 | positive regulation of insulin-like grow...	0.00021	BP	3	27.2727272727273	20	1.1982189155415
GO:1903672 | positive regulation of sprouting angioge...	0.00021	BP	3	25	20	1.18234513094614
GO:0032691 | negative regulation of interleukin-1 bet...	0.00022	BP	3	25	20	1.18234513094614
GO:0003925 | G protein activity	0.00022	MF	3	25	20	1.18234513094614
GO:0006612 | protein targeting to membrane	0.00024	BP	4	12.9032258064516	20	1.05389672050618
GO:0032099 | negative regulation of appetite	0.00025	BP	3	25	20	1.18234513094614
GO:0045746 | negative regulation of Notch signaling p...	0.00032	BP	3	23.0769230769231	20	1.16755209837199
GO:0046697 | decidualization	0.00046	BP	3	20	20	1.14062701864544
GO:0051969 | regulation of transmission of nerve impu...	5e-04	BP	3	20	20	1.14062701864544
GO:0098696 | regulation of neurotransmitter receptor ...	0.00058	BP	3	18.75	20	1.12827358032692
GO:0070948 | regulation of neutrophil mediated cytoto...	0.00062	BP	2	50	20	1.30344543588752
GO:0014827 | intestine smooth muscle contraction	0.00065	BP	6	21.4285714285714	20	1.15368679416964
GO:0120025 | plasma membrane bounded cell projection	0.00075	CC	19	3.06451612903226	20	0.69739652383316
GO:0014057 | positive regulation of acetylcholine sec...	0.00076	BP	3	16.6666666666667	20	1.10537267453848
GO:0016497 | substance K receptor activity	0.00078	MF	3	16.6666666666667	20	1.10537267453848
GO:0033685 | negative regulation of luteinizing hormo...	0.00081	BP	3	16.6666666666667	20	1.10537267453848
GO:0070459 | prolactin secretion	0.00083	BP	3	16.6666666666667	20	1.10537267453848
GO:0002673 | regulation of acute inflammatory respons...	0.00088	BP	2	50	20	1.30344543588752
GO:0048714 | positive regulation of oligodendrocyte d...	0.00093	BP	2	50	20	1.30344543588752
GO:1902093 | positive regulation of flagellated sperm...	0.00115	BP	3	14.2857142857143	20	1.07466364969964
GO:0070474 | positive regulation of uterine smooth mu...	0.00122	BP	3	14.2857142857143	20	1.07466364969964
GO:0038170 | somatostatin signaling pathway	0.00136	BP	1	Inf	20	2.23606797749979
GO:0032720 | negative regulation of tumor necrosis fa...	0.00146	BP	3	13.6363636363636	20	1.06522231196002
GO:0030165 | PDZ domain binding	0.00159	MF	3	13.0434782608696	20	1.05612187682202
GO:0035106 | operant conditioning	0.00162	BP	3	13.0434782608696	20	1.05612187682202
GO:0045923 | positive regulation of fatty acid metabo...	0.00173	BP	3	12.5	20	1.04733471870652
GO:0002283 | neutrophil activation involved in immune...	0.00173	BP	2	33.3333333333333	20	1.2340497337143
GO:1990841 | promoter-specific chromatin binding	0.00184	MF	3	12.5	20	1.04733471870652
GO:0060123 | regulation of growth hormone secretion	0.00193	BP	3	12	20	1.03883648667518
GO:0099170 | postsynaptic modulation of chemical syna...	0.00196	BP	3	12	20	1.03883648667518
GO:0046676 | negative regulation of insulin secretion	0.00202	BP	3	12	20	1.03883648667518
SET	0.00230143538634464	Pfam	2	1817.58823529412	20	1.8054072955933
GO:0007611 | learning or memory	0.00237	BP	7	8.33333333333333	20	0.959593014747594
Exo_endo_phos	0.00250555489039554	Pfam	2	1740.78873239437	20	1.8002072288958
GO:0042629 | mast cell granule	0.00264	CC	1	Inf	20	2.23606797749979
GO:1901327 | response to tacrolimus	0.00272	BP	1	Inf	20	2.23606797749979
GO:0038160 | CXCL12-activated CXCR4 signaling pathway	0.00272	BP	1	Inf	20	2.23606797749979
GO:0038112 | interleukin-8-mediated signaling pathway	0.00272	BP	1	Inf	20	2.23606797749979
GO:0033030 | negative regulation of neutrophil apopto...	0.00272	BP	1	Inf	20	2.23606797749979
GO:2000448 | positive regulation of macrophage migrat...	0.00272	BP	1	Inf	20	2.23606797749979
GO:1905322 | positive regulation of mesenchymal stem ...	0.00272	BP	1	Inf	20	2.23606797749979
GO:0004918 | interleukin-8 receptor activity	0.00274	MF	1	Inf	20	2.23606797749979
GO:0019959 | interleukin-8 binding	0.00274	MF	1	Inf	20	2.23606797749979
GO:0038147 | C-X-C motif chemokine 12 receptor activi...	0.00274	MF	1	Inf	20	2.23606797749979
GO:0032715 | negative regulation of interleukin-6 pro...	0.0031	BP	3	10.3448275862069	20	1.00733472928352
GO:0050728 | negative regulation of inflammatory resp...	0.00344	BP	3	10	20	1
GO:0097225 | sperm midpiece	0.00345	CC	3	10	20	1
Ras	0.00348266173399063	Pfam	3	637.092783505155	20	1.67457537476148
GO:0051963 | regulation of synapse assembly	0.00353	BP	3	9.67741935483871	20	0.992854249568077
GO:0061827 | sperm head	0.00354	CC	3	9.67741935483871	20	0.992854249568077
GO:0035701 | hematopoietic stem cell migration	0.00408	BP	1	Inf	20	2.23606797749979
GO:0017046 | peptide hormone binding	0.00532	MF	3	8.57142857142857	20	0.965946794792232
GO:0038163 | thrombopoietin-mediated signaling pathwa...	0.00544	BP	1	100	20	1.4142135623731
GO:2000256 | positive regulation of male germ cell pr...	0.00544	BP	1	100	20	1.4142135623731
GO:0008427 | calcium-dependent protein kinase inhibit...	0.00547	MF	1	100	20	1.4142135623731
RabGAP-TBC	0.00548195521064155	Pfam	2	1166	20	1.75119917497211
GO:0090277 | positive regulation of peptide hormone s...	0.00557	BP	3	8.33333333333333	20	0.959593014747594
GO:0006268 | DNA unwinding involved in DNA replicatio...	0.00616	BP	2	16.6666666666667	20	1.10537267453848
GO:0070584 | mitochondrion morphogenesis	0.0063	BP	2	16.6666666666667	20	1.10537267453848
GO:0003714 | transcription corepressor activity	0.00641	MF	3	7.89473684210526	20	0.94727908142366
GO:0007218 | neuropeptide signaling pathway	0.00659	BP	2	16.6666666666667	20	1.10537267453848
GO:0004994 | somatostatin receptor activity	0.00684	MF	1	100	20	1.4142135623731
Arrestin_C	0.00685680505634448	Pfam	2	1038.6218487395	20	1.73679516762779
GO:0040018 | positive regulation of multicellular org...	0.00708	BP	3	7.69230769230769	20	0.941305820492556
Arrestin_N	0.00708081476656503	Pfam	2	1021.45454545455	20	1.73471007530691
GO:2001222 | regulation of neuron migration	0.00717	BP	2	15.3846153846154	20	1.08953505834239
