annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
MFS_1	11	69	250	14971	1.75441494859204e-08	2.91232881466279e-06
fn3	8	51	250	14971	1.85134562789039e-06	0.000153661687114902
Ig_3	7	47	250	14971	1.18436187734582e-05	0.000655346905464689
Sugar_tr	5	21	250	14971	2.0398718095462e-05	0.000846546800961673
I-set	6	38	250	14971	3.60157906966147e-05	0.00119572425112761
Xan_ur_permease	3	5	250	14971	4.48861969012378e-05	0.00124185144760091
7tm_2	7	69	250	14971	0.000148741726491425	0.0035273037996538
CH	5	32	250	14971	0.000173753686814388	0.00360538900139856
GPS	5	36	250	14971	0.000308063138195163	0.00568205343782189
IgGFc_binding	3	11	250	14971	0.000687481807003336	0.0114121979962554
Nucleoside_tran	3	13	250	14971	0.0011625174020227	0.0160814907279807
Spectrin	3	13	250	14971	0.0011625174020227	0.0160814907279807
Anoctamin	2	5	250	14971	0.00268667960104065	0.0343068318286729
SNF	3	24	250	14971	0.00718569894972932	0.085201858975362
Alkyl_sulf_C	1	1	250	14971	0.016698951305858	0.0894201908636265
Alkyl_sulf_dimr	1	1	250	14971	0.016698951305858	0.0894201908636265
COE1_DBD	1	1	250	14971	0.016698951305858	0.0894201908636265
GAIN	2	9	250	14971	0.0092542772214865	0.0894201908636265
He_PIG	1	1	250	14971	0.016698951305858	0.0894201908636265
I-EGF_1	1	1	250	14971	0.016698951305858	0.0894201908636265
Integrin_B_tail	1	1	250	14971	0.016698951305858	0.0894201908636265
LacY_symp	1	1	250	14971	0.016698951305858	0.0894201908636265
Laminin_G_2	2	10	250	14971	0.0114412922067449	0.0894201908636265
Pep_M12B_propep	2	9	250	14971	0.0092542772214865	0.0894201908636265
PTB	1	1	250	14971	0.016698951305858	0.0894201908636265
RGM_C	1	1	250	14971	0.016698951305858	0.0894201908636265
RGM_N	1	1	250	14971	0.016698951305858	0.0894201908636265
SAM_3	1	1	250	14971	0.016698951305858	0.0894201908636265
Sel1	3	31	250	14971	0.0146511046226639	0.0894201908636265
SH3BGR	1	1	250	14971	0.016698951305858	0.0894201908636265
Smoothelin	1	1	250	14971	0.016698951305858	0.0894201908636265
GTP_EFTU_D2	2	13	250	14971	0.0191895490049999	0.0995457854634369
cEGF	2	14	250	14971	0.0221442403059737	0.111392239114898
ABC2_membrane_7	1	2	250	14971	0.0331201445038228	0.119520521470317
ALAD	1	2	250	14971	0.0331201445038228	0.119520521470317
DAG1	1	2	250	14971	0.0331201445038228	0.119520521470317
DAN	1	2	250	14971	0.0331201445038228	0.119520521470317
DUF1041	1	2	250	14971	0.0331201445038228	0.119520521470317
EFhand_Ca_insen	1	2	250	14971	0.0331201445038228	0.119520521470317
HRM	1	2	250	14971	0.0331201445038228	0.119520521470317
IGFBP	1	2	250	14971	0.0331201445038228	0.119520521470317
P5-ATPase	1	2	250	14971	0.0331201445038228	0.119520521470317
Rho_Binding	1	2	250	14971	0.0331201445038228	0.119520521470317
Ribonucleas_3_3	1	2	250	14971	0.0331201445038228	0.119520521470317
Tropomyosin	1	2	250	14971	0.0331201445038228	0.119520521470317
zf-Di19	1	2	250	14971	0.0331201445038228	0.119520521470317
AMP-binding_C	2	19	250	14971	0.0394060186006905	0.136279147660721
TauD	2	19	250	14971	0.0394060186006905	0.136279147660721
ABC2_membrane	1	3	250	14971	0.0492681813716191	0.136308635128146
Anoct_dimer	1	3	250	14971	0.0492681813716191	0.136308635128146
CECR6_TMEM121	1	3	250	14971	0.0492681813716191	0.136308635128146
FerB	1	3	250	14971	0.0492681813716191	0.136308635128146
FerI	1	3	250	14971	0.0492681813716191	0.136308635128146
G_glu_transpept	1	3	250	14971	0.0492681813716191	0.136308635128146
GDI	1	3	250	14971	0.0492681813716191	0.136308635128146
GST_N	2	21	250	14971	0.0473556657987179	0.136308635128146
GTP_EFTU	2	20	250	14971	0.0433121508478126	0.136308635128146
Integrin_beta	1	3	250	14971	0.0492681813716191	0.136308635128146
PSI_integrin	1	3	250	14971	0.0492681813716191	0.136308635128146
Sod_Cu	1	3	250	14971	0.0492681813716191	0.136308635128146
Peptidase_M1_N	2	22	250	14971	0.0515309263103313	0.140231701106803
AMP-binding	2	23	250	14971	0.0558324438674447	0.147114058444378
Peptidase_M1	2	23	250	14971	0.0558324438674447	0.147114058444378
Aldolase_II	1	4	250	14971	0.0651475877490307	0.152316895300551
BRO1	1	4	250	14971	0.0651475877490307	0.152316895300551
Calpain_III	1	4	250	14971	0.0651475877490307	0.152316895300551
CAP	1	4	250	14971	0.0651475877490307	0.152316895300551
GST_C_3	2	24	250	14971	0.0602548752236005	0.152316895300551
PH_9	1	4	250	14971	0.0651475877490307	0.152316895300551
Reprolysin_2	1	4	250	14971	0.0651475877490307	0.152316895300551
TCTP	1	4	250	14971	0.0651475877490307	0.152316895300551
Ammonium_transp	1	5	250	14971	0.0807628147860284	0.165513916721984
EFG_IV	1	5	250	14971	0.0807628147860284	0.165513916721984
