term	pval	ontology	fg	oe	symbol	size
GO:0004530 | deoxyribonuclease I activity	1.3e-16	MF	6	600	20	1.66677870468267
GO:0070948 | regulation of neutrophil mediated cytoto...	6.7e-13	BP	6	200	20	1.51691463031509
GO:0002673 | regulation of acute inflammatory respons...	2.1e-12	BP	6	150	20	1.47515804544994
GO:0002283 | neutrophil activation involved in immune...	1.8e-11	BP	6	100	20	1.4142135623731
7tm_1	4.44117090045207e-11	Pfam	22	459.77544808928	20	1.63173091418894
Exo_endo_phos	7.01587047392885e-10	Pfam	6	5222.3661971831	20	1.92817720183814
GO:0004930 | G protein-coupled receptor activity	2.1e-08	MF	17	6.51340996168582	20	0.902113304435753
GO:0000737 | DNA catabolic process, endonucleolytic	6.8e-08	BP	6	28.5714285714286	20	1.20662005438735
PAX	1.34996187936844e-07	Pfam	3	23174.25	20	2.08925960276637
GO:0007186 | G protein-coupled receptor signaling pat...	4.9e-07	BP	15	5.33807829181495	20	0.852868652929982
GO:0004984 | olfactory receptor activity	5.6e-07	MF	6	20	20	1.14062701864544
ANF_receptor	2.85379752930463e-06	Pfam	7	963.443207126949	20	1.72737550029943
GO:0043052 | thermotaxis	4.3e-05	BP	3	42.8571428571429	20	1.27750663978917
GO:0007634 | optokinetic behavior	4.3e-05	BP	3	42.8571428571429	20	1.27750663978917
GO:0050960 | detection of temperature stimulus involv...	5.4e-05	BP	3	42.8571428571429	20	1.27750663978917
GO:1990913 | sperm head plasma membrane	9.1e-05	CC	3	33.3333333333333	20	1.2340497337143
GO:1990384 | hyaloid vascular plexus regression	0.00011	BP	3	33.3333333333333	20	1.2340497337143
GO:0003779 | actin binding	0.00016	MF	6	7.2289156626506	20	0.926861995125256
7tm_3	0.000166940961988521	Pfam	5	823.973333333333	20	1.70760450826065
ADP_ribosyl_GH	0.000189500839254263	Pfam	2	8239.73333333333	20	1.97886663437233
GO:0005502 | 11-cis retinal binding	2e-04	MF	3	27.2727272727273	20	1.1982189155415
GO:0005576 | extracellular region	3e-04	CC	10	3.64963503649635	20	0.749832939513604
GO:0008020 | G protein-coupled photoreceptor activity	0.00039	MF	3	21.4285714285714	20	1.15368679416964
GO:0046960 | sensitization	0.00055	BP	2	66.6666666666667	20	1.35052165511861
GO:0007602 | phototransduction	0.00058	BP	3	18.75	20	1.12827358032692
GO:0005886 | plasma membrane	0.00058	CC	25	2.37868696479543	20	0.613463358843701
GO:0001661 | conditioned taste aversion	0.00063	BP	2	50	20	1.30344543588752
GO:0001588 | dopamine neurotransmitter receptor activ...	0.00068	MF	2	50	20	1.30344543588752
GO:0031750 | D3 dopamine receptor binding	0.00068	MF	2	50	20	1.30344543588752
GO:0060158 | phospholipase C-activating dopamine rece...	0.00072	BP	2	50	20	1.30344543588752
CarboxypepD_reg	0.000723731035577043	Pfam	2	4261.93103448276	20	1.90515259698241
Homeodomain	0.000731617215812235	Pfam	3	1448.390625	20	1.77788799003075
GO:0002002 | regulation of angiotensin levels in bloo...	0.00081	BP	2	50	20	1.30344543588752
GO:0071880 | adenylate cyclase-activating adrenergic ...	0.00086	BP	2	50	20	1.30344543588752
GO:0021853 | cerebral cortex GABAergic interneuron mi...	0.00086	BP	2	50	20	1.30344543588752
GO:0044326 | dendritic spine neck	0.00087	CC	2	50	20	1.30344543588752
GO:0030432 | peristalsis	0.00107	BP	2	40	20	1.26572508520925
GO:0007191 | adenylate cyclase-activating dopamine re...	0.00112	BP	2	40	20	1.26572508520925
GO:0046959 | habituation	0.00112	BP	2	40	20	1.26572508520925
GO:0035106 | operant conditioning	0.00121	BP	3	14.2857142857143	20	1.07466364969964
GO:0044327 | dendritic spine head	0.00122	CC	2	40	20	1.26572508520925
GO:0042755 | eating behavior	0.00133	BP	3	13.6363636363636	20	1.06522231196002
GO:0042321 | negative regulation of circadian sleep/w...	0.00148	BP	2	33.3333333333333	20	1.2340497337143
GO:0021542 | dentate gyrus development	0.00182	BP	2	33.3333333333333	20	1.2340497337143
GO:0099171 | presynaptic modulation of chemical synap...	0.00184	BP	3	12.5	20	1.04733471870652
GO:0001975 | response to amphetamine	0.00203	BP	2	28.5714285714286	20	1.20662005438735
GO:0014002 | astrocyte development	0.00203	BP	2	28.5714285714286	20	1.20662005438735
Peptidase_M14	0.00205967676192467	Pfam	2	2522.36734693878	20	1.84439918012865
GO:0031701 | angiotensin receptor binding	0.00207	MF	2	28.5714285714286	20	1.20662005438735
GO:0015872 | dopamine transport	0.00209	BP	3	12	20	1.03883648667518
GO:1900273 | positive regulation of long-term synapti...	0.00211	BP	2	28.5714285714286	20	1.20662005438735
GO:0042734 | presynaptic membrane	0.00224	CC	5	5.37634408602151	20	0.854685354842403
GO:0035240 | dopamine binding	0.00233	MF	2	28.5714285714286	20	1.20662005438735
GO:0051968 | positive regulation of synaptic transmis...	0.00234	BP	2	28.5714285714286	20	1.20662005438735
Asp	0.00240497695890477	Pfam	2	2332	20	1.83513720088907
GO:0042752 | regulation of circadian rhythm	0.0027	BP	5	14.2857142857143	20	1.07466364969964
GO:0002755 | MyD88-dependent toll-like receptor signa...	0.00276	BP	2	25	20	1.18234513094614
GO:0043198 | dendritic shaft	0.00282	CC	3	10.7142857142857	20	1.01487103780601
GO:0004181 | metallocarboxypeptidase activity	0.00289	MF	2	25	20	1.18234513094614
GO:0060134 | prepulse inhibition	0.00311	BP	2	25	20	1.18234513094614
GO:0045838 | positive regulation of membrane potentia...	0.0032	BP	2	25	20	1.18234513094614
GO:0007625 | grooming behavior	0.0033	BP	2	22.2222222222222	20	1.16051173463462
GO:0070498 | interleukin-1-mediated signaling pathway	0.0033	BP	2	22.2222222222222	20	1.16051173463462
GO:0042711 | maternal behavior	0.00339	BP	2	22.2222222222222	20	1.16051173463462
GO:0021756 | striatum development	0.00349	BP	2	22.2222222222222	20	1.16051173463462
GO:2001224 | positive regulation of neuron migration	0.00349	BP	2	22.2222222222222	20	1.16051173463462
GO:0048148 | behavioral response to cocaine	0.00358	BP	2	22.2222222222222	20	1.16051173463462
GO:0042053 | regulation of dopamine metabolic process	0.00378	BP	2	22.2222222222222	20	1.16051173463462
GO:0099010 | modification of postsynaptic structure	0.00388	BP	2	22.2222222222222	20	1.16051173463462
GO:0007617 | mating behavior	0.00388	BP	2	22.2222222222222	20	1.16051173463462
GO:0007601 | visual perception	0.0042	BP	3	9.09090909090909	20	0.979084937501224
GO:0007628 | adult walking behavior	0.00451	BP	2	20	20	1.14062701864544
GO:0060292 | long-term synaptic depression	0.00451	BP	2	20	20	1.14062701864544
GO:0051281 | positive regulation of release of seques...	0.00484	BP	2	20	20	1.14062701864544
CHD5	0.0054261249970754	Pfam	1	15449.5	20	2.04668376372507
Nfu_N	0.0054261249970754	Pfam	1	15449.5	20	2.04668376372507
NifU	0.0054261249970754	Pfam	1	15449.5	20	2.04668376372507
NOC3p	0.0054261249970754	Pfam	1	15449.5	20	2.04668376372507
GO:0032088 | negative regulation of NF-kappaB transcr...	0.00599	BP	3	8.10810810810811	20	0.953372713398421
GO:0001963 | synaptic transmission, dopaminergic	0.00602	BP	2	16.6666666666667	20	1.10537267453848
GO:0060711 | labyrinthine layer development	0.00692	BP	2	16.6666666666667	20	1.10537267453848
GO:0019228 | neuronal action potential	0.00705	BP	2	15.3846153846154	20	1.08953505834239
GO:0007187 | G protein-coupled receptor signaling pat...	0.00719	BP	2	15.3846153846154	20	1.08953505834239
GO:0071482 | cellular response to light stimulus	0.00733	BP	3	7.5	20	0.935447092780613
GO:0038180 | nerve growth factor signaling pathway	0.00738	BP	1	100	20	1.4142135623731
GO:1905451 | positive regulation of Fc-gamma receptor...	0.00738	BP	1	100	20	1.4142135623731
GO:0003018 | vascular process in circulatory system	0.00752	BP	4	5.12820512820513	20	0.84259443900223
GO:0001662 | behavioral fear response	0.00802	BP	2	15.3846153846154	20	1.08953505834239
GO:2000253 | positive regulation of feeding behavior	0.0083	BP	2	14.2857142857143	20	1.07466364969964
GO:0008542 | visual learning	0.00874	BP	2	14.2857142857143	20	1.07466364969964
GO:0098982 | GABA-ergic synapse	0.00876	CC	3	7.14285714285714	20	0.924051927286428
GO:0050433 | regulation of catecholamine secretion	0.00985	BP	3	6.81818181818182	20	0.913054531905666
