GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0002076	osteoblast development	76	10	0.18	2.5e-15	3.14475e-11	BP
GO:0007186	G protein-coupled receptor signaling pat...	2283	46	5.41	8.9e-15	5.597655e-11	BP
GO:0007200	phospholipase C-activating G protein-cou...	324	14	0.77	3.2e-14	1.34176e-10	BP
GO:0007189	adenylate cyclase-activating G protein-c...	587	16	1.39	4.7e-13	1.4780325e-09	BP
GO:0060732	positive regulation of inositol phosphat...	92	9	0.22	1e-12	2.5158e-09	BP
GO:0007187	G protein-coupled receptor signaling pat...	103	8	0.24	1.3e-10	2.72545e-07	BP
GO:0007204	positive regulation of cytosolic calcium...	619	15	1.47	8.3e-10	1.49151e-06	BP
GO:0045453	bone resorption	153	8	0.36	3.1e-09	4.8743625e-06	BP
GO:0030282	bone mineralization	173	8	0.41	8.3e-09	1.16006333333333e-05	BP
GO:0002062	chondrocyte differentiation	189	8	0.45	1.6e-08	2.01264e-05	BP
GO:0008285	negative regulation of cell population p...	1245	16	2.95	2.7e-08	3.08757272727273e-05	BP
GO:0043117	positive regulation of vascular permeabi...	153	6	0.36	1.8e-06	0.0016173	BP
GO:0008284	positive regulation of cell population p...	1613	20	3.82	1.8e-06	0.0016173	BP
GO:0032722	positive regulation of chemokine product...	85	5	0.2	1.8e-06	0.0016173	BP
GO:0048469	cell maturation	377	8	0.89	3.1e-06	0.00259966	BP
GO:0014827	intestine smooth muscle contraction	205	6	0.49	9.5e-06	0.00746878125	BP
GO:0032755	positive regulation of interleukin-6 pro...	124	5	0.29	1.2e-05	0.00887929411764706	BP
GO:0014057	positive regulation of acetylcholine sec...	131	5	0.31	1.5e-05	0.0104825	BP
GO:0033685	negative regulation of luteinizing hormo...	134	5	0.32	1.7e-05	0.0112548947368421	BP
GO:0070459	prolactin secretion	135	5	0.32	1.8e-05	0.0113211	BP
GO:0035914	skeletal muscle cell differentiation	72	4	0.17	2.6e-05	0.0152745	BP
GO:1902093	positive regulation of flagellated sperm...	151	5	0.36	3e-05	0.0152745	BP
GO:1904395	positive regulation of skeletal muscle a...	4	2	0.01	3.3e-05	0.0152745	BP
GO:0060764	cell-cell signaling involved in mammary ...	4	2	0.01	3.3e-05	0.0152745	BP
GO:0110135	Norrin signaling pathway	4	2	0.01	3.3e-05	0.0152745	BP
GO:0008078	mesodermal cell migration	4	2	0.01	3.3e-05	0.0152745	BP
GO:0070474	positive regulation of uterine smooth mu...	154	5	0.36	3.3e-05	0.0152745	BP
GO:0043950	positive regulation of cAMP-mediated sig...	77	4	0.18	3.4e-05	0.0152745	BP
GO:0035106	operant conditioning	170	5	0.4	5.3e-05	0.0229892068965517	BP
GO:0050927	positive regulation of positive chemotax...	32	3	0.08	6e-05	0.025158	BP
GO:0097323	B cell adhesion	6	2	0.01	8.2e-05	0.0332734838709677	BP
GO:0035426	extracellular matrix-cell signaling	7	2	0.02	0.00012	0.04717125	BP
GO:0042074	cell migration involved in gastrulation	8	2	0.02	0.00015	0.0571772727272727	BP
GO:0007193	adenylate cyclase-inhibiting G protein-c...	260	7	0.62	0.00016	0.0591952941176471	BP
GO:0031284	positive regulation of guanylate cyclase...	46	3	0.11	0.00018	0.0611951351351351	BP
GO:0002882	positive regulation of chronic inflammat...	46	3	0.11	0.00018	0.0611951351351351	BP
GO:0001701	in utero embryonic development	1053	10	2.49	0.00018	0.0611951351351351	BP
GO:0033690	positive regulation of osteoblast prolif...	9	2	0.02	2e-04	0.0662052631578947	BP
GO:0010753	positive regulation of cGMP-mediated sig...	50	3	0.12	0.00023	0.0741838461538462	BP
GO:0010701	positive regulation of norepinephrine se...	56	3	0.13	0.00032	0.100632	BP
GO:0007166	cell surface receptor signaling pathway	4163	31	9.86	0.00033	0.101245609756098	BP
GO:0060087	relaxation of vascular associated smooth...	58	3	0.14	0.00036	0.105312558139535	BP
GO:0061304	retinal blood vessel morphogenesis	12	2	0.03	0.00036	0.105312558139535	BP
GO:0010575	positive regulation of vascular endothel...	61	3	0.14	0.00042	0.120072272727273	BP
GO:0032966	negative regulation of collagen biosynth...	62	3	0.15	0.00044	0.122994666666667	BP
GO:0046329	negative regulation of JNK cascade	65	3	0.15	5e-04	0.136728260869565	BP
GO:0043311	positive regulation of eosinophil degran...	15	2	0.04	0.00057	0.140588823529412	BP
GO:0070963	positive regulation of neutrophil mediat...	15	2	0.04	0.00057	0.140588823529412	BP
GO:0034140	negative regulation of toll-like recepto...	15	2	0.04	0.00057	0.140588823529412	BP
GO:0099109	potassium channel activating, G protein-...	15	2	0.04	0.00057	0.140588823529412	BP
GO:1900135	positive regulation of renin secretion i...	15	2	0.04	0.00057	0.140588823529412	BP
GO:0001973	G protein-coupled adenosine receptor sig...	161	4	0.38	0.00059	0.142723269230769	BP
GO:0003104	positive regulation of glomerular filtra...	16	2	0.04	0.00065	0.151413888888889	BP
GO:1902262	apoptotic process involved in blood vess...	16	2	0.04	0.00065	0.151413888888889	BP
GO:0050804	modulation of chemical synaptic transmis...	1254	17	2.97	0.00069	0.1572375	BP
GO:1990776	response to angiotensin	73	3	0.17	7e-04	0.1572375	BP
GO:0010893	positive regulation of steroid biosynthe...	74	3	0.18	0.00073	0.160490689655172	BP
GO:0034145	positive regulation of toll-like recepto...	17	2	0.04	0.00074	0.160490689655172	BP
GO:0001503	ossification	567	15	1.34	8e-04	0.170562711864407	BP
GO:0032811	negative regulation of epinephrine secre...	79	3	0.19	0.00089	0.178041230769231	BP
GO:0042119	neutrophil activation	80	3	0.19	0.00092	0.178041230769231	BP
GO:0007194	negative regulation of adenylate cyclase...	80	3	0.19	0.00092	0.178041230769231	BP
GO:0150099	neuron-glial cell signaling	80	3	0.19	0.00092	0.178041230769231	BP
GO:0034141	positive regulation of toll-like recepto...	19	2	0.05	0.00092	0.178041230769231	BP
GO:2000341	regulation of chemokine (C-X-C motif) li...	19	2	0.05	0.00092	0.178041230769231	BP
GO:0014053	negative regulation of gamma-aminobutyri...	81	3	0.19	0.00095	0.181061363636364	BP
GO:0033602	negative regulation of dopamine secretio...	82	3	0.19	0.00099	0.185868805970149	BP
GO:0048539	bone marrow development	20	2	0.05	0.00102	0.188685	BP
GO:0001938	positive regulation of endothelial cell ...	196	4	0.46	0.00123	0.224234347826087	BP
GO:0099171	presynaptic modulation of chemical synap...	197	4	0.47	0.00125	0.224625	BP
GO:0031274	positive regulation of pseudopodium asse...	23	2	0.05	0.00136	0.239350416666667	BP
GO:0046883	regulation of hormone secretion	817	16	1.94	0.00137	0.239350416666667	BP
GO:0046849	bone remodeling	179	10	0.42	0.00139	0.239517945205479	BP
GO:0070374	positive regulation of ERK1 and ERK2 cas...	206	4	0.49	0.00147	0.2482256	BP
GO:0032731	positive regulation of interleukin-1 bet...	24	2	0.06	0.00148	0.2482256	BP
GO:0002690	positive regulation of leukocyte chemota...	95	3	0.23	0.00151	0.249924868421053	BP
GO:0090075	relaxation of muscle	84	5	0.2	0.0016	0.254764556962025	BP
GO:0060124	positive regulation of growth hormone se...	97	3	0.23	0.0016	0.254764556962025	BP
GO:0060100	positive regulation of phagocytosis, eng...	25	2	0.06	0.0016	0.254764556962025	BP
GO:0007214	gamma-aminobutyric acid signaling pathwa...	102	3	0.24	0.00185	0.290404074074074	BP
GO:0070493	thrombin-activated receptor signaling pa...	27	2	0.06	0.00187	0.290404074074074	BP
GO:0014049	positive regulation of glutamate secreti...	103	3	0.24	0.0019	0.291464634146341	BP
GO:0042311	vasodilation	171	6	0.41	0.00221	0.334934819277108	BP
GO:0030836	positive regulation of actin filament de...	30	2	0.07	0.00231	0.341852823529412	BP
GO:0097029	mature conventional dendritic cell diffe...	30	2	0.07	0.00231	0.341852823529412	BP
GO:0034137	positive regulation of toll-like recepto...	31	2	0.07	0.00246	0.351640227272727	BP
GO:0060316	positive regulation of ryanodine-sensiti...	31	2	0.07	0.00246	0.351640227272727	BP
GO:0060444	branching involved in mammary gland duct...	31	2	0.07	0.00246	0.351640227272727	BP
GO:0007266	Rho protein signal transduction	240	4	0.57	0.00256	0.361822921348315	BP
GO:0048105	establishment of body hair planar orient...	33	2	0.08	0.00279	0.373355425531915	BP
GO:0060490	lateral sprouting involved in lung morph...	33	2	0.08	0.00279	0.373355425531915	BP
GO:0060488	orthogonal dichotomous subdivision of te...	33	2	0.08	0.00279	0.373355425531915	BP
GO:0060489	planar dichotomous subdivision of termin...	33	2	0.08	0.00279	0.373355425531915	BP
GO:0010804	negative regulation of tumor necrosis fa...	33	2	0.08	0.00279	0.373355425531915	BP
GO:0032682	negative regulation of chemokine product...	34	2	0.08	0.00296	0.3878525	BP
GO:0045217	cell-cell junction maintenance	34	2	0.08	0.00296	0.3878525	BP
GO:0032733	positive regulation of interleukin-10 pr...	35	2	0.08	0.00313	0.405899690721649	BP
GO:0042060	wound healing	423	5	1	0.00332	0.426145714285714	BP
GO:0090251	protein localization involved in establi...	37	2	0.09	0.00349	0.443441515151515	BP
GO:0007196	adenylate cyclase-inhibiting G protein-c...	38	2	0.09	0.00368	0.4629072	BP
GO:0007610	behavior	1593	14	3.77	0.00408	0.508141782178218	BP
GO:0009952	anterior/posterior pattern specification	281	4	0.67	0.0045	0.550913611111111	BP
GO:0032757	positive regulation of interleukin-8 pro...	43	2	0.1	0.00469	0.550913611111111	BP
GO:0097475	motor neuron migration	43	2	0.1	0.00469	0.550913611111111	BP
GO:0090179	planar cell polarity pathway involved in...	43	2	0.1	0.00469	0.550913611111111	BP
GO:0043306	positive regulation of mast cell degranu...	142	3	0.34	0.00471	0.550913611111111	BP
GO:0038112	interleukin-8-mediated signaling pathway	2	1	0	0.00473	0.550913611111111	BP
GO:0033030	negative regulation of neutrophil apopto...	2	1	0	0.00473	0.550913611111111	BP
GO:0045176	apical protein localization	46	2	0.11	0.00535	0.617409633027523	BP
GO:0042632	cholesterol homeostasis	153	3	0.36	0.00579	0.662112818181818	BP
GO:0045944	positive regulation of transcription by ...	1678	10	3.97	0.00605	0.679490625	BP
GO:0032930	positive regulation of superoxide anion ...	49	2	0.12	0.00605	0.679490625	BP
GO:0010595	positive regulation of endothelial cell ...	160	3	0.38	0.00655	0.729136725663717	BP
GO:0051932	synaptic transmission, GABAergic	163	3	0.39	0.00689	0.760257105263158	BP
GO:0001702	gastrulation with mouth forming second	53	2	0.13	0.00705	0.771147391304348	BP
GO:1903902	positive regulation of viral life cycle	54	2	0.13	0.00731	0.792693879310345	BP
GO:0042129	regulation of T cell proliferation	178	3	0.42	0.00876	0.941812307692308	BP
GO:0002678	positive regulation of chronic inflammat...	50	4	0.12	0.00907	0.942426666666667	BP
GO:0009593	detection of chemical stimulus	61	2	0.14	0.00925	0.942426666666667	BP
GO:2000016	negative regulation of determination of ...	4	1	0.01	0.00944	0.942426666666667	BP
GO:0055024	regulation of cardiac muscle tissue deve...	4	1	0.01	0.00944	0.942426666666667	BP
GO:0071543	diphosphoinositol polyphosphate metaboli...	4	1	0.01	0.00944	0.942426666666667	BP
GO:1901911	adenosine 5'-(hexahydrogen pentaphosphat...	4	1	0.01	0.00944	0.942426666666667	BP
GO:0048264	determination of ventral identity	4	1	0.01	0.00944	0.942426666666667	BP
GO:1901907	diadenosine pentaphosphate catabolic pro...	4	1	0.01	0.00944	0.942426666666667	BP
GO:1901909	diadenosine hexaphosphate catabolic proc...	4	1	0.01	0.00944	0.942426666666667	BP
GO:0032729	positive regulation of interferon-gamma ...	62	2	0.15	0.00955	0.942442265625	BP
GO:0046676	negative regulation of insulin secretion	184	3	0.44	0.00959	0.942442265625	BP
GO:0045669	positive regulation of osteoblast differ...	63	2	0.15	0.00984	0.959514418604651	BP
GO:0007626	locomotory behavior	782	6	1.85	0.01057	1	BP
GO:1903203	regulation of oxidative stress-induced n...	67	2	0.16	0.01108	1	BP
GO:0036475	neuron death in response to oxidative st...	67	2	0.16	0.01108	1	BP
GO:0002720	positive regulation of cytokine producti...	68	2	0.16	0.01139	1	BP
GO:0001649	osteoblast differentiation	370	13	0.88	0.01256	1	BP
GO:0007596	blood coagulation	205	3	0.49	0.01282	1	BP
GO:0051240	positive regulation of multicellular org...	2871	21	6.8	0.01296	1	BP
GO:0061028	establishment of endothelial barrier	73	2	0.17	0.01305	1	BP
GO:0043270	positive regulation of ion transport	708	14	1.68	0.01325	1	BP
GO:0050817	coagulation	209	3	0.5	0.0135	1	BP
GO:0007599	hemostasis	210	3	0.5	0.01367	1	BP
GO:0009991	response to extracellular stimulus	828	6	1.96	0.0137	1	BP
GO:0090280	positive regulation of calcium ion impor...	76	2	0.18	0.01408	1	BP
GO:0050796	regulation of insulin secretion	406	6	0.96	0.01439	1	BP
GO:0033604	negative regulation of catecholamine sec...	168	5	0.4	0.0158	1	BP
GO:0035025	positive regulation of Rho protein signa...	81	2	0.19	0.01589	1	BP
GO:0050708	regulation of protein secretion	606	7	1.44	0.01594	1	BP
GO:0010700	negative regulation of norepinephrine se...	82	2	0.19	0.01626	1	BP
GO:1903292	protein localization to Golgi membrane	7	1	0.02	0.01646	1	BP
GO:0070295	renal water absorption	7	1	0.02	0.01646	1	BP
GO:0009992	cellular water homeostasis	7	1	0.02	0.01646	1	BP
GO:0002024	diet induced thermogenesis	7	1	0.02	0.01646	1	BP
GO:0051953	negative regulation of amine transport	170	5	0.4	0.01652	1	BP
GO:0090276	regulation of peptide hormone secretion	526	9	1.25	0.01676	1	BP
GO:0070665	positive regulation of leukocyte prolife...	229	3	0.54	0.0172	1	BP
GO:0007156	homophilic cell adhesion via plasma memb...	85	2	0.2	0.0174	1	BP
GO:0050906	detection of stimulus involved in sensor...	231	3	0.55	0.01759	1	BP
GO:0055118	negative regulation of cardiac muscle co...	8	1	0.02	0.01879	1	BP
GO:0055119	relaxation of cardiac muscle	8	1	0.02	0.01879	1	BP
GO:0060281	regulation of oocyte development	8	1	0.02	0.01879	1	BP
GO:0060282	positive regulation of oocyte developmen...	8	1	0.02	0.01879	1	BP
GO:0046069	cGMP catabolic process	8	1	0.02	0.01879	1	BP
GO:0045653	negative regulation of megakaryocyte dif...	8	1	0.02	0.01879	1	BP
GO:1905879	regulation of oogenesis	8	1	0.02	0.01879	1	BP
GO:0045988	negative regulation of striated muscle c...	8	1	0.02	0.01879	1	BP
GO:1900046	regulation of hemostasis	89	2	0.21	0.01897	1	BP
GO:0030193	regulation of blood coagulation	89	2	0.21	0.01897	1	BP
GO:0060033	anatomical structure regression	90	2	0.21	0.01938	1	BP
GO:0002791	regulation of peptide secretion	540	9	1.28	0.01939	1	BP
GO:0050818	regulation of coagulation	93	2	0.22	0.0206	1	BP
GO:0090087	regulation of peptide transport	547	9	1.3	0.02079	1	BP
GO:0007600	sensory perception	910	6	2.16	0.02081	1	BP
GO:0051823	regulation of synapse structural plastic...	9	1	0.02	0.02112	1	BP
GO:0061178	regulation of insulin secretion involved...	96	2	0.23	0.02186	1	BP
GO:0060349	bone morphogenesis	96	2	0.23	0.02186	1	BP
GO:0035589	G protein-coupled purinergic nucleotide ...	10	1	0.02	0.02344	1	BP
GO:0003097	renal water transport	10	1	0.02	0.02344	1	BP
GO:0007606	sensory perception of chemical stimulus	258	3	0.61	0.02347	1	BP
GO:0090279	regulation of calcium ion import	100	2	0.24	0.02359	1	BP
GO:0070661	leukocyte proliferation	447	6	1.06	0.02379	1	BP
GO:0032098	regulation of appetite	101	2	0.24	0.02403	1	BP
GO:0007631	feeding behavior	263	3	0.62	0.02466	1	BP
GO:0045932	negative regulation of muscle contractio...	69	4	0.16	0.02475	1	BP
GO:0042102	positive regulation of T cell proliferat...	103	2	0.24	0.02492	1	BP
GO:0070966	nuclear-transcribed mRNA catabolic proce...	11	1	0.03	0.02575	1	BP
GO:0006833	water transport	11	1	0.03	0.02575	1	BP
GO:0001582	detection of chemical stimulus involved ...	11	1	0.03	0.02575	1	BP
GO:0060612	adipose tissue development	107	2	0.25	0.02674	1	BP
GO:0046718	viral entry into host cell	108	2	0.26	0.0272	1	BP
GO:0001885	endothelial cell development	108	2	0.26	0.0272	1	BP
GO:0002286	T cell activation involved in immune res...	108	2	0.26	0.0272	1	BP
GO:0046330	positive regulation of JNK cascade	108	2	0.26	0.0272	1	BP
GO:0072173	metanephric tubule morphogenesis	12	1	0.03	0.02806	1	BP
GO:0150066	negative regulation of deacetylase activ...	12	1	0.03	0.02806	1	BP
GO:0009214	cyclic nucleotide catabolic process	12	1	0.03	0.02806	1	BP
GO:0019919	peptidyl-arginine methylation, to asymme...	12	1	0.03	0.02806	1	BP
GO:1901726	negative regulation of histone deacetyla...	12	1	0.03	0.02806	1	BP
GO:0050805	negative regulation of synaptic transmis...	284	3	0.67	0.03001	1	BP
GO:0007614	short-term memory	13	1	0.03	0.03036	1	BP
GO:0040018	positive regulation of multicellular org...	288	3	0.68	0.03109	1	BP
GO:0035773	insulin secretion involved in cellular r...	117	2	0.28	0.03152	1	BP
GO:0032782	bile acid secretion	14	1	0.03	0.03266	1	BP
GO:0010675	regulation of cellular carbohydrate meta...	429	12	1.02	0.03333	1	BP
GO:0043123	positive regulation of I-kappaB kinase/N...	121	2	0.29	0.03352	1	BP
GO:0010906	regulation of glucose metabolic process	298	3	0.71	0.03389	1	BP
GO:0046887	positive regulation of hormone secretion	408	6	0.97	0.0342	1	BP
GO:2000243	positive regulation of reproductive proc...	283	7	0.67	0.03481	1	BP
GO:0043508	negative regulation of JUN kinase activi...	15	1	0.04	0.03495	1	BP
GO:0050912	detection of chemical stimulus involved ...	15	1	0.04	0.03495	1	BP
GO:0050916	sensory perception of sweet taste	15	1	0.04	0.03495	1	BP
GO:0044409	entry into host	125	2	0.3	0.03556	1	BP
GO:0051482	positive regulation of cytosolic calcium...	127	2	0.3	0.03661	1	BP
GO:0030072	peptide hormone secretion	775	14	1.84	0.03702	1	BP
GO:0005513	detection of calcium ion	16	1	0.04	0.03724	1	BP
GO:0035247	peptidyl-arginine omega-N-methylation	16	1	0.04	0.03724	1	BP
GO:0031064	negative regulation of histone deacetyla...	16	1	0.04	0.03724	1	BP
GO:0008203	cholesterol metabolic process	312	3	0.74	0.03802	1	BP
GO:0042733	embryonic digit morphogenesis	132	2	0.31	0.03926	1	BP
GO:0035019	somatic stem cell population maintenance	132	2	0.31	0.03926	1	BP
GO:1903523	negative regulation of blood circulation	17	1	0.04	0.03952	1	BP
GO:0045822	negative regulation of heart contraction	17	1	0.04	0.03952	1	BP
GO:0030073	insulin secretion	516	6	1.22	0.04054	1	BP
GO:0002790	peptide secretion	789	14	1.87	0.04072	1	BP
GO:0007188	adenylate cyclase-modulating G protein-c...	803	24	1.9	0.0408	1	BP
GO:0014068	positive regulation of phosphatidylinosi...	136	2	0.32	0.04143	1	BP
GO:0032962	positive regulation of inositol trisphos...	18	1	0.04	0.0418	1	BP
GO:0000425	pexophagy	18	1	0.04	0.0418	1	BP
GO:0010749	regulation of nitric oxide mediated sign...	18	1	0.04	0.0418	1	BP
GO:0046579	positive regulation of Ras protein signa...	138	2	0.33	0.04254	1	BP
GO:0035023	regulation of Rho protein signal transdu...	138	2	0.33	0.04254	1	BP
GO:0016125	sterol metabolic process	329	3	0.78	0.04337	1	BP
GO:0050994	regulation of lipid catabolic process	140	2	0.33	0.04365	1	BP
GO:0061041	regulation of wound healing	140	2	0.33	0.04365	1	BP
GO:0032960	regulation of inositol trisphosphate bio...	19	1	0.05	0.04407	1	BP
GO:1902652	secondary alcohol metabolic process	332	3	0.79	0.04435	1	BP
GO:0042472	inner ear morphogenesis	333	3	0.79	0.04468	1	BP
GO:0051057	positive regulation of small GTPase medi...	142	2	0.34	0.04478	1	BP
GO:0035246	peptidyl-arginine N-methylation	20	1	0.05	0.04633	1	BP
GO:0070934	CRD-mediated mRNA stabilization	20	1	0.05	0.04633	1	BP
GO:0045446	endothelial cell differentiation	145	2	0.34	0.04649	1	BP
GO:0048511	rhythmic process	571	4	1.35	0.04665	1	BP
GO:0009306	protein secretion	962	12	2.28	0.04834	1	BP
GO:0035592	establishment of protein localization to...	962	12	2.28	0.04834	1	BP
GO:0006109	regulation of carbohydrate metabolic pro...	485	12	1.15	0.04881	1	BP
GO:0010628	positive regulation of gene expression	1719	12	4.07	0.04928	1	BP
GO:0007173	epidermal growth factor receptor signali...	150	2	0.36	0.04939	1	BP
GO:0071692	protein localization to extracellular re...	967	12	2.29	0.04948	1	BP
GO:0014061	regulation of norepinephrine secretion	214	5	0.51	0.05043	1	BP
GO:0032874	positive regulation of stress-activated ...	152	2	0.36	0.05057	1	BP
GO:0071415	cellular response to purine-containing c...	22	1	0.05	0.05085	1	BP
GO:0060406	positive regulation of penile erection	22	1	0.05	0.05085	1	BP
GO:0048243	norepinephrine secretion	215	5	0.51	0.051	1	BP
GO:0032501	multicellular organismal process	11654	55	27.6	0.05155	1	BP
GO:0002702	positive regulation of production of mol...	154	2	0.36	0.05176	1	BP
GO:0050877	nervous system process	2023	13	4.79	0.05204	1	BP
GO:0070304	positive regulation of stress-activated ...	156	2	0.37	0.05296	1	BP
GO:0001819	positive regulation of cytokine producti...	596	8	1.41	0.05369	1	BP
GO:0042471	ear morphogenesis	360	3	0.85	0.05403	1	BP
GO:0070509	calcium ion import	158	2	0.37	0.05417	1	BP
GO:0014066	regulation of phosphatidylinositol 3-kin...	159	2	0.38	0.05477	1	BP
GO:0002026	regulation of the force of heart contrac...	24	1	0.06	0.05534	1	BP
GO:0015833	peptide transport	840	14	1.99	0.05571	1	BP
GO:0040014	regulation of multicellular organism gro...	365	3	0.86	0.05586	1	BP
