term	pval	ontology	fg	oe	symbol	size
Ephrin_lbd	1.59233862938221e-18	Pfam	9	46348.5	20	2.16010085028813
GO:0015770 | sucrose transport	3.7e-13	BP	9	45	20	1.28577311909036
GO:0008506 | sucrose:proton symporter activity	1.8e-12	MF	9	37.5	20	1.2546040282606
GO:0048713 | regulation of oligodendrocyte differenti...	8.5e-12	BP	11	20.3703703703704	20	1.14411490914823
GO:0045723 | positive regulation of fatty acid biosyn...	1e-10	BP	9	25	20	1.18234513094614
GO:0010907 | positive regulation of glucose metabolic...	5e-09	BP	9	16.3636363636364	20	1.10176214308946
C2	2.81717625075662e-08	Pfam	11	3468.25510204082	20	1.88151827889753
GO:0100001 | regulation of skeletal muscle contractio...	7.2e-08	BP	5	45.4545454545455	20	1.28746934688861
GO:0002692 | negative regulation of cellular extravas...	1.2e-07	BP	3	300	20	1.57388730686783
GO:1905522 | negative regulation of macrophage migrat...	1.2e-07	BP	3	300	20	1.57388730686783
GO:0060313 | negative regulation of blood vessel remo...	1.2e-07	BP	3	300	20	1.57388730686783
GO:0015871 | choline transport	2.6e-07	BP	5	35.7142857142857	20	1.24613079917711
GO:0010813 | neuropeptide catabolic process	4.5e-07	BP	5	33.3333333333333	20	1.2340497337143
CRT-like	5.90226924864183e-07	Pfam	5	11035.3571428571	20	2.01066814592005
GO:0001518 | voltage-gated sodium channel complex	6.2e-07	CC	5	29.4117647058824	20	1.21182551671342
GO:0050885 | neuromuscular process controlling balanc...	1.3e-06	BP	7	12.962962962963	20	1.05484798913933
Ephrin_rec_like	1.50216351796846e-06	Pfam	4	16479.4666666667	20	2.05351969854104
GO:0032593 | insulin-responsive compartment	1.9e-06	CC	5	23.8095238095238	20	1.17335020756895
GO:0086010 | membrane depolarization during action po...	2.1e-06	BP	5	23.8095238095238	20	1.17335020756895
GO:0043314 | negative regulation of neutrophil degran...	2.4e-06	BP	3	100	20	1.4142135623731
GO:0060268 | negative regulation of respiratory burst	2.7e-06	BP	4	40	20	1.26572508520925
GO:0048169 | regulation of long-term neuronal synapti...	4.2e-06	BP	5	20.8333333333333	20	1.14837222302893
GO:0061590 | calcium activated phosphatidylcholine sc...	6.7e-06	BP	3	75	20	1.36932876380791
GO:0061591 | calcium activated galactosylceramide scr...	6.7e-06	BP	3	75	20	1.36932876380791
GO:0061589 | calcium activated phosphatidylserine scr...	6.7e-06	BP	3	75	20	1.36932876380791
GO:0098981 | cholinergic synapse	6.7e-06	CC	3	75	20	1.36932876380791
GO:0033878 | hormone-sensitive lipase activity	7.3e-06	MF	3	75	20	1.36932876380791
GO:0060395 | SMAD protein signal transduction	7.7e-06	BP	7	9.85915492957747	20	0.996915087304421
GKAP	1.09226326500996e-05	Pfam	3	23174.25	20	2.08925960276637
NICE-3	1.09226326500996e-05	Pfam	3	23174.25	20	2.08925960276637
Homeodomain	1.15014820043412e-05	Pfam	7	3379.578125	20	1.87852668077677
GO:0045777 | positive regulation of blood pressure	1.3e-05	BP	6	11.7647058823529	20	1.03468887801392
GO:0005248 | voltage-gated sodium channel activity	2.1e-05	MF	5	15.1515151515152	20	1.08648794952274
GO:0038188 | cholecystokinin signaling pathway	2.5e-05	BP	2	200	20	1.51691463031509
GO:0090274 | positive regulation of somatostatin secr...	2.5e-05	BP	2	200	20	1.51691463031509
GO:0044849 | estrous cycle	2.5e-05	BP	2	200	20	1.51691463031509
GO:0004951 | cholecystokinin receptor activity	2.6e-05	MF	2	200	20	1.51691463031509
GO:0031741 | type B gastrin/cholecystokinin receptor ...	2.6e-05	MF	2	200	20	1.51691463031509
GO:0015054 | gastrin receptor activity	2.6e-05	MF	2	200	20	1.51691463031509
Ferlin_C	3.17646116027041e-05	Pfam	3	16854	20	2.05589469321394
FerI	4.21686911394501e-05	Pfam	3	15449.5	20	2.04668376372507
GO:0098962 | regulation of postsynaptic neurotransmit...	4.3e-05	BP	3	42.8571428571429	20	1.27750663978917
GO:0060203 | clathrin-sculpted glutamate transport ve...	4.3e-05	CC	3	42.8571428571429	20	1.27750663978917
Trp_dioxygenase	6.91649549994141e-05	Pfam	3	13242.4285714286	20	2.030262948257
GO:0016154 | pyrimidine-nucleoside phosphorylase acti...	7.8e-05	MF	2	100	20	1.4142135623731
GO:0005886 | plasma membrane	9.1e-05	CC	66	1.70103092783505	20	0.480325108595898
Anoct_dimer	0.000105485352681195	Pfam	3	11587.125	20	2.01593047798964
GO:0120163 | negative regulation of cold-induced ther...	0.00011	BP	5	10.8695652173913	20	1.01794507349584
GO:0035612 | AP-2 adaptor complex binding	0.00014	MF	3	30	20	1.21536877313829
ERAP1_C	0.000141745280428193	Pfam	5	3678.45238095238	20	1.88829688828265
GO:0051066 | dihydrobiopterin metabolic process	0.00015	BP	2	100	20	1.4142135623731
GO:0046340 | diacylglycerol catabolic process	0.00015	BP	2	100	20	1.4142135623731
GO:1905605 | positive regulation of blood-brain barri...	0.00015	BP	2	100	20	1.4142135623731
GO:2000987 | positive regulation of behavioral fear r...	0.00015	BP	2	100	20	1.4142135623731
GO:0019228 | neuronal action potential	0.00016	BP	5	9.80392156862745	20	0.99569062877888
GO:0003934 | GTP cyclohydrolase I activity	0.00016	MF	2	100	20	1.4142135623731
GO:0102258 | 1,3-diacylglycerol acylhydrolase activit...	0.00016	MF	2	100	20	1.4142135623731
GO:0102259 | 1,2-diacylglycerol acylhydrolase activit...	0.00016	MF	2	100	20	1.4142135623731
GO:0050253 | retinyl-palmitate esterase activity	0.00016	MF	2	100	20	1.4142135623731
GTP_cyclohydroI	0.000203725817009052	Pfam	2	30899	20	2.11894889611803
HSL_N	0.000203725817009052	Pfam	2	30899	20	2.11894889611803
WAP	0.000203725817009052	Pfam	2	30899	20	2.11894889611803
Peptidase_M1	0.000217330145704996	Pfam	5	3358.58695652174	20	1.87780632574668
Anoctamin	0.000245139739389715	Pfam	3	8828.28571428571	20	1.98642301134716
GO:0005229 | intracellular calcium activated chloride...	0.00025	MF	3	25	20	1.18234513094614
GO:0060216 | definitive hemopoiesis	0.00026	BP	3	25	20	1.18234513094614
GO:1905627 | regulation of serotonin biosynthetic pro...	0.00037	BP	2	66.6666666666667	20	1.35052165511861
RhoGEF	0.000383815128452684	Pfam	5	2971.05769230769	20	1.86357481337912
GO:0070006 | metalloaminopeptidase activity	0.00039	MF	5	8.06451612903226	20	0.952144062018855
GO:0090557 | establishment of endothelial intestinal ...	0.00041	BP	3	21.4285714285714	20	1.15368679416964
GO:0055085 | transmembrane transport	0.00042	BP	32	2.49804839968774	20	0.630555983696309
GO:0017158 | regulation of calcium ion-dependent exoc...	0.00043	BP	4	11.4285714285714	20	1.02858735505434
GO:0042416 | dopamine biosynthetic process	0.00045	BP	3	20	20	1.14062701864544
GO:0070417 | cellular response to cold	0.00045	BP	3	20	20	1.14062701864544
GO:1900748 | positive regulation of vascular endothel...	0.00051	BP	2	66.6666666666667	20	1.35052165511861
GO:0014916 | regulation of lung blood pressure	0.00051	BP	2	66.6666666666667	20	1.35052165511861
GO:0009032 | thymidine phosphorylase activity	0.00054	MF	2	50	20	1.30344543588752
MFS_2	0.000585746604470576	Pfam	3	6621.21428571429	20	1.95472188390094
GO:0004771 | sterol esterase activity	0.00072	MF	2	50	20	1.30344543588752
GO:0099092 | postsynaptic density, intracellular comp...	0.00078	CC	3	16.6666666666667	20	1.10537267453848
GO:0007420 | brain development	9e-04	BP	16	2.44274809160305	20	0.62279907086005
Myosin_TH1	0.000936061180199796	Pfam	2	15449.5	20	2.04668376372507
Thyroglobulin_1	0.000936061180199796	Pfam	2	15449.5	20	2.04668376372507
GO:0008203 | cholesterol metabolic process	0.00102	BP	7	4.48717948717949	20	0.807448723857927
Orn_DAP_Arg_deC	0.00104247979300214	Pfam	3	5452.76470588235	20	1.93303304619998
Abhydrolase_1	0.00105574783091237	Pfam	5	2376.84615384615	20	1.83738974418956
GO:2000121 | regulation of removal of superoxide radi...	0.00109	BP	2	40	20	1.26572508520925
GO:0048008 | platelet-derived growth factor receptor ...	0.0011	BP	4	8.88888888888889	20	0.974088023513593
GO:0001964 | startle response	0.00114	BP	4	8.88888888888889	20	0.974088023513593
BPL_N	0.00119884647128239	Pfam	2	13732.8888888889	20	2.03414893905251
GO:0048041 | focal adhesion assembly	0.00124	BP	4	8.69565217391304	20	0.969176020981941
GO:0048787 | presynaptic active zone membrane	0.00124	CC	4	8.51063829787234	20	0.964345442977901
GO:0006363 | termination of RNA polymerase I transcri...	0.00132	BP	2	40	20	1.26572508520925
GO:0004645 | 1,4-alpha-oligoglucan phosphorylase acti...	0.00139	MF	2	33.3333333333333	20	1.2340497337143
GO:0042472 | inner ear morphogenesis	0.00148	BP	7	4.21686746987952	20	0.790563060087051
Abhydrolase_3	0.00149275748055025	Pfam	2	12359.6	20	2.02287034079987
FerB	0.00149275748055025	Pfam	2	12359.6	20	2.02287034079987
GO:0050884 | neuromuscular process controlling postur...	0.00158	BP	2	33.3333333333333	20	1.2340497337143
GO:0001696 | gastric acid secretion	0.00158	BP	2	33.3333333333333	20	1.2340497337143
GO:0004363 | glutathione synthase activity	0.00167	MF	2	33.3333333333333	20	1.2340497337143
Orn_Arg_deC_N	0.00167711512689224	Pfam	3	4634.85	20	1.91468944829585
GO:0007566 | embryo implantation	0.00174	BP	4	7.84313725490196	20	0.945774716954321
GO:0030165 | PDZ domain binding	0.00178	MF	5	5.81395348837209	20	0.874340639048907
