term	pval	ontology	fg	oe	symbol	size
GO:0004252 | serine-type endopeptidase activity	1e-30	MF	57	18.1528662420382	17	1.12202727578222
GO:0005615 | extracellular space	1e-30	CC	86	4.97685185185185	17	0.83483813586868
Trypsin	1e-30	Pfam	54	32087.4230769231	17	2.12281295467782
GO:0005576 | extracellular region	1.4e-26	CC	140	5.00536288880944	20	0.836322646654215
GO:0072672 | neutrophil extravasation	1.5e-20	BP	12	60	20	1.33347337820582
GO:0035578 | azurophil granule lumen	1.8e-20	CC	12	57.1428571428571	20	1.3255044139171
GO:0030574 | collagen catabolic process	4.1e-18	BP	13	37.1428571428571	20	1.25294665008394
GO:0005044 | scavenger receptor activity	1.5e-16	MF	14	25	20	1.18234513094614
GO:0097029 | mature conventional dendritic cell diffe...	2.4e-15	BP	12	29.2682926829268	20	1.2109489623134
GO:0006508 | proteolysis	2.9e-15	BP	126	2.80561122244489	20	0.669348556474762
GO:0045217 | cell-cell junction maintenance	1.5e-14	BP	12	26.0869565217391	20	1.1901358806313
GO:0003796 | lysozyme activity	6.5e-13	MF	7	63.6363636363636	20	1.34302098079517
GO:0009253 | peptidoglycan catabolic process	6.6e-13	BP	7	63.6363636363636	20	1.34302098079517
SRCR	1.12070398011102e-12	Pfam	26	5907.16176470588	20	1.94200382696853
GO:0044258 | intestinal lipid catabolic process	1.2e-12	BP	9	34.6153846153846	20	1.24067286641907
GO:0047714 | galactolipase activity	1.2e-12	MF	9	34.6153846153846	20	1.24067286641907
GO:0102549 | 1-18:1-2-16:0-monogalactosyldiacylglycer...	1.2e-12	MF	9	34.6153846153846	20	1.24067286641907
Lipase	1.40627691358279e-12	Pfam	10	26868.6956521739	20	2.10457753100383
GO:0005509 | calcium ion binding	1.5e-12	MF	42	3.55329949238579	20	0.742045695259169
CD20	6.9984088796226e-12	Pfam	12	16479.4666666667	20	2.05351969854104
GO:0006968 | cellular defense response	1.2e-10	BP	9	22.5	20	1.16283383082509
GO:0050765 | negative regulation of phagocytosis	1.3e-10	BP	12	12.9032258064516	20	1.05389672050618
GO:0019376 | galactolipid catabolic process	2.3e-10	BP	9	21.4285714285714	20	1.15368679416964
GO:0046598 | positive regulation of viral entry into ...	9.8e-10	BP	8	23.5294117647059	20	1.17115800383624
GO:0006509 | membrane protein ectodomain proteolysis	2.2e-09	BP	12	10.2564102564103	20	1.00548266235747
GO:0042589 | zymogen granule membrane	2.5e-09	CC	9	16.6666666666667	20	1.10537267453848
GO:0034638 | phosphatidylcholine catabolic process	8.5e-09	BP	9	14.7540983606557	20	1.08116264938656
GO:0004806 | triglyceride lipase activity	1.9e-08	MF	9	13.4328358208955	20	1.06215239336853
GO:0019433 | triglyceride catabolic process	2.3e-08	BP	9	13.2352941176471	20	1.05911925519891
GO:0044853 | plasma membrane raft	2.3e-08	CC	17	5.3968253968254	20	0.855650844438708
GO:0047372 | acylglycerol lipase activity	2.7e-08	MF	9	13.0434782608696	20	1.05612187682202
GO:0004556 | alpha-amylase activity	3.4e-08	MF	4	80	20	1.37952527595254
Pyr_redox_3	4.08965017294772e-08	Pfam	8	15449.5	20	2.04668376372507
MAM	4.68116106250672e-08	Pfam	15	6058.62745098039	20	1.94483270444063
XendoU	7.49543279913376e-08	Pfam	4	61798	20	2.18882946344017
CUB	7.52766121669997e-08	Pfam	13	6925.63793103448	20	1.95970910675633
GO:0016540 | protein autoprocessing	1.6e-07	BP	9	10.7142857142857	20	1.01487103780601
Tetraspanin	1.93486580676591e-07	Pfam	11	7904.39534883721	20	1.97430206755158
GO:0009617 | response to bacterium	2.5e-07	BP	34	3.56394129979036	20	0.742920279934637
GO:0061011 | hepatic duct development	5e-07	BP	4	50	20	1.30344543588752
GO:0050135 | NAD(P)+ nucleosidase activity	5.4e-07	MF	5	27.7777777777778	20	1.20153963697945
GO:0061809 | NAD+ nucleotidase, cyclic ADP-ribose gen...	5.4e-07	MF	5	27.7777777777778	20	1.20153963697945
Alpha-amylase	6.48279042992132e-07	Pfam	6	18539.4	20	2.06593699679914
CARD	7.52777749418152e-07	Pfam	12	6231.73109243697	20	1.94797554006175
GO:0008301 | DNA binding, bending	8.3e-07	MF	5	26.3157894736842	20	1.19172832616465
GO:0005518 | collagen binding	9.2e-07	MF	13	5.46218487394958	20	0.85870041064991
Rib_hydrolayse	1.42566837727637e-06	Pfam	5	23768.4615384615	20	2.09188935463924
GO:0031404 | chloride ion binding	2.5e-06	MF	5	21.7391304347826	20	1.15639187489295
GO:0001570 | vasculogenesis	3e-06	BP	9	7.56302521008403	20	0.937387618889216
GO:0062023 | collagen-containing extracellular matrix	3e-06	CC	25	4.23728813559322	20	0.791888879218476
GO:0004620 | phospholipase activity	3.7e-06	MF	11	5.75916230366492	20	0.871985847310894
GO:0097200 | cysteine-type endopeptidase activity inv...	4e-06	MF	4	33.3333333333333	20	1.2340497337143
Peptidase_M15_3	4.53653545369707e-06	Pfam	3	61798	20	2.18882946344017
Lipase_2	4.97532249380679e-06	Pfam	4	30899	20	2.11894889611803
GO:0014824 | artery smooth muscle contraction	6e-06	BP	5	18.5185185185185	20	1.12588020685019
GO:0061010 | gall bladder development	6.7e-06	BP	4	28.5714285714286	20	1.20662005438735
GO:0061017 | hepatoblast differentiation	6.7e-06	BP	4	28.5714285714286	20	1.20662005438735
GO:0071837 | HMG box domain binding	6.7e-06	MF	4	28.5714285714286	20	1.20662005438735
GO:2000255 | negative regulation of male germ cell pr...	8.5e-06	BP	8	7.84313725490196	20	0.945774716954321
GO:0050830 | defense response to Gram-positive bacter...	8.5e-06	BP	7	9.45945945945946	20	0.987859463832422
GO:0097403 | cellular response to raffinose	9.9e-06	BP	3	60	20	1.33347337820582
GO:0045657 | positive regulation of monocyte differen...	9.9e-06	BP	3	60	20	1.33347337820582
GO:0031179 | peptide modification	9.9e-06	BP	3	60	20	1.33347337820582
GO:0003342 | proepicardium development	9.9e-06	BP	3	60	20	1.33347337820582
GO:0002951 | leukotriene-C(4) hydrolase	9.9e-06	MF	3	60	20	1.33347337820582
GO:0004565 | beta-galactosidase activity	9.9e-06	MF	3	60	20	1.33347337820582
GO:0000048 | peptidyltransferase activity	9.9e-06	MF	3	60	20	1.33347337820582
GO:0008239 | dipeptidyl-peptidase activity	1e-05	MF	6	12	20	1.03883648667518
GO:0030247 | polysaccharide binding	1e-05	MF	4	26.6666666666667	20	1.19413932699341
GO:0097433 | dense body	1e-05	CC	3	50	20	1.30344543588752
Ependymin	1.02427648897706e-05	Pfam	7	9404.04347826087	20	1.99331749311455
GO:0001835 | blastocyst hatching	1.1e-05	BP	9	6.47482014388489	20	0.900681802405949
Peptidase_M8	1.18586850815905e-05	Pfam	5	16262.6315789474	20	2.05211861825943
GO:0060710 | chorio-allantoic fusion	1.5e-05	BP	4	25	20	1.18234513094614
Glyco_hydro_35	1.79212788308142e-05	Pfam	3	46348.5	20	2.16010085028813
GO:0001662 | behavioral fear response	1.9e-05	BP	9	6.04026845637584	20	0.883773863059465
GO:1904006 | negative regulation of phospholipase D a...	2.5e-05	BP	3	42.8571428571429	20	1.27750663978917
GO:0010757 | negative regulation of plasminogen activ...	2.5e-05	BP	3	42.8571428571429	20	1.27750663978917
SEA	2.59452491824727e-05	Pfam	8	6866.44444444444	20	1.95875774678352
GO:0060431 | primary lung bud formation	3.1e-05	BP	4	21.0526315789474	20	1.15035055108221
GO:0043171 | peptide catabolic process	3.1e-05	BP	11	7.33333333333333	20	0.930215795448854
GO:0001227 | DNA-binding transcription repressor acti...	3.8e-05	MF	12	4.1522491349481	20	0.786309991855042
TspO_MBR	4.04672756989809e-05	Pfam	5	12874.5833333333	20	2.02724768655638
GO:0045779 | negative regulation of bone resorption	4.9e-05	BP	5	12.1951219512195	20	1.04220254634897
GO:0090009 | primitive streak formation	5.4e-05	BP	4	18.1818181818182	20	1.12233564966357
GO:0031430 | M band	5.7e-05	CC	7	7.14285714285714	20	0.924051927286428
Lipoxygenase	6.5711731165324e-05	Pfam	4	17656.5714285714	20	2.06080236210887
MIF	6.5711731165324e-05	Pfam	4	17656.5714285714	20	2.06080236210887
Phospholip_A2_1	6.5711731165324e-05	Pfam	4	17656.5714285714	20	2.06080236210887
GO:0005298 | proline:sodium symporter activity	7e-05	MF	4	17.3913043478261	20	1.11370200471687
ERAP1_C	7.93799636065015e-05	Pfam	8	5885.52380952381	20	1.94159344893668
GO:0033194 | response to hydroperoxide	8e-05	BP	5	11.1111111111111	20	1.02262284864004
GO:0007566 | embryo implantation	8e-05	BP	8	5.75539568345324	20	0.871822910193262
GO:0030890 | positive regulation of B cell proliferat...	8.3e-05	BP	6	8.33333333333333	20	0.959593014747594
GO:0072734 | cellular response to staurosporine	8.4e-05	BP	3	30	20	1.21536877313829
GO:2000346 | negative regulation of hepatocyte prolif...	8.4e-05	BP	3	30	20	1.21536877313829
GO:1905686 | positive regulation of plasma membrane r...	8.4e-05	BP	3	30	20	1.21536877313829
CRT-like	8.85722163560543e-05	Pfam	5	11035.3571428571	20	2.01066814592005
GO:0022027 | interkinetic nuclear migration	8.9e-05	BP	4	16	20	1.09732400987854
EGF	9.23609598413011e-05	Pfam	18	2896.78125	20	1.86062239607062
GO:0009986 | cell surface	9.7e-05	CC	35	1.99203187250996	20	0.547079777413661
Peptidase_M13	0.000116359356955659	Pfam	4	15449.5	20	2.04668376372507
GO:0005604 | basement membrane	0.00012	CC	11	3.98550724637681	20	0.774908770819512
Peptidase_C14	0.000124956675972067	Pfam	5	10299.6666666667	20	2.00320322724384
GO:1902172 | regulation of keratinocyte apoptotic pro...	0.00013	BP	3	27.2727272727273	20	1.1982189155415
GO:0004364 | glutathione transferase activity	0.00013	MF	9	4.71204188481675	20	0.820493231045569
GO:0030948 | negative regulation of vascular endothel...	0.00014	BP	4	14.8148148148148	20	1.08198716589846
GO:0035615 | clathrin adaptor activity	0.00014	MF	5	10	20	1
GO:0098688 | parallel fiber to Purkinje cell synapse	0.00015	CC	4	14.2857142857143	20	1.07466364969964
Peptidase_M13_N	0.000150166246046685	Pfam	4	14540.7058823529	20	2.04024152736226
Peptidase_M1	0.000150923122415285	Pfam	8	5373.73913043478	20	1.93139239401789
GO:0033499 | galactose catabolic process via UDP-gala...	0.00017	BP	4	13.7931034482759	20	1.06754952738925
PID	0.000171805850959679	Pfam	5	9655.9375	20	1.99619499198848
GO:0030122 | AP-2 adaptor complex	0.00018	CC	4	13.7931034482759	20	1.06754952738925
Peptidase_M1_N	0.000188705474314426	Pfam	8	5204.04210526316	20	1.9277813158465
