GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0032543	mitochondrial translation	104	65	8.35	NA	NA	BP
GO:0042776	mitochondrial ATP synthesis coupled prot...	41	36	3.29	NA	NA	BP
GO:0032981	mitochondrial respiratory chain complex ...	35	29	2.81	9.5e-27	1.16679e-22	BP
GO:0006099	tricarboxylic acid cycle	26	18	2.09	1.3e-14	7.9833e-11	BP
GO:0006120	mitochondrial electron transport, NADH t...	18	14	1.45	9.1e-13	3.72554e-09	BP
GO:0006122	mitochondrial electron transport, ubiqui...	10	10	0.8	1e-11	3.0705e-08	BP
GO:0061732	mitochondrial acetyl-CoA biosynthetic pr...	8	8	0.64	1.7e-09	4.17588e-06	BP
GO:0097401	synaptic vesicle lumen acidification	13	10	1.04	2.4e-09	4.9128e-06	BP
GO:0006635	fatty acid beta-oxidation	55	25	4.42	2.8e-09	4.9128e-06	BP
GO:0009083	branched-chain amino acid catabolic proc...	17	12	1.37	6.7e-08	0.00010286175	BP
GO:0006695	cholesterol biosynthetic process	30	13	2.41	1.7e-07	0.000231993333333333	BP
GO:0006637	acyl-CoA metabolic process	64	28	5.14	5.3e-07	0.000650946	BP
GO:0006123	mitochondrial electron transport, cytoch...	7	6	0.56	1.7e-06	0.00173995	BP
GO:0033615	mitochondrial proton-transporting ATP sy...	7	6	0.56	1.7e-06	0.00173995	BP
GO:0033539	fatty acid beta-oxidation using acyl-CoA...	10	7	0.8	2e-06	0.00175457142857143	BP
GO:0006107	oxaloacetate metabolic process	10	7	0.8	2e-06	0.00175457142857143	BP
GO:0006094	gluconeogenesis	45	14	3.61	6.4e-06	0.00524032	BP
GO:0006559	L-phenylalanine catabolic process	6	5	0.48	1.8e-05	0.01381725	BP
GO:0006734	NADH metabolic process	24	12	1.93	2e-05	0.0144494117647059	BP
GO:0022904	respiratory electron transport chain	62	43	4.98	2.4e-05	0.0161605263157895	BP
GO:1902600	proton transmembrane transport	81	60	6.5	2.5e-05	0.0161605263157895	BP
GO:0006101	citrate metabolic process	4	4	0.32	4.1e-05	0.022962	BP
GO:0006572	tyrosine catabolic process	4	4	0.32	4.1e-05	0.022962	BP
GO:0045039	protein insertion into mitochondrial inn...	10	6	0.8	4.2e-05	0.022962	BP
GO:0033617	mitochondrial cytochrome c oxidase assem...	14	7	1.12	4.3e-05	0.022962	BP
GO:0009063	cellular amino acid catabolic process	80	33	6.42	5.8e-05	0.0296815	BP
GO:0006091	generation of precursor metabolites and ...	248	109	19.91	6.7e-05	0.03291576	BP
GO:0035999	tetrahydrofolate interconversion	12	6	0.96	0.00016	0.0727822222222222	BP
GO:0030150	protein import into mitochondrial matrix	12	6	0.96	0.00016	0.0727822222222222	BP
GO:0007007	inner mitochondrial membrane organizatio...	27	13	2.17	0.00019	0.0833421428571429	BP
GO:1990542	mitochondrial transmembrane transport	92	54	7.39	0.00029	0.12282	BP
GO:0006103	2-oxoglutarate metabolic process	11	7	0.88	0.00031	0.126914	BP
GO:0015986	ATP synthesis coupled proton transport	44	39	3.53	0.00044	0.174325161290323	BP
GO:0035965	cardiolipin acyl-chain remodeling	3	3	0.24	0.00052	0.195067058823529	BP
GO:0007035	vacuolar acidification	16	8	1.28	0.00053	0.195067058823529	BP
GO:0006633	fatty acid biosynthetic process	104	19	8.35	0.00054	0.195067058823529	BP
GO:0006631	fatty acid metabolic process	253	59	20.32	0.00104	0.358225	BP
GO:1901606	alpha-amino acid catabolic process	53	20	4.26	0.00105	0.358225	BP
GO:0006085	acetyl-CoA biosynthetic process	15	12	1.2	0.00113	0.371609230769231	BP
GO:0061621	canonical glycolysis	7	4	0.56	0.00118	0.371609230769231	BP
GO:0036295	cellular response to increased oxygen le...	7	4	0.56	0.00118	0.371609230769231	BP
GO:0032787	monocarboxylic acid metabolic process	408	91	32.76	0.00146	0.448293	BP
GO:0006081	cellular aldehyde metabolic process	29	8	2.33	0.00155	0.454992272727273	BP
GO:0010155	regulation of proton transport	12	5	0.96	0.00161	0.454992272727273	BP
GO:0019695	choline metabolic process	23	7	1.85	0.00163	0.454992272727273	BP
GO:0051591	response to cAMP	23	7	1.85	0.00163	0.454992272727273	BP
GO:0008535	respiratory chain complex IV assembly	18	10	1.45	0.00188	0.4963975	BP
GO:0070995	NADPH oxidation	4	3	0.32	0.00194	0.4963975	BP
GO:1900222	negative regulation of amyloid-beta clea...	4	3	0.32	0.00194	0.4963975	BP
GO:0006550	isoleucine catabolic process	4	3	0.32	0.00194	0.4963975	BP
GO:0009062	fatty acid catabolic process	80	32	6.42	0.00228	0.571488979591837	BP
GO:0043113	receptor clustering	26	7	2.09	0.00354	0.827296981132075	BP
GO:0006740	NADPH regeneration	14	5	1.12	0.00357	0.827296981132075	BP
GO:0046500	S-adenosylmethionine metabolic process	14	5	1.12	0.00357	0.827296981132075	BP
GO:0070129	regulation of mitochondrial translation	14	5	1.12	0.00357	0.827296981132075	BP
GO:0044571	[2Fe-2S] cluster assembly	9	4	0.72	0.00374	0.850642222222222	BP
GO:0042775	mitochondrial ATP synthesis coupled elec...	44	35	3.53	0.00397	0.886537090909091	BP
GO:0070207	protein homotrimerization	5	3	0.4	0.00456	0.909150344827586	BP
GO:0010715	regulation of extracellular matrix disas...	5	3	0.4	0.00456	0.909150344827586	BP
GO:0006121	mitochondrial electron transport, succin...	5	3	0.4	0.00456	0.909150344827586	BP
GO:0006102	isocitrate metabolic process	5	3	0.4	0.00456	0.909150344827586	BP
GO:0070072	vacuolar proton-transporting V-type ATPa...	5	3	0.4	0.00456	0.909150344827586	BP
GO:1902224	ketone body metabolic process	5	3	0.4	0.00456	0.909150344827586	BP
GO:0006730	one-carbon metabolic process	27	11	2.17	0.00482	0.909150344827586	BP
GO:0033108	mitochondrial respiratory chain complex ...	57	39	4.58	0.00483	0.909150344827586	BP
GO:0051156	glucose 6-phosphate metabolic process	15	5	1.2	0.005	0.909150344827586	BP
