GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0007186	G protein-coupled receptor signaling pat...	595	19	3.79	9.1e-06	0.1117844	BP
GO:0099170	postsynaptic modulation of chemical syna...	48	4	0.31	0.00023	1	BP
GO:0007216	G protein-coupled glutamate receptor sig...	22	3	0.14	0.00034	1	BP
GO:0051966	regulation of synaptic transmission, glu...	63	4	0.4	0.00066	1	BP
GO:0051930	regulation of sensory perception of pain	33	3	0.21	0.00116	1	BP
GO:0007189	adenylate cyclase-activating G protein-c...	158	5	1.01	0.00317	1	BP
GO:0070165	positive regulation of adiponectin secre...	15	2	0.1	0.00397	1	BP
GO:0021869	forebrain ventricular zone progenitor ce...	1	1	0.01	0.00638	1	BP
GO:0021985	neurohypophysis development	1	1	0.01	0.00638	1	BP
GO:0061817	endoplasmic reticulum-plasma membrane te...	1	1	0.01	0.00638	1	BP
GO:0097510	base-excision repair, AP site formation ...	1	1	0.01	0.00638	1	BP
GO:0050995	negative regulation of lipid catabolic p...	20	2	0.13	0.00703	1	BP
GO:0010754	negative regulation of cGMP-mediated sig...	2	1	0.01	0.01271	1	BP
GO:0021979	hypothalamus cell differentiation	2	1	0.01	0.01271	1	BP
GO:0031144	proteasome localization	2	1	0.01	0.01271	1	BP
GO:0032484	Ral protein signal transduction	2	1	0.01	0.01271	1	BP
GO:0007187	G protein-coupled receptor signaling pat...	28	2	0.18	0.01355	1	BP
GO:0007200	phospholipase C-activating G protein-cou...	83	3	0.53	0.01567	1	BP
GO:0007602	phototransduction	33	2	0.21	0.01855	1	BP
GO:0002925	positive regulation of humoral immune re...	3	1	0.02	0.01901	1	BP
GO:0043200	response to amino acid	36	2	0.23	0.02186	1	BP
GO:0051482	positive regulation of cytosolic calcium...	37	2	0.24	0.02302	1	BP
GO:0007267	cell-cell signaling	743	14	4.74	0.02487	1	BP
GO:0048875	chemical homeostasis within a tissue	4	1	0.03	0.02527	1	BP
GO:0018026	peptidyl-lysine monomethylation	4	1	0.03	0.02527	1	BP
GO:0043129	surfactant homeostasis	4	1	0.03	0.02527	1	BP
GO:0048871	multicellular organismal homeostasis	268	5	1.71	0.02715	1	BP
GO:0009583	detection of light stimulus	41	2	0.26	0.02789	1	BP
GO:0016064	immunoglobulin mediated immune response	42	2	0.27	0.02917	1	BP
GO:0022029	telencephalon cell migration	42	2	0.27	0.02917	1	BP
GO:0019724	B cell mediated immunity	42	2	0.27	0.02917	1	BP
GO:0120009	intermembrane lipid transfer	5	1	0.03	0.03149	1	BP
GO:0002923	regulation of humoral immune response me...	5	1	0.03	0.03149	1	BP
GO:1903932	regulation of DNA primase activity	5	1	0.03	0.03149	1	BP
