term	pval	ontology	fg	oe	symbol	size
7tm_1	1e-30	Pfam	58	1212.13527223537	17	1.7560042964243
GO:1990764 | myofibroblast contraction	1.4e-10	BP	4	400	20	1.61309019937757
GO:0007186 | G protein-coupled receptor signaling pat...	4.9e-10	BP	26	4.8780487804878	20	0.829606014288858
GO:1905573 | ganglioside GM1 binding	2.1e-08	MF	4	133.333333333333	20	1.45771696038988
GO:0062000 | positive regulation of cardiac endotheli...	4.9e-08	BP	3	300	20	1.57388730686783
GO:1904571 | positive regulation of selenocysteine in...	4.9e-08	BP	3	300	20	1.57388730686783
GO:0035481 | positive regulation of Notch signaling p...	4.9e-08	BP	3	300	20	1.57388730686783
GO:0004930 | G protein-coupled receptor activity	5.9e-07	MF	25	5.51876379690949	20	0.86130238979072
GO:0003274 | endocardial cushion fusion	6.8e-07	BP	3	150	20	1.47515804544994
GO:0005886 | plasma membrane	2.4e-06	CC	38	1.99684708355229	20	0.548037232612703
GATA	2.46268061469378e-06	Pfam	3	18539.4	20	2.06593699679914
GO:1905072 | cardiac jelly development	2.6e-06	BP	3	100	20	1.4142135623731
GO:2000623 | negative regulation of nuclear-transcrib...	6.7e-06	BP	3	75	20	1.36932876380791
Ependymin	8.43431289099399e-06	Pfam	4	5373.73913043478	20	1.93139239401789
GO:0060575 | intestinal epithelial cell differentiati...	1.4e-05	BP	3	60	20	1.33347337820582
GO:0035368 | selenocysteine insertion sequence bindin...	1.4e-05	MF	3	60	20	1.33347337820582
GO:0070563 | negative regulation of vitamin D recepto...	3.2e-05	BP	2	200	20	1.51691463031509
Ribosomal_L7Ae	4.03690084488486e-05	Pfam	3	7724.75	20	1.97177190187705
DUF3657	4.55060963189119e-05	Pfam	2	30899	20	2.11894889611803
DUF676	4.55060963189119e-05	Pfam	2	30899	20	2.11894889611803
GO:0003180 | aortic valve morphogenesis	5.8e-05	BP	3	42.8571428571429	20	1.27750663978917
GO:0040018 | positive regulation of multicellular org...	5.9e-05	BP	6	8.95522388059701	20	0.975744048243604
GO:0021884 | forebrain neuron development	6.9e-05	BP	3	37.5	20	1.2546040282606
GO:0098685 | Schaffer collateral - CA1 synapse	9.3e-05	CC	7	6.60377358490566	20	0.905423754244103
LRR_1	9.73305979737523e-05	Pfam	3	5793.5625	20	1.93983135772766
GO:0051963 | regulation of synapse assembly	0.00018	BP	5	9.61538461538461	20	0.991446751319111
GO:0001609 | G protein-coupled adenosine receptor act...	0.00021	MF	4	13.7931034482759	20	1.06754952738925
GO:0014061 | regulation of norepinephrine secretion	0.00023	BP	7	14	20	1.07057369465079
GO:0043306 | positive regulation of mast cell degranu...	0.00035	BP	4	12.1212121212121	20	1.04093518119529
GO:0010614 | negative regulation of cardiac muscle hy...	4e-04	BP	3	21.4285714285714	20	1.15368679416964
GO:0001973 | G protein-coupled adenosine receptor sig...	0.00056	BP	4	10.5263157894737	20	1.01107684906299
GO:0021756 | striatum development	0.00062	BP	3	17.6470588235294	20	1.11654481922643
GO:0036321 | ghrelin secretion	0.00065	BP	3	17.6470588235294	20	1.11654481922643
GO:2000110 | negative regulation of macrophage apopto...	0.00065	BP	3	17.6470588235294	20	1.11654481922643
GO:0043134 | regulation of hindgut contraction	0.00065	BP	3	17.6470588235294	20	1.11654481922643
GO:1904349 | positive regulation of small intestine s...	0.00065	BP	3	17.6470588235294	20	1.11654481922643
GO:0120058 | positive regulation of small intestinal ...	0.00065	BP	3	17.6470588235294	20	1.11654481922643
GO:0001616 | growth hormone secretagogue receptor act...	0.00069	MF	3	17.6470588235294	20	1.11654481922643
GO:0016520 | growth hormone-releasing hormone recepto...	0.00069	MF	3	17.6470588235294	20	1.11654481922643
GO:0008343 | adult feeding behavior	0.00076	BP	3	16.6666666666667	20	1.10537267453848
Drf_FH3	0.000780554136366664	Pfam	2	8239.73333333333	20	1.97886663437233
GO:0090521 | glomerular visceral epithelial cell migr...	8e-04	BP	2	50	20	1.30344543588752
LRR_8	0.000809979903303929	Pfam	7	802.571428571429	20	1.7042545862785
GO:0090327 | negative regulation of locomotion involv...	0.00082	BP	3	16.6666666666667	20	1.10537267453848
GO:0032100 | positive regulation of appetite	0.00085	BP	3	16.6666666666667	20	1.10537267453848
GO:1905564 | positive regulation of vascular endothel...	0.00085	BP	3	16.6666666666667	20	1.10537267453848
GO:1904000 | positive regulation of eating behavior	0.00085	BP	3	16.6666666666667	20	1.10537267453848
GO:1905333 | regulation of gastric motility	0.00092	BP	3	15.7894736842105	20	1.09469980075217
GO:0010700 | negative regulation of norepinephrine se...	0.00095	BP	3	15.7894736842105	20	1.09469980075217
GO:0002553 | histamine secretion by mast cell	0.00098	BP	3	15.7894736842105	20	1.09469980075217
GO:0043568 | positive regulation of insulin-like grow...	0.00102	BP	3	15	20	1.08447741288405
GO:1903672 | positive regulation of sprouting angioge...	0.00105	BP	3	15	20	1.08447741288405
GO:0032691 | negative regulation of interleukin-1 bet...	0.00109	BP	3	15	20	1.08447741288405
GO:0070257 | positive regulation of mucus secretion	0.00116	BP	3	14.2857142857143	20	1.07466364969964
GO:0099171 | presynaptic modulation of chemical synap...	0.00119	BP	4	8.69565217391304	20	0.969176020981941
GO:0032099 | negative regulation of appetite	0.00124	BP	3	14.2857142857143	20	1.07466364969964
GO:2001013 | epithelial cell proliferation involved i...	0.00124	BP	3	14.2857142857143	20	1.07466364969964
GO:0032675 | regulation of interleukin-6 production	0.00124	BP	5	6.25	20	0.892121077737812
GO:0071392 | cellular response to estradiol stimulus	0.00132	BP	2	40	20	1.26572508520925
GO:0097224 | sperm connecting piece	0.0016	CC	2	33.3333333333333	20	1.2340497337143
GO:0000122 | negative regulation of transcription by ...	0.00161	BP	9	3.28467153284672	20	0.718673741428568
FH2	0.00169549796975758	Pfam	2	5618	20	1.93638367449882
GO:0007160 | cell-matrix adhesion	0.00178	BP	4	7.84313725490196	20	0.945774716954321
GO:0046697 | decidualization	0.00221	BP	3	11.5384615384615	20	1.03060560193939
GO:0051969 | regulation of transmission of nerve impu...	0.00238	BP	3	11.5384615384615	20	1.03060560193939
GO:0051497 | negative regulation of stress fiber asse...	0.00239	BP	2	28.5714285714286	20	1.20662005438735
GO:0061827 | sperm head	0.0025	CC	4	7.01754385964912	20	0.919883218487799
RhoGAP	0.00253633677884643	Pfam	3	1911.27835051546	20	1.81144250266941
GO:0098696 | regulation of neurotransmitter receptor ...	0.00276	BP	3	10.7142857142857	20	1.01487103780601
GO:0033147 | negative regulation of intracellular est...	0.00288	BP	2	25	20	1.18234513094614
GO:0005543 | phospholipid binding	0.00304	MF	7	3.64583333333333	20	0.749531060937909
GO:0014827 | intestine smooth muscle contraction	0.00337	BP	6	12.5	20	1.04733471870652
GO:0017046 | peptide hormone binding	0.00339	MF	4	6.55737704918033	20	0.903731241197954
GO:0016500 | protein-hormone receptor activity	0.00344	MF	4	6.45161290322581	20	0.89981570436935
GO:0014057 | positive regulation of acetylcholine sec...	0.00361	BP	3	9.67741935483871	20	0.992854249568077
GO:0050850 | positive regulation of calcium-mediated ...	0.00369	BP	3	9.67741935483871	20	0.992854249568077
GO:0032869 | cellular response to insulin stimulus	0.0037	BP	5	4.85436893203883	20	0.82833132237701
GO:0016497 | substance K receptor activity	0.00382	MF	3	9.67741935483871	20	0.992854249568077
GO:0033685 | negative regulation of luteinizing hormo...	0.00385	BP	3	9.67741935483871	20	0.992854249568077
GO:0070459 | prolactin secretion	0.00393	BP	3	9.375	20	0.985886036212988
GO:0014068 | positive regulation of phosphatidylinosi...	0.00401	BP	3	9.375	20	0.985886036212988
GO:0061290 | canonical Wnt signaling pathway involved...	0.00467	BP	1	Inf	20	2.23606797749979
CH	0.00528188877045337	Pfam	3	1471.38095238095	20	1.77981041957448
GO:1902093 | positive regulation of flagellated sperm...	0.00537	BP	3	8.57142857142857	20	0.965946794792232
GO:0043117 | positive regulation of vascular permeabi...	0.00557	BP	3	8.33333333333333	20	0.959593014747594
GO:0070474 | positive regulation of uterine smooth mu...	0.00567	BP	3	8.33333333333333	20	0.959593014747594
GO:0000981 | DNA-binding transcription factor activit...	0.0065	MF	6	3.59281437125749	20	0.745274968877971
GO:0050729 | positive regulation of inflammatory resp...	0.00653	BP	4	5.40540540540541	20	0.856053895264186
GO:0032720 | negative regulation of tumor necrosis fa...	0.00674	BP	3	7.89473684210526	20	0.94727908142366
GO:0003730 | mRNA 3'-UTR binding	0.00712	MF	3	7.69230769230769	20	0.941305820492556
GO:0035106 | operant conditioning	0.00744	BP	3	7.5	20	0.935447092780613
GO:0045923 | positive regulation of fatty acid metabo...	0.00793	BP	3	7.31707317073171	20	0.929697476601893
GO:0072073 | kidney epithelium development	0.00805	BP	3	7.31707317073171	20	0.929697476601893
GO:0099175 | regulation of postsynapse organization	0.00823	BP	4	5.06329113924051	20	0.839305010134886
RGS	0.00854658535357797	Pfam	2	2471.92	20	1.84201911264562
GO:0060123 | regulation of growth hormone secretion	0.00883	BP	3	7.14285714285714	20	0.924051927286428
GO:0099170 | postsynaptic modulation of chemical syna...	0.00896	BP	3	6.97674418604651	20	0.918505742573271
GO:0046676 | negative regulation of insulin secretion	0.00923	BP	3	6.97674418604651	20	0.918505742573271
GO:0021849 | neuroblast division in subventricular zo...	0.00931	BP	1	100	20	1.4142135623731
GO:0055024 | regulation of cardiac muscle tissue deve...	0.00931	BP	1	100	20	1.4142135623731
GO:0006954 | inflammatory response	0.0095	BP	10	3.78787878787879	20	0.760523551989134
GO:0030314 | junctional membrane complex	0.0098	CC	1	100	20	1.4142135623731
