term	pval	ontology	fg	oe	symbol	size
7tm_1	5.37648588162689e-30	Pfam	58	1212.13527223537	20	1.7560042964243
GO:0005886 | plasma membrane	2.5e-16	CC	57	3.11986863711002	20	0.702948297046058
GO:0002076 | osteoblast development	2.5e-15	BP	10	55.5555555555556	20	1.32088133263238
Lectin_C	3.00086686979726e-15	Pfam	14	4436.77948717949	20	1.90972978306867
GO:0007186 | G protein-coupled receptor signaling pat...	8.9e-15	BP	46	8.50277264325323	20	0.964137213561952
GO:0007200 | phospholipase C-activating G protein-cou...	3.2e-14	BP	14	18.1818181818182	20	1.12233564966357
7tm_2	3.23386875068314e-14	Pfam	16	2841.28735632184	20	1.85836357011569
GO:0007189 | adenylate cyclase-activating G protein-c...	4.7e-13	BP	16	11.5107913669065	20	1.03009959829224
GO:0060732 | positive regulation of inositol phosphat...	1e-12	BP	9	40.9090909090909	20	1.26957466445149
bZIP_2	1.74732242357038e-12	Pfam	7	16637.9230769231	20	2.05453136069207
GO:0004991 | parathyroid hormone receptor activity	4.7e-12	MF	8	50	20	1.30344543588752
GO:0004930 | G protein-coupled receptor activity	8.6e-11	MF	43	9.61968680089486	20	0.991544720346818
GO:0007187 | G protein-coupled receptor signaling pat...	1.3e-10	BP	8	33.3333333333333	20	1.2340497337143
GPS	1.71833341747155e-10	Pfam	11	3048.33183856502	20	1.86656428824025
GO:0008528 | G protein-coupled peptide receptor activ...	3.6e-10	MF	20	13.4228187919463	20	1.06199987158743
GO:0017046 | peptide hormone binding	5.1e-10	MF	10	16.3934426229508	20	1.10212075789781
GO:0007204 | positive regulation of cytosolic calcium...	8.3e-10	BP	15	10.2040816326531	20	1.00437738141971
GO:0043235 | receptor complex	1.4e-09	CC	15	10.7913669064748	20	1.01640368889609
GO:0045453 | bone resorption	3.1e-09	BP	8	22.2222222222222	20	1.16051173463462
SAM_PNT	3.33950446705757e-09	Pfam	4	35313.1428571429	20	2.13258912389084
GO:0031526 | brush border membrane	3.7e-09	CC	8	21.6216216216216	20	1.15537364645596
GO:0030282 | bone mineralization	8.3e-09	BP	8	19.5121951219512	20	1.13591642750345
GO:0002062 | chondrocyte differentiation	1.6e-08	BP	8	17.7777777777778	20	1.11797919176369
ANF_receptor	2.52414888009336e-08	Pfam	12	1651.61692650334	20	1.79385320610915
GO:0008285 | negative regulation of cell population p...	2.7e-08	BP	16	5.42372881355932	20	0.85691187801183
GO:0016323 | basolateral plasma membrane	1.7e-07	CC	11	7.74647887323944	20	0.94292329527654
GO:0043621 | protein self-association	3.4e-07	MF	8	12.1212121212121	20	1.04093518119529
Ets	1.15443792035136e-06	Pfam	4	9887.68	20	1.99877322442535
GO:0016324 | apical plasma membrane	1.6e-06	CC	10	6.99300699300699	20	0.919056017082168
GO:0043117 | positive regulation of vascular permeabi...	1.8e-06	BP	6	16.6666666666667	20	1.10537267453848
GO:0008284 | positive regulation of cell population p...	1.8e-06	BP	20	5.23560209424084	20	0.847919001292147
GO:0032722 | positive regulation of chemokine product...	1.8e-06	BP	5	25	20	1.18234513094614
GO:0048469 | cell maturation	3.1e-06	BP	8	8.98876404494382	20	0.97657563984928
7tm_3	3.50627776522443e-06	Pfam	9	1483.152	20	1.78078231733567
GO:0014827 | intestine smooth muscle contraction	9.5e-06	BP	6	12.2448979591837	20	1.04305089538101
GO:0032755 | positive regulation of interleukin-6 pro...	1.2e-05	BP	5	17.2413793103448	20	1.11201259275112
GO:0014057 | positive regulation of acetylcholine sec...	1.5e-05	BP	5	16.1290322580645	20	1.09891233067144
GO:0016497 | substance K receptor activity	1.5e-05	MF	5	16.1290322580645	20	1.09891233067144
GO:0033685 | negative regulation of luteinizing hormo...	1.7e-05	BP	5	15.625	20	1.09262071461972
GO:0070459 | prolactin secretion	1.8e-05	BP	5	15.625	20	1.09262071461972
GO:0035914 | skeletal muscle cell differentiation	2.6e-05	BP	4	23.5294117647059	20	1.17115800383624
