annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
Acyl-CoA_dh_M	13	24	974	15756	2.34726790790411e-10	1.4834733177954e-07
ECH_1	10	14	974	15756	6.21242863429434e-10	1.96312744843701e-07
Acyl-CoA_dh_N	11	18	974	15756	1.01552642175144e-09	2.13937566182303e-07
Acyl-CoA_dh_1	11	20	974	15756	4.77714613589223e-09	7.54789089470972e-07
adh_short	16	57	974	15756	2.1053018530993e-07	2.66110154231751e-05
GST_N_3	7	13	974	15756	4.16794567144989e-06	0.000439023610726055
ATP-synt_ab	4	4	974	15756	1.45190699700117e-05	0.00091760522210474
ATP-synt_ab_N	4	4	974	15756	1.45190699700117e-05	0.00091760522210474
ATP-synt_C	4	4	974	15756	1.45190699700117e-05	0.00091760522210474
zf-Tim10_DDP	4	4	974	15756	1.45190699700117e-05	0.00091760522210474
Aldedh	6	12	974	15756	3.67660987104845e-05	0.00211237948954784
ADH_N	7	18	974	15756	5.87639681385528e-05	0.00309490232196378
TRAM_LAG1_CLN8	4	5	974	15756	6.9019042620269e-05	0.00335538730277
adh_short_C2	5	9	974	15756	9.13131956054162e-05	0.00412213854447308
Mito_carr	9	33	974	15756	0.000127000750458558	0.00535096495265389
Thiolase_C	4	6	974	15756	0.000196878241360579	0.00731923814940507
Thiolase_N	4	6	974	15756	0.000196878241360579	0.00731923814940507
Ligase_CoA	3	3	974	15756	0.000235549855033568	0.00783513202006394
Ribosomal_S18	3	3	974	15756	0.000235549855033568	0.00783513202006394
GST_C	6	16	974	15756	0.000257107735070519	0.00812460442822841
ADH_zinc_N	6	19	974	15756	0.000742150295450099	0.022335189844022
COesterase	7	26	974	15756	0.000785577658191775	0.0225675036353273
Acyltransf_C	3	4	974	15756	0.000898642210224236	0.0236642448692382
Iso_dh	3	4	974	15756	0.000898642210224236	0.0236642448692382
Complex1_LYR	3	5	974	15756	0.00214307696163019	0.0467042979224234
Lig_chan	3	5	974	15756	0.00214307696163019	0.0467042979224234
Lig_chan-Glu_bd	3	5	974	15756	0.00214307696163019	0.0467042979224234
Peptidase_M16	3	5	974	15756	0.00214307696163019	0.0467042979224234
Peptidase_M16_C	3	5	974	15756	0.00214307696163019	0.0467042979224234
Tubulin_C	4	10	974	15756	0.00225548923431706	0.0475156398696128
2-oxoacid_dh	2	2	974	15756	0.00381774939938151	0.0513365451150876
3HCDH	2	2	974	15756	0.00381774939938151	0.0513365451150876
60KD_IMP	2	2	974	15756	0.00381774939938151	0.0513365451150876
Citrate_synt	2	2	974	15756	0.00381774939938151	0.0513365451150876
Cmc1	2	2	974	15756	0.00381774939938151	0.0513365451150876
CoA_binding	2	2	974	15756	0.00381774939938151	0.0513365451150876
COX6B	2	2	974	15756	0.00381774939938151	0.0513365451150876
Glyoxalase	2	2	974	15756	0.00381774939938151	0.0513365451150876
LysM	2	2	974	15756	0.00381774939938151	0.0513365451150876
PDCD9	2	2	974	15756	0.00381774939938151	0.0513365451150876
PEX11	2	2	974	15756	0.00381774939938151	0.0513365451150876
Porin_3	2	2	974	15756	0.00381774939938151	0.0513365451150876
Redoxin	2	2	974	15756	0.00381774939938151	0.0513365451150876
STAS	2	2	974	15756	0.00381774939938151	0.0513365451150876
Sulfate_transp	2	2	974	15756	0.00381774939938151	0.0513365451150876
THF_DHG_CYH	2	2	974	15756	0.00381774939938151	0.0513365451150876
THF_DHG_CYH_C	2	2	974	15756	0.00381774939938151	0.0513365451150876
Abhydrolase_1	7	34	974	15756	0.00417057310459325	0.0527160440420587
ADH_zinc_N_2	3	6	974	15756	0.0040892756818998	0.0527160440420587
Biotin_lipoyl	3	6	974	15756	0.0040892756818998	0.0527160440420587
Tubulin	4	12	974	15756	0.00481263266585872	0.0596388989180923
GST_C_3	5	20	974	15756	0.00635091953935589	0.0771880990167869
PP-binding	3	7	974	15756	0.00682859671874404	0.0814277948348346
Tetraspanin	5	21	974	15756	0.00791858226576801	0.0926767405919515
3HCDH_N	2	3	974	15756	0.0109821484880774	0.115678630741082
FAA_hydrolase	2	3	974	15756	0.0109821484880774	0.115678630741082
Ldh_1_C	2	3	974	15756	0.0109821484880774	0.115678630741082
Ldh_1_N	2	3	974	15756	0.0109821484880774	0.115678630741082
Tim17	2	3	974	15756	0.0109821484880774	0.115678630741082
Transketolase_C	2	3	974	15756	0.0109821484880774	0.115678630741082
2Fe-2S_thioredx	1	1	974	15756	0.061817720233561	0.119842942293284
7TM_GPCR_Srv	1	1	974	15756	0.061817720233561	0.119842942293284
AA_permease_C	2	5	974	15756	0.0336807066354641	0.119842942293284
Acetyltransf_CG	1	1	974	15756	0.061817720233561	0.119842942293284
ACOX	2	6	974	15756	0.0484764221122463	0.119842942293284
ACT_7	1	1	974	15756	0.061817720233561	0.119842942293284
Acyl-CoA_ox_N	2	6	974	15756	0.0484764221122463	0.119842942293284
Acyltransferase	3	11	974	15756	0.0267321451857312	0.119842942293284
AIF_C	1	1	974	15756	0.061817720233561	0.119842942293284
Aldolase_II	2	6	974	15756	0.0484764221122463	0.119842942293284
Alg14	1	1	974	15756	0.061817720233561	0.119842942293284
Alpha-2-MRAP_N	1	1	974	15756	0.061817720233561	0.119842942293284
Amidase	1	1	974	15756	0.061817720233561	0.119842942293284
Amidinotransf	1	1	974	15756	0.061817720233561	0.119842942293284
Ammonium_transp	2	6	974	15756	0.0484764221122463	0.119842942293284
AMP-binding	4	24	974	15756	0.0574307524526471	0.119842942293284
ApoO	1	1	974	15756	0.061817720233561	0.119842942293284
Apyrase	1	1	974	15756	0.061817720233561	0.119842942293284
Arginase	1	1	974	15756	0.061817720233561	0.119842942293284
