GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0000387	spliceosomal snRNP assembly	30	11	1.11	4.2e-09	5.1828e-05	BP
GO:0048026	positive regulation of mRNA splicing, vi...	17	8	0.63	5.7e-08	0.00035169	BP
GO:0061077	chaperone-mediated protein folding	34	10	1.26	2.4e-07	0.0009872	BP
GO:0000462	maturation of SSU-rRNA from tricistronic...	35	10	1.29	3.3e-07	0.00101805	BP
GO:0000398	mRNA splicing, via spliceosome	180	44	6.65	5.2e-07	0.00128336	BP
GO:1904851	positive regulation of establishment of ...	9	5	0.33	7.4e-06	0.0144554285714286	BP
GO:0006457	protein folding	103	23	3.8	8.2e-06	0.0144554285714286	BP
GO:0006413	translational initiation	66	18	2.44	1e-05	0.015425	BP
GO:0048025	negative regulation of mRNA splicing, vi...	12	5	0.44	4.2e-05	0.0575866666666667	BP
GO:0050821	protein stabilization	102	13	3.77	8.9e-05	0.102833333333333	BP
GO:0000470	maturation of LSU-rRNA	28	9	1.03	9.5e-05	0.102833333333333	BP
GO:0007339	binding of sperm to zona pellucida	14	5	0.52	1e-04	0.102833333333333	BP
GO:0042273	ribosomal large subunit biogenesis	71	17	2.62	0.00012	0.113907692307692	BP
GO:0007004	telomere maintenance via telomerase	45	11	1.66	0.00022	0.193914285714286	BP
GO:0006417	regulation of translation	212	25	7.83	0.00025	0.205666666666667	BP
GO:0000413	protein peptidyl-prolyl isomerization	17	5	0.63	0.00028	0.21595	BP
GO:0098761	cellular response to interleukin-7	10	4	0.37	0.00032	0.232282352941176	BP
GO:0006364	rRNA processing	193	37	7.13	0.00039	0.267366666666667	BP
GO:1901998	toxin transport	28	6	1.03	0.00046	0.28999	BP
GO:0000454	snoRNA guided rRNA pseudouridine synthes...	5	3	0.18	0.00047	0.28999	BP
GO:0032212	positive regulation of telomere maintena...	20	5	0.74	0.00065	0.3702	BP
GO:0010498	proteasomal protein catabolic process	299	23	11.04	0.00066	0.3702	BP
GO:0048024	regulation of mRNA splicing, via spliceo...	51	18	1.88	8e-04	0.429217391304348	BP
GO:0042254	ribosome biogenesis	272	50	10.04	0.00117	0.4936	BP
GO:0000381	regulation of alternative mRNA splicing,...	23	5	0.85	0.00129	0.4936	BP
GO:0000469	cleavage involved in rRNA processing	23	5	0.85	0.00129	0.4936	BP
GO:0045943	positive regulation of transcription by ...	23	5	0.85	0.00129	0.4936	BP
GO:0022618	ribonucleoprotein complex assembly	129	28	4.76	0.00132	0.4936	BP
GO:0002502	peptide antigen assembly with MHC class ...	2	2	0.07	0.00136	0.4936	BP
GO:0000395	mRNA 5'-splice site recognition	2	2	0.07	0.00136	0.4936	BP
GO:0000350	generation of catalytic spliceosome for ...	2	2	0.07	0.00136	0.4936	BP
GO:0000961	negative regulation of mitochondrial RNA...	2	2	0.07	0.00136	0.4936	BP
GO:0045900	negative regulation of translational elo...	2	2	0.07	0.00136	0.4936	BP
GO:0000463	maturation of LSU-rRNA from tricistronic...	14	4	0.52	0.00136	0.4936	BP
GO:0006446	regulation of translational initiation	28	5	1.03	0.00324	1	BP
GO:0002183	cytoplasmic translational initiation	18	6	0.66	0.00345	1	BP
GO:0006415	translational termination	9	3	0.33	0.00355	1	BP
GO:0030575	nuclear body organization	9	3	0.33	0.00355	1	BP
GO:0001731	formation of translation preinitiation c...	9	3	0.33	0.00355	1	BP
GO:2000622	regulation of nuclear-transcribed mRNA c...	9	3	0.33	0.00355	1	BP
GO:0042026	protein refolding	9	3	0.33	0.00355	1	BP
GO:0099578	regulation of translation at postsynapse...	3	2	0.11	0.00398	1	BP
GO:0090204	protein localization to nuclear pore	3	2	0.11	0.00398	1	BP
