term	pval	ontology	fg	oe	symbol	size
LRR_8	1e-30	Pfam	58	6649.87755102041	17	1.95520168995426
7tm_1	1e-30	Pfam	111	2319.77612445046	17	1.83451521505937
GO:0007190 | activation of adenylate cyclase activity	1.4e-26	BP	27	19.0140845070423	20	1.1309621654927
GO:0038194 | thyroid-stimulating hormone signaling pa...	3.7e-24	BP	22	23.9130434782609	20	1.1741528237315
GO:1905229 | cellular response to thyrotropin-releasi...	3.7e-24	BP	22	23.9130434782609	20	1.1741528237315
GO:1904588 | cellular response to glycoprotein	3.7e-24	BP	22	23.9130434782609	20	1.1741528237315
GO:0004996 | thyroid-stimulating hormone receptor act...	4.7e-24	MF	22	23.6559139784946	20	1.17215175308843
GO:0007186 | G protein-coupled receptor signaling pat...	1.7e-23	BP	92	5.83016476552598	20	0.875031901402545
GO:0071542 | dopaminergic neuron differentiation	5.2e-22	BP	22	19.2982456140351	20	1.13380678666417
GO:0090103 | cochlea morphogenesis	7.7e-22	BP	22	18.9655172413793	20	1.13047100431426
GO:0016500 | protein-hormone receptor activity	5.4e-21	MF	41	22.6519337016575	20	1.16408989423092
GO:0040018 | positive regulation of multicellular org...	3.2e-20	BP	25	12.5628140703518	20	1.04837346983903
GO:0060122 | inner ear receptor cell stereocilium org...	5.8e-20	BP	22	15.6028368794326	20	1.09233857762455
GO:0004930 | G protein-coupled receptor activity	1.1e-19	MF	86	6.47590361445783	20	0.900722141512891
GO:0008528 | G protein-coupled peptide receptor activ...	1.3e-19	MF	36	8.1447963800905	20	0.954400456526607
GO:0009755 | hormone-mediated signaling pathway	8.2e-19	BP	28	9.12052117263844	20	0.97980592765355
GO:0007189 | adenylate cyclase-activating G protein-c...	1.4e-18	BP	33	8.12807881773399	20	0.953932862575084
GO:0008344 | adult locomotory behavior	4.5e-18	BP	23	11.7948717948718	20	1.03522617077384
GO:0030183 | B cell differentiation	1.1e-16	BP	25	10.7296137339056	20	1.01517687505479
GO:0120162 | positive regulation of cold-induced ther...	1.6e-15	BP	22	9.69162995594714	20	0.993175122336984
GO:2001013 | epithelial cell proliferation involved i...	2.1e-15	BP	14	22.5806451612903	20	1.16350176028229
GO:0043235 | receptor complex	9.9e-15	CC	27	6.63390663390663	20	0.906514950198709
GO:0005886 | plasma membrane	2e-14	CC	129	2.40806421504573	20	0.617792897277388
GO:0045121 | membrane raft	1e-13	CC	32	4.9306625577812	20	0.832409323301666
GO:0001942 | hair follicle development	1.5e-13	BP	18	10.5263157894737	20	1.01107684906299
GO:0009994 | oocyte differentiation	4.8e-13	BP	18	12.7659574468085	20	1.05169073041837
GO:0032588 | trans-Golgi network membrane	5.8e-12	CC	14	12.8440366972477	20	1.05294897204832
GO:0016323 | basolateral plasma membrane	4.2e-11	CC	23	5.52884615384615	20	0.86176244139023
GO:0048839 | inner ear development	1.2e-10	BP	38	10.1333333333333	20	1.00287204013727
GO:0008284 | positive regulation of cell population p...	1.2e-10	BP	37	3.31838565022422	20	0.721752628455772
GO:0042127 | regulation of cell population proliferat...	7.6e-10	BP	70	3.40301409820126	20	0.729289893197165
GO:0040012 | regulation of locomotion	4.1e-09	BP	44	3.41880341880342	20	0.730666907408431
GO:0090263 | positive regulation of canonical Wnt sig...	9.6e-09	BP	15	6.66666666666667	20	0.907694189110142
LRR_5	9.63799841495097e-08	Pfam	8	7062.62857142857	20	1.96187827527639
GO:0005834 | heterotrimeric G-protein complex	2e-07	CC	6	23.0769230769231	20	1.16755209837199
Ldl_recept_a	7.51563741097612e-07	Pfam	7	6866.44444444444	20	1.95875774678352
7tm_3	2.57744979002921e-06	Pfam	14	2307.12533333333	20	1.8338678218384
GO:0031247 | actin rod assembly	3.2e-06	BP	3	100	20	1.4142135623731
GO:0071318 | cellular response to ATP	3.8e-06	BP	4	36.3636363636364	20	1.24926670738067
G-alpha	5.3903697674858e-06	Pfam	5	9655.9375	20	1.99619499198848
GO:0099525 | presynaptic dense core vesicle exocytosi...	9.8e-06	BP	4	28.5714285714286	20	1.20662005438735
GO:0007166 | cell surface receptor signaling pathway	1.3e-05	BP	69	2.39833159541189	20	0.616367770772393
GO:0007193 | adenylate cyclase-inhibiting G protein-c...	1.5e-05	BP	10	5.55555555555556	20	0.862975952675794
GO:0031752 | D5 dopamine receptor binding	1.8e-05	MF	3	50	20	1.30344543588752
ANF_receptor	1.9602903815319e-05	Pfam	14	1926.8864142539	20	1.81241720216365
GO:0048023 | positive regulation of melanin biosynthe...	4.6e-05	BP	4	20	20	1.14062701864544
GO:0071799 | cellular response to prostaglandin D sti...	4.8e-05	BP	2	200	20	1.51691463031509
GO:0004958 | prostaglandin F receptor activity	4.9e-05	MF	2	200	20	1.51691463031509
GO:0031133 | regulation of axon diameter	5.2e-05	BP	3	37.5	20	1.2546040282606
GO:0010961 | cellular magnesium ion homeostasis	6.8e-05	BP	3	37.5	20	1.2546040282606
DUF3456	7.98698050768209e-05	Pfam	3	16854	20	2.05589469321394
XK-related	7.98698050768209e-05	Pfam	3	16854	20	2.05589469321394
GO:1902093 | positive regulation of flagellated sperm...	9.1e-05	BP	7	6.73076923076923	20	0.90998060458203
GO:0070474 | positive regulation of uterine smooth mu...	1e-04	BP	7	6.60377358490566	20	0.905423754244103
GO:0043197 | dendritic spine	1e-04	CC	11	4.0590405904059	20	0.780014996191624
EF-hand_5	0.000131630477018059	Pfam	5	5065.40983606557	20	1.9247375377825
GO:0031296 | B cell costimulation	0.00014	BP	2	100	20	1.4142135623731
GO:0031683 | G-protein beta/gamma-subunit complex bin...	0.00017	MF	4	14.2857142857143	20	1.07466364969964
HSP90	0.000173077260549016	Pfam	3	13242.4285714286	20	2.030262948257
GO:0098978 | glutamatergic synapse	0.00018	CC	21	2.42214532871972	20	0.619838847812646
GO:0035106 | operant conditioning	0.00019	BP	7	5.98290598290598	20	0.881426218278135
GO:0043950 | positive regulation of cAMP-mediated sig...	2e-04	BP	5	9.43396226415094	20	0.987265989860498
GO:0005249 | voltage-gated potassium channel activity	0.00021	MF	4	13.7931034482759	20	1.06754952738925
GO:0070032 | synaptobrevin 2-SNAP-25-syntaxin-1a-comp...	0.00025	CC	3	25	20	1.18234513094614
GO:0070033 | synaptobrevin 2-SNAP-25-syntaxin-1a-comp...	0.00025	CC	3	25	20	1.18234513094614
GO:0097519 | DNA recombinase complex	0.00028	CC	2	66.6666666666667	20	1.35052165511861
NCD3G	0.000282324247902046	Pfam	6	3340.43243243243	20	1.87717945109698
GO:0098967 | exocytic insertion of neurotransmitter r...	0.00029	BP	3	23.0769230769231	20	1.16755209837199
GO:1990238 | double-stranded DNA endodeoxyribonucleas...	0.00029	MF	2	66.6666666666667	20	1.35052165511861
GO:0014057 | positive regulation of acetylcholine sec...	0.00031	BP	6	6.59340659340659	20	0.905046881693181
GO:0016497 | substance K receptor activity	0.00033	MF	6	6.52173913043478	20	0.902420868020065
GO:1904753 | negative regulation of vascular associat...	0.00034	BP	3	21.4285714285714	20	1.15368679416964
GO:0033685 | negative regulation of luteinizing hormo...	0.00035	BP	6	6.45161290322581	20	0.899815704369349
GO:0007216 | G protein-coupled glutamate receptor sig...	0.00035	BP	5	8.33333333333333	20	0.959593014747594
CUB	0.000357801842813334	Pfam	6	3196.44827586207	20	1.87207576801275
GO:0070459 | prolactin secretion	0.00036	BP	6	6.45161290322581	20	0.899815704369349
UNC80	0.000378584004016538	Pfam	2	30899	20	2.11894889611803
GO:0007188 | adenylate cyclase-modulating G protein-c...	4e-04	BP	42	7.56756756756757	20	0.937526696833335
GO:0030070 | insulin processing	0.00045	BP	3	20	20	1.14062701864544
GO:0032516 | positive regulation of phosphoprotein ph...	0.00045	BP	3	20	20	1.14062701864544
GO:0070044 | synaptobrevin 2-SNAP-25-syntaxin-1a comp...	0.00045	CC	3	20	20	1.14062701864544
GO:0030431 | sleep	0.00046	BP	6	6.18556701030928	20	0.889595141689408
GO:0099171 | presynaptic modulation of chemical synap...	0.00046	BP	7	5.14705882352941	20	0.843539644381957
GO:0014827 | intestine smooth muscle contraction	0.00059	BP	7	4.92957746478873	20	0.832351906125769
GO:0035493 | SNARE complex assembly	0.00067	BP	3	17.6470588235294	20	1.11654481922643
GO:0120061 | negative regulation of gastric emptying	7e-04	BP	2	50	20	1.30344543588752
GO:0043117 | positive regulation of vascular permeabi...	0.00071	BP	6	5.66037735849057	20	0.867666632479821
RasGEF_N	0.000798237905605802	Pfam	3	8060.60869565217	20	1.97645334848204
GO:0008020 | G protein-coupled photoreceptor activity	8e-04	MF	5	6.94444444444444	20	0.917408037846165
GO:0017022 | myosin binding	0.00087	MF	5	6.84931506849315	20	0.914137377102349
GO:0098685 | Schaffer collateral - CA1 synapse	9e-04	CC	10	3.35570469798658	20	0.725109464787038
Calsequestrin	0.000936455835864357	Pfam	2	20599.3333333333	20	2.07698174409505
RPEL	0.000936455835864357	Pfam	2	20599.3333333333	20	2.07698174409505
GO:1901491 | negative regulation of lymphangiogenesis	0.00098	BP	2	40	20	1.26572508520925
GO:0030627 | pre-mRNA 5'-splice site binding	0.001	MF	2	40	20	1.26572508520925
GO:0071492 | cellular response to UV-A	0.00104	BP	3	15	20	1.08447741288405
GO:0032437 | cuticular plate	0.00104	CC	3	15	20	1.08447741288405
GO:0097225 | sperm midpiece	0.00111	CC	7	4.43037974683544	20	0.804015517922281
GO:0061827 | sperm head	0.00117	CC	7	4.375	20	0.800611052483247
GO:1903527 | positive regulation of membrane tubulati...	0.00129	BP	2	33.3333333333333	20	1.2340497337143
