term	pval	ontology	fg	oe	symbol	size
7tm_1	1e-30	Pfam	83	1734.60737233683	17	1.7997780940643
GO:1905474 | canonical Wnt signaling pathway involved...	4.5e-20	BP	8	266.666666666667	20	1.55755216036969
GO:0044338 | canonical Wnt signaling pathway involved...	4.5e-20	BP	8	266.666666666667	20	1.55755216036969
GO:0044339 | canonical Wnt signaling pathway involved...	4.5e-20	BP	8	266.666666666667	20	1.55755216036969
GO:1904954 | canonical Wnt signaling pathway involved...	4.5e-20	BP	8	266.666666666667	20	1.55755216036969
GO:0060064 | Spemann organizer formation at the anter...	4.5e-20	BP	8	266.666666666667	20	1.55755216036969
GO:0048697 | positive regulation of collateral sprout...	4.5e-20	BP	8	266.666666666667	20	1.55755216036969
GO:0007186 | G protein-coupled receptor signaling pat...	5.8e-19	BP	51	5.69196428571429	20	0.869058206586769
GO:0060174 | limb bud formation	1.8e-18	BP	9	150	20	1.47515804544994
wnt	4.44666632456521e-16	Pfam	8	35313.1428571429	20	2.13258912389084
GO:0005125 | cytokine activity	7.7e-16	MF	10	62.5	20	1.34010448001045
GO:0009950 | dorsal/ventral axis specification	1.4e-14	BP	8	88.8888888888889	20	1.39601127414954
GO:0048843 | negative regulation of axon extension in...	9.3e-14	BP	8	72.7272727272727	20	1.36444028884877
GO:0060323 | head morphogenesis	2.6e-13	BP	10	35.7142857142857	20	1.24613079917711
GO:0005109 | frizzled binding	4.3e-13	MF	8	61.5384615384615	20	1.33758986041503
GO:0009948 | anterior/posterior axis specification	6.3e-13	BP	9	42.8571428571429	20	1.27750663978917
GO:0035116 | embryonic hindlimb morphogenesis	7e-12	BP	8	47.0588235294118	20	1.29330625360495
GO:0035115 | embryonic forelimb morphogenesis	4e-11	BP	8	38.0952380952381	20	1.25732680408
GO:0030177 | positive regulation of Wnt signaling pat...	5.6e-11	BP	15	9.93377483443709	20	0.99855611347711
GO:0001707 | mesoderm formation	6.5e-11	BP	9	26.4705882352941	20	1.1927965427503
GO:0005615 | extracellular space	1.6e-08	CC	21	4.30327868852459	20	0.796115238348826
EGF_CA	2.11415898107119e-08	Pfam	12	2399.92233009709	20	1.83853125800096
GO:0031012 | extracellular matrix	4.8e-08	CC	15	7.89473684210526	20	0.94727908142366
GO:0004984 | olfactory receptor activity	2.4e-07	MF	9	10.3448275862069	20	1.00733472928352
GO:0007608 | sensory perception of smell	4.4e-07	BP	8	11.7647058823529	20	1.03468887801392
GO:0007193 | adenylate cyclase-inhibiting G protein-c...	9.3e-07	BP	9	8.82352941176471	20	0.972441431489531
GO:0045165 | cell fate commitment	9.8e-07	BP	11	10.1851851851852	20	1.00397655832757
GO:0001570 | vasculogenesis	1.3e-06	BP	6	17.6470588235294	20	1.11654481922643
GO:0008020 | G protein-coupled photoreceptor activity	3.3e-06	MF	6	15	20	1.08447741288405
GO:0098982 | GABA-ergic synapse	4.1e-06	CC	9	7.37704918032787	20	0.931602210583775
GO:0005886 | plasma membrane	6.8e-06	CC	60	1.98085176625949	20	0.5448412402258
GO:0007602 | phototransduction	1.4e-05	BP	6	11.5384615384615	20	1.03060560193939
GO:0005788 | endoplasmic reticulum lumen	1.4e-05	CC	8	7.3394495412844	20	0.93041038743735
GO:1905426 | positive regulation of Wnt-mediated midb...	1.5e-05	BP	2	200	20	1.51691463031509
GO:0043198 | dendritic shaft	1.8e-05	CC	7	8.64197530864197	20	0.967787694246836
GO:0005502 | 11-cis retinal binding	1.9e-05	MF	5	15.1515151515152	20	1.08648794952274
GO:0002069 | columnar/cuboidal epithelial cell matura...	2.6e-05	BP	3	50	20	1.30344543588752
Homeodomain	2.69001968982522e-05	Pfam	6	2896.78125	20	1.86062239607062
GO:0014912 | negative regulation of smooth muscle cel...	3.2e-05	BP	4	22.2222222222222	20	1.16051173463462
GO:0004930 | G protein-coupled receptor activity	3.4e-05	MF	43	5.77181208053691	20	0.872532052609698
GO:0014049 | positive regulation of glutamate secreti...	5.5e-05	BP	5	12.5	20	1.04733471870652
Reprolysin_2	5.84441516357009e-05	Pfam	3	10905.5294117647	20	2.00938964697372
Mab-21	6.03127248262895e-05	Pfam	2	41198.6666666667	20	2.14822791178406
GO:0017046 | peptide hormone binding	7.3e-05	MF	7	6.93069306930693	20	0.916938747262659
GO:0099126 | transforming growth factor beta complex	9e-05	CC	2	100	20	1.4142135623731
GO:0070021 | transforming growth factor beta ligand-r...	9e-05	CC	2	100	20	1.4142135623731
GO:0061520 | Langerhans cell differentiation	9.1e-05	BP	2	100	20	1.4142135623731
GO:1901666 | positive regulation of NAD+ ADP-ribosylt...	9.1e-05	BP	2	100	20	1.4142135623731
GO:1903800 | positive regulation of production of miR...	9.1e-05	BP	2	100	20	1.4142135623731
GO:0014008 | positive regulation of microglia differe...	9.1e-05	BP	2	100	20	1.4142135623731
GO:2000727 | positive regulation of cardiac muscle ce...	9.1e-05	BP	2	100	20	1.4142135623731
GO:0072540 | T-helper 17 cell lineage commitment	9.1e-05	BP	2	100	20	1.4142135623731
GO:0060435 | bronchiole development	9.1e-05	BP	2	100	20	1.4142135623731
GO:0045918 | negative regulation of cytolysis	9.1e-05	BP	2	100	20	1.4142135623731
GO:1905313 | transforming growth factor beta receptor...	9.1e-05	BP	2	100	20	1.4142135623731
GO:0034714 | type III transforming growth factor beta...	9.1e-05	MF	2	100	20	1.4142135623731
GO:0005114 | type II transforming growth factor beta ...	9.1e-05	MF	2	100	20	1.4142135623731
GO:0007189 | adenylate cyclase-activating G protein-c...	0.00011	BP	10	4.34782608695652	20	0.798919372641825
GO:0009637 | response to blue light	0.00011	BP	3	33.3333333333333	20	1.2340497337143
GO:0070165 | positive regulation of adiponectin secre...	0.00012	BP	4	16	20	1.09732400987854
GO:0070553 | nicotinic acid receptor activity	0.00012	MF	4	16	20	1.09732400987854
RD3	0.000120266412397701	Pfam	2	30899	20	2.11894889611803
GO:0090190 | positive regulation of branching involve...	0.00016	BP	3	27.2727272727273	20	1.1982189155415
GO:0043951 | negative regulation of cAMP-mediated sig...	0.00018	BP	4	14.2857142857143	20	1.07466364969964
GO:0005503 | all-trans retinal binding	0.00018	MF	3	27.2727272727273	20	1.1982189155415
GO:0071492 | cellular response to UV-A	2e-04	BP	3	27.2727272727273	20	1.1982189155415
GO:0048023 | positive regulation of melanin biosynthe...	2e-04	BP	3	27.2727272727273	20	1.1982189155415
GO:0008528 | G protein-coupled peptide receptor activ...	2e-04	MF	14	5.64516129032258	20	0.866992707496448
GO:0005112 | Notch binding	0.00022	MF	4	13.7931034482759	20	1.06754952738925
GO:0099192 | cerebellar Golgi cell to granule cell sy...	0.00022	CC	2	100	20	1.4142135623731
GO:0008354 | germ cell migration	0.00023	BP	2	100	20	1.4142135623731
GO:0070166 | enamel mineralization	0.00023	BP	2	100	20	1.4142135623731
GO:0001614 | purinergic nucleotide receptor activity	0.00023	MF	4	13.3333333333333	20	1.06063129154683
GO:0150047 | G protein-coupled neurotransmitter recep...	0.00024	MF	4	13.3333333333333	20	1.06063129154683
GO:0099579 | G protein-coupled neurotransmitter recep...	0.00024	MF	4	13.3333333333333	20	1.06063129154683
GO:1990430 | extracellular matrix protein binding	0.00024	MF	4	13.3333333333333	20	1.06063129154683
GO:0003180 | aortic valve morphogenesis	0.00027	BP	3	23.0769230769231	20	1.16755209837199
GO:0048022 | negative regulation of melanin biosynthe...	0.00027	BP	3	23.0769230769231	20	1.16755209837199
GO:0032811 | negative regulation of epinephrine secre...	0.00027	BP	4	12.9032258064516	20	1.05389672050618
GO:0007194 | negative regulation of adenylate cyclase...	0.00028	BP	4	12.9032258064516	20	1.05389672050618
GO:0150099 | neuron-glial cell signaling	0.00028	BP	4	12.9032258064516	20	1.05389672050618
GO:1902712 | G protein-coupled GABA receptor complex	0.00028	CC	4	12.9032258064516	20	1.05389672050618
GO:1902894 | negative regulation of pri-miRNA transcr...	3e-04	BP	3	23.0769230769231	20	1.16755209837199
GO:0045662 | negative regulation of myoblast differen...	3e-04	BP	3	23.0769230769231	20	1.16755209837199
GO:0014053 | negative regulation of gamma-aminobutyri...	3e-04	BP	4	12.5	20	1.04733471870652
GO:0090263 | positive regulation of canonical Wnt sig...	0.00031	BP	7	5.46875	20	0.859004115453697
GO:0033602 | negative regulation of dopamine secretio...	0.00031	BP	4	12.5	20	1.04733471870652
GO:0050995 | negative regulation of lipid catabolic p...	0.00031	BP	4	12.5	20	1.04733471870652
GO:1905005 | regulation of epithelial to mesenchymal ...	0.00032	BP	2	66.6666666666667	20	1.35052165511861
GO:0071673 | positive regulation of smooth muscle cel...	0.00032	BP	3	23.0769230769231	20	1.16755209837199
GO:1904566 | cellular response to 1-oleoyl-sn-glycero...	0.00032	BP	3	23.0769230769231	20	1.16755209837199
GO:0007202 | activation of phospholipase C activity	0.00033	BP	4	12.1212121212121	20	1.04093518119529
GO:0038039 | G protein-coupled receptor heterodimeric...	0.00038	CC	4	11.7647058823529	20	1.03468887801392
GO:0001649 | osteoblast differentiation	0.00039	BP	15	10.3448275862069	20	1.00733472928352
GO:0004965 | G protein-coupled GABA receptor activity	0.00039	MF	4	11.7647058823529	20	1.03468887801392
Creatinase_N	0.000417187652631097	Pfam	2	17656.5714285714	20	2.06080236210887
Creatinase_N_2	0.000417187652631097	Pfam	2	17656.5714285714	20	2.06080236210887
Peptidase_M24_C	0.000417187652631097	Pfam	2	17656.5714285714	20	2.06080236210887
GO:0070168 | negative regulation of biomineral tissue...	0.00042	BP	3	20	20	1.14062701864544
GO:0042482 | positive regulation of odontogenesis	0.00042	BP	2	66.6666666666667	20	1.35052165511861
