annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
7tm_1	9	679	42	15756	6.03558256688671e-05	0.00162960729305941
LRR_8	4	122	42	15756	0.000305053389562369	0.00411822075909199
Cys_knot	1	1	42	15756	0.00266565118050266	0.0121083456466163
DUF21	1	1	42	15756	0.00266565118050266	0.0121083456466163
Homeodomain	2	29	42	15756	0.00269074347702585	0.0121083456466163
SIX1_SD	1	1	42	15756	0.00266565118050266	0.0121083456466163
DAN	1	2	42	15756	0.00532436540775849	0.0205368380013542
Prominin	1	3	42	15756	0.00797616029495385	0.0269195409954692
7tm_2	2	111	42	15756	0.0352685770032589	0.0619214988524575
7tm_3	2	95	42	15756	0.0264907539191502	0.0619214988524575
ANF_receptor	2	112	42	15756	0.0358501697003949	0.0619214988524575
Astacin	1	8	42	15756	0.0211319580450361	0.0619214988524575
CBS	1	9	42	15756	0.0237426043342228	0.0619214988524575
Laminin_G_3	1	11	42	15756	0.028943522391367	0.0619214988524575
LIM	1	13	42	15756	0.034117389321623	0.0619214988524575
Roc	1	14	42	15756	0.036694221542197	0.0619214988524575
Asp	1	15	42	15756	0.0392643424096363	0.0623610144153047
HMG_box	1	17	42	15756	0.0443845182606614	0.066576777390992
IgGFc_binding	1	26	42	15756	0.0670975701350077	0.0953491786129057
NCD3G	1	30	42	15756	0.0770222901292341	0.103980091674466
GAIN	1	42	42	15756	0.106182039671602	0.13651976529206
COR	1	45	42	15756	0.113330280077653	0.139087161913483
Lectin_C	1	58	42	15756	0.143666428968225	0.168651894875743
GPS	1	74	42	15756	0.179614710160626	0.202066548930704
Death	1	104	42	15756	0.243089640678713	0.26253681193301
TPR_12	1	182	42	15756	0.386522704364106	0.394751394089006
WD40	1	187	42	15756	0.394751394089006	0.394751394089006
