term	pval	ontology	fg	oe	symbol	size
7tm_1	1e-30	Pfam	83	1734.60737233683	17	1.7997780940643
GO:0007186 | G protein-coupled receptor signaling pat...	1.4e-17	BP	63	6.58995815899582	20	0.904921354139398
GO:0004930 | G protein-coupled receptor activity	4.9e-17	MF	66	8.05860805860806	20	0.951976908218603
7tm_3	3.00428180515108e-14	Pfam	20	3295.89333333333	20	1.87562606826629
GO:0007190 | activation of adenylate cyclase activity	2.3e-13	BP	14	16.2790697674419	20	1.10074047097155
GO:0007189 | adenylate cyclase-activating G protein-c...	8.9e-13	BP	22	8.94308943089431	20	0.97544224519898
GO:0071542 | dopaminergic neuron differentiation	5.6e-12	BP	12	17.3913043478261	20	1.11370200471687
GO:0005886 | plasma membrane	6.9e-12	CC	82	2.50076242756938	20	0.630929818374716
GO:0090103 | cochlea morphogenesis	7e-12	BP	12	17.1428571428571	20	1.11089297685842
GO:0038194 | thyroid-stimulating hormone signaling pa...	1.1e-11	BP	11	19.6428571428571	20	1.1371915661629
GO:1904588 | cellular response to glycoprotein	1.1e-11	BP	11	19.6428571428571	20	1.1371915661629
GO:1905229 | cellular response to thyrotropin-releasi...	1.1e-11	BP	11	19.6428571428571	20	1.1371915661629
GO:0004996 | thyroid-stimulating hormone receptor act...	1.5e-11	MF	11	19.2982456140351	20	1.13380678666417
GO:0043235 | receptor complex	3.5e-11	CC	20	8.03212851405622	20	0.951225866221186
GO:0008528 | G protein-coupled peptide receptor activ...	3.3e-10	MF	21	7.69230769230769	20	0.941305820492556
ANF_receptor	5.38621228936537e-10	Pfam	17	2339.79064587973	20	1.83553180315644
GO:0008344 | adult locomotory behavior	7.5e-10	BP	14	11.864406779661	20	1.03645840648437
GO:0060122 | inner ear receptor cell stereocilium org...	1.1e-09	BP	11	12.9411764705882	20	1.0545016640309
Homeodomain	2.26598188488801e-09	Pfam	10	4827.96875	20	1.91931353623526
GO:0040018 | positive regulation of multicellular org...	3.5e-09	BP	12	9.91735537190083	20	0.998196311218978
GO:0099170 | postsynaptic modulation of chemical syna...	5.4e-09	BP	10	13.1578947368421	20	1.05791606837178
LRR_8	8.20459788840885e-09	Pfam	17	1949.10204081633	20	1.81379011360612
GO:0120162 | positive regulation of cold-induced ther...	1.5e-08	BP	12	8.69565217391304	20	0.969176020981941
GO:0030183 | B cell differentiation	2e-08	BP	12	8.51063829787234	20	0.964345442977901
SIX1_SD	2.82712530452213e-08	Pfam	4	35313.1428571429	20	2.13258912389084
GO:0001641 | group II metabotropic glutamate receptor...	3.5e-08	MF	6	31.5789473684211	20	1.2244989381093
GO:0016323 | basolateral plasma membrane	4.4e-08	CC	15	5.88235294117647	20	0.877240604749761
DAN	5.63025242702519e-08	Pfam	4	30899	20	2.11894889611803
GO:0045121 | membrane raft	9.8e-08	CC	20	5.03778337531486	20	0.837997308409082
GO:0097449 | astrocyte projection	3.1e-07	CC	6	22.2222222222222	20	1.16051173463462
GO:0009755 | hormone-mediated signaling pathway	3.9e-07	BP	12	6.45161290322581	20	0.899815704369349
CCDC74_C	6.12209697234183e-07	Pfam	3	46348.5	20	2.16010085028813
GO:0042734 | presynaptic membrane	1.3e-06	CC	14	4.84429065743945	20	0.827786320810927
GO:0007216 | G protein-coupled glutamate receptor sig...	1.8e-06	BP	6	16.6666666666667	20	1.10537267453848
GO:0008284 | positive regulation of cell population p...	3.5e-06	BP	21	3.11111111111111	20	0.702079427061422
7tm_2	3.54965780672593e-06	Pfam	11	1953.38505747126	20	1.8140528827009
GO:0007187 | G protein-coupled receptor signaling pat...	4.9e-06	BP	6	13.953488372093	20	1.06989849743051
CCDC92	5.29295295598097e-06	Pfam	3	26484.8571428571	20	2.10309239804845
GO:0051930 | regulation of sensory perception of pain	7.6e-06	BP	6	13.0434782608696	20	1.05612187682202
GO:0035106 | operant conditioning	7.8e-06	BP	7	9.85915492957747	20	0.996915087304421
GO:0005246 | calcium channel regulator activity	1.3e-05	MF	6	11.7647058823529	20	1.03468887801392
GO:0051482 | positive regulation of cytosolic calcium...	1.6e-05	BP	6	11.3207547169811	20	1.02658432716599
Astacin	1.74739776305891e-05	Pfam	4	8523.86206896552	20	1.98258326772239
GO:0043197 | dendritic spine	1.8e-05	CC	12	7.2289156626506	20	0.926861995125256
GO:0030432 | peristalsis	2.2e-05	BP	4	25	20	1.18234513094614
GO:0045211 | postsynaptic membrane	2.7e-05	CC	12	4.25531914893617	20	0.793052418020564
GO:0035590 | purinergic nucleotide receptor signaling...	4.7e-05	BP	7	7.4468085106383	20	0.933793438836747
GO:0097110 | scaffold protein binding	6.8e-05	MF	6	8.69565217391304	20	0.969176020981941
GO:0007166 | cell surface receptor signaling pathway	8.3e-05	BP	43	2.46842709529277	20	0.626434597470432
GO:0008020 | G protein-coupled photoreceptor activity	8.6e-05	MF	5	11.3636363636364	20	1.02738372960147
Lectin_C	9.76690675126281e-05	Pfam	7	2218.38974358974	20	1.82921782428324
GO:0051966 | regulation of synaptic transmission, glu...	0.00012	BP	9	8.82352941176471	20	0.972441431489531
GO:0070165 | positive regulation of adiponectin secre...	0.00015	BP	4	14.8148148148148	20	1.08198716589846
GO:0004984 | olfactory receptor activity	0.00016	MF	8	8.42105263157895	20	0.961959657003918
GO:0070553 | nicotinic acid receptor activity	0.00017	MF	4	14.2857142857143	20	1.07466364969964
DUF773	0.000171426677433251	Pfam	2	30899	20	2.11894889611803
GO:0099171 | presynaptic modulation of chemical synap...	0.00019	BP	6	7.31707317073171	20	0.929697476601893
GO:0046960 | sensitization	0.00022	BP	3	25	20	1.18234513094614
GO:0007602 | phototransduction	0.00024	BP	5	9.09090909090909	20	0.979084937501224
GO:0031750 | D3 dopamine receptor binding	0.00024	MF	3	25	20	1.18234513094614
GO:0001588 | dopamine neurotransmitter receptor activ...	0.00024	MF	3	25	20	1.18234513094614
GO:0001661 | conditioned taste aversion	0.00027	BP	3	23.0769230769231	20	1.16755209837199
GO:0040012 | regulation of locomotion	0.00028	BP	24	3.07692307692308	20	0.698653447011554
GO:0098978 | glutamatergic synapse	0.00028	CC	15	2.83018867924528	20	0.672172142724535
GO:0060158 | phospholipase C-activating dopamine rece...	0.00033	BP	3	23.0769230769231	20	1.16755209837199
GO:0001614 | purinergic nucleotide receptor activity	0.00033	MF	4	12.1212121212121	20	1.04093518119529
GO:0044326 | dendritic spine neck	0.00033	CC	3	21.4285714285714	20	1.15368679416964
NCD3G	0.000349389335689878	Pfam	5	2783.69369369369	20	1.85596913917585
GO:0050995 | negative regulation of lipid catabolic p...	4e-04	BP	4	11.7647058823529	20	1.03468887801392
GO:0071880 | adenylate cyclase-activating adrenergic ...	0.00043	BP	3	20	20	1.14062701864544
GO:0021853 | cerebral cortex GABAergic interneuron mi...	0.00043	BP	3	20	20	1.14062701864544
GO:0044327 | dendritic spine head	0.00056	CC	3	18.75	20	1.12827358032692
GO:0045736 | negative regulation of cyclin-dependent ...	0.00059	BP	3	18.75	20	1.12827358032692
IgGFc_binding	0.000598671871277281	Pfam	4	3481.57746478873	20	1.88196069635704
GO:0046959 | habituation	0.00063	BP	3	17.6470588235294	20	1.11654481922643
GO:0007191 | adenylate cyclase-activating dopamine re...	0.00063	BP	3	17.6470588235294	20	1.11654481922643
GO:0001750 | photoreceptor outer segment	0.00078	CC	5	7.04225352112676	20	0.920712580351188
GO:0007608 | sensory perception of smell	0.00083	BP	5	6.94444444444444	20	0.917408037846165
GO:0030282 | bone mineralization	0.00083	BP	5	6.94444444444444	20	0.917408037846165
GO:0048786 | presynaptic active zone	0.00089	CC	6	5.40540540540541	20	0.856053895264186
GO:0019228 | neuronal action potential	0.00091	BP	4	9.30232558139535	20	0.984170481038918
GO:0042321 | negative regulation of circadian sleep/w...	0.00095	BP	3	15.7894736842105	20	1.09469980075217
Na_Ca_ex	0.00104272697888155	Pfam	3	5010.64864864865	20	1.92351083976058
GO:0044387 | negative regulation of protein kinase ac...	0.00112	BP	2	40	20	1.26572508520925
GO:2000253 | positive regulation of feeding behavior	0.00124	BP	4	8.69565217391304	20	0.969176020981941
GO:0046323 | glucose import	0.00125	BP	5	6.25	20	0.892121077737812
GO:0031701 | angiotensin receptor binding	0.00125	MF	3	14.2857142857143	20	1.07466364969964
GO:0021542 | dentate gyrus development	0.00129	BP	3	14.2857142857143	20	1.07466364969964
GO:0046879 | hormone secretion	0.00131	BP	18	4.29594272076372	20	0.795649723268355
GO:0035240 | dopamine binding	0.00148	MF	3	13.6363636363636	20	1.06522231196002
GO:0014002 | astrocyte development	0.00152	BP	3	13.0434782608696	20	1.05612187682202
GO:0001975 | response to amphetamine	0.00152	BP	3	13.0434782608696	20	1.05612187682202
GO:0060318 | definitive erythrocyte differentiation	0.00153	BP	2	33.3333333333333	20	1.2340497337143
GO:1900273 | positive regulation of long-term synapti...	0.0016	BP	3	13.0434782608696	20	1.05612187682202
Laminin_G_3	0.00172870998361801	Pfam	3	4213.5	20	1.90384952090685
GO:0014827 | intestine smooth muscle contraction	0.00175	BP	5	5.81395348837209	20	0.874340639048907
GO:0051968 | positive regulation of synaptic transmis...	0.00187	BP	3	12.5	20	1.04733471870652
GO:0043198 | dendritic shaft	0.00195	CC	5	5.68181818181818	20	0.868612302575695
GO:0031253 | cell projection membrane	0.00218	CC	8	3.49344978165939	20	0.737058006300763
GO:0014057 | positive regulation of acetylcholine sec...	0.00228	BP	4	7.27272727272727	20	0.928276522289408
GO:0033685 | negative regulation of luteinizing hormo...	0.00247	BP	4	7.14285714285714	20	0.924051927286428
GO:0015872 | dopamine transport	0.00251	BP	7	8.13953488372093	20	0.954253419575057
GO:0016497 | substance K receptor activity	0.00253	MF	4	7.14285714285714	20	0.924051927286428
GO:0070459 | prolactin secretion	0.00254	BP	4	7.01754385964912	20	0.919883218487799
GO:0060134 | prepulse inhibition	0.00282	BP	3	10.7142857142857	20	1.01487103780601
GO:0014059 | regulation of dopamine secretion	0.0029	BP	4	6.77966101694915	20	0.911706081851941
GO:0045838 | positive regulation of membrane potentia...	0.00294	BP	3	10.7142857142857	20	1.01487103780601
GO:0007625 | grooming behavior	0.00307	BP	3	10.3448275862069	20	1.00733472928352
GO:0010754 | negative regulation of cGMP-mediated sig...	0.00314	BP	2	25	20	1.18234513094614
GO:0042711 | maternal behavior	0.0032	BP	3	10.3448275862069	20	1.00733472928352
GO:0021756 | striatum development	0.00333	BP	3	10	20	1
GO:2001224 | positive regulation of neuron migration	0.00333	BP	3	10	20	1
GO:0004991 | parathyroid hormone receptor activity	0.00333	MF	3	10	20	1
GO:0043200 | response to amino acid	0.00345	BP	4	6.45161290322581	20	0.89981570436935
GO:0048148 | behavioral response to cocaine	0.00346	BP	3	10	20	1
GO:0042053 | regulation of dopamine metabolic process	0.00374	BP	3	9.67741935483871	20	0.992854249568077
GO:1902093 | positive regulation of flagellated sperm...	0.00379	BP	4	6.34920634920635	20	0.895946115497121
GO:0061009 | common bile duct development	0.0038	BP	2	22.2222222222222	20	1.16051173463462
GO:0071569 | protein ufmylation	0.0038	BP	2	22.2222222222222	20	1.16051173463462
