GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0099502	calcium-dependent activation of synaptic...	6	4	0.13	3.4e-06	0.0417656	BP
GO:0033138	positive regulation of peptidyl-serine p...	23	6	0.51	7.9e-06	0.0485218	BP
GO:0048538	thymus development	24	5	0.53	0.00015	0.6142	BP
GO:0007528	neuromuscular junction development	29	5	0.64	0.00039	0.668795555555556	BP
GO:0043371	negative regulation of CD4-positive, alp...	6	4	0.13	0.00048	0.668795555555556	BP
GO:0048294	negative regulation of isotype switching...	2	2	0.04	0.00049	0.668795555555556	BP
GO:1990441	negative regulation of transcription fro...	2	2	0.04	0.00049	0.668795555555556	BP
GO:1902308	regulation of peptidyl-serine dephosphor...	2	2	0.04	0.00049	0.668795555555556	BP
GO:0021604	cranial nerve structural organization	2	2	0.04	0.00049	0.668795555555556	BP
GO:0046824	positive regulation of nucleocytoplasmic...	33	5	0.73	0.00072	0.82917	BP
GO:0048167	regulation of synaptic plasticity	89	8	1.97	0.00075	0.82917	BP
GO:0045956	positive regulation of calcium ion-depen...	9	3	0.2	0.00081	0.82917	BP
GO:0051926	negative regulation of calcium ion trans...	22	4	0.49	0.00124	0.842331428571429	BP
GO:0048791	calcium ion-regulated exocytosis of neur...	9	6	0.2	0.00137	0.842331428571429	BP
GO:0043378	positive regulation of CD8-positive, alp...	3	2	0.07	0.00144	0.842331428571429	BP
GO:1903233	regulation of calcium ion-dependent exoc...	3	2	0.07	0.00144	0.842331428571429	BP
GO:0032713	negative regulation of interleukin-4 pro...	3	2	0.07	0.00144	0.842331428571429	BP
GO:0061789	dense core granule priming	3	2	0.07	0.00144	0.842331428571429	BP
GO:0002667	regulation of T cell anergy	3	2	0.07	0.00144	0.842331428571429	BP
GO:0035235	ionotropic glutamate receptor signaling ...	3	2	0.07	0.00144	0.842331428571429	BP
GO:0002031	G protein-coupled receptor internalizati...	3	2	0.07	0.00144	0.842331428571429	BP
GO:0008045	motor neuron axon guidance	11	3	0.24	0.00154	0.85988	BP
GO:0007212	dopamine receptor signaling pathway	40	5	0.88	0.00176	0.939993043478261	BP
GO:0045595	regulation of cell differentiation	558	29	12.35	0.00193	0.969071111111111	BP
GO:0070873	regulation of glycogen metabolic process	12	3	0.27	0.00202	0.969071111111111	BP
GO:0098703	calcium ion import across plasma membran...	13	3	0.29	0.00258	0.969071111111111	BP
GO:0044342	type B pancreatic cell proliferation	13	3	0.29	0.00258	0.969071111111111	BP
GO:0071320	cellular response to cAMP	13	3	0.29	0.00258	0.969071111111111	BP
GO:0010508	positive regulation of autophagy	85	7	1.88	0.00266	0.969071111111111	BP
GO:0045944	positive regulation of transcription by ...	427	19	9.45	0.00273	0.969071111111111	BP
GO:2000320	negative regulation of T-helper 17 cell ...	4	2	0.09	0.00284	0.969071111111111	BP
GO:0061669	spontaneous neurotransmitter secretion	4	2	0.09	0.00284	0.969071111111111	BP
GO:2000562	negative regulation of CD4-positive, alp...	4	2	0.09	0.00284	0.969071111111111	BP
GO:0033864	positive regulation of NAD(P)H oxidase a...	4	2	0.09	0.00284	0.969071111111111	BP
GO:0071447	cellular response to hydroperoxide	4	2	0.09	0.00284	0.969071111111111	BP
GO:0099525	presynaptic dense core vesicle exocytosi...	4	2	0.09	0.00284	0.969071111111111	BP
GO:0090316	positive regulation of intracellular pro...	65	6	1.44	0.00301	0.99932	BP
GO:0009968	negative regulation of signal transducti...	510	23	11.28	0.00336	1	BP
GO:0001553	luteinization	15	3	0.33	0.00398	1	BP
GO:0035773	insulin secretion involved in cellular r...	30	4	0.66	0.00404	1	BP
GO:0034765	regulation of ion transmembrane transpor...	142	9	3.14	0.00415	1	BP
GO:0001503	ossification	142	9	3.14	0.00415	1	BP
GO:2000300	regulation of synaptic vesicle exocytosi...	34	6	0.75	0.00438	1	BP
GO:0071550	death-inducing signaling complex assembl...	5	2	0.11	0.00466	1	BP
GO:0010807	regulation of synaptic vesicle priming	5	2	0.11	0.00466	1	BP
GO:0031000	response to caffeine	5	2	0.11	0.00466	1	BP
GO:0023051	regulation of signaling	1443	61	31.92	0.00471	1	BP
GO:1902041	regulation of extrinsic apoptotic signal...	16	3	0.35	0.00482	1	BP
GO:0035564	regulation of kidney size	16	3	0.35	0.00482	1	BP
GO:0099072	regulation of postsynaptic membrane neur...	72	6	1.59	0.00502	1	BP
GO:0048278	vesicle docking	34	4	0.75	0.00639	1	BP
GO:0010646	regulation of cell communication	1421	60	31.44	0.00648	1	BP
GO:0044092	negative regulation of molecular functio...	431	18	9.54	0.00679	1	BP
GO:0046058	cAMP metabolic process	6	2	0.13	0.00688	1	BP
GO:0042092	type 2 immune response	6	2	0.13	0.00688	1	BP
GO:0002084	protein depalmitoylation	6	2	0.13	0.00688	1	BP
GO:0030099	myeloid cell differentiation	187	10	4.14	0.00842	1	BP
GO:0048699	generation of neurons	676	27	14.96	0.00917	1	BP
