GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0007200	phospholipase C-activating G protein-cou...	324	40	2.65	NA	NA	BP
GO:0007189	adenylate cyclase-activating G protein-c...	587	49	4.8	NA	NA	BP
GO:0007187	G protein-coupled receptor signaling pat...	103	25	0.84	6.2e-30	7.79774e-26	BP
GO:0002076	osteoblast development	76	20	0.62	6e-25	3.7731e-21	BP
GO:0007186	G protein-coupled receptor signaling pat...	2283	132	18.67	1.1e-24	4.61156666666667e-21	BP
GO:0060732	positive regulation of inositol phosphat...	92	20	0.75	4.1e-23	1.2891425e-19	BP
GO:0008285	negative regulation of cell population p...	1245	51	10.18	1e-21	2.5154e-18	BP
GO:0002062	chondrocyte differentiation	189	23	1.55	2.3e-20	4.82118333333333e-17	BP
GO:0045453	bone resorption	153	20	1.25	1.8e-18	3.23408571428571e-15	BP
GO:0030282	bone mineralization	173	20	1.41	2.1e-17	3.3014625e-14	BP
GO:0032811	negative regulation of epinephrine secre...	79	15	0.65	1.1e-16	1.53718888888889e-13	BP
GO:0150099	neuron-glial cell signaling	80	15	0.65	1.3e-16	1.63501e-13	BP
GO:0007193	adenylate cyclase-inhibiting G protein-c...	260	22	2.13	4.1e-16	4.68779090909091e-13	BP
GO:0048469	cell maturation	377	25	3.08	1.1e-15	1.15289166666667e-12	BP
GO:0007194	negative regulation of adenylate cyclase...	80	14	0.65	3.9e-15	3.7731e-12	BP
GO:0014053	negative regulation of gamma-aminobutyri...	81	14	0.66	4.6e-15	4.13244285714286e-12	BP
GO:0033602	negative regulation of dopamine secretio...	82	14	0.67	5.6e-15	4.63776875e-12	BP
GO:0007214	gamma-aminobutyric acid signaling pathwa...	102	15	0.83	5.9e-15	4.63776875e-12	BP
GO:0007204	positive regulation of cytosolic calcium...	619	35	5.06	1.4e-14	1.03575294117647e-11	BP
GO:0060124	positive regulation of growth hormone se...	97	14	0.79	6.4e-14	4.47182222222222e-11	BP
GO:0014049	positive regulation of glutamate secreti...	103	14	0.84	1.5e-13	9.92921052631579e-11	BP
GO:0051932	synaptic transmission, GABAergic	163	15	1.33	6.6e-12	4.15041e-09	BP
GO:0007218	neuropeptide signaling pathway	89	11	0.73	1.8e-10	1.07802857142857e-07	BP
GO:0050805	negative regulation of synaptic transmis...	284	21	2.32	2.5e-10	1.42920454545455e-07	BP
GO:0099170	postsynaptic modulation of chemical syna...	182	14	1.49	3.7e-10	2.02325652173913e-07	BP
GO:0009954	proximal/distal pattern formation	13	6	0.11	4.6e-10	2.41059166666667e-07	BP
GO:0048016	inositol phosphate-mediated signaling	89	10	0.73	3.2e-09	1.609856e-06	BP
GO:0001649	osteoblast differentiation	370	35	3.03	8.2e-09	3.96659230769231e-06	BP
GO:0019722	calcium-mediated signaling	435	22	3.56	2.6e-08	1.21111851851852e-05	BP
GO:0007202	activation of phospholipase C activity	83	9	0.68	2.7e-08	1.21278214285714e-05	BP
GO:1903672	positive regulation of sprouting angioge...	85	9	0.69	3.4e-08	1.47454482758621e-05	BP
GO:0006821	chloride transport	123	10	1.01	7.5e-08	3.14425e-05	BP
GO:0099171	presynaptic modulation of chemical synap...	197	12	1.61	9.2e-08	3.73252903225806e-05	BP
GO:0021562	vestibulocochlear nerve development	8	4	0.07	3e-07	0.000117909375	BP
GO:0051482	positive regulation of cytosolic calcium...	127	9	1.04	1.1e-06	0.000419233333333333	BP
GO:0008284	positive regulation of cell population p...	1613	40	13.19	1.4e-06	0.000517876470588235	BP
GO:0001701	in utero embryonic development	1053	25	8.61	2.1e-06	0.000614225581395349	BP
GO:0120058	positive regulation of small intestinal ...	72	7	0.59	2.1e-06	0.000614225581395349	BP
GO:2000110	negative regulation of macrophage apopto...	72	7	0.59	2.1e-06	0.000614225581395349	BP
GO:1904349	positive regulation of small intestine s...	72	7	0.59	2.1e-06	0.000614225581395349	BP
GO:0036321	ghrelin secretion	72	7	0.59	2.1e-06	0.000614225581395349	BP
GO:0043134	regulation of hindgut contraction	72	7	0.59	2.1e-06	0.000614225581395349	BP
GO:0009996	negative regulation of cell fate specifi...	4	3	0.03	2.1e-06	0.000614225581395349	BP
GO:0042660	positive regulation of cell fate specifi...	4	3	0.03	2.1e-06	0.000614225581395349	BP
GO:0070105	positive regulation of interleukin-6-med...	4	3	0.03	2.1e-06	0.000614225581395349	BP
GO:0043306	positive regulation of mast cell degranu...	142	9	1.16	2.7e-06	0.000771770454545455	BP
GO:0008343	adult feeding behavior	76	7	0.62	3e-06	0.000838466666666667	BP
GO:0042491	inner ear auditory receptor cell differe...	94	9	0.77	3.2e-06	0.000874921739130435	BP
GO:0090327	negative regulation of locomotion involv...	78	7	0.64	3.6e-06	0.000963344680851064	BP
GO:1904000	positive regulation of eating behavior	79	7	0.65	3.9e-06	0.000981006	BP
GO:0032100	positive regulation of appetite	79	7	0.65	3.9e-06	0.000981006	BP
GO:1905564	positive regulation of vascular endothel...	79	7	0.65	3.9e-06	0.000981006	BP
GO:0060123	regulation of growth hormone secretion	181	21	1.48	4.2e-06	0.00103575294117647	BP
GO:0051969	regulation of transmission of nerve impu...	113	8	0.92	4.4e-06	0.00106420769230769	BP
GO:1905333	regulation of gastric motility	81	7	0.66	4.7e-06	0.00111531886792453	BP
GO:0010700	negative regulation of norepinephrine se...	82	7	0.67	5.1e-06	0.00118782777777778	BP
GO:0014002	astrocyte development	54	6	0.44	5.2e-06	0.00118909818181818	BP
GO:0021520	spinal cord motor neuron cell fate speci...	15	4	0.12	5.5e-06	0.00123524107142857	BP
GO:0043568	positive regulation of insulin-like grow...	84	7	0.69	6e-06	0.00132389473684211	BP
GO:0032691	negative regulation of interleukin-1 bet...	86	7	0.7	7e-06	0.00151791379310345	BP
GO:0071880	adenylate cyclase-activating adrenergic ...	35	5	0.29	9.3e-06	0.00197039666666667	BP
GO:0032099	negative regulation of appetite	90	7	0.74	9.4e-06	0.00197039666666667	BP
GO:0014061	regulation of norepinephrine secretion	214	15	1.75	1.1e-05	0.00226798360655738	BP
GO:0035106	operant conditioning	170	9	1.39	1.2e-05	0.00243425806451613	BP
GO:0045923	positive regulation of fatty acid metabo...	174	9	1.42	1.4e-05	0.00279488888888889	BP
GO:0006182	cGMP biosynthetic process	40	5	0.33	1.8e-05	0.00353728125	BP
GO:0001662	behavioral fear response	109	9	0.89	1.9e-05	0.00367635384615385	BP
GO:2000252	negative regulation of feeding behavior	21	4	0.17	2.3e-05	0.00438289393939394	BP
GO:0050982	detection of mechanical stimulus	109	7	0.89	3.3e-05	0.00619464179104478	BP
GO:0046697	decidualization	110	7	0.9	3.5e-05	0.00647345588235294	BP
GO:0042311	vasodilation	171	11	1.4	3.8e-05	0.00692646376811594	BP
GO:0010956	negative regulation of calcidiol 1-monoo...	9	3	0.07	4.4e-05	0.00779419718309859	BP
GO:0008542	visual learning	114	7	0.93	4.4e-05	0.00779419718309859	BP
GO:0001973	G protein-coupled adenosine receptor sig...	161	8	1.32	5.7e-05	0.00995679166666667	BP
GO:0098696	regulation of neurotransmitter receptor ...	119	7	0.97	5.8e-05	0.00999268493150685	BP
GO:0002553	histamine secretion by mast cell	83	6	0.68	6.3e-05	0.0107074459459459	BP
GO:0046960	sensitization	28	4	0.23	7.7e-05	0.0129123866666667	BP
GO:0070257	positive regulation of mucus secretion	88	6	0.72	8.7e-05	0.0143973552631579	BP
GO:0046010	positive regulation of circadian sleep/w...	30	4	0.25	1e-04	0.015920253164557	BP
GO:0001661	conditioned taste aversion	30	4	0.25	1e-04	0.015920253164557	BP
GO:0042472	inner ear morphogenesis	333	11	2.72	1e-04	0.015920253164557	BP
GO:0050850	positive regulation of calcium-mediated ...	132	7	1.08	0.00011	0.017293375	BP
GO:2000253	positive regulation of feeding behavior	111	11	0.91	0.00012	0.0186325925925926	BP
GO:0060158	phospholipase C-activating dopamine rece...	32	4	0.26	0.00013	0.0196989156626506	BP
GO:0014068	positive regulation of phosphatidylinosi...	136	7	1.11	0.00013	0.0196989156626506	BP
GO:0046676	negative regulation of insulin secretion	184	8	1.5	0.00014	0.0209616666666667	BP
