GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:2000448	positive regulation of macrophage migrat...	1	1	0	0.0013	1	BP
GO:1905776	positive regulation of DNA helicase acti...	1	1	0	0.0013	1	BP
GO:0035701	hematopoietic stem cell migration	1	1	0	0.0013	1	BP
GO:1905322	positive regulation of mesenchymal stem ...	1	1	0	0.0013	1	BP
GO:1901327	response to tacrolimus	1	1	0	0.0013	1	BP
GO:0038160	CXCL12-activated CXCR4 signaling pathway	1	1	0	0.0013	1	BP
GO:0008354	germ cell migration	2	1	0	0.0025	1	BP
GO:0090297	positive regulation of mitochondrial DNA...	2	1	0	0.0025	1	BP
GO:0035470	positive regulation of vascular wound he...	3	1	0	0.0038	1	BP
GO:0003050	regulation of systemic arterial blood pr...	3	1	0	0.0038	1	BP
GO:0051490	negative regulation of filopodium assemb...	3	1	0	0.0038	1	BP
GO:0007186	G protein-coupled receptor signaling pat...	577	4	0.73	0.0042	1	BP
GO:0050965	detection of temperature stimulus involv...	4	1	0.01	0.0051	1	BP
GO:0061154	endothelial tube morphogenesis	6	1	0.01	0.0076	1	BP
GO:0043217	myelin maintenance	7	1	0.01	0.0089	1	BP
GO:0099509	regulation of presynaptic cytosolic calc...	8	1	0.01	0.0101	1	BP
GO:0090276	regulation of peptide hormone secretion	131	2	0.17	0.0113	1	BP
GO:0050966	detection of mechanical stimulus involve...	9	1	0.01	0.0114	1	BP
GO:0002791	regulation of peptide secretion	133	2	0.17	0.0116	1	BP
GO:0090087	regulation of peptide transport	135	2	0.17	0.012	1	BP
GO:0048714	positive regulation of oligodendrocyte d...	10	1	0.01	0.0126	1	BP
GO:0048639	positive regulation of developmental gro...	145	2	0.18	0.0137	1	BP
GO:0008045	motor neuron axon guidance	11	1	0.01	0.0139	1	BP
GO:0006936	muscle contraction	155	2	0.2	0.0156	1	BP
GO:1903861	positive regulation of dendrite extensio...	14	1	0.02	0.0176	1	BP
GO:0051480	regulation of cytosolic calcium ion conc...	171	2	0.22	0.0188	1	BP
GO:0001569	branching involved in blood vessel morph...	15	1	0.02	0.0189	1	BP
GO:1903859	regulation of dendrite extension	16	1	0.02	0.0201	1	BP
GO:0032103	positive regulation of response to exter...	183	2	0.23	0.0213	1	BP
GO:1904347	regulation of small intestine smooth mus...	17	1	0.02	0.0214	1	BP
GO:1904349	positive regulation of small intestine s...	17	1	0.02	0.0214	1	BP
