annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
7tm_1	12	820	70	15675	0.000249981142139334	0.0137489628176634
Lig_chan	2	12	70	15675	0.00126049643679031	0.0231091013411556
Lig_chan-Glu_bd	2	11	70	15675	0.0010534520874485	0.0231091013411556
c-SKI_SMAD_bind	1	2	70	15675	0.00891176053395748	0.0407557263327024
DUF5601	1	1	70	15675	0.00446570972886762	0.0407557263327024
EF-hand_2	1	3	70	15675	0.0133382377088844	0.0407557263327024
EF-hand_3	1	3	70	15675	0.0133382377088844	0.0407557263327024
FAD_binding_6	1	3	70	15675	0.0133382377088844	0.0407557263327024
Met_10	1	2	70	15675	0.00891176053395748	0.0407557263327024
Methyltransf_31	1	3	70	15675	0.0133382377088844	0.0407557263327024
NTP_transf_7	1	2	70	15675	0.00891176053395748	0.0407557263327024
PAS_3	1	3	70	15675	0.0133382377088844	0.0407557263327024
Peptidase_C15	1	1	70	15675	0.00446570972886762	0.0407557263327024
S8_pro-domain	1	3	70	15675	0.0133382377088844	0.0407557263327024
Ski_Sno	1	3	70	15675	0.0133382377088844	0.0407557263327024
Somatomedin_B	1	2	70	15675	0.00891176053395748	0.0407557263327024
Sulfotransfer_2	1	3	70	15675	0.0133382377088844	0.0407557263327024
VWC	1	2	70	15675	0.00891176053395748	0.0407557263327024
P_proprotein	1	4	70	15675	0.017745226182619	0.0464755923830497
PAS	1	4	70	15675	0.017745226182619	0.0464755923830497
PQ-loop	1	4	70	15675	0.017745226182619	0.0464755923830497
ANF_receptor	3	128	70	15675	0.0195734565709256	0.0489336414273139
HMA	1	5	70	15675	0.0221328105210289	0.0529262860285473
bZIP_2	1	7	70	15675	0.0308501032489714	0.0605984170961939
CarboxypepD_reg	1	7	70	15675	0.0308501032489714	0.0605984170961939
Peptidase_S8	1	6	70	15675	0.0265010749284013	0.0605984170961939
RasGAP	1	7	70	15675	0.0308501032489714	0.0605984170961939
VPS9	1	7	70	15675	0.0308501032489714	0.0605984170961939
Carb_anhydrase	1	8	70	15675	0.0351799789684361	0.0658179753591093
CS	1	9	70	15675	0.0394907852154656	0.0658179753591093
Hydrolase	1	9	70	15675	0.0394907852154656	0.0658179753591093
NtCtMGAM_N	1	9	70	15675	0.0394907852154656	0.0658179753591093
Trefoil	1	9	70	15675	0.0394907852154656	0.0658179753591093
Glyco_hydro_31	1	10	70	15675	0.0437826047632069	0.066890090610455
NAD_binding_1	1	10	70	15675	0.0437826047632069	0.066890090610455
NIT	1	10	70	15675	0.0437826047632069	0.066890090610455
ZZ	1	11	70	15675	0.0480555200307831	0.0714338811268397
Cyt-b5	1	12	70	15675	0.0523096130847823	0.0719257179915757
Peptidase_M14	1	12	70	15675	0.0523096130847823	0.0719257179915757
VWD	1	12	70	15675	0.0523096130847823	0.0719257179915757
E1-E2_ATPase	1	13	70	15675	0.0565449656407461	0.0758530026888057
Peptidase_S10	1	17	70	15675	0.0733005929910741	0.0959888717740255
HNOBA	1	19	70	15675	0.0815680627275851	0.104331243023655
ERAP1_C	1	24	70	15675	0.101919994543837	0.124568882220246
Peptidase_M1	1	24	70	15675	0.101919994543837	0.124568882220246
SAM_1	1	25	70	15675	0.105936709155168	0.12666345659857
Peptidase_M1_N	1	27	70	15675	0.113917086901587	0.133307229352921
Guanylate_cyc	1	32	70	15675	0.133562132496767	0.153039943485879
Ank_4	1	53	70	15675	0.211488195256098	0.237384708960926
MFS_1	1	73	70	15675	0.27926321642234	0.307189538064574
7tm_2	1	87	70	15675	0.323255428180825	0.341904779806641
Ion_trans	1	86	70	15675	0.320202904176228	0.341904779806641
7tm_3	1	105	70	15675	0.375946468282861	0.390133127463347
Ank_2	1	174	70	15675	0.543018774353835	0.547136893852191
Pkinase	1	176	70	15675	0.547136893852191	0.547136893852191
