annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
7tm_1	37	820	121	15675	4.70615926366326e-19	2.58838759501479e-17
LRR_8	13	145	121	15675	8.80132346119709e-11	2.4203639518292e-09
RPEL	2	2	121	15675	5.90988764497693e-05	0.0010834794015791
7tm_3	5	105	121	15675	0.00131715186834777	0.01765737526404
RasGEF_N	2	8	121	15675	0.00160521593309455	0.01765737526404
ANF_receptor	5	128	121	15675	0.0031369659681899	0.0287555213750741
EF-hand_5	2	19	121	15675	0.0092744288467402	0.0510093586570711
Ldl_recept_a	2	16	121	15675	0.00660731396524277	0.0510093586570711
LRR_5	2	19	121	15675	0.0092744288467402	0.0510093586570711
SAGA-Tad1	1	1	121	15675	0.00771929824561346	0.0510093586570711
Calsequestrin	1	2	121	15675	0.0153794976147782	0.0743504456137625
CUB	2	26	121	15675	0.0170188992558218	0.0743504456137625
NCD3G	2	30	121	15675	0.0223283442219079	0.0743504456137625
SAC3_GANP	1	3	121	15675	0.022981046826072	0.0743504456137625
Sad1_UNC	1	3	121	15675	0.022981046826072	0.0743504456137625
XK-related	1	3	121	15675	0.022981046826072	0.0743504456137625
zf-TRAF	1	3	121	15675	0.022981046826072	0.0743504456137625
BAR_3	1	4	121	15675	0.0305243912195159	0.0799448341463511
DUF3456	1	4	121	15675	0.0305243912195159	0.0799448341463511
Laminin_N	1	4	121	15675	0.0305243912195159	0.0799448341463511
zf-U1	1	4	121	15675	0.0305243912195159	0.0799448341463511
DCX	1	6	121	15675	0.0454382301712883	0.108656637366124
PAS_9	1	6	121	15675	0.0454382301712883	0.108656637366124
IRK_C	1	7	121	15675	0.0528095987429442	0.121021997119247
G-alpha	1	8	121	15675	0.0601245105729228	0.129105011711003
PH	2	52	121	15675	0.0610314600815649	0.129105011711003
ArfGap	1	10	121	15675	0.0745866760653465	0.140481649181667
Cadherin	1	10	121	15675	0.0745866760653465	0.140481649181667
CRAL_TRIO	1	11	121	15675	0.0817347777056971	0.140481649181667
EF-hand_7	2	60	121	15675	0.0783299070676676	0.140481649181667
RasGEF	1	11	121	15675	0.0817347777056971	0.140481649181667
zf-C3HC4_2	1	10	121	15675	0.0745866760653465	0.140481649181667
Laminin_G_3	1	12	121	15675	0.0888281186082515	0.143692544807466
Patatin	1	12	121	15675	0.0888281186082515	0.143692544807466
Cpn60_TCP1	1	13	121	15675	0.0958671148189646	0.150648323286944
Asp	1	15	121	15675	0.109783721699325	0.167725130373968
Y_phosphatase	1	19	121	15675	0.136982760110062	0.203623021785227
cNMP_binding	1	21	121	15675	0.15027157744862	0.217498335780897
Aa_trans	1	23	121	15675	0.163357437620127	0.230375873566846
RhoGEF	1	27	121	15675	0.188932537402212	0.253446086759065
Thioredoxin	1	27	121	15675	0.188932537402212	0.253446086759065
DnaJ	1	30	121	15675	0.20760363059489	0.259504538243612
Galactosyl_T	1	29	121	15675	0.201427787715791	0.259504538243612
HLH	1	30	121	15675	0.20760363059489	0.259504538243612
Arrestin_C	1	34	121	15675	0.231836893447419	0.271298492332086
Arrestin_N	1	34	121	15675	0.231836893447419	0.271298492332086
Homeodomain	1	33	121	15675	0.22584837879676	0.271298492332086
SH3_1	1	36	121	15675	0.243676438093022	0.279212585314921
PDZ	1	43	121	15675	0.283707412357303	0.318447095503095
Ank_4	1	53	121	15675	0.337275211864523	0.371002733050975
Ank_2	2	174	121	15675	0.389512487490303	0.42006248650915
7tm_2	1	87	121	15675	0.491376860553185	0.500476432044911
Ion_trans	1	86	121	15675	0.48739810441968	0.500476432044911
SRCR	1	86	121	15675	0.48739810441968	0.500476432044911
RRM_1	1	96	121	15675	0.525835036359488	0.525835036359488
