GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0002181	cytoplasmic translation	438	65	9.15	NA	NA	BP
GO:0140242	translation at postsynapse	165	31	3.45	9.9e-21	1.245222e-16	BP
GO:0140236	translation at presynapse	159	30	3.32	3.7e-20	2.32693e-16	BP
GO:0000387	spliceosomal snRNP assembly	122	16	2.55	5.8e-09	2.43174666666667e-05	BP
GO:0006364	rRNA processing	754	51	15.75	2.4e-07	0.00075468	BP
GO:0035278	miRNA mediated inhibition of translation	36	8	0.75	6.3e-07	0.001584828	BP
GO:0000398	mRNA splicing, via spliceosome	710	54	14.83	1.5e-05	0.031445	BP
GO:0030422	production of siRNA involved in RNA inte...	29	6	0.61	2.6e-05	0.0467182857142857	BP
GO:0060315	negative regulation of ryanodine-sensiti...	31	6	0.65	3.8e-05	0.0531071111111111	BP
GO:0060316	positive regulation of ryanodine-sensiti...	31	6	0.65	3.8e-05	0.0531071111111111	BP
GO:0090625	mRNA cleavage involved in gene silencing...	11	4	0.23	5.5e-05	0.0576491666666667	BP
GO:0035279	mRNA cleavage involved in gene silencing...	11	4	0.23	5.5e-05	0.0576491666666667	BP
GO:0006413	translational initiation	272	24	5.68	5.5e-05	0.0576491666666667	BP
GO:0045947	negative regulation of translational ini...	35	6	0.73	7.9e-05	0.0764355384615385	BP
GO:0071243	cellular response to arsenic-containing ...	52	7	1.09	1e-04	0.0898428571428572	BP
GO:0060213	positive regulation of nuclear-transcrib...	37	6	0.77	0.00011	0.0922386666666667	BP
GO:0006298	mismatch repair	91	9	1.9	0.00012	0.094335	BP
GO:0000027	ribosomal large subunit assembly	92	9	1.92	0.00013	0.0961847058823529	BP
GO:0042985	negative regulation of amyloid precursor...	14	4	0.29	0.00016	0.111804444444444	BP
GO:0000462	maturation of SSU-rRNA from tricistronic...	140	11	2.93	0.00018	0.11916	BP
GO:0008380	RNA splicing	1060	74	22.15	0.00024	0.150936	BP
GO:0006417	regulation of translation	831	45	17.36	0.00028	0.160083636363636	BP
GO:0007131	reciprocal meiotic recombination	135	13	2.82	0.00028	0.160083636363636	BP
GO:0007129	homologous chromosome pairing at meiosis	113	13	2.36	0.00036	0.196873043478261	BP
GO:0043248	proteasome assembly	47	6	0.98	0.00042	0.214291851851852	BP
GO:0006261	DNA-dependent DNA replication	503	23	10.51	0.00044	0.214291851851852	BP
GO:0048026	positive regulation of mRNA splicing, vi...	66	7	1.38	0.00045	0.214291851851852	BP
GO:0042138	meiotic DNA double-strand break formatio...	18	4	0.38	0.00046	0.214291851851852	BP
GO:0007130	synaptonemal complex assembly	49	6	1.02	0.00053	0.231272903225806	BP
GO:0045292	mRNA cis splicing, via spliceosome	68	7	1.42	0.00054	0.231272903225806	BP
GO:0070922	small RNA loading onto RISC	19	4	0.4	0.00057	0.231272903225806	BP
GO:1901165	positive regulation of trophoblast cell ...	19	4	0.4	0.00057	0.231272903225806	BP
GO:0000028	ribosomal small subunit assembly	69	7	1.44	0.00059	0.231906875	BP
GO:1905168	positive regulation of double-strand bre...	117	9	2.44	8e-04	0.304921212121212	BP
GO:0006310	DNA recombination	837	53	17.49	9e-04	0.332947058823529	BP
GO:0006397	mRNA processing	1175	77	24.55	0.00121	0.426254444444444	BP
GO:0031054	pre-miRNA processing	23	4	0.48	0.00122	0.426254444444444	BP
GO:0006768	biotin metabolic process	3	2	0.06	0.00129	0.42699	BP
GO:0097510	base-excision repair, AP site formation ...	3	2	0.06	0.00129	0.42699	BP
GO:0045727	positive regulation of translation	234	13	4.89	0.00139	0.44829282051282	BP
GO:0007292	female gamete generation	401	21	8.38	0.00147	0.4622415	BP
GO:0000724	double-strand break repair via homologou...	522	31	10.91	0.00152	0.466306341463415	BP
GO:0033119	negative regulation of RNA splicing	61	6	1.27	0.0017	0.505978636363636	BP
GO:0051309	female meiosis chromosome separation	12	3	0.25	0.00174	0.505978636363636	BP
GO:0010498	proteasomal protein catabolic process	1171	40	24.47	0.00177	0.505978636363636	BP
GO:1905907	negative regulation of amyloid fibril fo...	26	4	0.54	0.00196	0.547841777777778	BP
GO:0098789	pre-mRNA cleavage required for polyadeny...	27	4	0.56	0.00226	0.617962608695652	BP
GO:1900153	positive regulation of nuclear-transcrib...	45	5	0.94	0.0024	0.64228085106383	BP
GO:0018900	dichloromethane metabolic process	4	2	0.08	0.00254	0.652002448979592	BP
GO:1902626	assembly of large subunit precursor of p...	4	2	0.08	0.00254	0.652002448979592	BP
GO:1902255	positive regulation of intrinsic apoptot...	14	3	0.29	0.00278	0.6993368	BP
GO:0019673	GDP-mannose metabolic process	30	4	0.63	0.00336	0.804517358490566	BP
GO:0010501	RNA secondary structure unwinding	30	4	0.63	0.00336	0.804517358490566	BP
GO:0022618	ribonucleoprotein complex assembly	512	48	10.7	0.00339	0.804517358490566	BP
GO:0002183	cytoplasmic translational initiation	71	6	1.48	0.00369	0.859496666666667	BP
GO:0042274	ribosomal small subunit biogenesis	287	23	6	0.00386	0.882746909090909	BP
GO:0006013	mannose metabolic process	16	3	0.33	0.00415	0.906483448275862	BP
GO:0090083	regulation of inclusion body assembly	16	3	0.33	0.00415	0.906483448275862	BP
GO:0000184	nuclear-transcribed mRNA catabolic proce...	122	8	2.55	0.00418	0.906483448275862	BP
GO:0000470	maturation of LSU-rRNA	107	10	2.24	0.00442	0.94228406779661	BP
GO:0006401	RNA catabolic process	605	31	12.64	0.00474	0.966309841269841	BP
GO:1990918	double-strand break repair involved in m...	33	4	0.69	0.00478	0.966309841269841	BP
GO:0048024	regulation of mRNA splicing, via spliceo...	192	15	4.01	0.00481	0.966309841269841	BP
GO:0010880	regulation of release of sequestered cal...	75	6	1.57	0.00484	0.966309841269841	BP
GO:0032968	positive regulation of transcription elo...	154	9	3.22	0.00523	1	BP
GO:0051123	RNA polymerase II preinitiation complex ...	183	10	3.82	0.00534	1	BP
GO:0001824	blastocyst development	372	16	7.77	0.00553	1	BP
GO:0006275	regulation of DNA replication	372	16	7.77	0.00553	1	BP
GO:0000380	alternative mRNA splicing, via spliceoso...	128	8	2.67	0.00557	1	BP
GO:0000463	maturation of LSU-rRNA from tricistronic...	55	5	1.15	0.00577	1	BP
GO:0045109	intermediate filament organization	18	3	0.38	0.00586	1	BP
GO:0009213	pyrimidine deoxyribonucleoside triphosph...	6	2	0.13	0.00618	1	BP
GO:0000054	ribosomal subunit export from nucleus	56	5	1.17	0.00623	1	BP
GO:0061844	antimicrobial humoral immune response me...	19	3	0.4	0.00686	1	BP
GO:0033120	positive regulation of RNA splicing	103	11	2.15	0.007	1	BP
GO:1905214	regulation of RNA binding	37	4	0.77	0.00722	1	BP
GO:0007049	cell cycle	3505	112	73.23	0.00726	1	BP
GO:0000082	G1/S transition of mitotic cell cycle	419	17	8.75	0.00759	1	BP
GO:0051168	nuclear export	411	20	8.59	0.00786	1	BP
GO:2000042	negative regulation of double-strand bre...	38	4	0.79	0.00794	1	BP
GO:0006414	translational elongation	165	9	3.45	0.0081	1	BP
GO:0043007	maintenance of rDNA	7	2	0.15	0.00854	1	BP
GO:0042140	late meiotic recombination nodule assemb...	7	2	0.15	0.00854	1	BP
GO:2000384	negative regulation of ectoderm developm...	7	2	0.15	0.00854	1	BP
GO:0006284	base-excision repair	142	10	2.97	0.00885	1	BP
GO:1902229	regulation of intrinsic apoptotic signal...	61	5	1.27	0.00891	1	BP
GO:0006729	tetrahydrobiopterin biosynthetic process	21	3	0.44	0.00912	1	BP
GO:0051726	regulation of cell cycle	2115	60	44.19	0.01013	1	BP
GO:0019348	dolichol metabolic process	22	3	0.46	0.0104	1	BP
GO:1905215	negative regulation of RNA binding	8	2	0.17	0.01123	1	BP
GO:1990120	messenger ribonucleoprotein complex asse...	8	2	0.17	0.01123	1	BP
GO:0043111	replication fork arrest	8	2	0.17	0.01123	1	BP
GO:1905069	allantois development	8	2	0.17	0.01123	1	BP
GO:0006749	glutathione metabolic process	236	11	4.93	0.01129	1	BP
GO:0000075	cell cycle checkpoint signaling	581	21	12.14	0.01141	1	BP
GO:0071166	ribonucleoprotein complex localization	232	14	4.85	0.01161	1	BP
GO:0071392	cellular response to estradiol stimulus	23	3	0.48	0.01178	1	BP
GO:0006304	DNA modification	176	9	3.68	0.01204	1	BP
GO:0006405	RNA export from nucleus	208	10	4.35	0.01254	1	BP
GO:0051290	protein heterotetramerization	24	3	0.5	0.01326	1	BP
GO:0044030	regulation of DNA methylation	68	5	1.42	0.01388	1	BP
GO:0042351	'de novo' GDP-L-fucose biosynthetic proc...	9	2	0.19	0.01424	1	BP
GO:0042148	strand invasion	25	3	0.52	0.01483	1	BP
GO:0140245	regulation of translation at postsynapse	25	3	0.52	0.01483	1	BP
GO:0051983	regulation of chromosome segregation	382	15	7.98	0.01531	1	BP
GO:0048025	negative regulation of mRNA splicing, vi...	46	4	0.96	0.01541	1	BP
GO:0071480	cellular response to gamma radiation	70	5	1.46	0.01558	1	BP
GO:0000469	cleavage involved in rRNA processing	97	6	2.03	0.01622	1	BP
GO:0051028	mRNA transport	282	12	5.89	0.01622	1	BP
GO:0043632	modification-dependent macromolecule cat...	1506	44	31.47	0.01642	1	BP
GO:0060713	labyrinthine layer morphogenesis	26	3	0.54	0.01651	1	BP
GO:0016093	polyprenol metabolic process	26	3	0.54	0.01651	1	BP
GO:1900262	regulation of DNA-directed DNA polymeras...	47	4	0.98	0.01657	1	BP
GO:1900264	positive regulation of DNA-directed DNA ...	47	4	0.98	0.01657	1	BP
GO:0042255	ribosome assembly	205	19	4.28	0.01674	1	BP
GO:0000460	maturation of 5.8S rRNA	126	7	2.63	0.01685	1	BP
GO:0019941	modification-dependent protein catabolic...	1468	43	30.67	0.01689	1	BP
GO:0034249	negative regulation of cellular amide me...	417	25	8.71	0.0171	1	BP
GO:0042178	xenobiotic catabolic process	127	7	2.65	0.01752	1	BP
GO:0090204	protein localization to nuclear pore	10	2	0.21	0.01755	1	BP
GO:0060629	regulation of homologous chromosome segr...	10	2	0.21	0.01755	1	BP
GO:0006807	nitrogen compound metabolic process	17330	496	362.1	0.01772	1	BP
GO:0051444	negative regulation of ubiquitin-protein...	48	4	1	0.01778	1	BP
GO:0071427	mRNA-containing ribonucleoprotein comple...	160	8	3.34	0.01961	1	BP
GO:0006406	mRNA export from nucleus	160	8	3.34	0.01961	1	BP
GO:0019853	L-ascorbic acid biosynthetic process	130	7	2.72	0.01965	1	BP
GO:1901336	lactone biosynthetic process	130	7	2.72	0.01965	1	BP
GO:0006612	protein targeting to membrane	224	10	4.68	0.02	1	BP
GO:0050686	negative regulation of mRNA processing	50	4	1.04	0.02038	1	BP
GO:0006997	nucleus organization	292	12	6.1	0.02067	1	BP
GO:0090261	positive regulation of inclusion body as...	11	2	0.23	0.02116	1	BP
GO:2001268	negative regulation of cysteine-type end...	11	2	0.23	0.02116	1	BP
