term	pval	ontology	fg	oe	symbol	size
7tm_1	1e-30	Pfam	198	4137.97903280352	17	1.90178555199034
Guanylate_cyc	3.55782261093541e-27	Pfam	26	13851.275862069	20	2.03506505516843
GO:0007186 | G protein-coupled receptor signaling pat...	6.7e-26	BP	94	5.26610644257703	20	0.849405458630616
GO:0004383 | guanylate cyclase activity	3.1e-23	MF	17	40.4761904761905	20	1.26775377379851
HNOBA	2.49620947775365e-21	Pfam	19	15655.4933333333	20	2.04808856194866
GO:0005886 | plasma membrane	2.6e-18	CC	150	2.40654580458848	20	0.617571155547021
GO:0007168 | receptor guanylyl cyclase signaling path...	4.2e-17	BP	12	42.8571428571429	20	1.27750663978917
GO:0006182 | cGMP biosynthetic process	1.8e-16	BP	12	38.7096774193548	20	1.26008712088226
GO:0019934 | cGMP-mediated signaling	1.7e-14	BP	15	16.8539325842697	20	1.10756546190768
NIT	1.38799042510377e-12	Pfam	10	18175.8823529412	20	2.06385452563438
7tm_3	2.3378356575355e-12	Pfam	24	3955.072	20	1.8966165648353
ANF_receptor	2.7493475807689e-12	Pfam	26	3578.50334075724	20	1.8851263689714
GO:0008045 | motor neuron axon guidance	1.6e-11	BP	9	30	20	1.21536877313829
GO:0098685 | Schaffer collateral - CA1 synapse	6.2e-11	CC	21	6.05187319884726	20	0.88424533922608
GO:0042734 | presynaptic membrane	6.9e-11	CC	26	4.72727272727273	20	0.821346856374683
GO:0021937 | cerebellar Purkinje cell-granule cell pr...	1.7e-10	BP	5	100	20	1.4142135623731
GO:0001705 | ectoderm formation	1.7e-10	BP	5	100	20	1.4142135623731
GO:0060067 | cervix development	1.7e-10	BP	5	100	20	1.4142135623731
GO:0072284 | metanephric S-shaped body morphogenesis	1.7e-10	BP	5	100	20	1.4142135623731
GO:2000768 | positive regulation of nephron tubule ep...	1.7e-10	BP	5	100	20	1.4142135623731
GO:0097477 | lateral motor column neuron migration	1.7e-10	BP	5	100	20	1.4142135623731
GO:2000744 | positive regulation of anterior head dev...	1.7e-10	BP	5	100	20	1.4142135623731
GO:0035847 | uterine epithelium development	1.7e-10	BP	5	100	20	1.4142135623731
GO:0035849 | nephric duct elongation	1.7e-10	BP	5	100	20	1.4142135623731
GO:2000543 | positive regulation of gastrulation	1.7e-10	BP	5	100	20	1.4142135623731
GO:0072049 | comma-shaped body morphogenesis	1.7e-10	BP	5	100	20	1.4142135623731
GO:0007601 | visual perception	3.6e-10	BP	16	7.76699029126214	20	0.943532067439561
GO:0007214 | gamma-aminobutyric acid signaling pathwa...	5.1e-10	BP	11	13.75	20	1.06691269472543
GO:0004930 | G protein-coupled receptor activity	8.8e-10	MF	90	5.8027079303675	20	0.87385966357632
GO:0008020 | G protein-coupled photoreceptor activity	8.8e-10	MF	11	13.0952380952381	20	1.0569358538229
GO:0007202 | activation of phospholipase C activity	1e-09	BP	10	15.3846153846154	20	1.08953505834239
GO:0045211 | postsynaptic membrane	1.1e-09	CC	24	4.48598130841122	20	0.807376900642059
GO:0016941 | natriuretic peptide receptor activity	1.3e-09	MF	7	33.3333333333333	20	1.2340497337143
GO:0043198 | dendritic shaft	1.7e-09	CC	14	8.38323353293413	20	0.960943059983605
GO:0038039 | G protein-coupled receptor heterodimeric...	2.2e-09	CC	10	14.2857142857143	20	1.07466364969964
GO:0004965 | G protein-coupled GABA receptor activity	2.5e-09	MF	10	14.0845070422535	20	1.07179366077661
GO:0021527 | spinal cord association neuron different...	3.4e-09	BP	5	71.4285714285714	20	1.3615696692868
GO:0004984 | olfactory receptor activity	4.5e-09	MF	14	7.77777777777778	20	0.943851434588586
GO:0072283 | metanephric renal vesicle morphogenesis	6.8e-09	BP	5	62.5	20	1.34010448001045
GO:0048382 | mesendoderm development	6.8e-09	BP	5	62.5	20	1.34010448001045
GO:1990384 | hyaloid vascular plexus regression	7.5e-09	BP	9	15.2542372881356	20	1.08783753281323
GO:0007602 | phototransduction	8e-09	BP	11	10.6796116504854	20	1.01417723325514
DMA	1.13968656783082e-08	Pfam	4	61798	20	2.18882946344017
GO:0007194 | negative regulation of adenylate cyclase...	1.3e-08	BP	9	14.2857142857143	20	1.07466364969964
GO:0030165 | PDZ domain binding	1.5e-08	MF	12	8.75912408759124	20	0.970804140334814
GO:1902239 | negative regulation of intrinsic apoptot...	2.1e-08	BP	5	55.5555555555556	20	1.32088133263238
GO:0004947 | bradykinin receptor activity	2.6e-08	MF	5	50	20	1.30344543588752
GO:0031698 | beta-2 adrenergic receptor binding	2.6e-08	MF	5	50	20	1.30344543588752
GO:0017046 | peptide hormone binding	3.2e-08	MF	14	6.63507109004739	20	0.90655699235103
GO:0042622 | photoreceptor outer segment membrane	3.9e-08	CC	5	50	20	1.30344543588752
GO:0098982 | GABA-ergic synapse	4.3e-08	CC	15	5.97609561752988	20	0.881145582508727
GO:0007189 | adenylate cyclase-activating G protein-c...	4.6e-08	BP	20	4.35729847494553	20	0.799510669176291
GO:0072197 | ureter morphogenesis	5.3e-08	BP	5	45.4545454545455	20	1.28746934688861
GO:0060059 | embryonic retina morphogenesis in camera...	5.3e-08	BP	5	45.4545454545455	20	1.28746934688861
GO:0050861 | positive regulation of B cell receptor s...	5.4e-08	BP	4	80	20	1.37952527595254
GO:0004699 | calcium-independent protein kinase C act...	6.4e-08	MF	4	80	20	1.37952527595254
GO:0090009 | primitive streak formation	1.1e-07	BP	5	38.4615384615385	20	1.25897841602991
GO:0098978 | glutamatergic synapse	1.1e-07	CC	30	2.97619047619048	20	0.688230137824664
GO:0043197 | dendritic spine	1.1e-07	CC	18	5.69620253164557	20	0.869244167357424
GO:0008074 | guanylate cyclase complex, soluble	1.3e-07	CC	5	38.4615384615385	20	1.25897841602991
GO:0007193 | adenylate cyclase-inhibiting G protein-c...	1.6e-07	BP	13	6.40394088669951	20	0.898024116821828
