term	pval	ontology	fg	oe	symbol	size
P4Ha_N	1.45115600272998e-25	Pfam	11	32370.380952381	20	2.12371085848523
2OG-FeII_Oxy_3	2.0234646870354e-25	Pfam	13	16736.9583333333	20	2.05515851820609
GO:0017187 | peptidyl-glutamic acid carboxylation	2.9e-21	BP	8	400	20	1.61309019937757
GO:0008488 | gamma-glutamyl carboxylase activity	1.3e-16	MF	6	600	20	1.66677870468267
VKG_Carbox	8.63587941894038e-16	Pfam	6	46348.5	20	2.16010085028813
GO:0060040 | retinal bipolar neuron differentiation	1.5e-11	BP	4	400	20	1.61309019937757
7tm_1	5.43713464249874e-10	Pfam	24	501.573216097396	20	1.64326940493921
Lipoxygenase	1.00893560679718e-08	Pfam	4	17656.5714285714	20	2.06080236210887
GO:0019842 | vitamin binding	1.2e-07	MF	8	13.3333333333333	20	1.06063129154683
GO:0016020 | membrane	3.9e-07	CC	36	1.78660049627792	20	0.502023356319364
GO:0007186 | G protein-coupled receptor signaling pat...	1e-06	BP	14	4.5016077170418	20	0.808311602447596
DoxX_2	3.25536124650271e-06	Pfam	2	61798	20	2.18882946344017
GO:0030311 | poly-N-acetyllactosamine biosynthetic pr...	1e-05	BP	4	30.7692307692308	20	1.21988386292349
GO:0008457 | beta-galactosyl-N-acetylglucosaminylgala...	1e-05	MF	4	28.5714285714286	20	1.20662005438735
GO:0008532 | N-acetyllactosaminide beta-1,3-N-acetylg...	1e-05	MF	4	28.5714285714286	20	1.20662005438735
GO:0047057 | vitamin-K-epoxide reductase (warfarin-se...	1.1e-05	MF	2	200	20	1.51691463031509
GO:0047058 | vitamin-K-epoxide reductase (warfarin-in...	1.1e-05	MF	2	200	20	1.51691463031509
VKOR	1.94858404837909e-05	Pfam	2	30899	20	2.11894889611803
GO:0007601 | visual perception	2.9e-05	BP	5	13.8888888888889	20	1.06895626831444
GO:0004641 | phosphoribosylformylglycinamidine cyclo-...	3.8e-05	MF	2	200	20	1.51691463031509
GO:0004644 | phosphoribosylglycinamide formyltransfer...	3.8e-05	MF	2	200	20	1.51691463031509
GO:0004637 | phosphoribosylamine-glycine ligase activ...	3.8e-05	MF	2	200	20	1.51691463031509
GO:0042551 | neuron maturation	4.3e-05	BP	4	21.0526315789474	20	1.15035055108221
GARS_A	4.85990899307954e-05	Pfam	2	20599.3333333333	20	2.07698174409505
GARS_C	4.85990899307954e-05	Pfam	2	20599.3333333333	20	2.07698174409505
GO:0042371 | vitamin K biosynthetic process	5e-05	BP	2	200	20	1.51691463031509
Galactosyl_T	6.25961966626942e-05	Pfam	4	2130.96551724138	20	1.82443865945798
Homeodomain	9.17171954825528e-05	Pfam	4	1931.1875	20	1.81268431937386
GO:0046084 | adenine biosynthetic process	9.9e-05	BP	2	200	20	1.51691463031509
GO:0061760 | antifungal innate immune response	0.00012	BP	2	100	20	1.4142135623731
