GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:0006888	endoplasmic reticulum to Golgi vesicle-m...	105	14	0.81	7.9e-11	9.7486e-07	BP
GO:0090110	COPII-coated vesicle cargo loading	8	3	0.06	2.4e-05	0.14808	BP
GO:0034975	protein folding in endoplasmic reticulum	4	2	0.03	0.00035	1	BP
GO:0006891	intra-Golgi vesicle-mediated transport	23	3	0.18	7e-04	1	BP
GO:0006486	protein glycosylation	144	8	1.11	0.00072	1	BP
GO:0030070	insulin processing	6	2	0.05	0.00087	1	BP
GO:1903078	positive regulation of protein localizat...	25	3	0.19	9e-04	1	BP
GO:0030311	poly-N-acetyllactosamine biosynthetic pr...	25	3	0.19	9e-04	1	BP
GO:0036499	PERK-mediated unfolded protein response	7	2	0.05	0.00121	1	BP
GO:0006890	retrograde vesicle-mediated transport, G...	33	3	0.26	0.00204	1	BP
GO:0070278	extracellular matrix constituent secreti...	10	2	0.08	0.00255	1	BP
GO:0006493	protein O-linked glycosylation	47	3	0.36	0.00562	1	BP
GO:0000041	transition metal ion transport	52	3	0.4	0.00745	1	BP
GO:0030026	cellular manganese ion homeostasis	1	1	0.01	0.00774	1	BP
GO:0021858	GABAergic neuron differentiation in basa...	1	1	0.01	0.00774	1	BP
GO:1903697	negative regulation of microvillus assem...	1	1	0.01	0.00774	1	BP
GO:0045914	negative regulation of catecholamine met...	1	1	0.01	0.00774	1	BP
GO:0098989	NMDA selective glutamate receptor signal...	1	1	0.01	0.00774	1	BP
GO:1990792	cellular response to glial cell derived ...	1	1	0.01	0.00774	1	BP
GO:0051542	elastin biosynthetic process	1	1	0.01	0.00774	1	BP
GO:0090073	positive regulation of protein homodimer...	1	1	0.01	0.00774	1	BP
GO:0032773	positive regulation of tyrosinase activi...	1	1	0.01	0.00774	1	BP
GO:0106272	protein localization to ERGIC	1	1	0.01	0.00774	1	BP
GO:0106273	cytosol to ERGIC protein transport	1	1	0.01	0.00774	1	BP
GO:0002426	immunoglobulin production in mucosal tis...	1	1	0.01	0.00774	1	BP
GO:0060480	lung goblet cell differentiation	1	1	0.01	0.00774	1	BP
GO:0098629	trans-Golgi network membrane organizatio...	1	1	0.01	0.00774	1	BP
GO:1904442	negative regulation of thyroid gland epi...	1	1	0.01	0.00774	1	BP
GO:0007030	Golgi organization	104	4	0.8	0.0084	1	BP
GO:0015031	protein transport	941	15	7.28	0.00957	1	BP
GO:1904375	regulation of protein localization to ce...	85	6	0.66	0.0097	1	BP
GO:0031589	cell-substrate adhesion	109	4	0.84	0.00987	1	BP
GO:0046466	membrane lipid catabolic process	21	2	0.16	0.01126	1	BP
GO:0050766	positive regulation of phagocytosis	21	2	0.16	0.01126	1	BP
GO:0006886	intracellular protein transport	489	9	3.78	0.01225	1	BP
GO:0032965	regulation of collagen biosynthetic proc...	23	2	0.18	0.01343	1	BP
GO:0010712	regulation of collagen metabolic process	23	2	0.18	0.01343	1	BP
GO:0051049	regulation of transport	867	13	6.71	0.01379	1	BP
GO:0008631	intrinsic apoptotic signaling pathway in...	24	2	0.19	0.01458	1	BP
