annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
7tm_1	52	750	165	15396	1.74532237790714e-28	1.30899178343036e-26
Guanylate_cyc	8	28	165	15396	3.80157319559264e-10	1.42558994834724e-08
HNOBA	6	19	165	15396	3.34390729363276e-08	8.35976823408189e-07
NIT	4	10	165	15396	2.54042871104965e-06	4.76330383321809e-05
7tm_3	7	90	165	15396	5.06373429669746e-05	0.00075956014450462
ANF_receptor	7	111	165	15396	0.000190784406276881	0.00238480507846102
HNOB	2	7	165	15396	0.00231420929139508	0.0247950995506616
ADAM17_MPD	1	1	165	15396	0.0107170693686668	0.061829246357693
DMA	1	1	165	15396	0.0107170693686668	0.061829246357693
DUF3990	1	1	165	15396	0.0107170693686668	0.061829246357693
IMD	1	1	165	15396	0.0107170693686668	0.061829246357693
IPP-2	1	1	165	15396	0.0107170693686668	0.061829246357693
RGS	2	12	165	15396	0.00702159386975211	0.061829246357693
LIM	2	17	165	15396	0.0139702749906499	0.0748407588784819
AMP-binding_C	2	21	165	15396	0.0209774423502078	0.0761427565732843
C1_1	2	21	165	15396	0.0209774423502078	0.0761427565732843
Plexin_cytopl	1	2	165	15396	0.0213199718405196	0.0761427565732843
PQQ	1	2	165	15396	0.0213199718405196	0.0761427565732843
SNF	2	21	165	15396	0.0209774423502078	0.0761427565732843
Solute_trans_a	1	2	165	15396	0.0213199718405196	0.0761427565732843
TIG_2	1	2	165	15396	0.0213199718405196	0.0761427565732843
AMP-binding	2	23	165	15396	0.0249231757619366	0.0795247906910607
DCB	1	3	165	15396	0.0318099162764243	0.0795247906910607
DM	1	3	165	15396	0.0318099162764243	0.0795247906910607
DUF1981	1	3	165	15396	0.0318099162764243	0.0795247906910607
Il2rg	1	3	165	15396	0.0318099162764243	0.0795247906910607
IRF	1	3	165	15396	0.0318099162764243	0.0795247906910607
Mob1_phocein	1	3	165	15396	0.0318099162764243	0.0795247906910607
PQQ_2	1	3	165	15396	0.0318099162764243	0.0795247906910607
ZU5	1	3	165	15396	0.0318099162764243	0.0795247906910607
Frizzled	1	4	165	15396	0.0421880988148762	0.0832659845030451
FYVE_2	1	4	165	15396	0.0421880988148762	0.0832659845030451
Pribosyltran	1	4	165	15396	0.0421880988148762	0.0832659845030451
PSI	1	4	165	15396	0.0421880988148762	0.0832659845030451
Pyr_redox_dim	1	4	165	15396	0.0421880988148762	0.0832659845030451
Rhomboid	1	4	165	15396	0.0421880988148762	0.0832659845030451
Sema	1	4	165	15396	0.0421880988148762	0.0832659845030451
SOCS_box	1	4	165	15396	0.0421880988148762	0.0832659845030451
Homeodomain	2	34	165	15396	0.0512107633353823	0.0936708982233487
RasGEF_N	1	5	165	15396	0.0524557030050753	0.0936708982233487
Reprolysin_5	1	5	165	15396	0.0524557030050753	0.0936708982233487
TIG	1	5	165	15396	0.0524557030050753	0.0936708982233487
CRAL_TRIO_N	1	6	165	15396	0.0626138999386183	0.109210290590613
Disintegrin	1	9	165	15396	0.0924435739785476	0.147516341455129
Na_Ca_ex	1	9	165	15396	0.0924435739785476	0.147516341455129
Pkinase_C	1	9	165	15396	0.0924435739785476	0.147516341455129
PP2C	1	9	165	15396	0.0924435739785476	0.147516341455129
COMM_domain	1	10	165	15396	0.102175608182326	0.159649387784885
CRAL_TRIO	1	11	165	15396	0.111803908237566	0.164417512114068
RasGEF	1	11	165	15396	0.111803908237566	0.164417512114068
TTL	1	11	165	15396	0.111803908237566	0.164417512114068
PDEase_I	1	12	165	15396	0.121329573180094	0.171692792235982
Pep_M12B_propep	1	12	165	15396	0.121329573180094	0.171692792235982
Pyr_redox_2	1	13	165	15396	0.13075369047243	0.181602347878375
EF-hand_5	1	15	165	15396	0.149301574815544	0.203593056566651
EGF_CA	2	71	165	15396	0.176560526430274	0.236464990754831
cNMP_binding	1	21	165	15396	0.202617684492879	0.266602216437999
7tm_2	2	81	165	15396	0.21545925983566	0.278611111856457
COesterase	1	24	165	15396	0.228016622694473	0.285020778368091
Thioredoxin	1	24	165	15396	0.228016622694473	0.285020778368091
NCD3G	1	26	165	15396	0.244500845319653	0.300615793425803
HLH	1	29	165	15396	0.26857342810473	0.324887211417012
SH3_1	1	33	165	15396	0.299488223621755	0.356533599549708
p450	2	111	165	15396	0.334211290083118	0.385628411634367
SH2	1	37	165	15396	0.329103946129667	0.385628411634367
Lectin_C	1	43	165	15396	0.371209863775525	0.415533429599468
PDZ	1	43	165	15396	0.371209863775525	0.415533429599468
C2	1	49	165	15396	0.41068819500422	0.452964920960537
Pkinase_Tyr	1	51	165	15396	0.423292205354863	0.460100223211808
Ion_trans	1	71	165	15396	0.535490182363796	0.565658643342038
TPR_8	1	71	165	15396	0.535490182363796	0.565658643342038
WD40	2	186	165	15396	0.595281921755341	0.620085335161814
TPR_12	1	155	165	15396	0.813358567682044	0.835642364056895
Ank_2	1	162	165	15396	0.8270541411267	0.838230548439223
Pkinase	1	179	165	15396	0.856296987954162	0.856296987954162
