annot	freq_in_fg	freq_in_bg	total_annot_in_fg	total_annot_in_bg	pval	pval_adj
7tm_1	10	750	36	15396	5.67770029894865e-06	0.000130587106875819
Exo_endo_phos	2	16	36	15396	0.000624903472131055	0.00718638992950713
ANF_receptor	3	111	36	15396	0.002190069584697	0.00896336710834115
Nfu_N	1	1	36	15396	0.00233826968043682	0.00896336710834115
NifU	1	1	36	15396	0.00233826968043682	0.00896336710834115
RT_RNaseH_2	1	1	36	15396	0.00233826968043682	0.00896336710834115
PAX	1	2	36	15396	0.00467122338563386	0.0153483054099398
ADP_ribosyl_GH	1	4	36	15396	0.0093212298097094	0.0238209206248129
G-gamma	1	4	36	15396	0.0093212298097094	0.0238209206248129
CarboxypepD_reg	1	7	36	15396	0.016256662343145	0.0373903233892336
7tm_3	2	90	36	15396	0.0187158517047258	0.0391331444735176
Peptidase_M14	1	12	36	15396	0.0277109524326045	0.0531126588291586
Arrestin_C	1	24	36	15396	0.054674761980857	0.089822823254265
Arrestin_N	1	24	36	15396	0.054674761980857	0.089822823254265
Galactosyl_T	1	27	36	15396	0.0613012793484448	0.0939952950009486
Kringle	1	29	36	15396	0.0656938452500744	0.0944349025469819
Abhydrolase_1	1	31	36	15396	0.0700664248535718	0.0947957512724796
Homeodomain	1	34	36	15396	0.0765880131149546	0.0978624612024419
fn3	1	50	36	15396	0.110625853091896	0.123446723046332
I-set	1	46	36	15396	0.102232564701357	0.123446723046332
Pkinase_Tyr	1	51	36	15396	0.112712225390129	0.123446723046332
Ig_3	1	54	36	15396	0.118942831936289	0.124349324297029
SRCR	1	65	36	15396	0.14142653574733	0.14142653574733
