term	pval	ontology	fg	oe	symbol	size
7tm_1	1e-30	Pfam	51	1065.84308420697	17	1.74002680197622
GO:0007186 | G protein-coupled receptor signaling pat...	5.8e-14	BP	29	8.33333333333333	20	0.959593014747594
GO:0005886 | plasma membrane	6.6e-11	CC	36	2.87539936102236	20	0.677272597919683
GO:0004930 | G protein-coupled receptor activity	1.8e-10	MF	28	9.03225806451613	20	0.977648371096657
Homeobox_KN	1.06345140010427e-08	Pfam	4	20599.3333333333	20	2.07698174409505
GO:0004984 | olfactory receptor activity	7.1e-08	MF	7	19.4444444444444	20	1.13525131105274
GO:0009880 | embryonic pattern specification	1e-06	BP	4	50	20	1.30344543588752
Sushi	1.66074587486604e-06	Pfam	3	16854	20	2.05589469321394
LRR_8	3.23054161703385e-06	Pfam	9	1031.87755102041	20	1.73598046195122
wnt	3.64614057414605e-06	Pfam	3	13242.4285714286	20	2.030262948257
Lectin_C	4.89565950424235e-06	Pfam	6	1901.47692307692	20	1.81082607089828
GO:0051897 | positive regulation of protein kinase B ...	1.7e-05	BP	4	26.6666666666667	20	1.19413932699341
GO:0014049 | positive regulation of glutamate secreti...	1.9e-05	BP	4	25	20	1.18234513094614
GO:0007189 | adenylate cyclase-activating G protein-c...	2.8e-05	BP	7	7.77777777777778	20	0.943851434588586
GO:0008528 | G protein-coupled peptide receptor activ...	3.4e-05	MF	10	9.70873786407767	20	0.993560655065823
GO:0001942 | hair follicle development	3.7e-05	BP	5	13.1578947368421	20	1.05791606837178
Meis_PKNOX_N	4.71657029275978e-05	Pfam	2	24719.2	20	2.09595668164963
GO:0048839 | inner ear development	7.9e-05	BP	8	9.63855421686747	20	0.991973736857922
Laminin_G_3	0.000126447951004553	Pfam	3	4213.5	20	1.90384952090685
GO:0008284 | positive regulation of cell population p...	0.00013	BP	10	4.0650406504065	20	0.780426097011511
GO:0007608 | sensory perception of smell	0.00014	BP	4	15.3846153846154	20	1.08953505834239
GO:0004663 | Rab geranylgeranyltransferase activity	0.00017	MF	2	100	20	1.4142135623731
GO:0005968 | Rab-protein geranylgeranyltransferase co...	0.00017	CC	2	100	20	1.4142135623731
7tm_3	0.000186655949836061	Pfam	6	988.768	20	1.73063410421721
Notch	0.000210728614611227	Pfam	2	12359.6	20	2.02287034079987
GO:0032811 | negative regulation of epinephrine secre...	0.00024	BP	3	25	20	1.18234513094614
GO:0001649 | osteoblast differentiation	0.00025	BP	5	8.92857142857143	20	0.975080497871749
GO:0007194 | negative regulation of adenylate cyclase...	0.00025	BP	3	25	20	1.18234513094614
GO:0150099 | neuron-glial cell signaling	0.00025	BP	3	25	20	1.18234513094614
GO:0014053 | negative regulation of gamma-aminobutyri...	0.00026	BP	3	25	20	1.18234513094614
GO:0033602 | negative regulation of dopamine secretio...	0.00027	BP	3	23.0769230769231	20	1.16755209837199
GO:1990430 | extracellular matrix protein binding	0.00027	MF	3	23.0769230769231	20	1.16755209837199
GO:0099579 | G protein-coupled neurotransmitter recep...	0.00027	MF	3	23.0769230769231	20	1.16755209837199
GO:0150047 | G protein-coupled neurotransmitter recep...	0.00027	MF	3	23.0769230769231	20	1.16755209837199
GO:0007190 | activation of adenylate cyclase activity	0.00028	BP	4	12.9032258064516	20	1.05389672050618
GO:1902712 | G protein-coupled GABA receptor complex	3e-04	CC	3	23.0769230769231	20	1.16755209837199
Prenyltrans	0.00030818361259747	Pfam	2	10299.6666666667	20	2.00320322724384
GO:2001013 | epithelial cell proliferation involved i...	0.00036	BP	3	21.4285714285714	20	1.15368679416964
GO:0038039 | G protein-coupled receptor heterodimeric...	0.00038	CC	3	21.4285714285714	20	1.15368679416964
GO:0004965 | G protein-coupled GABA receptor activity	0.00039	MF	3	21.4285714285714	20	1.15368679416964
GO:0018344 | protein geranylgeranylation	0.00042	BP	2	66.6666666666667	20	1.35052165511861
GO:0060124 | positive regulation of growth hormone se...	0.00044	BP	3	20	20	1.14062701864544
ANF_receptor	0.00048559893816121	Pfam	6	825.80846325167	20	1.70788738779936
LRR_5	0.000501400993523964	Pfam	3	2648.48571428571	20	1.85013449098415
GO:0007214 | gamma-aminobutyric acid signaling pathwa...	0.00051	BP	3	18.75	20	1.12827358032692
GO:0051918 | negative regulation of fibrinolysis	0.00056	BP	2	50	20	1.30344543588752
GO:0098685 | Schaffer collateral - CA1 synapse	0.00065	CC	5	7.14285714285714	20	0.924051927286428
GO:0042127 | regulation of cell population proliferat...	0.00073	BP	21	4.62555066079295	20	0.815575528002659
GO:0017046 | peptide hormone binding	0.00084	MF	4	9.52380952380952	20	0.98934862456571
GO:0040018 | positive regulation of multicellular org...	0.00097	BP	4	9.09090909090909	20	0.979084937501224
GO:0016500 | protein-hormone receptor activity	0.00098	MF	6	14.2857142857143	20	1.07466364969964
GO:0004983 | neuropeptide Y receptor activity	0.00103	MF	2	40	20	1.26572508520925
GO:0030673 | axolemma	0.00104	CC	3	15	20	1.08447741288405
GO:0038194 | thyroid-stimulating hormone signaling pa...	0.00111	BP	3	15	20	1.08447741288405
GO:1905229 | cellular response to thyrotropin-releasi...	0.00111	BP	3	15	20	1.08447741288405
GO:1904588 | cellular response to glycoprotein	0.00111	BP	3	15	20	1.08447741288405
GO:0060490 | lateral sprouting involved in lung morph...	0.00117	BP	2	40	20	1.26572508520925
GO:0060488 | orthogonal dichotomous subdivision of te...	0.00117	BP	2	40	20	1.26572508520925
GO:0060489 | planar dichotomous subdivision of termin...	0.00117	BP	2	40	20	1.26572508520925
GO:0048105 | establishment of body hair planar orient...	0.00117	BP	2	40	20	1.26572508520925
GO:0019840 | isoprenoid binding	0.00124	MF	3	14.2857142857143	20	1.07466364969964
GO:0004996 | thyroid-stimulating hormone receptor act...	0.00135	MF	3	13.6363636363636	20	1.06522231196002
GO:0090251 | protein localization involved in establi...	0.00147	BP	2	33.3333333333333	20	1.2340497337143
GPS	0.00150965716550367	Pfam	4	1108.48430493274	20	1.74491534129985
GO:0090179 | planar cell polarity pathway involved in...	0.00197	BP	2	28.5714285714286	20	1.20662005438735
GO:0097475 | motor neuron migration	0.00197	BP	2	28.5714285714286	20	1.20662005438735
GO:0051932 | synaptic transmission, GABAergic	0.00198	BP	3	12	20	1.03883648667518
GO:0071542 | dopaminergic neuron differentiation	0.00205	BP	3	12	20	1.03883648667518
GO:0032588 | trans-Golgi network membrane	0.00214	CC	3	12	20	1.03883648667518
GO:0090103 | cochlea morphogenesis	0.00216	BP	3	11.5384615384615	20	1.03060560193939
GO:0045176 | apical protein localization	0.00226	BP	2	28.5714285714286	20	1.20662005438735
GO:0008285 | negative regulation of cell population p...	0.00229	BP	8	4.21052631578947	20	0.790149597253023
GO:0034392 | negative regulation of smooth muscle cel...	0.00305	BP	1	Inf	20	2.23606797749979
GO:0001228 | DNA-binding transcription activator acti...	0.00317	MF	4	6.55737704918033	20	0.903731241197954
GO:0060230 | lipoprotein lipase activator activity	0.00326	MF	1	Inf	20	2.23606797749979
GO:0060122 | inner ear receptor cell stereocilium org...	0.00374	BP	3	9.67741935483871	20	0.992854249568077
GO:0009994 | oocyte differentiation	0.00374	BP	3	9.67741935483871	20	0.992854249568077
GO:0045121 | membrane raft	0.00391	CC	6	3.94736842105263	20	0.772209597479124
GO:0070165 | positive regulation of adiponectin secre...	0.00432	BP	2	20	20	1.14062701864544
7TM_GPCR_Srx	0.00436433650511436	Pfam	1	30899	20	2.11894889611803
GO:0046627 | negative regulation of insulin receptor ...	0.00445	BP	2	20	20	1.14062701864544
GO:0043198 | dendritic shaft	0.00463	CC	3	8.8235294117647	20	0.972441431489531
GO:0035590 | purinergic nucleotide receptor signaling...	0.00491	BP	3	8.8235294117647	20	0.972441431489531
GO:0070553 | nicotinic acid receptor activity	0.00493	MF	2	20	20	1.14062701864544
GO:2001234 | negative regulation of apoptotic signali...	0.00495	BP	4	5.79710144927536	20	0.873619425488414
GO:1904898 | negative regulation of hepatic stellate ...	0.00609	BP	1	100	20	1.4142135623731
GO:1990708 | conditioned place preference	0.00609	BP	1	100	20	1.4142135623731
GO:0004999 | vasoactive intestinal polypeptide recept...	0.00651	MF	1	100	20	1.4142135623731
GO:0005159 | insulin-like growth factor receptor bind...	0.00651	MF	1	100	20	1.4142135623731
GO:0001614 | purinergic nucleotide receptor activity	0.00689	MF	2	16.6666666666667	20	1.10537267453848
GO:0050995 | negative regulation of lipid catabolic p...	0.00699	BP	2	15.3846153846154	20	1.08953505834239
GO:0043235 | receptor complex	0.00712	CC	7	7.36842105263158	20	0.931329391099309
GO:0007193 | adenylate cyclase-inhibiting G protein-c...	0.00732	BP	3	7.5	20	0.935447092780613
7tm_2	0.00733944217749173	Pfam	4	710.32183908046	20	1.68862523000373
GO:0007156 | homophilic cell adhesion via plasma memb...	0.0075	BP	2	15.3846153846154	20	1.08953505834239
GO:0060745 | mammary gland branching involved in preg...	0.0076	BP	1	100	20	1.4142135623731
GO:0007218 | neuropeptide signaling pathway	0.00819	BP	2	14.2857142857143	20	1.07466364969964
RPAP2_Rtr1	0.00870976605779727	Pfam	1	15449.5	20	2.04668376372507
GO:0051006 | positive regulation of lipoprotein lipas...	0.00912	BP	1	100	20	1.4142135623731
GO:0097323 | B cell adhesion	0.00912	BP	1	100	20	1.4142135623731
GO:0008344 | adult locomotory behavior	0.00913	BP	3	6.97674418604651	20	0.918505742573271
GO:0050805 | negative regulation of synaptic transmis...	0.00931	BP	3	6.97674418604651	20	0.918505742573271
GO:0042627 | chylomicron	0.00964	CC	1	100	20	1.4142135623731
GO:0034361 | very-low-density lipoprotein particle	0.00964	CC	1	100	20	1.4142135623731
GO:0030685 | nucleolar preribosome	0.00964	CC	1	100	20	1.4142135623731
GO:0004978 | corticotropin receptor activity	0.00975	MF	1	100	20	1.4142135623731
GO:0036139 | peptidyl-histidine dioxygenase activity	0.00975	MF	1	100	20	1.4142135623731
GO:0140680 | histone H3-di/monomethyl-lysine-36 demet...	0.00975	MF	1	100	20	1.4142135623731
