OG_3	41	41	41	1.0
OG_7	59	67	67	0.9973
OG_9	56	71	71	1.0
OG_10	54	60	60	1.0
OG_11	59	70	70	1.0
OG_14	38	40	40	1.0
OG_15	58	71	71	0.973
OG_16	59	79	79	1.0
OG_18	37	44	44	0.9894
OG_19	55	69	69	1.0
OG_20	44	50	50	0.9763
OG_21	60	84	84	1.0
OG_22	58	64	64	0.9757
OG_25	59	72	72	1.0
OG_26	57	71	71	1.0
OG_27	61	92	92	0.9892
OG_28	51	76	76	0.8593
OG_29	57	68	68	1.0
OG_32	46	52	52	1.0
OG_33	58	77	77	1.0
OG_35	59	81	81	1.0
OG_36	56	85	85	1.0
OG_37	57	69	69	1.0
OG_38	58	63	63	1.0
OG_39	55	78	78	0.9677
OG_40	56	60	60	1.0
OG_43	40	51	51	0.8902
OG_44	51	62	62	0.9683
OG_45	61	108	108	1.0
OG_46	48	69	69	0.9949
OG_47	63	108	108	0.918
OG_48	57	75	75	0.8991
OG_50	41	52	52	1.0
OG_52	60	81	81	1.0
OG_53	42	63	63	1.0
OG_54	45	55	55	0.9818
OG_55	58	69	69	1.0
OG_57	39	47	47	1.0
OG_58	61	90	90	1.0
OG_59	62	91	91	0.8962
OG_60	62	78	78	1.0
OG_61	58	73	73	1.0
OG_63	43	51	51	1.0
OG_64	42	46	46	1.0
OG_65	49	51	51	1.0
OG_66	56	67	67	0.9955
OG_67	62	107	107	0.893
OG_68	60	71	71	1.0
OG_69	52	61	61	1.0
OG_72	58	82	82	1.0
OG_73	51	63	63	1.0
OG_74	52	62	62	1.0
OG_76	59	65	65	1.0
OG_77	52	60	60	0.9949
OG_79	60	72	72	1.0
OG_80	45	48	48	1.0
OG_83	60	85	85	1.0
OG_86	58	90	90	0.9655
OG_87	61	77	77	0.9744
OG_88	49	52	52	1.0
OG_91	57	70	70	1.0
OG_92	57	79	79	0.9994
OG_93	50	61	61	1.0
OG_94	58	76	76	1.0
OG_101	37	44	44	0.8689
OG_102	56	69	69	0.9271
OG_104	46	50	50	1.0
OG_108	41	47	47	1.0
OG_109	49	54	54	1.0
OG_110	48	62	62	1.0
OG_112	61	82	82	1.0
OG_113	42	87	87	0.981
OG_114	52	62	62	1.0
OG_115	59	71	71	1.0
OG_116	60	75	75	1.0
OG_117	53	67	67	1.0
OG_118	60	77	77	1.0
OG_119	59	101	101	0.9265
OG_120	57	68	68	1.0
OG_121	56	59	59	1.0
OG_122	50	58	58	1.0
OG_124	57	69	69	1.0
OG_125	47	58	58	0.9661
OG_127	42	49	49	1.0
OG_128	58	66	66	1.0
OG_129	56	71	71	1.0
OG_130	57	69	69	1.0
OG_132	48	50	50	1.0
OG_133	52	78	78	0.8938
OG_134	57	68	68	1.0
OG_136	43	45	45	1.0
OG_138	63	104	104	0.8551
OG_139	52	55	55	1.0
OG_140	58	90	90	0.8409
OG_141	50	67	67	0.9806
OG_146	51	56	56	1.0
OG_149	57	68	68	0.9772
OG_150	49	61	61	1.0
OG_151	56	65	65	1.0
OG_154	44	47	47	1.0
OG_155	58	79	79	0.975
OG_159	43	50	50	1.0
OG_160	62	81	81	0.9793
OG_163	56	72	72	1.0
OG_165	60	85	85	1.0
OG_166	62	116	116	0.8861
OG_167	54	68	68	1.0
OG_171	61	81	81	0.9324
OG_173	45	57	57	0.8246
OG_178	54	70	70	1.0
OG_179	51	59	59	1.0
OG_180	59	75	75	1.0
OG_181	41	41	41	1.0
OG_182	37	52	52	0.8929
OG_188	58	64	64	1.0
OG_189	48	66	66	0.9147
OG_191	53	61	61	0.9557
OG_192	60	86	86	1.0
OG_194	53	65	65	0.9971
