gene	transcript	orthogroup	species	gene_module
TrH2_TrispH2_008369	TrH2_TrispH2_008369-RA	OG_9212	TrH2	TrH2.pink
TrH2_TrispH2_011597	TrH2_TrispH2_011597-RA	OG_9222	TrH2	TrH2.pink
TrH2_TrispH2_006557	TrH2_TrispH2_006557-RA	OG_7371	TrH2	TrH2.pink
TrH2_TrispH2_000676	TrH2_TrispH2_000676-RA	OG_8	TrH2	TrH2.pink
TrH2_TrispH2_004018	TrH2_TrispH2_004018-RA	OG_8586	TrH2	TrH2.pink
TrH2_TrispH2_005470	TrH2_TrispH2_005470-RA	OG_6562	TrH2	TrH2.pink
TrH2_TrispH2_002754	TrH2_TrispH2_002754-RA	OG_5596	TrH2	TrH2.pink
TrH2_TrispH2_006556	TrH2_TrispH2_006556-RA	OG_375	TrH2	TrH2.pink
TrH2_TrispH2_009336	TrH2_TrispH2_009336-RA	OG_8592	TrH2	TrH2.pink
TrH2_TrispH2_003777	TrH2_TrispH2_003777-RA	OG_3239	TrH2	TrH2.pink
TrH2_TrispH2_004826	TrH2_TrispH2_004826-RA	OG_9562	TrH2	TrH2.pink
TrH2_TrispH2_003381	TrH2_TrispH2_003381-RA	OG_4638	TrH2	TrH2.pink
TrH2_TrispH2_002163	TrH2_TrispH2_002163-RA	OG_7259	TrH2	TrH2.pink
TrH2_TrispH2_000677	TrH2_TrispH2_000677-RA	OG_7	TrH2	TrH2.pink
TrH2_TrispH2_002370	TrH2_TrispH2_002370-RA	OG_5881	TrH2	TrH2.pink
TrH2_TrispH2_008330	TrH2_TrispH2_008330-RA	OG_3225	TrH2	TrH2.pink
TrH2_TrispH2_009677	TrH2_TrispH2_009677-RA	OG_4406	TrH2	TrH2.pink
TrH2_TrispH2_003264	TrH2_TrispH2_003264-RA	OG_3840	TrH2	TrH2.pink
TrH2_TrispH2_001704	TrH2_TrispH2_001704-RA	OG_8137	TrH2	TrH2.pink
TrH2_TrispH2_003053	TrH2_TrispH2_003053-RA	OG_6013	TrH2	TrH2.pink
TrH2_TrispH2_011503	TrH2_TrispH2_011503-RA	OG_5725	TrH2	TrH2.pink
TrH2_TrispH2_009819	TrH2_TrispH2_009819-RA	OG_9920	TrH2	TrH2.pink
TrH2_TrispH2_002755	TrH2_TrispH2_002755-RA	OG_5597	TrH2	TrH2.pink
TrH2_TrispH2_001676	TrH2_TrispH2_001676-RA	OG_10186	TrH2	TrH2.pink
TrH2_TrispH2_006154	TrH2_TrispH2_006154-RA	OG_9454	TrH2	TrH2.pink
TrH2_TrispH2_009500	TrH2_TrispH2_009500-RA	OG_6198	TrH2	TrH2.pink
TrH2_TrispH2_005322	TrH2_TrispH2_005322-RA	OG_10699	TrH2	TrH2.pink
TrH2_TrispH2_009843	TrH2_TrispH2_009843-RA	OG_5336	TrH2	TrH2.pink
TrH2_TrispH2_010677	TrH2_TrispH2_010677-RA	OG_7182	TrH2	TrH2.pink
TrH2_TrispH2_004028	TrH2_TrispH2_004028-RA	OG_1097	TrH2	TrH2.pink
TrH2_TrispH2_007308	TrH2_TrispH2_007308-RA	OG_7334	TrH2	TrH2.pink
TrH2_TrispH2_005232	TrH2_TrispH2_005232-RA	OG_8707	TrH2	TrH2.pink
TrH2_TrispH2_003776	TrH2_TrispH2_003776-RA	OG_8158	TrH2	TrH2.pink
TrH2_TrispH2_010997	TrH2_TrispH2_010997-RA	OG_10526	TrH2	TrH2.pink
TrH2_TrispH2_000546	TrH2_TrispH2_000546-RA	OG_8249	TrH2	TrH2.pink
TrH2_TrispH2_001984	TrH2_TrispH2_001984-RA	OG_3211	TrH2	TrH2.pink
TrH2_TrispH2_001843	TrH2_TrispH2_001843-RA	OG_4957	TrH2	TrH2.pink
TrH2_TrispH2_003457	TrH2_TrispH2_003457-RA	OG_1047	TrH2	TrH2.pink
TrH2_TrispH2_000281	TrH2_TrispH2_000281-RA	OG_4673	TrH2	TrH2.pink
TrH2_TrispH2_011226	TrH2_TrispH2_011226-RA	OG_10284	TrH2	TrH2.pink
TrH2_TrispH2_001927	TrH2_TrispH2_001927-RA	OG_4870	TrH2	TrH2.pink
TrH2_TrispH2_009799	TrH2_TrispH2_009799-RA	OG_3231	TrH2	TrH2.pink
TrH2_TrispH2_003528	TrH2_TrispH2_003528-RA	OG_4047	TrH2	TrH2.pink
TrH2_TrispH2_006708	TrH2_TrispH2_006708-RA	OG_6394	TrH2	TrH2.pink
TrH2_TrispH2_008371	TrH2_TrispH2_008371-RA	OG_9213	TrH2	TrH2.pink
TrH2_TrispH2_012114	TrH2_TrispH2_012114-RA	OG_9504	TrH2	TrH2.pink
TrH2_TrispH2_010623	TrH2_TrispH2_010623-RA	OG_9364	TrH2	TrH2.pink
TrH2_TrispH2_005002	TrH2_TrispH2_005002-RA	OG_5402	TrH2	TrH2.pink
TrH2_TrispH2_007041	TrH2_TrispH2_007041-RA	OG_3975	TrH2	TrH2.pink
TrH2_TrispH2_004027	TrH2_TrispH2_004027-RA	OG_1098	TrH2	TrH2.pink
TrH2_TrispH2_006462	TrH2_TrispH2_006462-RA	OG_10227	TrH2	TrH2.pink
TrH2_TrispH2_008939	TrH2_TrispH2_008939-RA	OG_4925	TrH2	TrH2.pink
