orthogroup	orthogroup_name	pres_expression	gain_expression	loss_expression	num_expressed	pres_conserved	gain_conserved	loss_conserved	is_tfs	is_neu	is_ion	is_sig	is_siggpcr	is_flag	genes_in_og_Tadh	genes_in_og_TrH2	genes_in_og_Hhon	genes_in_og_HoiH23	genes_in_og_and_community_Tadh	genes_in_og_and_community_TrH2	genes_in_og_and_community_Hhon	genes_in_og_and_community_HoiH23	ogs_tfs	ogs_neu	ogs_ion	ogs_sig	ogs_siggpcr	ogs_flag	pfam_architectures
OG_8735	HLH.HG1.11:BHLHE40/BHLHE41/HELT	Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT59292	TrH2_TrispH2_002082-RA	Hhon_g09260.t1	HoiH23_PlH23_005930-RA	Tadh_TriadT59292	TrH2_TrispH2_002082-RA	Hhon_g09260.t1	HoiH23_PlH23_005930-RA	HLH.HG1.11:BHLHE40/BHLHE41/HELT	NA	NA	NA	NA	NA	HLH/,HLH/Hairy_orange/
OG_1314	bZIP.HG2.9:CREB3L1/CREB3L2	Hhon,HoiH23,Tadh	Placozoa	TrH2	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT54788	TrH2_TrispH2_002162-RA	Hhon_g04701.t1	HoiH23_PlH23_002144-RA	Tadh_TriadT54788		Hhon_g04701.t1	HoiH23_PlH23_002144-RA	bZIP.HG2.9:CREB3L1/CREB3L2	NA	NA	NA	NA	NA	bZIP_1/
OG_6496	Homeodomains.HG1.4:DBX1/DBX2/HLX	Hhon,HoiH23,TrH2	Placozoa	Tadh	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT18102	TrH2_TrispH2_005279-RA	Hhon_g08608.t1	HoiH23_PlH23_004726-RA		TrH2_TrispH2_005279-RA	Hhon_g08608.t1	HoiH23_PlH23_004726-RA	Homeodomains.HG1.4:DBX1/DBX2/HLX	NA	NA	NA	NA	NA	Homeodomain/
OG_7050	HLH.HG2.38:FERD3L	Hhon,HoiH23,Tadh	Placozoa	TrH2	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT56913	TrH2_TrispH2_003758-RA	Hhon_g05650.t1	HoiH23_PlH23_010483-RA	Tadh_TriadT56913		Hhon_g05650.t1	HoiH23_PlH23_010483-RA	HLH.HG2.38:FERD3L	NA	NA	NA	NA	NA	HLH/
OG_10255	RFX.HG1.7:RFX4/RFX6	TrH2	TrH2		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT51992	TrH2_TrispH2_009805-RA	Hhon_g05189.t1	HoiH23_PlH23_001264-RA		TrH2_TrispH2_009805-RA			RFX.HG1.7:RFX4/RFX6	NA	NA	NA	NA	NA	RFX_DNA_binding/
OG_2014	NFYB_NFYC.HG3.2:DRAP1	Hhon	Hhon		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_hyp_clust2100.t1	TrH2_TrispH2_009775-RA	Hhon_g07246.t1	HoiH23_PlH23_010470-RA			Hhon_g07246.t1		NFYB_NFYC.HG3.2:DRAP1	NA	NA	NA	NA	NA	CBFD_NFYB_HMF/
OG_2212	bZIP.HG1.1:like:BACH1/BACH2/MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NFE2/NFE2L1/NFE2L2/NFE2L3/NRL	Tadh	Tadh		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT60298	TrH2_TrispH2_000858-RA	Hhon_g08089.t1	HoiH23_PlH23_005699-RA	Tadh_TriadT60298				bZIP.HG1.1:like:BACH1/BACH2/MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NFE2/NFE2L1/NFE2L2/NFE2L3/NRL	NA	NA	NA	NA	NA	bZIP_Maf/
OG_3669	Myb.HG1.0:ZZZ3	Hhon	Hhon		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT53135	TrH2_TrispH2_003060-RA	Hhon_g09423.t1	HoiH23_PlH23_000017-RA			Hhon_g09423.t1		Myb.HG1.0:ZZZ3	NA	NA	NA	NA	NA	Myb_DNA-binding/,Myb_DNA-binding/ZZ/
OG_3798	Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	TrH2	TrH2		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT24515	TrH2_TrispH2_001809-RA	Hhon_g02158.t1	HoiH23_PlH23_002591-RA		TrH2_TrispH2_001809-RA			Forkhead.HG1.31:AC097634.4/FOXP1/FOXP2/FOXP3/FOXP4	NA	NA	NA	NA	NA	Forkhead/,FOXP-CC/Forkhead/
OG_5274	HMGbox_Sox.HG1.23:AC105001.2/SOX4/SOX7/SOX8/SOX9/SOX10/SOX11/SOX12/SOX17/SOX18	TrH2	TrH2		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT21755	TrH2_TrispH2_011376-RA	Hhon_g07787.t1	HoiH23_PlH23_010696-RA		TrH2_TrispH2_011376-RA			HMGbox_Sox.HG1.23:AC105001.2/SOX4/SOX7/SOX8/SOX9/SOX10/SOX11/SOX12/SOX17/SOX18	NA	NA	NA	NA	NA	HMG_box/,Sox_N/HMG_box/
OG_7025	zf-C2H2.HG24.0:ZNF622;zf-met.HG5.1:ZNF622,zf-met.HG5.1:ZNF622	Hhon	Hhon		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT18203	TrH2_TrispH2_003178-RA	Hhon_g03688.t1	HoiH23_PlH23_002090-RA			Hhon_g03688.t1		zf-C2H2.HG24.0:ZNF622;zf-met.HG5.1:ZNF622,zf-met.HG5.1:ZNF622	NA	NA	NA	NA	NA	zf-C2H2_jaz/zf-C2H2_2/
OG_7394	NRF1.HG1.0:like:NRF1	Tadh	Tadh		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT55353	TrH2_TrispH2_004915-RA	Hhon_g02205.t1	HoiH23_PlH23_002554-RA	Tadh_TriadT55353				NRF1.HG1.0:like:NRF1	NA	NA	NA	NA	NA	Nrf1_DNA-bind/
OG_8656	Homeodomains.Unclassified	Hhon	Hhon		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT30944	TrH2_TrispH2_002999-RA	Hhon_g03907.t1	HoiH23_PlH23_004895-RA			Hhon_g03907.t1		Homeodomains.Unclassified	NA	NA	NA	NA	NA	LIM/LIM/Homeodomain/
OG_8669	polyhomeotic_homolog_2,SAND.HG1.12:like:AIRE/DEAF1/GMEB1/GMEB2/SP100/SP110/SP140/SP140L	Hhon	Hhon		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT17972	TrH2_TrispH2_004676-RA	Hhon_g01781.t1	HoiH23_PlH23_004830-RA			Hhon_g01781.t1		SAND.HG1.12:like:AIRE/DEAF1/GMEB1/GMEB2/SP100/SP110/SP140/SP140L	NA	NA	NA	NA	NA	SAM_1/,SAND/SAM_1/
OG_8934	Forkhead.HG1.30:FOXN2/FOXN3	TrH2	TrH2		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT17577	TrH2_TrispH2_007536-RA	Hhon_g07630.t1	HoiH23_PlH23_002310-RA		TrH2_TrispH2_007536-RA			Forkhead.HG1.30:FOXN2/FOXN3	NA	NA	NA	NA	NA	Forkhead/
