	Tadh	TrH2	Hhon	HoiH23	Hoilungia	Trichoplax	Placozoa
OG_10002	0	1	1	0	0	0	0
OG_10037	0	0	0	0	0	0	0
OG_10045	0	1	1	0	0	0	0
OG_1006	0	0	0	0	0	0	0
OG_10063	0	0	0	0	0	0	0
OG_10106	0	1	1	0	0	0	0
OG_1012	0	0	0	0	0	0	0
OG_10151	0	0	0	0	0	0	0
OG_10176	0	0	0	0	0	0	0
OG_10195	0	1	1	0	0	0	0
OG_10230	0	0	0	0	0	0	0
OG_10246	0	0	0	0	0	0	0
OG_10250	0	0	0	0	0	0	0
OG_10254	0	0	0	0	0	0	0
OG_10275	0	0	0	0	0	0	0
OG_1028	0	1	0	0	0	0	0
OG_10290	0	0	0	0	0	0	0
OG_10310	0	1	1	0	0	0	0
OG_1037	0	0	0	0	0	0	0
OG_104	0	0	0	0	0	0	0
OG_10461	0	0	0	0	0	0	0
OG_1049	0	0	0	0	0	0	0
OG_10554	0	0	0	0	0	0	0
OG_10559	0	0	0	0	0	0	0
OG_1060	0	0	0	0	0	0	0
OG_10618	0	1	0	1	0	0	0
OG_1068	0	1	1	0	0	0	0
OG_10714	0	1	0	1	0	0	0
OG_10727	0	0	0	0	0	0	0
OG_10753	0	1	0	1	0	0	0
OG_10766	0	0	0	0	0	0	0
OG_1081	0	0	0	0	0	0	0
OG_10856	0	0	0	0	0	0	0
OG_1091	0	0	0	0	0	0	0
OG_1096	0	0	0	0	0	0	0
OG_1099	0	0	0	0	0	0	0
OG_1100	0	0	0	0	0	0	0
OG_111	0	0	0	0	0	0	0
OG_1112	0	0	0	0	0	0	0
OG_1114	0	0	0	0	0	0	0
OG_1117	0	0	0	0	0	0	0
OG_1119	0	0	0	0	0	0	0
OG_1137	0	0	0	0	0	0	0
OG_1140	0	0	0	0	0	0	0
OG_1149	0	0	0	0	0	0	0
OG_1151	0	0	0	0	0	0	0
OG_1169	0	0	0	0	0	0	0
OG_1177	0	0	0	0	0	0	0
OG_1195	0	0	0	0	0	0	0
OG_120	0	0	0	0	0	0	0
OG_1212	0	1	1	0	0	0	0
OG_1214	0	0	0	0	0	0	0
OG_1217	0	0	0	0	0	0	0
OG_1221	0	0	0	0	0	0	0
OG_1222	0	0	0	0	0	0	0
OG_1234	0	0	0	0	0	0	0
OG_1235	0	0	0	0	0	0	0
OG_1253	0	0	0	0	0	0	0
OG_1275	0	0	0	0	0	0	0
OG_1280	0	0	0	0	0	0	0
OG_1301	0	0	0	0	0	0	0
OG_1307	0	0	0	0	0	0	0
OG_1329	0	0	0	0	0	0	0
OG_133	0	0	0	0	0	0	0
OG_1350	0	0	0	0	0	0	0
OG_1357	0	1	0	1	0	0	0
OG_1387	0	0	0	0	0	0	0
OG_1391	0	0	0	0	0	0	0
OG_1392	0	0	0	0	0	0	0
OG_1399	0	0	0	0	0	0	0
OG_1402	0	0	0	0	0	0	0
OG_1403	0	0	0	0	0	0	0
OG_1423	0	0	0	0	0	0	0
OG_1425	0	0	0	0	0	0	0
OG_1431	0	0	0	0	0	0	0
OG_1432	0	0	0	0	0	0	0
OG_1433	0	0	0	0	0	0	0
OG_1457	0	1	0	1	0	0	0
OG_1459	0	0	0	0	0	0	0
OG_1461	0	0	0	0	0	0	0
OG_1468	0	0	0	0	0	0	0
OG_1470	0	0	0	0	0	0	0
OG_1474	0	0	0	0	0	0	0
OG_1502	0	0	0	0	0	0	0
OG_1507	0	0	0	0	0	0	0
OG_1514	0	1	1	0	0	0	0
OG_1540	0	0	0	0	0	0	0
OG_1542	0	0	0	0	0	0	0
OG_1547	0	0	0	0	0	0	0
OG_1566	0	0	0	0	0	0	0
OG_1567	0	0	0	0	0	0	0
OG_157	0	0	0	0	0	0	0
OG_1573	0	0	0	0	0	0	0
OG_1576	0	0	0	0	0	0	0
OG_1585	0	0	0	0	0	0	0
OG_1594	0	0	0	0	0	0	0
OG_1604	0	0	0	0	0	0	0
OG_1609	0	0	0	0	0	0	0
OG_1615	0	0	0	0	0	0	0
OG_1616	0	0	0	0	0	0	0
OG_1630	0	1	1	0	0	0	0
OG_1631	0	0	0	0	0	0	0
OG_1636	0	0	0	0	0	0	0
OG_1640	0	0	0	0	0	0	0
OG_1641	0	0	0	0	0	0	0
OG_166	0	0	0	0	0	0	0
OG_1668	0	0	0	0	0	0	0
OG_1669	0	0	0	0	0	0	0
OG_1672	0	0	0	0	0	0	0
OG_1675	0	0	0	0	0	0	0
OG_1676	0	0	0	0	0	0	0
OG_1687	0	1	0	0	0	0	0
OG_169	0	1	1	0	0	0	0
OG_1696	0	0	0	0	0	0	0
OG_1707	0	0	0	0	0	0	0
OG_1731	0	0	0	0	0	0	0
OG_1751	0	0	0	0	0	0	0
OG_1765	0	1	1	0	0	0	0
OG_1789	0	0	0	0	0	0	0
OG_1796	0	0	0	0	0	0	0
OG_1803	0	0	0	0	0	0	0
OG_1815	0	0	0	0	0	0	0
OG_1822	0	0	0	0	0	0	0
OG_1825	0	0	0	0	0	0	0
OG_1838	0	0	0	0	0	0	0
OG_1843	0	0	0	0	0	0	0
OG_1848	0	0	0	0	0	0	0
OG_1874	0	0	0	0	0	0	0
OG_1888	0	0	0	0	0	0	0
OG_1900	0	1	1	0	0	0	0
OG_1905	0	1	0	1	0	0	0
OG_1930	0	0	0	0	0	0	0
OG_1933	0	1	0	0	0	0	0
OG_1948	0	0	0	0	0	0	0
OG_196	0	0	0	0	0	0	0
OG_1962	0	0	0	0	0	0	0
OG_1969	0	0	0	0	0	0	0
OG_1971	0	0	0	0	0	0	0
OG_1978	0	0	0	0	0	0	0
OG_1982	0	0	0	0	0	0	0
OG_1986	0	0	0	0	0	0	0
OG_1988	0	0	0	0	0	0	0
OG_1989	0	0	0	0	0	0	0
OG_1994	0	0	0	0	0	0	0
OG_2004	0	0	0	0	0	0	0
OG_2005	0	0	0	0	0	0	0
OG_2011	0	0	0	0	0	0	0
OG_2012	0	1	1	0	0	0	0
OG_2021	0	1	1	0	0	0	0
OG_2031	0	0	0	0	0	0	0
OG_2034	0	0	0	0	0	0	0
OG_2035	0	0	0	0	0	0	0
OG_2037	0	0	0	0	0	0	0
OG_2041	0	0	0	0	0	0	0
OG_2047	0	0	0	0	0	0	0
OG_2048	0	0	0	0	0	0	0
OG_2050	0	0	0	0	0	0	0
OG_2053	0	0	0	0	0	0	0
OG_2061	0	0	0	0	0	0	0
OG_2064	0	0	0	0	0	0	0
OG_2065	0	0	0	0	0	0	0
OG_2067	0	0	0	0	0	0	0
OG_2074	0	0	0	0	0	0	0
OG_208	0	0	0	0	0	0	0
OG_2080	0	0	0	0	0	0	0
OG_2084	0	0	0	0	0	0	0
OG_2086	0	0	0	0	0	0	0
OG_2087	0	0	0	0	0	0	0
OG_2089	0	0	0	0	0	0	0
OG_21	0	0	0	0	0	0	0
OG_2100	0	0	0	0	0	0	0
OG_2105	0	0	0	0	0	0	0
OG_2109	0	1	1	0	0	0	0
OG_2111	0	0	0	0	0	0	0
OG_2127	0	0	0	0	0	0	0
OG_2128	0	0	0	0	0	0	0
OG_2134	0	0	0	0	0	0	0
OG_2150	0	0	0	0	0	0	0
OG_2153	0	0	0	0	0	0	0
OG_2155	0	0	0	0	0	0	0
OG_2171	0	0	0	0	0	0	0
OG_2187	0	0	0	0	0	0	0
OG_2194	0	0	0	0	0	0	0
OG_2196	0	0	0	0	0	0	0
OG_2198	0	0	0	0	0	0	0
OG_220	0	0	0	0	0	0	0
OG_2204	0	0	0	0	0	0	0
OG_2215	0	0	0	0	0	0	0
OG_2229	0	0	0	0	0	0	0
OG_2230	0	0	0	0	0	0	0
OG_2247	0	0	0	0	0	0	0
OG_2252	0	0	0	0	0	0	0
OG_2259	0	0	0	0	0	0	0
OG_2262	0	0	0	0	0	0	0
OG_2265	0	0	0	0	0	0	0
OG_227	0	0	0	0	0	0	0
OG_2273	0	0	0	0	0	0	0
OG_2285	0	0	0	0	0	0	0
OG_229	0	0	0	0	0	0	0
OG_2305	0	0	0	0	0	0	0
OG_2306	0	0	0	0	0	0	0
OG_2315	0	0	0	0	0	0	0
OG_2322	0	1	1	0	0	0	0
OG_2323	0	0	0	0	0	0	0
OG_2329	0	0	0	0	0	0	0
OG_2330	0	0	0	0	0	0	0
OG_2333	0	0	0	0	0	0	0
OG_2339	0	0	0	0	0	0	0
OG_2346	0	0	0	0	0	0	0
OG_235	0	0	0	0	0	0	0
OG_2360	0	0	0	0	0	0	0
OG_2379	0	0	0	0	0	0	0
OG_2388	0	0	0	0	0	0	0
OG_2393	0	0	0	0	0	0	0
