	Tadh	TrH2	Hhon	HoiH23	Hoilungia	Trichoplax	Placozoa
OG_10011	0	0	0	0	1	0	0
OG_10024	0	0	0	0	0	0	1
OG_10026	0	0	1	0	0	0	0
OG_10039	0	0	0	1	0	0	0
OG_10040	0	1	0	0	0	0	0
OG_10048	0	1	0	0	0	0	0
OG_10082	0	1	0	0	0	0	0
OG_10084	0	0	0	0	0	0	1
OG_10098	0	0	0	0	0	0	1
OG_10109	0	1	0	0	0	0	0
OG_10113	0	0	0	0	0	0	1
OG_10116	0	0	0	0	0	1	0
OG_10144	0	0	0	0	0	0	1
OG_10165	0	0	0	0	0	0	1
OG_10172	0	0	0	0	0	0	1
OG_10183	0	0	0	0	0	0	1
OG_10206	0	1	0	0	0	0	0
OG_10229	0	1	0	0	0	0	0
OG_1023	0	0	0	0	0	0	1
OG_10252	0	0	0	0	0	0	1
OG_10264	0	0	0	0	1	0	0
OG_10295	0	0	0	0	0	1	0
OG_10317	0	0	0	0	0	1	0
OG_10323	0	1	0	0	0	0	0
OG_10328	1	0	0	0	0	0	0
OG_10369	0	1	0	0	0	0	0
OG_10377	0	1	0	0	0	0	0
OG_10396	0	1	0	0	0	0	0
OG_10397	0	0	0	0	0	1	0
OG_10401	1	0	0	0	0	0	0
OG_10411	0	1	0	0	0	0	0
OG_10418	0	0	0	0	0	1	0
OG_10431	0	0	0	0	0	0	1
OG_10474	0	0	0	0	0	1	0
OG_10502	0	1	0	0	0	0	0
OG_10524	0	1	0	0	0	0	0
OG_10532	0	0	0	0	0	1	0
OG_1056	0	0	0	0	0	1	0
OG_10570	0	0	0	0	0	0	1
OG_10588	0	0	0	0	0	1	0
OG_10590	0	1	0	0	0	0	0
OG_10593	0	0	0	0	0	1	0
OG_10612	0	0	0	0	0	0	1
OG_10616	0	0	0	0	0	1	0
OG_10656	0	0	0	0	0	1	0
OG_10671	0	1	0	0	0	0	0
OG_10702	0	1	0	0	0	0	0
OG_10706	0	0	0	0	0	1	0
OG_10713	0	1	0	0	0	0	0
OG_10737	0	1	0	0	0	0	0
OG_10742	0	1	0	0	0	0	0
OG_1075	0	0	0	0	0	1	0
OG_10773	0	0	0	0	0	1	0
OG_10785	0	1	0	0	0	0	0
OG_10795	0	0	0	0	0	1	0
OG_10806	1	0	0	0	0	0	0
OG_10820	0	1	0	0	0	0	0
OG_10833	0	1	0	0	0	0	0
OG_10834	1	0	0	0	0	0	0
OG_1084	0	0	0	1	0	0	0
OG_1164	0	0	0	0	0	0	1
OG_1193	0	0	1	0	0	0	0
OG_1263	0	0	0	0	0	0	1
OG_1269	0	1	0	0	0	0	0
OG_1306	0	0	1	0	0	0	0
OG_1366	0	0	0	0	0	0	1
OG_1368	0	0	1	0	0	0	0
OG_1370	0	1	0	0	0	0	0
OG_1372	0	1	0	0	0	0	0
OG_1381	0	0	0	0	0	1	0
OG_1389	0	1	0	0	0	0	0
OG_1428	0	0	0	0	0	0	1
OG_1430	0	0	0	0	0	0	1
OG_1450	0	1	0	0	0	0	0
OG_1454	0	0	1	0	0	0	0
OG_1490	0	0	1	0	0	0	0
OG_1493	0	0	0	1	0	0	0
