orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
OG_10005	TrH2	TrH2		1	0	1
OG_10027	Tadh	Tadh		1	0	1
OG_10102	Tadh,TrH2	Trichoplax		1	0	3
OG_10235	Hhon	Hhon		1	0	1
OG_10367	TrH2	TrH2		1	0	1
OG_10638	Hhon	Hhon		1	0	1
OG_10639	Tadh,TrH2	Trichoplax		1	0	3
OG_10645	Tadh,TrH2	Trichoplax		1	0	3
OG_281	TrH2	TrH2		1	0	1
OG_2868	Tadh	Tadh		1	0	1
OG_2959	TrH2	TrH2		1	0	1
OG_2967	Tadh	Tadh		1	0	1
OG_3067	Tadh,TrH2	Trichoplax		1	0	3
OG_3982	Hhon	Hhon		1	0	1
OG_4059	Tadh	Tadh		1	0	1
OG_4221	Tadh	Tadh		1	0	1
OG_4233	Tadh,TrH2	Trichoplax		1	0	3
OG_4314	TrH2	TrH2		1	0	1
OG_432	Hhon	Hhon		1	0	1
OG_4366	Tadh	Tadh		1	0	1
OG_4561	Tadh,TrH2	Trichoplax		1	0	3
OG_4604	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_4605	Tadh	Tadh		1	0	1
OG_4689	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_4760	TrH2	TrH2		1	0	1
OG_4762	Tadh	Tadh		1	0	2
OG_4781	Tadh,TrH2	Trichoplax		1	0	3
OG_4867	TrH2	TrH2		1	0	1
OG_5175	TrH2	TrH2		1	0	1
OG_5289	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_5352	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_5353	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_5413	TrH2	TrH2		1	0	1
OG_5414	TrH2	TrH2		1	0	1
OG_5656	Hhon	Hhon		1	0	1
OG_5910	Tadh,TrH2	Trichoplax		1	0	3
OG_6264	Tadh	Tadh		1	0	1
OG_6308	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_6365	Hhon	Hhon		1	0	1
OG_7195	TrH2	TrH2		1	0	1
OG_7269	TrH2	TrH2		1	0	1
OG_7365	Tadh,TrH2	Trichoplax		1	0	3
OG_8157	Tadh	Tadh		1	0	1
OG_8517	TrH2	TrH2		1	0	1
OG_8579	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_8958	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_8959	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_9169	TrH2	TrH2		1	0	1
OG_9926	Tadh	Tadh		1	0	1
