gene	transcript	orthogroup	species	gene_module
Tadh_TriadG60036	Tadh_TriadT60036	OG_3983	Tadh	Tadh.plum2
Tadh_TriadG57435	Tadh_TriadT57435	OG_7353	Tadh	Tadh.plum2
Tadh_TriadG8107	Tadh_TriadT8107	OG_7181	Tadh	Tadh.plum2
Tadh_wf_g10957	Tadh_wf_g10957.t1	OG_10496	Tadh	Tadh.plum2
Tadh_wf_g9898	Tadh_wf_g9898.t1	OG_6125	Tadh	Tadh.plum2
Tadh_wf_g11773	Tadh_wf_g11773.t1	OG_4211	Tadh	Tadh.plum2
Tadh_wf_g9043	Tadh_wf_g9043.t1	OG_4211	Tadh	Tadh.plum2
Tadh_TriadG28937	Tadh_TriadT28937	OG_4285	Tadh	Tadh.plum2
Tadh_wf_g4959	Tadh_wf_g4959.t1	OG_5691	Tadh	Tadh.plum2
Tadh_TriadG55994	Tadh_TriadT55994	OG_5178	Tadh	Tadh.plum2
Tadh_TriadG11163	Tadh_TriadT11163	OG_4566	Tadh	Tadh.plum2
Tadh_TriadG56679	Tadh_TriadT56679	OG_7388	Tadh	Tadh.plum2
Tadh_TriadG60035	Tadh_TriadT60035	OG_3982	Tadh	Tadh.plum2
Tadh_TriadG59535	Tadh_TriadT59535	OG_4771	Tadh	Tadh.plum2
Tadh_TriadG52983	Tadh_TriadT52983	OG_5418	Tadh	Tadh.plum2
Tadh_TriadG29682	Tadh_TriadT29682	OG_4560	Tadh	Tadh.plum2
Tadh_wf_g5532	Tadh_wf_g5532.t1	OG_7976	Tadh	Tadh.plum2
Tadh_TriadG53106	Tadh_TriadT53106	OG_3123	Tadh	Tadh.plum2
Tadh_TriadG59637	Tadh_TriadT59637	OG_4826	Tadh	Tadh.plum2
Tadh_TriadG25765	Tadh_TriadT25765	OG_4458	Tadh	Tadh.plum2
Tadh_TriadG57816	Tadh_TriadT57816	OG_5228	Tadh	Tadh.plum2
Tadh_TriadG57000	Tadh_TriadT57000	OG_1791	Tadh	Tadh.plum2
Tadh_TriadG32551	Tadh_TriadT32551	OG_6638	Tadh	Tadh.plum2
Tadh_wf_g8334	Tadh_wf_g8334.t1	OG_4560	Tadh	Tadh.plum2
Tadh_TriadG7431	Tadh_TriadT7431	OG_10003	Tadh	Tadh.plum2
Tadh_wf_g7919	Tadh_wf_g7919.t1	OG_746	Tadh	Tadh.plum2
Tadh_TriadG13008	Tadh_TriadT13008	OG_5293	Tadh	Tadh.plum2
Tadh_wf_g4143	Tadh_wf_g4143.t1	OG_577	Tadh	Tadh.plum2
Tadh_wf_g5248	Tadh_wf_g5248.t1	OG_7541	Tadh	Tadh.plum2
Tadh_TriadG32049	Tadh_TriadT32049	OG_9774	Tadh	Tadh.violet
Tadh_TriadG56036	Tadh_TriadT56036	OG_7905	Tadh	Tadh.violet
Tadh_TriadG58903	Tadh_TriadT58903	OG_3935	Tadh	Tadh.violet
Tadh_TriadG17345	Tadh_TriadT17345	OG_4344	Tadh	Tadh.violet
Tadh_TriadG55991	Tadh_TriadT55991	OG_5179	Tadh	Tadh.violet
Tadh_TriadG61337	Tadh_TriadT61337	OG_9894	Tadh	Tadh.violet
Tadh_TriadG57728	Tadh_TriadT57728	OG_4710	Tadh	Tadh.violet
Tadh_TriadG56681	Tadh_TriadT56681	OG_8727	Tadh	Tadh.violet
Tadh_TriadG54934	Tadh_TriadT54934	OG_5261	Tadh	Tadh.violet
Tadh_TriadG54935	Tadh_TriadT54935	OG_5260	Tadh	Tadh.violet
Tadh_TriadG29844	Tadh_TriadT29844	OG_10337	Tadh	Tadh.violet
Tadh_TriadG55993	Tadh_TriadT55993	OG_5179	Tadh	Tadh.violet
Tadh_wf_g10964	Tadh_wf_g10964.t1	OG_4392	Tadh	Tadh.violet
Tadh_TriadG59341	Tadh_TriadT59341	OG_9593	Tadh	Tadh.violet
Tadh_TriadG56682	Tadh_TriadT56682	OG_8727	Tadh	Tadh.violet
Tadh_wf_g4880	Tadh_wf_g4880.t1	OG_10329	Tadh	Tadh.violet
Tadh_wf_g4030	Tadh_wf_g4030.t1	OG_5822	Tadh	Tadh.violet
Tadh_TriadG57628	Tadh_TriadT57628	OG_8092	Tadh	Tadh.violet
Tadh_TriadG33728	Tadh_TriadT33728	OG_8149	Tadh	Tadh.violet
Tadh_wf_g6518	Tadh_wf_g6518.t1	OG_10562	Tadh	Tadh.violet
Tadh_TriadG60037	Tadh_TriadT60037	OG_3983	Tadh	Tadh.violet
Tadh_wf_g10963	Tadh_wf_g10963.t1	OG_8196	Tadh	Tadh.violet
Tadh_TriadG54955	Tadh_TriadT54955	OG_9560	Tadh	Tadh.violet
Tadh_wf_g11837	Tadh_wf_g11837.t1	OG_6309	Tadh	Tadh.violet
Tadh_TriadG61844	Tadh_TriadT61844	OG_7085	Tadh	Tadh.violet
Tadh_wf_g9045	Tadh_wf_g9045.t1	OG_5364	Tadh	Tadh.violet
Tadh_wf_g7137	Tadh_wf_g7137.t1	OG_10638	Tadh	Tadh.violet
Tadh_wf_g11252	Tadh_wf_g11252.t1	OG_6573	Tadh	Tadh.violet
Tadh_wf_g4863	Tadh_wf_g4863.t1	OG_5982	Tadh	Tadh.violet
Tadh_TriadG55995	Tadh_TriadT55995	OG_4024	Tadh	Tadh.violet
Tadh_TriadG23992	Tadh_TriadT23992	OG_6277	Tadh	Tadh.violet
Tadh_TriadG61883	Tadh_TriadT61883	OG_10497	Tadh	Tadh.violet
Tadh_wf_g8411	Tadh_wf_g8411.t1	OG_10169	Tadh	Tadh.violet
Tadh_wf_g10959	Tadh_wf_g10959.t1	OG_9798	Tadh	Tadh.violet
Tadh_wf_g8199	Tadh_wf_g8199.t1	OG_4469	Tadh	Tadh.violet
Tadh_TriadG52577	Tadh_TriadT52577	OG_2959	Tadh	Tadh.violet
Tadh_wf_g6516	Tadh_wf_g6516.t1	OG_6284	Tadh	Tadh.violet
Tadh_TriadG54536	Tadh_TriadT54536	OG_10164	Tadh	Tadh.violet
Tadh_TriadG55850	Tadh_TriadT55850	OG_8817	Tadh	Tadh.violet
Tadh_wf_g10961	Tadh_wf_g10961.t1	OG_9798	Tadh	Tadh.violet
Tadh_TriadG55500	Tadh_TriadT55500	OG_7398	Tadh	Tadh.violet
Tadh_wf_g10958	Tadh_wf_g10958.t1	OG_10495	Tadh	Tadh.violet
Tadh_TriadG57363	Tadh_TriadT57363	OG_9943	Tadh	Tadh.violet
Tadh_TriadG59453	Tadh_TriadT59453	OG_4391	Tadh	Tadh.violet
Tadh_TriadG29616	Tadh_TriadT29616	OG_4560	Tadh	Tadh.violet
Tadh_TriadG52374	Tadh_TriadT52374	OG_9307	Tadh	Tadh.violet
Tadh_TriadG31334	Tadh_TriadT31334	OG_5401	Tadh	Tadh.violet
Tadh_wf_g4876	Tadh_wf_g4876.t1	OG_4268	Tadh	Tadh.violet
Tadh_wf_g4597	Tadh_wf_g4597.t1	OG_2876	Tadh	Tadh.violet
Tadh_TriadG26989	Tadh_TriadT26989	OG_6723	Tadh	Tadh.violet
Tadh_TriadG58713	Tadh_TriadT58713	OG_4991	Tadh	Tadh.violet
Tadh_wf_g11896	Tadh_wf_g11896.t1	OG_8960	Tadh	Tadh.violet
Tadh_TriadG58590	Tadh_TriadT58590	OG_6269	Tadh	Tadh.violet
Tadh_TriadG60263	Tadh_TriadT60263	OG_5993	Tadh	Tadh.violet
Tadh_TriadG55138	Tadh_TriadT55138	OG_8517	Tadh	Tadh.violet
Tadh_wf_g8194	Tadh_wf_g8194.t1	OG_10743	Tadh	Tadh.magenta
Tadh_TriadG57577	Tadh_TriadT57577	OG_8625	Tadh	Tadh.magenta
Tadh_TriadG52576	Tadh_TriadT52576	OG_2959	Tadh	Tadh.magenta
Tadh_TriadG27129	Tadh_TriadT27129	OG_5768	Tadh	Tadh.magenta
Tadh_TriadG55873	Tadh_TriadT55873	OG_8116	Tadh	Tadh.magenta
Tadh_TriadG55875	Tadh_TriadT55875	OG_10734	Tadh	Tadh.magenta
Tadh_TriadG31422	Tadh_TriadT31422	OG_5552	Tadh	Tadh.magenta
Tadh_TriadG58363	Tadh_TriadT58363	OG_9843	Tadh	Tadh.magenta
Tadh_TriadG22911	Tadh_TriadT22911	OG_2351	Tadh	Tadh.magenta
Tadh_TriadG57755	Tadh_TriadT57755	OG_7082	Tadh	Tadh.magenta
Tadh_TriadG62296	Tadh_TriadT62296	OG_9602	Tadh	Tadh.magenta
Tadh_TriadG26557	Tadh_TriadT26557	OG_9084	Tadh	Tadh.magenta
Tadh_TriadG62295	Tadh_TriadT62295	OG_9603	Tadh	Tadh.magenta
Tadh_TriadG15193	Tadh_TriadT15193	OG_8755	Tadh	Tadh.magenta
Tadh_wf_g8345	Tadh_wf_g8345.t1	OG_4567	Tadh	Tadh.magenta
Tadh_TriadG60709	Tadh_TriadT60709	OG_3009	Tadh	Tadh.magenta
Tadh_wf_g8518	Tadh_wf_g8518.t1	OG_7902	Tadh	Tadh.magenta
Tadh_TriadG55876	Tadh_TriadT55876	OG_10734	Tadh	Tadh.magenta
Tadh_TriadG55330	Tadh_TriadT55330	OG_10658	Tadh	Tadh.magenta
Tadh_TriadG60080	Tadh_TriadT60080	OG_4214	Tadh	Tadh.magenta
Tadh_TriadG54957	Tadh_TriadT54957	OG_6309	Tadh	Tadh.magenta
Tadh_TriadG28988	Tadh_TriadT28988	OG_3946	Tadh	Tadh.magenta
Tadh_TriadG55368	Tadh_TriadT55368	OG_8789	Tadh	Tadh.magenta
Tadh_TriadG58190	Tadh_TriadT58190	OG_5605	Tadh	Tadh.magenta
Tadh_TriadG19351	Tadh_TriadT19351	OG_8755	Tadh	Tadh.magenta
Tadh_TriadG25445	Tadh_TriadT25445	OG_5291	Tadh	Tadh.magenta
Tadh_wf_g8464	Tadh_wf_g8464.t1	OG_4762	Tadh	Tadh.magenta
Tadh_TriadG59580	Tadh_TriadT59580	OG_7902	Tadh	Tadh.magenta
Tadh_wf_g7082	Tadh_wf_g7082.t1	OG_10	Tadh	Tadh.magenta
