orthogroup	orthogroup_name	pres_expression	gain_expression	loss_expression	num_expressed	pres_conserved	gain_conserved	loss_conserved	is_tfs	is_neu	is_ion	is_sig	is_siggpcr	is_flag	genes_in_og_Tadh	genes_in_og_TrH2	genes_in_og_Hhon	genes_in_og_HoiH23	genes_in_og_and_community_Tadh	genes_in_og_and_community_TrH2	genes_in_og_and_community_Hhon	genes_in_og_and_community_HoiH23	ogs_tfs	ogs_neu	ogs_ion	ogs_sig	ogs_siggpcr	ogs_flag	pfam_architectures
OG_2354	bZIP.HG1.7:ATF2/ATF7/ATF7-NPFF/CREB5	Hhon	Hhon	NA	1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT60644	TrH2_TrispH2_009666-RA	Hhon_g08666.t1	HoiH23_PlH23_005856-RA			Hhon_g08666.t1		bZIP.HG1.7:ATF2/ATF7/ATF7-NPFF/CREB5	NA	NA	NA	NA	NA	bZIP_1/
OG_4641	Homeodomains.HG1.29:MSX1/MSX2	HoiH23	HoiH23	NA	1	HoiH23,Tadh,TrH2	Placozoa	Hhon	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT51739	TrH2_TrispH2_003385-RA		HoiH23_PlH23_010045-RA				HoiH23_PlH23_010045-RA	Homeodomains.HG1.29:MSX1/MSX2	NA	NA	NA	NA	NA	Homeodomain/
OG_7025	zf-C2H2.HG24.0:ZNF622;zf-met.HG5.1:ZNF622,zf-met.HG5.1:ZNF622	HoiH23	HoiH23	NA	1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT18203	TrH2_TrispH2_003178-RA	Hhon_g03688.t1	HoiH23_PlH23_002090-RA				HoiH23_PlH23_002090-RA	zf-C2H2.HG24.0:ZNF622;zf-met.HG5.1:ZNF622,zf-met.HG5.1:ZNF622	NA	NA	NA	NA	NA	zf-C2H2_jaz/zf-C2H2_2/
OG_7046	Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	Hhon	Hhon	NA	1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT51743	TrH2_TrispH2_003390-RA	Hhon_g07678.t1	HoiH23_PlH23_009830-RA			Hhon_g07678.t1		Forkhead.HG1.24:FOXN1/FOXN4/FOXR1/FOXR2	NA	NA	NA	NA	NA	Forkhead/
OG_7694	zf-C2H2.HG4.2:PLAGL1/ZNF367,zf-C2H2.HG4.2:PLAGL1/ZNF367;zf-met.HG1.87:like:GFI1/MAZ/PATZ1/SALL1/SALL2/SALL3/SALL4/ZBTB14/ZBTB49/ZNF236/ZNF384/ZNF426/ZNF524/ZNF559-ZNF177/ZNF628/ZNF883	Hhon	Hhon	NA	1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT15889	TrH2_TrispH2_006817-RA	Hhon_g02092.t1	HoiH23_PlH23_008115-RA			Hhon_g02092.t1		zf-C2H2.HG4.2:PLAGL1/ZNF367,zf-C2H2.HG4.2:PLAGL1/ZNF367;zf-met.HG1.87:like:GFI1/MAZ/PATZ1/SALL1/SALL2/SALL3/SALL4/ZBTB14/ZBTB49/ZNF236/ZNF384/ZNF426/ZNF524/ZNF559-ZNF177/ZNF628/ZNF883	NA	NA	NA	NA	NA	zf-C2H2/zf-C2H2/
OG_8953	bZIP.HG1.3:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL	Hhon	Hhon	NA	1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT52592	TrH2_TrispH2_005632-RA	Hhon_g05307.t1	HoiH23_PlH23_000708-RA			Hhon_g05307.t1		bZIP.HG1.3:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL	NA	NA	NA	NA	NA	bZIP_Maf/
OG_1118	tropomodulin_3	Hhon,HoiH23	Hoilungia	NA	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT49736	TrH2_TrispH2_000001-RA	Hhon_g04042.t1	HoiH23_PlH23_000841-RA			Hhon_g04042.t1	HoiH23_PlH23_000841-RA	NA	NA	NA	NA	NA	NA	Tropomodulin/
OG_1147	family_with_sequence_similarity_241_member_B	Hhon,HoiH23	Hoilungia	NA	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT56097	TrH2_TrispH2_010004-RA	Hhon_g04164.t1	HoiH23_PlH23_009044-RA			Hhon_g04164.t1	HoiH23_PlH23_009044-RA	NA	NA	NA	NA	NA	NA	DUF4605/
OG_1677	IST1_factor_associated_with_ESCRT_III	Hhon,HoiH23	Hoilungia	NA	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT52631	TrH2_TrispH2_007200-RA	Hhon_g06037.t1	HoiH23_PlH23_009808-RA			Hhon_g06037.t1	HoiH23_PlH23_009808-RA	NA	NA	NA	NA	NA	NA	Ist1/
OG_2016	NSF_attachment_protein_alpha	Hhon,HoiH23	Hoilungia	NA	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT32131	TrH2_TrispH2_009773-RA	Hhon_g07248.t1	HoiH23_PlH23_010468-RA			Hhon_g07248.t1	HoiH23_PlH23_010468-RA	NA	NA	NA	NA	NA	NA	SNAP/
OG_2379	RNA_polymerase_II_I_and_III_subunit_K	Hhon,HoiH23	Hoilungia	NA	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g5420.t1	TrH2_TrispH2_001924-RA	Hhon_g08847.t1	HoiH23_PlH23_010423-RA			Hhon_g08847.t1	HoiH23_PlH23_010423-RA	NA	NA	NA	NA	NA	NA	DNA_RNApol_7kD/
OG_254	cytokine_induced_apoptosis_inhibitor_1	Hhon,HoiH23	Hoilungia	NA	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT55827	TrH2_TrispH2_005380-RA	Hhon_g00932.t1	HoiH23_PlH23_011504-RA			Hhon_g00932.t1	HoiH23_PlH23_011504-RA	NA	NA	NA	NA	NA	NA	CIAPIN1/CIAPIN1/
OG_3323	store_operated_calcium_entry_associated_regulatory_factor	Hhon,HoiH23	Hoilungia	NA	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT64130,Tadh_TriadT64131	TrH2_TrispH2_005313-RA	Hhon_g06891.t1	HoiH23_PlH23_004360-RA,HoiH23_PlH23_004361-RA			Hhon_g06891.t1		NA	NA	NA	NA	NA	NA	SARAF/
OG_348	G_protein_coupled_receptor_107	Hhon,HoiH23	Hoilungia	NA	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT20602	TrH2_TrispH2_003081-RA	Hhon_g01271.t1	HoiH23_PlH23_009864-RA			Hhon_g01271.t1	HoiH23_PlH23_009864-RA	NA	NA	NA	NA	NA	NA	Lung_7-TM_R/,Lung_7-TM_R/Lung_7-TM_R/
