orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
OG_10011	TrH2	TrH2		1	0	1
OG_10026	TrH2	TrH2		1	0	1
OG_10031	HoiH23	HoiH23		1	0	1
OG_10064	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_10098	TrH2	TrH2		1	0	1
OG_10107	Hhon	Hhon		1	0	1
OG_10115	Hhon	Hhon		1	0	1
OG_10121	Hhon	Hhon		1	0	1
OG_10123	Hhon,HoiH23	Hoilungia		1	0	3
OG_10138	TrH2	TrH2		1	0	1
OG_10174	HoiH23	HoiH23		1	0	1
OG_10190	HoiH23	HoiH23		1	0	1
OG_10261	Hhon,HoiH23	Hoilungia		1	0	3
OG_10274	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_10278	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1029	Hhon,HoiH23	Hoilungia		1	0	3
OG_1031	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_10313	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_10321	TrH2	TrH2		1	0	1
OG_10325	TrH2	TrH2		1	0	1
OG_10328	TrH2	TrH2		1	0	1
OG_10344	TrH2	TrH2		1	0	1
OG_1035	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_10378	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_1048	Hhon,HoiH23	Hoilungia		1	0	3
OG_1050	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_10522	Hhon,HoiH23	Hoilungia		1	0	3
OG_10531	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_10595	TrH2	TrH2		1	0	1
OG_1065	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_10659	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_10711	TrH2	TrH2		1	0	1
OG_1073	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1077	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1079	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_10817	TrH2	TrH2		1	0	1
OG_1084	TrH2	TrH2		1	0	1
OG_1105	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1172	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1179	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_1180	Hhon,HoiH23	Hoilungia		1	0	3
OG_1190	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_1192	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1198	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_12	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_121	Hhon,HoiH23	Hoilungia		1	0	3
OG_1250	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1260	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_129	TrH2	TrH2		1	0	1
OG_1297	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1304	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1336	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_1346	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1355	TrH2	TrH2		1	0	1
OG_1364	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_1404	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_141	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1417	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1438	TrH2	TrH2		1	0	1
OG_1444	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1448	Hhon,HoiH23	Hoilungia		1	0	3
OG_1454	HoiH23	HoiH23		1	0	1
OG_1480	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1482	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1493	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_1497	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_150	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1508	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1512	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1515	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1523	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1548	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_158	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1589	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1593	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1623	TrH2	TrH2		1	0	1
OG_1654	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1674	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_1689	TrH2	TrH2		1	0	1
OG_17	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_170	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1700	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_1711	TrH2	TrH2		1	0	1
OG_1712	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1728	HoiH23	HoiH23		1	0	1
OG_1747	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1748	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1753	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1757	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_176	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1770	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_178	Hhon	Hhon		1	0	1
OG_1783	Hhon,HoiH23	Hoilungia		1	0	3
OG_181	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_182	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_184	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1856	Hhon,HoiH23	Hoilungia		1	0	3
OG_1860	Hhon	Hhon		1	0	1
OG_1861	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1864	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1867	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1868	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1879	Hhon,HoiH23	Hoilungia		1	0	3
OG_1880	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1891	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1911	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1934	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_1945	Hhon,HoiH23	Hoilungia		1	0	3
OG_1963	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1980	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1999	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2025	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_204	Hhon,HoiH23	Hoilungia		1	0	3
OG_2050	TrH2	TrH2		1	0	1
OG_2057	TrH2	TrH2		1	0	1
OG_2094	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2095	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2096	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2103	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2104	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2118	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2122	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2137	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2146	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2166	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2172	TrH2	TrH2		1	0	1
OG_2188	Hhon,HoiH23	Hoilungia		1	0	3
OG_2197	TrH2	TrH2		1	0	1
OG_2214	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2235	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2246	Hhon	Hhon		1	0	1
OG_2275	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2291	Hhon	Hhon		1	0	1
OG_2295	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2303	HoiH23	HoiH23		1	0	1
OG_2341	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2365	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2390	TrH2	TrH2		1	0	1
OG_2400	Hhon	Hhon		1	0	1
OG_2403	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2427	Hhon	Hhon		1	0	1
OG_244	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_2454	Hhon	Hhon		1	0	1
OG_2455	Hhon	Hhon		1	0	1
OG_2468	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2476	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2505	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2512	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2516	HoiH23	HoiH23		1	0	1
OG_2534	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2540	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_2594	Hhon,HoiH23	Hoilungia		1	0	3
