orthogroup	orthogroup_name	pres_expression	gain_expression	loss_expression	num_expressed	pres_conserved	gain_conserved	loss_conserved	is_tfs	is_neu	is_ion	is_sig	is_siggpcr	is_flag	genes_in_og_Tadh	genes_in_og_TrH2	genes_in_og_Hhon	genes_in_og_HoiH23	genes_in_og_and_community_Tadh	genes_in_og_and_community_TrH2	genes_in_og_and_community_Hhon	genes_in_og_and_community_HoiH23	ogs_tfs	ogs_neu	ogs_ion	ogs_sig	ogs_siggpcr	ogs_flag	pfam_architectures
OG_3177	HMGbox_Sox.HG1.32:UBTF/UBTFL1	Hhon,HoiH23	Hoilungia		2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT58452	TrH2_TrispH2_008571-RA	Hhon_g01076.t1	HoiH23_PlH23_009935-RA			Hhon_g01076.t1	HoiH23_PlH23_009935-RA	HMGbox_Sox.HG1.32:UBTF/UBTFL1	NA	NA	NA	NA	NA	HMG_box/HMG_box_2/HMG_box/,HMG_box/HMG_box/
OG_4075	HLH.HG1.23:USF1/USF2	Hhon,HoiH23	Hoilungia		2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT62098,Tadh_TriadT62099	TrH2_TrispH2_007575-RA	Hhon_g04144.t1	HoiH23_PlH23_010122-RA			Hhon_g04144.t1	HoiH23_PlH23_010122-RA	HLH.HG1.23:USF1/USF2	NA	NA	NA	NA	NA	HLH/
OG_4165	NFYB_NFYC.HG3.7:CHRAC1	Hhon,HoiH23	Hoilungia		2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT58930	TrH2_TrispH2_003697-RA	Hhon_g07697.t1	HoiH23_PlH23_003832-RA			Hhon_g07697.t1	HoiH23_PlH23_003832-RA	NFYB_NFYC.HG3.7:CHRAC1	NA	NA	NA	NA	NA	CBFD_NFYB_HMF/
OG_4169	NFYB_NFYC.HG4.6:POLE3,DNA_polymerase_epsilon_3_accessory_subunit,NFYB_NFYC.Unclassified	Hhon,HoiH23	Hoilungia		2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g2149.t1	TrH2_TrispH2_004162-RA	Hhon_g09698.t1	HoiH23_PlH23_003612-RA			Hhon_g09698.t1	HoiH23_PlH23_003612-RA	NFYB_NFYC.HG4.6:POLE3	NA	NA	NA	NA	NA	CBFD_NFYB_HMF/
OG_4913	HMGbox_Sox.HG1.46:SOX14/SOX21	Hhon,HoiH23	Hoilungia		2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT19608	TrH2_TrispH2_008923-RA	Hhon_g08561.t1	HoiH23_PlH23_002366-RA			Hhon_g08561.t1	HoiH23_PlH23_002366-RA	HMGbox_Sox.HG1.46:SOX14/SOX21	NA	NA	NA	NA	NA	HMG_box/
OG_6175	E2F_TDP.HG1.6:like:E2F1/E2F2/E2F3/E2F4/E2F5/E2F6	Hhon,HoiH23	Hoilungia		2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT58918	TrH2_TrispH2_003685-RA	Hhon_g07709.t1	HoiH23_PlH23_003820-RA			Hhon_g07709.t1	HoiH23_PlH23_003820-RA	E2F_TDP.HG1.6:like:E2F1/E2F2/E2F3/E2F4/E2F5/E2F6	NA	NA	NA	NA	NA	E2F_TDP/E2F_CC-MB/
OG_7277	E2F_TDP.HG1.2:E2F7/E2F8	Hhon,HoiH23	Hoilungia		2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT6275	TrH2_TrispH2_002193-RA	Hhon_g04734.t1	HoiH23_PlH23_002176-RA			Hhon_g04734.t1	HoiH23_PlH23_002176-RA	E2F_TDP.HG1.2:E2F7/E2F8	NA	NA	NA	NA	NA	E2F_TDP/,E2F_TDP/E2F_TDP/
OG_7542	HMGbox_Sox.HG1.39:like:HMGB1/HMGB2/HMGB3/HMGB4	Hhon,HoiH23	Hoilungia		2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT56397	TrH2_TrispH2_001174-RA	Hhon_g10217.t1	HoiH23_PlH23_000249-RA			Hhon_g10217.t1	HoiH23_PlH23_000249-RA	HMGbox_Sox.HG1.39:like:HMGB1/HMGB2/HMGB3/HMGB4	NA	NA	NA	NA	NA	HMG_box_2/HMG_box/,HMG_box/HMG_box/
OG_8379	NFYB_NFYC.HG3.7:CHRAC1	HoiH23,Tadh	Placozoa	Hhon,TrH2	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT56174	TrH2_TrispH2_005489-RA	Hhon_g03028.t1	HoiH23_PlH23_009510-RA	Tadh_TriadT56174			HoiH23_PlH23_009510-RA	NFYB_NFYC.HG3.7:CHRAC1	NA	NA	NA	NA	NA	CBFD_NFYB_HMF/
OG_10176	Myb.HG1.24:MYB/MYBL1	HoiH23	HoiH23		1	HoiH23,Tadh,TrH2	Placozoa	Hhon	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT17350	TrH2_TrispH2_009480-RA		HoiH23_PlH23_003546-RA				HoiH23_PlH23_003546-RA	Myb.HG1.24:MYB/MYBL1	NA	NA	NA	NA	NA	Myb_DNA-binding/Myb_DNA-bind_6/Cmyb_C/,Myb_DNA-binding/Myb_DNA-binding/Myb_DNA-binding/,Myb_DNA-binding/Myb_DNA-binding/Myb_DNA-binding/Cmyb_C/
OG_10290	nuclear_autoantigenic_sperm_protein,Myb.Unclassified	HoiH23	HoiH23		1	HoiH23,Tadh,TrH2	Placozoa	Hhon	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT64051,Tadh_wf_g6674.t1	TrH2_TrispH2_005309-RA		HoiH23_PlH23_008643-RA				HoiH23_PlH23_008643-RA	Myb.Unclassified	NA	NA	NA	NA	NA	MADF_DNA_bdg/,MADF_DNA_bdg/SHNi-TPR/TPR_8/,SHNi-TPR/,SHNi-TPR/TPR_8/
OG_10461	HMGbox_Sox.HG1.6:like:MAEL,WD_repeat_and_HMG_box_DNA_binding_protein_1	HoiH23	HoiH23		1	HoiH23,Tadh,TrH2	Placozoa	Hhon	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT32433	TrH2_TrispH2_009959-RA		HoiH23_PlH23_006522-RA				HoiH23_PlH23_006522-RA	HMGbox_Sox.HG1.6:like:MAEL	NA	NA	NA	NA	NA	WD40/WD40/ANAPC4_WD40/Mcl1_mid/,WD40/WD40/ANAPC4_WD40/Mcl1_mid/HMG_box/
OG_3043	NFYA.HG1.2:like:NFYA	HoiH23	HoiH23		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT58635,Tadh_TriadT58636	TrH2_TrispH2_007096-RA	Hhon_g04409.t1	HoiH23_PlH23_008958-RA,HoiH23_PlH23_010543-RA					NFYA.HG1.2:like:NFYA	NA	NA	NA	NA	NA	CBFB_NFYA/
OG_3466	CSD.HG1.6:YBX1/YBX2/YBX3	Tadh	Tadh		1	HoiH23,Tadh,TrH2	Placozoa	Hhon	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT64023	TrH2_TrispH2_004592-RA		HoiH23_PlH23_006840-RA	Tadh_TriadT64023				CSD.HG1.6:YBX1/YBX2/YBX3	NA	NA	NA	NA	NA	CSD/
OG_4288	HMGbox_Sox.HG1.34:SSRP1,structure_specific_recognition_protein_1	Tadh	Tadh		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT64155	TrH2_TrispH2_005908-RA	Hhon_g02698.t1,Hhon_g02700.t1	HoiH23_PlH23_009837-RA	Tadh_TriadT64155				HMGbox_Sox.HG1.34:SSRP1	NA	NA	NA	NA	NA	POB3_N/,POB3_N/SSrecog/Rtt106/HMG_box/
