gene	transcript	orthogroup	species	gene_module
Tadh_TriadG57499	Tadh_TriadT57499	OG_7310	Tadh	Tadh.darkorange
Tadh_TriadG57496	Tadh_TriadT57496	OG_7312	Tadh	Tadh.darkorange
Tadh_TriadG63964	Tadh_TriadT63964	OG_10464	Tadh	Tadh.darkorange
Tadh_TriadG53947	Tadh_TriadT53947	OG_110	Tadh	Tadh.darkorange
Tadh_TriadG57495	Tadh_TriadT57495	OG_7313	Tadh	Tadh.darkorange
Tadh_TriadG37002	Tadh_TriadT37002	OG_9282	Tadh	Tadh.darkorange
Tadh_wf_g5449	Tadh_wf_g5449.t1	OG_4204	Tadh	Tadh.darkorange
Tadh_wf_g9156	Tadh_wf_g9156.t1	OG_1450	Tadh	Tadh.darkorange
Tadh_TriadG62235	Tadh_TriadT62235	OG_8147	Tadh	Tadh.darkorange
Tadh_TriadG63787	Tadh_TriadT63787	OG_3738	Tadh	Tadh.darkorange
Tadh_wf_g10942	Tadh_wf_g10942.t1	OG_1389	Tadh	Tadh.darkorange
Tadh_TriadG60194	Tadh_TriadT60194	OG_8229	Tadh	Tadh.darkorange
Tadh_TriadG50931	Tadh_TriadT50931	OG_6956	Tadh	Tadh.darkorange
Tadh_TriadG57502	Tadh_TriadT57502	OG_7307	Tadh	Tadh.darkorange
Tadh_TriadG60193	Tadh_TriadT60193	OG_8229	Tadh	Tadh.darkorange
Tadh_TriadG63754	Tadh_TriadT63754	OG_7786	Tadh	Tadh.darkorange
Tadh_TriadG63786	Tadh_TriadT63786	OG_3028	Tadh	Tadh.darkorange
Tadh_TriadG61274	Tadh_TriadT61274	OG_7498	Tadh	Tadh.darkorange
Tadh_TriadG54837	Tadh_TriadT54837	OG_4452	Tadh	Tadh.darkorange
Tadh_TriadG51942	Tadh_TriadT51942	OG_8928	Tadh	Tadh.darkorange
Tadh_TriadG54945	Tadh_TriadT54945	OG_7850	Tadh	Tadh.darkorange
Tadh_TriadG57485	Tadh_TriadT57485	OG_7321	Tadh	Tadh.darkorange
Tadh_TriadG53913	Tadh_TriadT53913	OG_5825	Tadh	Tadh.darkorange
Tadh_TriadG24967	Tadh_TriadT24967	OG_2207	Tadh	Tadh.darkorange
Tadh_TriadG28028	Tadh_TriadT28028	OG_9476	Tadh	Tadh.darkorange
Tadh_TriadG55305	Tadh_TriadT55305	OG_4849	Tadh	Tadh.darkorange
Tadh_TriadG57779	Tadh_TriadT57779	OG_7073	Tadh	Tadh.darkorange
Tadh_TriadG61622	Tadh_TriadT61622	OG_3576	Tadh	Tadh.darkorange
Tadh_TriadG62600	Tadh_TriadT62600	OG_4485	Tadh	Tadh.darkorange
Tadh_TriadG36875	Tadh_TriadT36875	OG_5694	Tadh	Tadh.darkorange
Tadh_TriadG56689	Tadh_TriadT56689	OG_1551	Tadh	Tadh.darkorange
Tadh_TriadG61943	Tadh_TriadT61943	OG_2975	Tadh	Tadh.darkorange
Tadh_TriadG14559	Tadh_TriadT14559	OG_3569	Tadh	Tadh.darkorange
Tadh_TriadG54953	Tadh_TriadT54953	OG_6218	Tadh	Tadh.darkorange
Tadh_TriadG54716	Tadh_TriadT54716	OG_9075	Tadh	Tadh.darkorange
Tadh_TriadG54944	Tadh_TriadT54944	OG_6215	Tadh	Tadh.darkorange
Tadh_TriadG60639	Tadh_TriadT60639	OG_1367	Tadh	Tadh.darkorange
Tadh_TriadG63505	Tadh_TriadT63505	OG_10375	Tadh	Tadh.darkorange
Tadh_TriadG59899	Tadh_TriadT59899	OG_10356	Tadh	Tadh.darkorange
Tadh_TriadG1311	Tadh_TriadT1311	OG_5022	Tadh	Tadh.darkorange
Tadh_TriadG20151	Tadh_TriadT20151	OG_7031	Tadh	Tadh.darkorange
Tadh_TriadG23041	Tadh_TriadT23041	OG_8310	Tadh	Tadh.darkorange
Tadh_TriadG56921	Tadh_TriadT56921	OG_8163	Tadh	Tadh.darkorange
Tadh_TriadG60818	Tadh_TriadT60818	OG_4729	Tadh	Tadh.darkorange
Tadh_TriadG60887	Tadh_TriadT60887	OG_6096	Tadh	Tadh.darkorange
Tadh_TriadG58770	Tadh_TriadT58770	OG_9627	Tadh	Tadh.darkorange
Tadh_TriadG62236	Tadh_TriadT62236	OG_4209	Tadh	Tadh.darkorange
Tadh_TriadG62062	Tadh_TriadT62062	OG_6510	Tadh	Tadh.darkorange
Tadh_TriadG63759	Tadh_TriadT63759	OG_5410	Tadh	Tadh.darkorange
Tadh_TriadG61854	Tadh_TriadT61854	OG_4147	Tadh	Tadh.darkorange
Tadh_TriadG64312	Tadh_TriadT64312	OG_9068	Tadh	Tadh.darkorange
Tadh_TriadG60677	Tadh_TriadT60677	OG_10575	Tadh	Tadh.darkorange
Tadh_TriadG53914	Tadh_TriadT53914	OG_5828	Tadh	Tadh.darkorange
Tadh_TriadG53910	Tadh_TriadT53910	OG_5827	Tadh	Tadh.darkorange
Tadh_TriadG56963	Tadh_TriadT56963	OG_10613	Tadh	Tadh.darkorange
Tadh_TriadG60588	Tadh_TriadT60588	OG_8608	Tadh	Tadh.darkorange
Tadh_TriadG38210	Tadh_TriadT38210	OG_3569	Tadh	Tadh.darkorange
Tadh_TriadG61588	Tadh_TriadT61588	OG_5100	Tadh	Tadh.darkorange
Tadh_TriadG4059	Tadh_TriadT4059	OG_7856	Tadh	Tadh.darkorange
Tadh_TriadG61942	Tadh_TriadT61942	OG_2990	Tadh	Tadh.darkorange
Tadh_TriadG58107	Tadh_TriadT58107	OG_3253	Tadh	Tadh.darkorange
Tadh_TriadG52275	Tadh_TriadT52275	OG_9005	Tadh	Tadh.darkorange
Tadh_TriadG62069	Tadh_TriadT62069	OG_4338	Tadh	Tadh.darkorange
Tadh_TriadG58764	Tadh_TriadT58764	OG_5457	Tadh	Tadh.darkorange
Tadh_wf_g3159	Tadh_wf_g3159.t1	OG_6598	Tadh	Tadh.darkorange
Tadh_TriadG60111	Tadh_TriadT60111	OG_3571	Tadh	Tadh.darkorange
Tadh_TriadG24953	Tadh_TriadT24953	OG_8704	Tadh	Tadh.darkorange
Tadh_TriadG62537	Tadh_TriadT62537	OG_7280	Tadh	Tadh.skyblue3
Tadh_TriadG56105	Tadh_TriadT56105	OG_10798	Tadh	Tadh.skyblue3
Tadh_TriadG54836	Tadh_TriadT54836	OG_4452	Tadh	Tadh.skyblue3
Tadh_TriadG64229	Tadh_TriadT64229	OG_2434	Tadh	Tadh.skyblue3
Tadh_TriadG54834	Tadh_TriadT54834	OG_7280	Tadh	Tadh.skyblue3
Tadh_wf_g10770	Tadh_wf_g10770.t1	OG_2765	Tadh	Tadh.skyblue3
Tadh_TriadG61704	Tadh_TriadT61704	OG_2765	Tadh	Tadh.skyblue3
Tadh_hyp_clust4169a	Tadh_hyp_clust4169a.t1	OG_3671	Tadh	Tadh.skyblue3
Tadh_wf_g4966	Tadh_wf_g4966.t1	OG_10291	Tadh	Tadh.skyblue3
Tadh_TriadG61700	Tadh_TriadT61700	OG_10788	Tadh	Tadh.skyblue3
