gene	transcript	orthogroup	species	gene_module
Tadh_TriadG61411	Tadh_TriadT61411	OG_1362	Tadh	Tadh.salmon4
Tadh_TriadG55273	Tadh_TriadT55273	OG_1362	Tadh	Tadh.salmon4
Tadh_TriadG55270	Tadh_TriadT55270	OG_1362	Tadh	Tadh.salmon4
Tadh_TriadG60661	Tadh_TriadT60661	OG_1362	Tadh	Tadh.salmon4
Tadh_TriadG61410	Tadh_TriadT61410	OG_1362	Tadh	Tadh.salmon4
Tadh_TriadG55271	Tadh_TriadT55271	OG_1362	Tadh	Tadh.salmon4
Tadh_TriadG60662	Tadh_TriadT60662	OG_1362	Tadh	Tadh.salmon4
Tadh_TriadG55985	Tadh_TriadT55985	OG_10547	Tadh	Tadh.salmon4
Tadh_TriadG54443	Tadh_TriadT54443	OG_1380	Tadh	Tadh.salmon4
Tadh_TriadG54263	Tadh_TriadT54263	OG_194	Tadh	Tadh.salmon4
Tadh_TriadG34400	Tadh_TriadT34400	OG_9611	Tadh	Tadh.salmon4
Tadh_TriadG31410	Tadh_TriadT31410	OG_1985	Tadh	Tadh.salmon4
Tadh_TriadG52828	Tadh_TriadT52828	OG_10787	Tadh	Tadh.salmon4
Tadh_TriadG18468	Tadh_TriadT18468	OG_4899	Tadh	Tadh.salmon4
Tadh_TriadG51649	Tadh_TriadT51649	OG_10333	Tadh	Tadh.salmon4
Hhon_g02122.t1	Hhon_g02122.t1	OG_1362	Hhon	Hhon.thistle2
Hhon_g02126.t1	Hhon_g02126.t1	OG_1362	Hhon	Hhon.thistle2
Hhon_g02127.t1	Hhon_g02127.t1	OG_1362	Hhon	Hhon.thistle2
Hhon_g02123.t1	Hhon_g02123.t1	OG_1362	Hhon	Hhon.thistle2
Hhon_g02125.t1	Hhon_g02125.t1	OG_1362	Hhon	Hhon.thistle2
Hhon_g02124.t1	Hhon_g02124.t1	OG_1362	Hhon	Hhon.thistle2
Hhon_g10704.t1	Hhon_g10704.t1	OG_7369	Hhon	Hhon.thistle2
Hhon_g11172.t1	Hhon_g11172.t1	OG_1380	Hhon	Hhon.thistle2
Hhon_g05210.t1	Hhon_g05210.t1	OG_1365	Hhon	Hhon.thistle2
Hhon_g02130.t1	Hhon_g02130.t1	OG_1362	Hhon	Hhon.thistle2
Hhon_g02121.t1	Hhon_g02121.t1	OG_1362	Hhon	Hhon.thistle2
Hhon_g09188.t1	Hhon_g09188.t1	OG_4050	Hhon	Hhon.thistle2
Hhon_g00643.t1	Hhon_g00643.t1	OG_194	Hhon	Hhon.thistle2
Hhon_g08587.t1	Hhon_g08587.t1	OG_9068	Hhon	Hhon.thistle2
