orthogroup	orthogroup_name	pres_expression	gain_expression	loss_expression	num_expressed	pres_conserved	gain_conserved	loss_conserved	is_tfs	is_neu	is_ion	is_sig	is_siggpcr	is_flag	genes_in_og_Tadh	genes_in_og_TrH2	genes_in_og_Hhon	genes_in_og_HoiH23	genes_in_og_and_community_Tadh	genes_in_og_and_community_TrH2	genes_in_og_and_community_Hhon	genes_in_og_and_community_HoiH23	ogs_tfs	ogs_neu	ogs_ion	ogs_sig	ogs_siggpcr	ogs_flag	pfam_architectures
OG_9587	NFX1_ZF.HG1.1:NFX1,enoyl_CoA_hydratase_and_3_hydroxyacyl_CoA_dehydrogenase	Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT55011,Tadh_TriadT63801	TrH2_TrispH2_005702-RA,TrH2_TrispH2_011608-RA	Hhon_g06302.t1,Hhon_g06303.t1	HoiH23_PlH23_001331-RA				HoiH23_PlH23_001331-RA	NFX1_ZF.HG1.1:NFX1	NA	NA	NA	NA	NA	ECH_1/3HCDH_N/3HCDH/3HCDH/,ECH_1/3HCDH_N/3HCDH/3HCDH/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/R3H/,zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/R3H/,zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/R3H/
OG_3756	transcription_factor_AP_4,HLH.HG2.2:TFAP4,HLH.HG1.8:like:MAX/MGA/MITF/MLX/MLXIP/MLXIPL/MNT/MXD1/MXD3/MXD4/MXI1/MYC/MYCL/MYCN/SREBF1/SREBF2/TFE3/TFEB/TFEC/USF1/USF2/USF3	Hhon,HoiH23,Tadh	Placozoa	TrH2	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT56276	TrH2_TrispH2_007744-RA	Hhon_g02951.t1	HoiH23_PlH23_010554-RA	Tadh_TriadT56276		Hhon_g02951.t1	HoiH23_PlH23_010554-RA	HLH.HG1.8:like:MAX/MGA/MITF/MLX/MLXIP/MLXIPL/MNT/MXD1/MXD3/MXD4/MXI1/MYC/MYCL/MYCN/SREBF1/SREBF2/TFE3/TFEB/TFEC/USF1/USF2/USF3,HLH.HG2.2:TFAP4	NA	NA	NA	NA	NA	HLH/
OG_9574	HLH.HG2.48:NEUROD1/NEUROD2/NEUROD4/NEUROD6	Hhon,HoiH23,Tadh	Placozoa	TrH2	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT9345	TrH2_TrispH2_004848-RA	Hhon_g08629.t1	HoiH23_PlH23_001303-RA	Tadh_TriadT9345		Hhon_g08629.t1	HoiH23_PlH23_001303-RA	HLH.HG2.48:NEUROD1/NEUROD2/NEUROD4/NEUROD6	NA	NA	NA	NA	NA	HLH/
OG_10149	Forkhead.HG1.14:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3	Hhon,Tadh	Placozoa	HoiH23,TrH2	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT23008	TrH2_TrispH2_001300-RA	Hhon_g05911.t1	HoiH23_PlH23_000554-RA	Tadh_TriadT23008		Hhon_g05911.t1		Forkhead.HG1.14:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3	NA	NA	NA	NA	NA	Forkhead/
OG_1390	mTERF.HG1.0:like:MTERF1/MTERF2/MTERF3/MTERF4	HoiH23,Tadh	Placozoa	Hhon,TrH2	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT61872	TrH2_TrispH2_009357-RA	Hhon_g04892.t1	HoiH23_PlH23_008995-RA	Tadh_TriadT61872			HoiH23_PlH23_008995-RA	mTERF.HG1.0:like:MTERF1/MTERF2/MTERF3/MTERF4	NA	NA	NA	NA	NA	mTERF/
OG_2570	HMGbox_Sox.Unclassified	HoiH23,Tadh	Placozoa	Hhon,TrH2	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g8839.t1	TrH2_TrispH2_009317-RA	Hhon_g09663.t1	HoiH23_PlH23_005195-RA	Tadh_wf_g8839.t1			HoiH23_PlH23_005195-RA	HMGbox_Sox.Unclassified	NA	NA	NA	NA	NA	HMG_box_2/
OG_5112	Homeodomains.HG1.18:EMX1/EMX2/NOTO/VAX1/VAX2	Tadh,TrH2	Trichoplax		2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT49524	TrH2_TrispH2_003519-RA	Hhon_g10555.t1	HoiH23_PlH23_007693-RA	Tadh_TriadT49524	TrH2_TrispH2_003519-RA			Homeodomains.HG1.18:EMX1/EMX2/NOTO/VAX1/VAX2	NA	NA	NA	NA	NA	Homeodomain/
OG_6836	HLH.HG2.53:BHLHA15/BHLHE22/BHLHE23/OLIG1/OLIG2/OLIG3	Hhon,Tadh	Placozoa	HoiH23,TrH2	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT55857	TrH2_TrispH2_010484-RA	Hhon_g00903.t1	HoiH23_PlH23_009412-RA	Tadh_TriadT55857		Hhon_g00903.t1		HLH.HG2.53:BHLHA15/BHLHE22/BHLHE23/OLIG1/OLIG2/OLIG3	NA	NA	NA	NA	NA	HLH/
OG_8180	HMGbox_Sox.HG1.30:like:UBTF/UBTFL1	HoiH23,Tadh	Placozoa	Hhon,TrH2	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT59858	TrH2_TrispH2_000445-RA	Hhon_g09390.t1,Hhon_g09637.t1	HoiH23_PlH23_011077-RA	Tadh_TriadT59858			HoiH23_PlH23_011077-RA	HMGbox_Sox.HG1.30:like:UBTF/UBTFL1	NA	NA	NA	NA	NA	HMG_box_2/
OG_8814	HLH.HG2.53:BHLHA15/BHLHE22/BHLHE23/OLIG1/OLIG2/OLIG3	Hhon,HoiH23	Hoilungia		2	Hhon,HoiH23,TrH2	Placozoa	Tadh	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_010472-RA	Hhon_g00914.t1	HoiH23_PlH23_008074-RA			Hhon_g00914.t1	HoiH23_PlH23_008074-RA	HLH.HG2.53:BHLHA15/BHLHE22/BHLHE23/OLIG1/OLIG2/OLIG3	NA	NA	NA	NA	NA	HLH/
