gene	transcript	orthogroup	species	gene_module
Tadh_TriadG60614	Tadh_TriadT60614	OG_9549	Tadh	Tadh.yellowgreen
Tadh_TriadG30370	Tadh_TriadT30370	OG_10097	Tadh	Tadh.yellowgreen
Tadh_TriadG61848	Tadh_TriadT61848	OG_7071	Tadh	Tadh.yellowgreen
Tadh_wf_g10367	Tadh_wf_g10367.t1	OG_4039	Tadh	Tadh.yellowgreen
Tadh_TriadG61932	Tadh_TriadT61932	OG_10721	Tadh	Tadh.yellowgreen
Tadh_TriadG58939	Tadh_TriadT58939	OG_10703	Tadh	Tadh.yellowgreen
Tadh_wf_g7536	Tadh_wf_g7536.t1	OG_3381	Tadh	Tadh.yellowgreen
Tadh_TriadG60730	Tadh_TriadT60730	OG_3279	Tadh	Tadh.yellowgreen
Tadh_TriadG25957	Tadh_TriadT25957	OG_5435	Tadh	Tadh.yellowgreen
Tadh_TriadG52489	Tadh_TriadT52489	OG_3319	Tadh	Tadh.yellowgreen
Tadh_wf_g7613	Tadh_wf_g7613.t1	OG_9243	Tadh	Tadh.yellowgreen
Tadh_TriadG62489	Tadh_TriadT62489	OG_5408	Tadh	Tadh.yellowgreen
Tadh_wf_g9040	Tadh_wf_g9040.t1	OG_6359	Tadh	Tadh.yellowgreen
Tadh_TriadG60733	Tadh_TriadT60733	OG_3277	Tadh	Tadh.yellowgreen
Tadh_TriadG54736	Tadh_TriadT54736	OG_10387	Tadh	Tadh.yellowgreen
Tadh_TriadG62372	Tadh_TriadT62372	OG_4093	Tadh	Tadh.yellowgreen
Tadh_TriadG62091	Tadh_TriadT62091	OG_8494	Tadh	Tadh.yellowgreen
Tadh_wf_g1225	Tadh_wf_g1225.t1	OG_3320	Tadh	Tadh.yellowgreen
Tadh_TriadG55437	Tadh_TriadT55437	OG_2489	Tadh	Tadh.yellowgreen
Tadh_TriadG56058	Tadh_TriadT56058	OG_4217	Tadh	Tadh.yellowgreen
Tadh_TriadG60876	Tadh_TriadT60876	OG_10631	Tadh	Tadh.yellowgreen
Tadh_TriadG62369	Tadh_TriadT62369	OG_5295	Tadh	Tadh.yellowgreen
Tadh_wf_g11074	Tadh_wf_g11074.t1	OG_4391	Tadh	Tadh.yellowgreen
Tadh_TriadG28995	Tadh_TriadT28995	OG_8731	Tadh	Tadh.yellowgreen
Tadh_TriadG62270	Tadh_TriadT62270	OG_8473	Tadh	Tadh.yellowgreen
Tadh_wf_g7610	Tadh_wf_g7610.t1	OG_4982	Tadh	Tadh.yellowgreen
Tadh_TriadG61251	Tadh_TriadT61251	OG_8273	Tadh	Tadh.yellowgreen
Tadh_TriadG60056	Tadh_TriadT60056	OG_4873	Tadh	Tadh.yellowgreen
