gene	transcript	orthogroup	species	gene_module
Tadh_TriadG56913	Tadh_TriadT56913	OG_7050	Tadh	Tadh.green
Tadh_TriadG15762	Tadh_TriadT15762	OG_7895	Tadh	Tadh.green
Tadh_hyp_clust10676	Tadh_hyp_clust10676.t1	OG_10858	Tadh	Tadh.green
Tadh_TriadG10976	Tadh_TriadT10976	OG_3617	Tadh	Tadh.green
Tadh_TriadG56987	Tadh_TriadT56987	OG_1786	Tadh	Tadh.green
Tadh_TriadG62238	Tadh_TriadT62238	OG_4209	Tadh	Tadh.green
Tadh_TriadG54563	Tadh_TriadT54563	OG_1647	Tadh	Tadh.green
Tadh_TriadG32570	Tadh_TriadT32570	OG_9136	Tadh	Tadh.green
Tadh_TriadG63702	Tadh_TriadT63702	OG_7698	Tadh	Tadh.green
Tadh_TriadG60297	Tadh_TriadT60297	OG_2213	Tadh	Tadh.green
Tadh_TriadG60583	Tadh_TriadT60583	OG_8605	Tadh	Tadh.green
Tadh_TriadG55189	Tadh_TriadT55189	OG_4791	Tadh	Tadh.green
Tadh_TriadG55353	Tadh_TriadT55353	OG_7394	Tadh	Tadh.green
Tadh_TriadG57929	Tadh_TriadT57929	OG_10326	Tadh	Tadh.green
Tadh_TriadG59886	Tadh_TriadT59886	OG_9711	Tadh	Tadh.green
Tadh_TriadG58156	Tadh_TriadT58156	OG_23	Tadh	Tadh.green
Tadh_wf_g1532	Tadh_wf_g1532.t1	OG_7986	Tadh	Tadh.green
Tadh_TriadG16003	Tadh_TriadT16003	OG_7895	Tadh	Tadh.green
Tadh_TriadG4614	Tadh_TriadT4614	OG_7567	Tadh	Tadh.green
Tadh_TriadG4073	Tadh_TriadT4073	OG_7649	Tadh	Tadh.green
Tadh_TriadG21952	Tadh_TriadT21952	OG_7282	Tadh	Tadh.green
Tadh_TriadG23130	Tadh_TriadT23130	OG_7239	Tadh	Tadh.green
Tadh_TriadG61525	Tadh_TriadT61525	OG_9138	Tadh	Tadh.green
Tadh_TriadG23005	Tadh_TriadT23005	OG_6665	Tadh	Tadh.green
Tadh_TriadG61720	Tadh_TriadT61720	OG_8751	Tadh	Tadh.green
Tadh_TriadG23991	Tadh_TriadT23991	OG_10569	Tadh	Tadh.green
Tadh_TriadG57006	Tadh_TriadT57006	OG_1795	Tadh	Tadh.green
Tadh_TriadG11844	Tadh_TriadT11844	OG_7238	Tadh	Tadh.green
Tadh_TriadG51949	Tadh_TriadT51949	OG_8923	Tadh	Tadh.green
Tadh_TriadG58957	Tadh_TriadT58957	OG_8419	Tadh	Tadh.green
