orthogroup	orthogroup_name	pres_expression	gain_expression	loss_expression	num_expressed	pres_conserved	gain_conserved	loss_conserved	is_tfs	is_neu	is_ion	is_sig	is_siggpcr	is_flag	genes_in_og_Tadh	genes_in_og_TrH2	genes_in_og_Hhon	genes_in_og_HoiH23	genes_in_og_and_community_Tadh	genes_in_og_and_community_TrH2	genes_in_og_and_community_Hhon	genes_in_og_and_community_HoiH23	ogs_tfs	ogs_neu	ogs_ion	ogs_sig	ogs_siggpcr	ogs_flag	pfam_architectures
OG_5422	bZIP.HG3.5:DBP/HLF/TEF	Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT52980	TrH2_TrispH2_008292-RA	Hhon_g05483.t1,Hhon_g07811.t1	HoiH23_PlH23_006175-RA	Tadh_TriadT52980	TrH2_TrispH2_008292-RA		HoiH23_PlH23_006175-RA	bZIP.HG3.5:DBP/HLF/TEF	NA	NA	NA	NA	NA	bZIP_2/
OG_3581	Ets.HG1.1:ETS1/ETS2/ETV2,ETS_proto_oncogene_1_transcription_factor	Hhon,HoiH23,TrH2	Placozoa	Tadh	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT17871,Tadh_TriadT19387	TrH2_TrispH2_006743-RA	Hhon_g07347.t1	HoiH23_PlH23_009661-RA		TrH2_TrispH2_006743-RA	Hhon_g07347.t1	HoiH23_PlH23_009661-RA	Ets.HG1.1:ETS1/ETS2/ETV2	NA	NA	NA	NA	NA	Ets/,SAM_PNT/,SAM_PNT/Ets/
OG_5423	bZIP.HG3.5:DBP/HLF/TEF	HoiH23,TrH2	Placozoa	Hhon,Tadh	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g1735.t1	TrH2_TrispH2_008293-RA	Hhon_g07810.t1	HoiH23_PlH23_006176-RA		TrH2_TrispH2_008293-RA		HoiH23_PlH23_006176-RA	bZIP.HG3.5:DBP/HLF/TEF	NA	NA	NA	NA	NA	bZIP_2/
OG_2535	zf-C2H2.HG6.8:AC008770.2/ZNF260/ZNF320/ZNF551/ZNF555/ZNF658/ZNF732/ZNF763	TrH2	TrH2		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT26468	TrH2_TrispH2_008834-RA	Hhon_g09513.t1	HoiH23_PlH23_001423-RA		TrH2_TrispH2_008834-RA			zf-C2H2.HG6.8:AC008770.2/ZNF260/ZNF320/ZNF551/ZNF555/ZNF658/ZNF732/ZNF763	NA	NA	NA	NA	NA	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/
OG_791	CSD.HG1.0:CSDE1	HoiH23	HoiH23		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT52268	TrH2_TrispH2_001035-RA	Hhon_g02886.t1	HoiH23_PlH23_008576-RA				HoiH23_PlH23_008576-RA	CSD.HG1.0:CSDE1	NA	NA	NA	NA	NA	CSD/CSD/SUZ-C/
OG_9759	Ets.HG1.3:GABPA	TrH2	TrH2		1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT17618	TrH2_TrispH2_006747-RA	Hhon_g07343.t1	HoiH23_PlH23_009665-RA		TrH2_TrispH2_006747-RA			Ets.HG1.3:GABPA	NA	NA	NA	NA	NA	Ets/,GABP-alpha/SAM_PNT/Ets/,SAM_PNT/Ets/
OG_7006		Hhon,HoiH23,Tadh,TrH2	Placozoa		4	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT51890	TrH2_TrispH2_003208-RA	Hhon_g03657.t1,Hhon_g03658.t1	HoiH23_PlH23_002059-RA	Tadh_TriadT51890	TrH2_TrispH2_003208-RA		HoiH23_PlH23_002059-RA	NA	NA	NA	NA	NA	NA	
OG_10117	adhesion_G_protein_coupled_receptor_L3	Hhon,Tadh,TrH2	Placozoa	HoiH23	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	Tadh_TriadT54629	TrH2_TrispH2_001356-RA	Hhon_g01201.t1	HoiH23_PlH23_000495-RA	Tadh_TriadT54629	TrH2_TrispH2_001356-RA	Hhon_g01201.t1		NA	NA	NA	GPCRsecr.HG1.23:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1	GPCRsecr.HG1.23:like:ADGRA1/ADGRA2/ADGRA3/ADGRV1	NA	Lectin_C/GPS/7tm_2/
OG_4221	olfactory_receptor_family_11_subfamily_A_member_1,neuropeptide_Y_receptor_Y2,hypocretin_receptor_1,neuropeptide_FF_receptor_1,prolactin_releasing_hormone_receptor,hypocretin_receptor_2,5_hydroxytryptamine_receptor_1F,bombesin_receptor_subtype_3,neuropeptide_S_receptor_1,neuropeptide_FF_receptor_2,neuromedin_U_receptor_2,somatostatin_receptor_1,growth_hormone_secretagogue_receptor	Hhon,Tadh,TrH2	Placozoa	HoiH23	3	Hhon,HoiH23,Tadh,TrH2	Placozoa		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	Tadh_TriadT61725,Tadh_TriadT61729,Tadh_wf_g10792.t1,Tadh_wf_g10797.t1,Tadh_wf_g10798.t1,Tadh_wf_g10799.t1,Tadh_wf_g10800.t1,Tadh_wf_g10807.t1,Tadh_wf_g10808.t1,Tadh_wf_g11495.t1	TrH2_TrispH2_009823-RA,TrH2_TrispH2_009824-RA,TrH2_TrispH2_009825-RA,TrH2_TrispH2_009826-RA,TrH2_TrispH2_009831-RA,TrH2_TrispH2_009832-RA,TrH2_TrispH2_009833-RA,TrH2_TrispH2_011251-RA,TrH2_TrispH2_011252-RA,TrH2_TrispH2_011711-RA,TrH2_TrispH2_012150-RA	Hhon_g11309.t1,Hhon_g11311.t1,Hhon_g11312.t1,Hhon_g11313.t1,Hhon_g11315.t1,Hhon_g11316.t1,Hhon_g11318.t1,Hhon_g11319.t1,Hhon_g11453.t1	HoiH23_PlH23_009431-RA,HoiH23_PlH23_009434-RA,HoiH23_PlH23_010388-RA,HoiH23_PlH23_010389-RA,HoiH23_PlH23_010390-RA,HoiH23_PlH23_010391-RA,HoiH23_PlH23_010392-RA,HoiH23_PlH23_010393-RA,HoiH23_PlH23_010394-RA					NA	NA	NA	GPCRrhod.HG37.19:NA,GPCRrhod.HG37.20:NA,GPCRrhod.HG37.21:NA,GPCRrhod.HG37.22:NA,GPCRrhod.HG37.24:NA,GPCRrhod.HG37.25:NA,GPCRrhod.HG37.26:NA,GPCRrhod.HG37.35:NA,GPCRrhod.HG37.37:NA,GPCRrhod.HG37.5:NA	GPCRrhod.HG37.19:NA,GPCRrhod.HG37.20:NA,GPCRrhod.HG37.21:NA,GPCRrhod.HG37.22:NA,GPCRrhod.HG37.24:NA,GPCRrhod.HG37.25:NA,GPCRrhod.HG37.26:NA,GPCRrhod.HG37.35:NA,GPCRrhod.HG37.37:NA,GPCRrhod.HG37.5:NA	NA	7tm_1/
OG_4345	adhesion_G_protein_coupled_receptor_D1	HoiH23,Tadh,TrH2	Placozoa	Hhon	3	HoiH23,Tadh,TrH2	Placozoa	Hhon	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	Tadh_TriadT57362	TrH2_TrispH2_005095-RA		HoiH23_PlH23_001368-RA	Tadh_TriadT57362	TrH2_TrispH2_005095-RA		HoiH23_PlH23_001368-RA	NA	NA	NA	GPCRsecr.HG1.8:ADGRD2	GPCRsecr.HG1.8:ADGRD2	NA	GPS/7tm_2/,Lectin_C/GPS/7tm_2/
