	Tadh	TrH2	Hhon	HoiH23	Hoilungia	Trichoplax	Placozoa
OG_10042	0	0	0	1	0	0	0
OG_10105	1	0	0	0	0	0	0
OG_10162	1	1	0	1	1	1	1
OG_10244	0	1	0	0	0	0	0
OG_10359	0	0	0	1	0	0	0
OG_10476	0	1	0	0	0	0	0
OG_10605	0	1	0	0	0	0	0
OG_10625	0	1	0	0	0	0	0
OG_10649	1	1	1	1	1	1	1
OG_10651	0	1	0	0	0	0	0
OG_10728	0	1	0	0	0	0	0
OG_10732	0	0	0	1	0	0	0
OG_1405	0	0	1	0	0	0	0
OG_1478	0	0	0	1	0	0	0
OG_1484	0	1	0	0	0	0	0
OG_1503	0	1	1	1	1	1	1
OG_1781	0	1	0	0	0	0	0
OG_1812	1	1	1	1	1	1	1
OG_1813	1	1	1	1	1	1	1
OG_189	0	0	1	0	0	0	0
OG_2039	0	1	0	0	0	0	0
OG_2318	0	1	0	0	0	0	0
OG_2338	0	0	1	0	0	0	0
OG_2353	1	1	0	0	0	1	0
OG_2374	0	1	1	1	1	1	1
OG_2438	0	1	0	0	0	0	0
OG_2485	0	0	0	1	0	0	0
OG_2549	0	0	1	0	0	0	0
OG_270	0	0	0	1	0	0	0
OG_2710	0	1	0	1	1	1	1
OG_274	0	1	0	0	0	0	0
OG_2756	0	1	0	0	0	0	0
OG_2812	1	1	0	1	1	1	1
OG_2921	0	0	1	1	1	0	0
OG_2955	0	0	1	0	0	0	0
OG_2965	0	0	1	0	0	0	0
OG_2975	0	1	0	0	0	0	0
OG_2984	0	1	0	0	0	0	0
OG_3009	0	0	0	1	0	0	0
OG_3059	1	0	0	0	0	0	0
OG_3160	0	0	0	1	0	0	0
OG_3163	0	1	0	0	0	0	0
OG_3230	0	0	0	1	0	0	0
OG_3305	0	1	0	0	0	0	0
OG_3379	0	0	0	1	0	0	0
OG_3393	1	0	0	0	0	0	0
OG_3511	0	0	0	1	0	0	0
OG_3565	1	0	1	0	1	1	1
OG_3568	0	0	2	1	1	0	0
OG_3569	3	2	0	0	0	1	0
OG_3573	0	1	0	0	0	0	0
OG_3607	0	0	0	1	0	0	0
OG_3625	0	1	0	0	0	0	0
OG_3723	0	1	0	0	0	0	0
OG_3754	1	0	0	0	0	0	0
OG_402	0	0	1	0	0	0	0
OG_4020	1	0	0	0	0	0	0
OG_4026	0	0	0	1	0	0	0
OG_4041	1	0	0	0	0	0	0
OG_4092	1	0	0	1	1	1	1
OG_4114	0	0	0	1	0	0	0
OG_4177	0	0	0	1	0	0	0
OG_4209	0	1	0	0	0	0	0
OG_4214	1	2	1	3	1	1	1
OG_4215	0	0	0	1	0	0	0
OG_4219	0	0	1	0	0	0	0
OG_4221	0	0	0	1	0	0	0
OG_4341	0	0	0	1	0	0	0
OG_4342	0	0	0	1	0	0	0
OG_4361	0	1	0	1	1	1	1
OG_4395	0	1	0	0	0	0	0
OG_4471	1	1	0	0	0	1	0
OG_4535	1	0	0	0	0	0	0
OG_4581	0	0	0	1	0	0	0
OG_4657	0	1	0	0	0	0	0
OG_4732	0	0	0	1	0	0	0
OG_4744	1	0	0	0	0	0	0
OG_4758	0	0	0	1	0	0	0
OG_4767	0	0	0	1	0	0	0
OG_4780	0	1	0	0	0	0	0
OG_4815	0	0	0	1	0	0	0
OG_4820	1	0	0	0	0	0	0
OG_4909	0	1	0	0	0	0	0
OG_4940	0	0	0	1	0	0	0
OG_4955	1	1	1	1	1	1	1
OG_4956	1	0	0	1	1	1	1
OG_4990	0	0	1	1	1	0	0
OG_4992	1	0	0	1	1	1	1
OG_5071	0	0	0	1	0	0	0
OG_5096	0	0	0	1	0	0	0
OG_5121	0	1	0	1	1	1	1
OG_5124	0	0	0	1	0	0	0
OG_5125	1	0	0	0	0	0	0
OG_5150	1	1	0	0	0	1	0
OG_5199	0	1	0	0	0	0	0
OG_5239	0	0	1	0	0	0	0
OG_5274	0	0	1	0	0	0	0
OG_5278	1	0	0	1	1	1	1
OG_5293	0	0	0	1	0	0	0
OG_5294	0	0	0	1	0	0	0
OG_5328	0	0	1	0	0	0	0
OG_5443	0	0	0	1	0	0	0
OG_5516	0	0	0	1	0	0	0
OG_5542	1	0	0	0	0	0	0
OG_5557	0	0	0	1	0	0	0
OG_5571	0	0	1	0	0	0	0
OG_5681	0	1	0	0	0	0	0
OG_5724	0	0	0	1	0	0	0
OG_5730	1	1	0	0	0	1	0
OG_5820	0	0	0	1	0	0	0
OG_5869	0	1	0	0	0	0	0
OG_5981	1	0	0	0	0	0	0
