orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
OG_100	Tadh	Tadh		1	0	1
OG_10021	TrH2	TrH2		1	0	1
OG_10037	TrH2	TrH2		1	0	1
OG_10045	TrH2	TrH2		1	0	1
OG_1006	TrH2	TrH2		1	0	1
OG_10065	Tadh	Tadh		1	0	1
OG_10068	TrH2	TrH2		1	0	1
OG_1007	TrH2	TrH2		1	0	1
OG_10077	TrH2	TrH2		1	0	1
OG_1012	Tadh	Tadh		1	0	1
OG_10133	TrH2	TrH2		1	0	1
OG_10140	TrH2	TrH2		1	0	1
OG_1015	TrH2	TrH2		1	0	1
OG_10156	Tadh	Tadh		1	0	1
OG_10166	TrH2	TrH2		1	0	1
OG_10176	TrH2	TrH2		1	0	1
OG_10179	TrH2	TrH2		1	0	1
OG_10251	TrH2	TrH2		1	0	1
OG_10254	TrH2	TrH2		1	0	1
OG_10261	TrH2	TrH2		1	0	1
OG_10275	TrH2	TrH2		1	0	1
OG_10277	TrH2	TrH2		1	0	1
OG_1028	TrH2	TrH2		1	0	1
OG_10290	TrH2	TrH2		1	0	1
OG_10305	TrH2	TrH2		1	0	1
OG_1034	TrH2	TrH2		1	0	1
OG_1037	Tadh	Tadh		1	0	1
OG_104	Tadh	Tadh		1	0	1
OG_10421	Tadh,TrH2	Trichoplax		1	0	3
OG_10484	TrH2	TrH2		1	0	1
OG_1049	TrH2	TrH2		1	0	1
OG_10520	TrH2	TrH2		1	0	1
OG_1054	Tadh,TrH2	Trichoplax		1	0	3
OG_10541	TrH2	TrH2		1	0	1
OG_10598	TrH2	TrH2		1	0	1
OG_10599	TrH2	TrH2		1	0	1
OG_1060	Tadh	Tadh		1	0	1
OG_10663	TrH2	TrH2		1	0	1
OG_10664	TrH2	TrH2		1	0	1
OG_10677	TrH2	TrH2		1	0	1
OG_1068	TrH2	TrH2		1	0	1
OG_10685	TrH2	TrH2		1	0	1
OG_1069	TrH2	TrH2		1	0	1
OG_10693	TrH2	TrH2		1	0	1
OG_10714	TrH2	TrH2		1	0	1
OG_10726	TrH2	TrH2		1	0	1
OG_10727	Tadh	Tadh		1	0	1
OG_10753	TrH2	TrH2		1	0	1
OG_10754	TrH2	TrH2		1	0	1
OG_1088	TrH2	TrH2		1	0	1
OG_1096	TrH2	TrH2		1	0	1
OG_1097	Tadh	Tadh		1	0	1
OG_1099	TrH2	TrH2		1	0	1
OG_111	TrH2	TrH2		1	0	1
OG_1110	TrH2	TrH2		1	0	1
OG_1112	Tadh	Tadh		1	0	1
OG_1120	Tadh	Tadh		1	0	1
OG_1123	TrH2	TrH2		1	0	1
OG_1129	TrH2	TrH2		1	0	1
OG_1132	TrH2	TrH2		1	0	1
OG_1140	Tadh	Tadh		1	0	1
OG_1141	TrH2	TrH2		1	0	1
