gene	transcript	orthogroup	species	gene_module
Tadh_TriadG57974	Tadh_TriadT57974	OG_9917	Tadh	Tadh.salmon
Tadh_wf_g9640	Tadh_wf_g9640.t1	OG_4313	Tadh	Tadh.salmon
Tadh_TriadG64425	Tadh_TriadT64425	OG_8842	Tadh	Tadh.salmon
Tadh_TriadG64030	Tadh_TriadT64030	OG_8842	Tadh	Tadh.salmon
Tadh_TriadG54118	Tadh_TriadT54118	OG_9060	Tadh	Tadh.salmon
Tadh_TriadG61654	Tadh_TriadT61654	OG_6793	Tadh	Tadh.salmon
Tadh_TriadG50756	Tadh_TriadT50756	OG_3351	Tadh	Tadh.salmon
Tadh_TriadG18273	Tadh_TriadT18273	OG_5757	Tadh	Tadh.salmon
Tadh_TriadG61998	Tadh_TriadT61998	OG_9239	Tadh	Tadh.salmon
Tadh_TriadG26333	Tadh_TriadT26333	OG_2364	Tadh	Tadh.salmon
Tadh_TriadG24415	Tadh_TriadT24415	OG_8532	Tadh	Tadh.salmon
Tadh_TriadG57022	Tadh_TriadT57022	OG_5877	Tadh	Tadh.salmon
Tadh_TriadG61403	Tadh_TriadT61403	OG_3447	Tadh	Tadh.salmon
Tadh_TriadG56865	Tadh_TriadT56865	OG_8397	Tadh	Tadh.salmon
Tadh_TriadG58897	Tadh_TriadT58897	OG_613	Tadh	Tadh.salmon
Tadh_TriadG50867	Tadh_TriadT50867	OG_9115	Tadh	Tadh.salmon
Tadh_TriadG60972	Tadh_TriadT60972	OG_8177	Tadh	Tadh.salmon
Tadh_TriadG8990	Tadh_TriadT8990	OG_7785	Tadh	Tadh.salmon
Tadh_TriadG61269	Tadh_TriadT61269	OG_7496	Tadh	Tadh.salmon
Tadh_TriadG59710	Tadh_TriadT59710	OG_2899	Tadh	Tadh.salmon
Tadh_TriadG58117	Tadh_TriadT58117	OG_36	Tadh	Tadh.salmon
Tadh_wf_g9189	Tadh_wf_g9189.t1	OG_3551	Tadh	Tadh.salmon
Tadh_TriadG64072	Tadh_TriadT64072	OG_8375	Tadh	Tadh.salmon
Tadh_TriadG28636	Tadh_TriadT28636	OG_6903	Tadh	Tadh.salmon
Tadh_TriadG20134	Tadh_TriadT20134	OG_5032	Tadh	Tadh.salmon
Tadh_TriadG56191	Tadh_TriadT56191	OG_2696	Tadh	Tadh.salmon
Tadh_TriadG28658	Tadh_TriadT28658	OG_7361	Tadh	Tadh.salmon
Tadh_TriadG37128	Tadh_TriadT37128	OG_833	Tadh	Tadh.salmon
Tadh_TriadG57475	Tadh_TriadT57475	OG_3860	Tadh	Tadh.salmon
Tadh_TriadG35784	Tadh_TriadT35784	OG_7411	Tadh	Tadh.salmon
Tadh_TriadG59867	Tadh_TriadT59867	OG_2565	Tadh	Tadh.salmon
Tadh_TriadG60634	Tadh_TriadT60634	OG_8610	Tadh	Tadh.salmon
Tadh_TriadG37989	Tadh_TriadT37989	OG_6737	Tadh	Tadh.salmon
Tadh_TriadG55969	Tadh_TriadT55969	OG_1736	Tadh	Tadh.salmon
Tadh_TriadG54406	Tadh_TriadT54406	OG_3145	Tadh	Tadh.salmon
Tadh_TriadG5340	Tadh_TriadT5340	OG_5703	Tadh	Tadh.salmon
Tadh_TriadG54316	Tadh_TriadT54316	OG_4916	Tadh	Tadh.salmon
Tadh_TriadG28044	Tadh_TriadT28044	OG_1835	Tadh	Tadh.salmon
Tadh_TriadG63279	Tadh_TriadT63279	OG_7297	Tadh	Tadh.salmon
Tadh_TriadG37327	Tadh_TriadT37327	OG_5256	Tadh	Tadh.salmon
Tadh_TriadG20201	Tadh_TriadT20201	OG_7023	Tadh	Tadh.salmon
Tadh_TriadG50735	Tadh_TriadT50735	OG_3469	Tadh	Tadh.salmon
Tadh_TriadG29141	Tadh_TriadT29141	OG_8736	Tadh	Tadh.salmon
Tadh_TriadG55419	Tadh_TriadT55419	OG_7115	Tadh	Tadh.salmon
Tadh_TriadG63527	Tadh_TriadT63527	OG_797	Tadh	Tadh.salmon
Tadh_TriadG60947	Tadh_TriadT60947	OG_5677	Tadh	Tadh.salmon
Tadh_TriadG34476	Tadh_TriadT34476	OG_6837	Tadh	Tadh.salmon
Tadh_TriadG32120	Tadh_TriadT32120	OG_9122	Tadh	Tadh.salmon
Tadh_TriadG34137	Tadh_TriadT34137	OG_6283	Tadh	Tadh.salmon
Tadh_TriadG35460	Tadh_TriadT35460	OG_6035	Tadh	Tadh.salmon
Tadh_TriadG53929	Tadh_TriadT53929	OG_9156	Tadh	Tadh.salmon
Tadh_TriadG21996	Tadh_TriadT21996	OG_762	Tadh	Tadh.salmon
Tadh_TriadG19600	Tadh_TriadT19600	OG_1103	Tadh	Tadh.salmon
Tadh_TriadG36673	Tadh_TriadT36673	OG_7502	Tadh	Tadh.salmon
Tadh_TriadG50396	Tadh_TriadT50396	OG_8876	Tadh	Tadh.salmon
Tadh_TriadG59121	Tadh_TriadT59121	OG_2158	Tadh	Tadh.salmon
Tadh_TriadG52773	Tadh_TriadT52773	OG_4332	Tadh	Tadh.salmon
Tadh_TriadG7760	Tadh_TriadT7760	OG_3521	Tadh	Tadh.salmon
Tadh_TriadG64161	Tadh_TriadT64161	OG_10752	Tadh	Tadh.salmon
Tadh_TriadG59110	Tadh_TriadT59110	OG_714	Tadh	Tadh.salmon
Tadh_TriadG38348	Tadh_TriadT38348	OG_1532	Tadh	Tadh.salmon
Tadh_TriadG52288	Tadh_TriadT52288	OG_4883	Tadh	Tadh.salmon
Tadh_TriadG24835	Tadh_TriadT24835	OG_4976	Tadh	Tadh.salmon
Tadh_TriadG18395	Tadh_TriadT18395	OG_2632	Tadh	Tadh.salmon
Tadh_TriadG26229	Tadh_TriadT26229	OG_9935	Tadh	Tadh.salmon
Tadh_TriadG25209	Tadh_TriadT25209	OG_1569	Tadh	Tadh.salmon
Tadh_TriadG59399	Tadh_TriadT59399	OG_548	Tadh	Tadh.salmon
Tadh_TriadG50102	Tadh_TriadT50102	OG_9580	Tadh	Tadh.salmon
Tadh_TriadG16220	Tadh_TriadT16220	OG_1282	Tadh	Tadh.salmon
Tadh_TriadG59427	Tadh_TriadT59427	OG_3367	Tadh	Tadh.salmon
Tadh_TriadG54326	Tadh_TriadT54326	OG_617	Tadh	Tadh.salmon
Tadh_TriadG63181	Tadh_TriadT63181	OG_10251	Tadh	Tadh.salmon
Tadh_TriadG28674	Tadh_TriadT28674	OG_751	Tadh	Tadh.salmon
Tadh_TriadG24417	Tadh_TriadT24417	OG_709	Tadh	Tadh.salmon
Tadh_TriadG61497	Tadh_TriadT61497	OG_2465	Tadh	Tadh.salmon
Tadh_TriadG27195	Tadh_TriadT27195	OG_9955	Tadh	Tadh.salmon
Tadh_TriadG54177	Tadh_TriadT54177	OG_159	Tadh	Tadh.salmon
