gene	transcript	orthogroup	species	gene_module
Tadh_TriadG5673	Tadh_TriadT5673	OG_10649	Tadh	Tadh.lightgreen
Tadh_TriadG54063	Tadh_TriadT54063	OG_6662	Tadh	Tadh.lightgreen
Tadh_TriadG33646	Tadh_TriadT33646	OG_7767	Tadh	Tadh.lightgreen
Tadh_wf_g10973	Tadh_wf_g10973.t1	OG_1813	Tadh	Tadh.lightgreen
Tadh_TriadG56625	Tadh_TriadT56625	OG_9331	Tadh	Tadh.lightgreen
Tadh_TriadG29583	Tadh_TriadT29583	OG_4955	Tadh	Tadh.lightgreen
Tadh_wf_g10680	Tadh_wf_g10680.t1	OG_6506	Tadh	Tadh.lightgreen
Tadh_TriadG62272	Tadh_TriadT62272	OG_7761	Tadh	Tadh.lightgreen
Tadh_wf_g10972	Tadh_wf_g10972.t1	OG_1812	Tadh	Tadh.lightgreen
Tadh_TriadG61534	Tadh_TriadT61534	OG_3565	Tadh	Tadh.lightgreen
Tadh_wf_g9561	Tadh_wf_g9561.t1	OG_6485	Tadh	Tadh.lightgreen
Tadh_TriadG9493	Tadh_TriadT9493	OG_6910	Tadh	Tadh.lightgreen
Tadh_TriadG54260	Tadh_TriadT54260	OG_9384	Tadh	Tadh.lightgreen
Tadh_wf_g6541	Tadh_wf_g6541.t1	OG_5730	Tadh	Tadh.lightgreen
Tadh_TriadG60077	Tadh_TriadT60077	OG_4214	Tadh	Tadh.lightgreen
Tadh_TriadG29555	Tadh_TriadT29555	OG_9540	Tadh	Tadh.lightgreen
Tadh_TriadG7464	Tadh_TriadT7464	OG_8152	Tadh	Tadh.lightgreen
Tadh_TriadG30381	Tadh_TriadT30381	OG_10105	Tadh	Tadh.lightgreen
Tadh_TriadG57535	Tadh_TriadT57535	OG_7659	Tadh	Tadh.lightgreen
Tadh_TriadG54538	Tadh_TriadT54538	OG_10162	Tadh	Tadh.lightgreen
Tadh_TriadG32658	Tadh_TriadT32658	OG_3569	Tadh	Tadh.lightgreen
Tadh_TriadG62569	Tadh_TriadT62569	OG_4820	Tadh	Tadh.lightgreen
Tadh_wf_g8198	Tadh_wf_g8198.t1	OG_4471	Tadh	Tadh.lightgreen
Tadh_TriadG5186	Tadh_TriadT5186	OG_9160	Tadh	Tadh.lightgreen
Tadh_wf_g10333	Tadh_wf_g10333.t1	OG_5150	Tadh	Tadh.lightgreen
Tadh_wf_g10679	Tadh_wf_g10679.t1	OG_6506	Tadh	Tadh.lightgreen
Tadh_TriadG58099	Tadh_TriadT58099	OG_8458	Tadh	Tadh.lightgreen
Tadh_TriadG56106	Tadh_TriadT56106	OG_6071	Tadh	Tadh.lightgreen
Tadh_TriadG59518	Tadh_TriadT59518	OG_4744	Tadh	Tadh.lightgreen
Tadh_TriadG58103	Tadh_TriadT58103	OG_8454	Tadh	Tadh.lightgreen
Tadh_TriadG19440	Tadh_TriadT19440	OG_9008	Tadh	Tadh.lightgreen
Tadh_TriadG61747	Tadh_TriadT61747	OG_2812	Tadh	Tadh.lightgreen
Tadh_TriadG52295	Tadh_TriadT52295	OG_9270	Tadh	Tadh.lightgreen
Tadh_TriadG55894	Tadh_TriadT55894	OG_6398	Tadh	Tadh.lightgreen
Tadh_wf_g11708	Tadh_wf_g11708.t1	OG_3569	Tadh	Tadh.lightgreen
Tadh_TriadG61531	Tadh_TriadT61531	OG_3569	Tadh	Tadh.lightgreen
Tadh_TriadG51746	Tadh_TriadT51746	OG_9182	Tadh	Tadh.lightgreen
Tadh_TriadG59566	Tadh_TriadT59566	OG_4956	Tadh	Tadh.lightgreen
Tadh_TriadG26040	Tadh_TriadT26040	OG_7573	Tadh	Tadh.lightgreen
Tadh_TriadG62089	Tadh_TriadT62089	OG_8492	Tadh	Tadh.lightgreen
Tadh_TriadG24722	Tadh_TriadT24722	OG_5981	Tadh	Tadh.lightgreen
Tadh_TriadG52102	Tadh_TriadT52102	OG_5278	Tadh	Tadh.lightgreen
Tadh_TriadG25862	Tadh_TriadT25862	OG_3754	Tadh	Tadh.lightgreen
Tadh_wf_g10501	Tadh_wf_g10501.t1	OG_5125	Tadh	Tadh.lightgreen
Tadh_TriadG61374	Tadh_TriadT61374	OG_4041	Tadh	Tadh.lightgreen
Tadh_TriadG58712	Tadh_TriadT58712	OG_4992	Tadh	Tadh.lightgreen
Tadh_TriadG61508	Tadh_TriadT61508	OG_6635	Tadh	Tadh.lightgreen
Tadh_wf_g10067	Tadh_wf_g10067.t1	OG_4020	Tadh	Tadh.lightgreen
Tadh_TriadG54135	Tadh_TriadT54135	OG_5542	Tadh	Tadh.lightgreen
Tadh_TriadG28800	Tadh_TriadT28800	OG_721	Tadh	Tadh.lightgreen
Tadh_TriadG54041	Tadh_TriadT54041	OG_6771	Tadh	Tadh.lightgreen
Tadh_TriadG61070	Tadh_TriadT61070	OG_9767	Tadh	Tadh.lightgreen
Tadh_TriadG59851	Tadh_TriadT59851	OG_4535	Tadh	Tadh.lightgreen
Tadh_TriadG50915	Tadh_TriadT50915	OG_2353	Tadh	Tadh.lightgreen
Tadh_TriadG28940	Tadh_TriadT28940	OG_6118	Tadh	Tadh.lightgreen
Tadh_wf_g11440	Tadh_wf_g11440.t1	OG_4092	Tadh	Tadh.lightgreen
Tadh_TriadG59069	Tadh_TriadT59069	OG_730	Tadh	Tadh.lightgreen
Tadh_TriadG58672	Tadh_TriadT58672	OG_3393	Tadh	Tadh.lightgreen
Tadh_TriadG57406	Tadh_TriadT57406	OG_8868	Tadh	Tadh.lightgreen
Tadh_TriadG25965	Tadh_TriadT25965	OG_3059	Tadh	Tadh.lightgreen
Tadh_TriadG57255	Tadh_TriadT57255	OG_6726	Tadh	Tadh.lightgreen
TrH2_TrispH2_004945	TrH2_TrispH2_004945-RA	OG_1813	TrH2	TrH2.magenta
TrH2_TrispH2_006838	TrH2_TrispH2_006838-RA	OG_6910	TrH2	TrH2.magenta
TrH2_TrispH2_010914	TrH2_TrispH2_010914-RA	OG_3569	TrH2	TrH2.magenta
TrH2_TrispH2_008914	TrH2_TrispH2_008914-RA	OG_1503	TrH2	TrH2.magenta
TrH2_TrispH2_008043	TrH2_TrispH2_008043-RA	OG_6506	TrH2	TrH2.magenta
TrH2_TrispH2_010328	TrH2_TrispH2_010328-RA	OG_4214	TrH2	TrH2.magenta
TrH2_TrispH2_011884	TrH2_TrispH2_011884-RA	OG_4955	TrH2	TrH2.magenta
TrH2_TrispH2_006101	TrH2_TrispH2_006101-RA	OG_10649	TrH2	TrH2.magenta
TrH2_TrispH2_010451	TrH2_TrispH2_010451-RA	OG_7767	TrH2	TrH2.magenta
TrH2_TrispH2_008044	TrH2_TrispH2_008044-RA	OG_6506	TrH2	TrH2.magenta
TrH2_TrispH2_010916	TrH2_TrispH2_010916-RA	OG_3573	TrH2	TrH2.magenta
TrH2_TrispH2_004944	TrH2_TrispH2_004944-RA	OG_1812	TrH2	TrH2.magenta
TrH2_TrispH2_007776	TrH2_TrispH2_007776-RA	OG_9384	TrH2	TrH2.magenta
TrH2_TrispH2_008368	TrH2_TrispH2_008368-RA	OG_9211	TrH2	TrH2.magenta
TrH2_TrispH2_009765	TrH2_TrispH2_009765-RA	OG_5150	TrH2	TrH2.magenta
TrH2_TrispH2_010326	TrH2_TrispH2_010326-RA	OG_6359	TrH2	TrH2.magenta
TrH2_TrispH2_003743	TrH2_TrispH2_003743-RA	OG_2374	TrH2	TrH2.magenta
TrH2_TrispH2_009483	TrH2_TrispH2_009483-RA	OG_6485	TrH2	TrH2.magenta
TrH2_TrispH2_008042	TrH2_TrispH2_008042-RA	OG_6506	TrH2	TrH2.magenta
TrH2_TrispH2_010333	TrH2_TrispH2_010333-RA	OG_4214	TrH2	TrH2.magenta
TrH2_TrispH2_011598	TrH2_TrispH2_011598-RA	OG_9210	TrH2	TrH2.magenta
TrH2_TrispH2_010696	TrH2_TrispH2_010696-RA	OG_8152	TrH2	TrH2.magenta
TrH2_TrispH2_011346	TrH2_TrispH2_011346-RA	OG_10605	TrH2	TrH2.magenta
TrH2_TrispH2_010912	TrH2_TrispH2_010912-RA	OG_3569	TrH2	TrH2.magenta
TrH2_TrispH2_011967	TrH2_TrispH2_011967-RA	OG_4471	TrH2	TrH2.magenta
TrH2_TrispH2_010922	TrH2_TrispH2_010922-RA	OG_2812	TrH2	TrH2.magenta
TrH2_TrispH2_010858	TrH2_TrispH2_010858-RA	OG_7648	TrH2	TrH2.magenta
TrH2_TrispH2_008176	TrH2_TrispH2_008176-RA	OG_1484	TrH2	TrH2.magenta
TrH2_TrispH2_006110	TrH2_TrispH2_006110-RA	OG_4361	TrH2	TrH2.magenta
TrH2_TrispH2_011713	TrH2_TrispH2_011713-RA	OG_4209	TrH2	TrH2.magenta
TrH2_TrispH2_006023	TrH2_TrispH2_006023-RA	OG_6590	TrH2	TrH2.magenta
TrH2_TrispH2_003275	TrH2_TrispH2_003275-RA	OG_8182	TrH2	TrH2.magenta
TrH2_TrispH2_000572	TrH2_TrispH2_000572-RA	OG_8454	TrH2	TrH2.magenta
TrH2_TrispH2_005661	TrH2_TrispH2_005661-RA	OG_10728	TrH2	TrH2.magenta
TrH2_TrispH2_001071	TrH2_TrispH2_001071-RA	OG_2438	TrH2	TrH2.magenta
TrH2_TrispH2_009665	TrH2_TrispH2_009665-RA	OG_2353	TrH2	TrH2.magenta
TrH2_TrispH2_005902	TrH2_TrispH2_005902-RA	OG_9331	TrH2	TrH2.magenta
TrH2_TrispH2_010523	TrH2_TrispH2_010523-RA	OG_2756	TrH2	TrH2.magenta
TrH2_TrispH2_010104	TrH2_TrispH2_010104-RA	OG_2710	TrH2	TrH2.magenta
TrH2_TrispH2_010116	TrH2_TrispH2_010116-RA	OG_4780	TrH2	TrH2.magenta
TrH2_TrispH2_005687	TrH2_TrispH2_005687-RA	OG_9160	TrH2	TrH2.magenta
TrH2_TrispH2_001639	TrH2_TrispH2_001639-RA	OG_274	TrH2	TrH2.magenta
TrH2_TrispH2_010138	TrH2_TrispH2_010138-RA	OG_7186	TrH2	TrH2.magenta
TrH2_TrispH2_005357	TrH2_TrispH2_005357-RA	OG_10651	TrH2	TrH2.magenta
TrH2_TrispH2_010155	TrH2_TrispH2_010155-RA	OG_9625	TrH2	TrH2.magenta
TrH2_TrispH2_010014	TrH2_TrispH2_010014-RA	OG_6071	TrH2	TrH2.magenta
TrH2_TrispH2_004648	TrH2_TrispH2_004648-RA	OG_5730	TrH2	TrH2.magenta
TrH2_TrispH2_003535	TrH2_TrispH2_003535-RA	OG_5121	TrH2	TrH2.magenta
TrH2_TrispH2_006983	TrH2_TrispH2_006983-RA	OG_5681	TrH2	TrH2.magenta
TrH2_TrispH2_011339	TrH2_TrispH2_011339-RA	OG_9540	TrH2	TrH2.magenta
TrH2_TrispH2_001269	TrH2_TrispH2_001269-RA	OG_10162	TrH2	TrH2.magenta
TrH2_TrispH2_001271	TrH2_TrispH2_001271-RA	OG_3723	TrH2	TrH2.magenta
TrH2_TrispH2_007785	TrH2_TrispH2_007785-RA	OG_5869	TrH2	TrH2.magenta
TrH2_TrispH2_011728	TrH2_TrispH2_011728-RA	OG_10625	TrH2	TrH2.magenta
TrH2_TrispH2_009566	TrH2_TrispH2_009566-RA	OG_10476	TrH2	TrH2.magenta
TrH2_TrispH2_005137	TrH2_TrispH2_005137-RA	OG_9717	TrH2	TrH2.magenta
TrH2_TrispH2_009940	TrH2_TrispH2_009940-RA	OG_4909	TrH2	TrH2.magenta
TrH2_TrispH2_007969	TrH2_TrispH2_007969-RA	OG_8036	TrH2	TrH2.magenta
TrH2_TrispH2_010042	TrH2_TrispH2_010042-RA	OG_2975	TrH2	TrH2.magenta
TrH2_TrispH2_007963	TrH2_TrispH2_007963-RA	OG_8032	TrH2	TrH2.magenta
TrH2_TrispH2_010921	TrH2_TrispH2_010921-RA	OG_4395	TrH2	TrH2.magenta
TrH2_TrispH2_011863	TrH2_TrispH2_011863-RA	OG_2984	TrH2	TrH2.magenta
TrH2_TrispH2_003717	TrH2_TrispH2_003717-RA	OG_1781	TrH2	TrH2.magenta
TrH2_TrispH2_011333	TrH2_TrispH2_011333-RA	OG_9540	TrH2	TrH2.magenta
TrH2_TrispH2_003303	TrH2_TrispH2_003303-RA	OG_6633	TrH2	TrH2.magenta
TrH2_TrispH2_011841	TrH2_TrispH2_011841-RA	OG_7054	TrH2	TrH2.magenta
TrH2_TrispH2_011840	TrH2_TrispH2_011840-RA	OG_6326	TrH2	TrH2.magenta
TrH2_TrispH2_000976	TrH2_TrispH2_000976-RA	OG_6107	TrH2	TrH2.magenta
TrH2_TrispH2_005953	TrH2_TrispH2_005953-RA	OG_730	TrH2	TrH2.magenta
TrH2_TrispH2_006437	TrH2_TrispH2_006437-RA	OG_10244	TrH2	TrH2.magenta
TrH2_TrispH2_007564	TrH2_TrispH2_007564-RA	OG_8492	TrH2	TrH2.magenta
TrH2_TrispH2_010447	TrH2_TrispH2_010447-RA	OG_7763	TrH2	TrH2.magenta
TrH2_TrispH2_004154	TrH2_TrispH2_004154-RA	OG_5199	TrH2	TrH2.magenta
TrH2_TrispH2_003352	TrH2_TrispH2_003352-RA	OG_2039	TrH2	TrH2.magenta
TrH2_TrispH2_005003	TrH2_TrispH2_005003-RA	OG_3163	TrH2	TrH2.magenta
TrH2_TrispH2_002282	TrH2_TrispH2_002282-RA	OG_2318	TrH2	TrH2.magenta
TrH2_TrispH2_000527	TrH2_TrispH2_000527-RA	OG_3305	TrH2	TrH2.magenta
TrH2_TrispH2_007024	TrH2_TrispH2_007024-RA	OG_3625	TrH2	TrH2.magenta
TrH2_TrispH2_011489	TrH2_TrispH2_011489-RA	OG_4657	TrH2	TrH2.magenta
Hhon_g11151.t1	Hhon_g11151.t1	OG_7767	Hhon	Hhon.darkred
Hhon_g08606.t1	Hhon_g08606.t1	OG_2338	Hhon	Hhon.darkred
Hhon_g10930.t1	Hhon_g10930.t1	OG_9109	Hhon	Hhon.darkred
Hhon_g00251.t1	Hhon_g00251.t1	OG_2921	Hhon	Hhon.darkred
Hhon_g05361.t1	Hhon_g05361.t1	OG_1503	Hhon	Hhon.darkred
Hhon_g00525.t1	Hhon_g00525.t1	OG_3568	Hhon	Hhon.darkred
Hhon_g11515.t1	Hhon_g11515.t1	OG_3565	Hhon	Hhon.darkred
Hhon_g07726.t1	Hhon_g07726.t1	OG_5328	Hhon	Hhon.darkred
Hhon_g04954.t1	Hhon_g04954.t1	OG_1405	Hhon	Hhon.darkred
Hhon_g02618.t1	Hhon_g02618.t1	OG_6910	Hhon	Hhon.darkred
Hhon_g10198.t1	Hhon_g10198.t1	OG_4955	Hhon	Hhon.darkred
Hhon_g11191.t1	Hhon_g11191.t1	OG_9329	Hhon	Hhon.darkred
Hhon_g10814.t1	Hhon_g10814.t1	OG_8152	Hhon	Hhon.darkred
Hhon_g10177.t1	Hhon_g10177.t1	OG_6996	Hhon	Hhon.darkred
Hhon_g03658.t1	Hhon_g03658.t1	OG_7006	Hhon	Hhon.darkred
Hhon_g00116.t1	Hhon_g00116.t1	OG_8454	Hhon	Hhon.darkred
Hhon_g00782.t1	Hhon_g00782.t1	OG_6581	Hhon	Hhon.darkred
Hhon_g06559.t1	Hhon_g06559.t1	OG_1813	Hhon	Hhon.darkred
Hhon_g00640.t1	Hhon_g00640.t1	OG_9384	Hhon	Hhon.darkred
Hhon_g09232.t1	Hhon_g09232.t1	OG_6640	Hhon	Hhon.darkred
