orthogroup	orthogroup_name	pres_expression	gain_expression	loss_expression	num_expressed	pres_conserved	gain_conserved	loss_conserved	is_tfs	is_neu	is_ion	is_sig	is_siggpcr	is_flag	genes_in_og_Tadh	genes_in_og_TrH2	genes_in_og_Hhon	genes_in_og_HoiH23	genes_in_og_and_community_Tadh	genes_in_og_and_community_TrH2	genes_in_og_and_community_Hhon	genes_in_og_and_community_HoiH23	ogs_tfs	ogs_neu	ogs_ion	ogs_sig	ogs_siggpcr	ogs_flag	pfam_architectures
OG_3392	Doublesex_DM.HG1.18:like:DMRT1/DMRT2/DMRT3/DMRTA1/DMRTA2/DMRTB1	Tadh,TrH2	Trichoplax	NA	2	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT62297,Tadh_wf_g7560.t1	TrH2_TrispH2_006213-RA,TrH2_TrispH2_010433-RA	Hhon_g11068.t1	HoiH23_PlH23_005764-RA,HoiH23_PlH23_009684-RA					Doublesex_DM.HG1.18:like:DMRT1/DMRT2/DMRT3/DMRTA1/DMRTA2/DMRTB1	NA	NA	NA	NA	NA	DM/
OG_10176	Myb.HG1.24:MYB/MYBL1	TrH2	TrH2	NA	1	HoiH23,Tadh,TrH2	Placozoa	Hhon	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT17350	TrH2_TrispH2_009480-RA		HoiH23_PlH23_003546-RA		TrH2_TrispH2_009480-RA			Myb.HG1.24:MYB/MYBL1	NA	NA	NA	NA	NA	Myb_DNA-binding/Myb_DNA-bind_6/Cmyb_C/,Myb_DNA-binding/Myb_DNA-binding/Myb_DNA-binding/,Myb_DNA-binding/Myb_DNA-binding/Myb_DNA-binding/Cmyb_C/
OG_10290	nuclear_autoantigenic_sperm_protein,Myb.Unclassified	TrH2	TrH2	NA	1	HoiH23,Tadh,TrH2	Placozoa	Hhon	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT64051,Tadh_wf_g6674.t1	TrH2_TrispH2_005309-RA		HoiH23_PlH23_008643-RA		TrH2_TrispH2_005309-RA			Myb.Unclassified	NA	NA	NA	NA	NA	MADF_DNA_bdg/,MADF_DNA_bdg/SHNi-TPR/TPR_8/,SHNi-TPR/,SHNi-TPR/TPR_8/
OG_1390	mTERF.HG1.0:like:MTERF1/MTERF2/MTERF3/MTERF4	TrH2	TrH2	NA	1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT61872	TrH2_TrispH2_009357-RA	Hhon_g04892.t1	HoiH23_PlH23_008995-RA		TrH2_TrispH2_009357-RA			mTERF.HG1.0:like:MTERF1/MTERF2/MTERF3/MTERF4	NA	NA	NA	NA	NA	mTERF/
OG_2220	HMGbox_Sox.HG1.29:like:HMGXB4	TrH2	TrH2	NA	1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT51474	TrH2_TrispH2_005220-RA	Hhon_g08126.t1	HoiH23_PlH23_008463-RA		TrH2_TrispH2_005220-RA			HMGbox_Sox.HG1.29:like:HMGXB4	NA	NA	NA	NA	NA	HMG_box/
OG_397	NFYB_NFYC.HG6.0:NA	TrH2	TrH2	NA	1	Hhon,TrH2	Placozoa	HoiH23,Tadh	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		TrH2_TrispH2_005983-RA	Hhon_g01462.t1			TrH2_TrispH2_005983-RA			NFYB_NFYC.HG6.0:NA	NA	NA	NA	NA	NA	CENP-X/
OG_4169	NFYB_NFYC.HG4.6:POLE3,DNA_polymerase_epsilon_3_accessory_subunit,NFYB_NFYC.Unclassified	TrH2	TrH2	NA	1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g2149.t1	TrH2_TrispH2_004162-RA	Hhon_g09698.t1	HoiH23_PlH23_003612-RA		TrH2_TrispH2_004162-RA			NFYB_NFYC.HG4.6:POLE3	NA	NA	NA	NA	NA	CBFD_NFYB_HMF/
OG_5050	HLH.HG1.39:MYC/MYCL/MYCN	Tadh	Tadh	NA	1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT57914	TrH2_TrispH2_001455-RA	Hhon_g03563.t1	HoiH23_PlH23_001081-RA	Tadh_TriadT57914				HLH.HG1.39:MYC/MYCL/MYCN	NA	NA	NA	NA	NA	Myc_N/HLH/
OG_574	zf-C2H2.HG166.0:NA;zf-met.HG46.0:NA	TrH2	TrH2	NA	1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_wf_g4131.t1	TrH2_TrispH2_004908-RA	Hhon_g02200.t1	HoiH23_PlH23_002559-RA		TrH2_TrispH2_004908-RA			zf-C2H2.HG166.0:NA;zf-met.HG46.0:NA	NA	NA	NA	NA	NA	zf-C2H2_2/zf-met/,zf-C2H2_jaz/zf-met/,zf-met/zf-C2H2_jaz/
OG_6175	E2F_TDP.HG1.6:like:E2F1/E2F2/E2F3/E2F4/E2F5/E2F6	TrH2	TrH2	NA	1	Hhon,HoiH23,Tadh,TrH2	Placozoa		TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Tadh_TriadT58918	TrH2_TrispH2_003685-RA	Hhon_g07709.t1	HoiH23_PlH23_003820-RA		TrH2_TrispH2_003685-RA			E2F_TDP.HG1.6:like:E2F1/E2F2/E2F3/E2F4/E2F5/E2F6	NA	NA	NA	NA	NA	E2F_TDP/E2F_CC-MB/
