	Tadh	TrH2	Hhon	HoiH23	Hoilungia	Trichoplax	Placozoa
OG_10	1	0	1	0	1	1	1
OG_10003	1	1	0	0	0	1	0
OG_10005	0	0	0	1	0	0	0
OG_10092	0	0	1	1	1	0	0
OG_10135	0	0	1	1	1	0	0
OG_10162	1	0	0	0	0	0	0
OG_10164	1	1	0	0	0	1	0
OG_10169	1	1	0	0	0	1	0
OG_10202	0	0	1	0	0	0	0
OG_10203	0	0	1	0	0	0	0
OG_10228	0	0	0	1	0	0	0
OG_10329	1	0	0	0	0	0	0
OG_10337	1	1	0	0	0	1	0
OG_10339	1	0	0	0	0	0	0
OG_10368	0	1	0	0	0	0	0
OG_10495	1	1	0	0	0	1	0
OG_10496	1	0	0	0	0	0	0
OG_10497	1	1	0	0	0	1	0
OG_10562	1	1	0	0	0	1	0
OG_10638	1	1	0	0	0	1	0
OG_10658	1	1	0	0	0	1	0
OG_10734	2	1	1	1	1	1	1
OG_10743	1	0	0	0	0	0	0
OG_1233	0	0	0	1	0	0	0
OG_1347	0	1	1	1	1	1	1
OG_1478	0	0	1	0	0	0	0
OG_1492	0	1	0	0	0	0	0
OG_1686	0	1	0	0	0	0	0
OG_1791	1	1	1	1	1	1	1
OG_2027	0	0	0	1	0	0	0
OG_216	0	0	1	0	0	0	0
OG_2294	1	0	0	0	0	0	0
OG_2303	0	0	1	0	0	0	0
OG_2351	1	1	0	0	0	1	0
OG_2712	0	0	1	0	0	0	0
OG_2713	0	0	1	0	0	0	0
OG_2729	0	0	0	1	0	0	0
OG_2772	0	0	1	0	0	0	0
OG_2812	0	0	1	0	0	0	0
OG_2876	1	0	0	0	0	0	0
OG_2909	0	1	0	1	1	1	1
OG_2912	0	0	1	1	1	0	0
OG_2924	0	0	1	1	1	0	0
OG_2959	2	1	1	0	1	1	1
OG_2981	0	0	1	1	1	0	0
OG_2989	0	0	2	0	0	0	0
OG_3009	1	1	0	1	1	1	1
OG_3060	0	0	0	1	0	0	0
OG_3101	0	0	1	1	1	0	0
OG_3123	1	0	0	0	0	0	0
OG_3175	1	1	0	1	1	1	1
OG_3222	0	0	1	0	0	0	0
OG_3305	1	0	1	0	1	1	1
OG_3456	0	0	0	1	0	0	0
OG_3483	0	1	0	1	1	1	1
OG_3484	0	1	0	1	1	1	1
OG_3559	0	0	0	1	0	0	0
OG_3660	0	0	1	1	1	0	0
OG_3686	0	1	0	0	0	0	0
OG_3726	1	0	0	0	0	0	0
OG_3763	0	1	0	0	0	0	0
OG_3772	1	0	0	0	0	0	0
OG_3774	0	1	2	1	1	1	1
OG_3909	0	0	1	0	0	0	0
OG_3934	1	1	2	1	1	1	1
OG_3935	1	1	0	0	0	1	0
OG_3946	1	1	1	1	1	1	1
OG_3982	1	0	0	1	1	1	1
OG_3983	2	1	1	1	1	1	1
OG_4024	1	0	1	1	1	1	1
OG_4026	0	0	1	0	0	0	0
OG_407	0	0	0	1	0	0	0
OG_408	0	0	1	0	0	0	0
OG_4080	0	0	1	0	0	0	0
OG_4084	0	0	1	0	0	0	0
OG_4107	1	0	0	0	0	0	0
OG_4192	1	0	0	0	0	0	0
OG_4211	2	0	1	0	1	1	1
OG_4214	1	0	0	1	1	1	1
OG_4216	1	1	0	0	0	1	0
OG_4219	0	0	1	0	0	0	0
OG_4220	0	0	2	2	1	0	0
OG_4233	1	0	0	0	0	0	0
OG_4268	1	0	0	0	0	0	0
OG_4284	0	0	1	1	1	0	0
OG_4285	1	1	1	1	1	1	1
OG_4286	0	0	1	1	1	0	0
OG_4305	1	0	0	0	0	0	0
OG_4343	1	0	0	0	0	0	0
OG_4344	1	1	0	0	0	1	0
OG_4346	1	1	1	1	1	1	1
OG_435	0	1	1	1	1	1	1
OG_4391	1	1	0	0	0	1	0
OG_4392	1	0	0	0	0	0	0
OG_4398	0	0	1	1	1	0	0
OG_4409	0	1	0	1	1	1	1
OG_4424	0	0	1	0	0	0	0
OG_443	0	0	1	1	1	0	0
OG_4458	1	1	1	1	1	1	1
OG_4462	0	0	1	0	0	0	0
OG_4469	1	1	0	0	0	1	0
OG_4470	0	0	0	1	0	0	0
OG_4471	0	0	0	3	0	0	0
OG_4474	1	0	0	0	0	0	0
OG_4527	1	0	0	0	0	0	0
OG_4530	0	0	1	0	0	0	0
OG_4560	5	1	1	1	1	1	1
OG_4562	0	0	0	1	0	0	0
OG_4566	1	1	0	1	1	1	1
OG_4567	1	0	0	0	0	0	0
OG_4604	0	0	1	0	0	0	0
OG_4605	0	1	1	1	1	1	1
OG_4636	0	0	0	1	0	0	0
OG_4642	0	0	0	1	0	0	0
OG_4710	1	1	1	1	1	1	1
OG_4712	0	0	0	1	0	0	0
OG_4731	1	1	0	1	1	1	1
OG_4732	1	0	0	0	0	0	0
OG_4760	1	0	0	0	0	0	0
OG_4761	0	1	0	0	0	0	0
OG_4762	2	2	1	5	1	1	1
OG_4764	1	1	0	0	0	1	0
OG_4765	1	0	0	1	1	1	1
OG_4771	1	1	0	0	0	1	0
OG_4773	1	1	1	1	1	1	1
OG_4776	1	1	0	0	0	1	0
