gene	transcript	orthogroup	species	gene_module
Hhon_g07007.t1	Hhon_g07007.t1	OG_9545	Hhon	Hhon.tan
Hhon_g10361.t1	Hhon_g10361.t1	OG_8888	Hhon	Hhon.tan
Hhon_g04164.t1	Hhon_g04164.t1	OG_1147	Hhon	Hhon.tan
Hhon_g06037.t1	Hhon_g06037.t1	OG_1677	Hhon	Hhon.tan
Hhon_g02262.t1	Hhon_g02262.t1	OG_9722	Hhon	Hhon.tan
Hhon_g05302.t1	Hhon_g05302.t1	OG_8956	Hhon	Hhon.tan
Hhon_g02471.t1	Hhon_g02471.t1	OG_7867	Hhon	Hhon.tan
Hhon_g09587.t1	Hhon_g09587.t1	OG_7798	Hhon	Hhon.tan
Hhon_g07415.t1	Hhon_g07415.t1	OG_6524	Hhon	Hhon.tan
Hhon_g05103.t1	Hhon_g05103.t1	OG_4465	Hhon	Hhon.tan
Hhon_g09586.t1	Hhon_g09586.t1	OG_2552	Hhon	Hhon.tan
Hhon_g08506.t1	Hhon_g08506.t1	OG_7620	Hhon	Hhon.tan
Hhon_g03554.t1	Hhon_g03554.t1	OG_5046	Hhon	Hhon.tan
Hhon_g05097.t1	Hhon_g05097.t1	OG_4177	Hhon	Hhon.tan
Hhon_g08214.t1	Hhon_g08214.t1	OG_7476	Hhon	Hhon.tan
Hhon_g07166.t1	Hhon_g07166.t1	OG_6955	Hhon	Hhon.tan
Hhon_g09323.t1	Hhon_g09323.t1	OG_10624	Hhon	Hhon.tan
Hhon_g08988.t1	Hhon_g08988.t1	OG_4933	Hhon	Hhon.tan
Hhon_g04684.t1	Hhon_g04684.t1	OG_1309	Hhon	Hhon.tan
Hhon_g00540.t1	Hhon_g00540.t1	OG_5522	Hhon	Hhon.tan
Hhon_g00160.t1	Hhon_g00160.t1	OG_9485	Hhon	Hhon.tan
Hhon_g00658.t1	Hhon_g00658.t1	OG_195	Hhon	Hhon.tan
Hhon_g02256.t1	Hhon_g02256.t1	OG_9727	Hhon	Hhon.tan
Hhon_g07009.t1	Hhon_g07009.t1	OG_6193	Hhon	Hhon.tan
Hhon_g03933.t1	Hhon_g03933.t1	OG_4614	Hhon	Hhon.tan
Hhon_g08370.t1	Hhon_g08370.t1	OG_2282	Hhon	Hhon.tan
Hhon_g09137.t1	Hhon_g09137.t1	OG_6133	Hhon	Hhon.tan
Hhon_g02854.t1	Hhon_g02854.t1	OG_6567	Hhon	Hhon.tan
Hhon_g07757.t1	Hhon_g07757.t1	OG_4822	Hhon	Hhon.tan
Hhon_g09356.t1	Hhon_g09356.t1	OG_3160	Hhon	Hhon.tan
Hhon_g00732.t1	Hhon_g00732.t1	OG_3127	Hhon	Hhon.tan
Hhon_g01133.t1	Hhon_g01133.t1	OG_6213	Hhon	Hhon.tan
Hhon_g04536.t1	Hhon_g04536.t1	OG_9350	Hhon	Hhon.tan
Hhon_g04620.t1	Hhon_g04620.t1	OG_9076	Hhon	Hhon.tan
Hhon_g00560.t1	Hhon_g00560.t1	OG_5513	Hhon	Hhon.tan
Hhon_g08666.t1	Hhon_g08666.t1	OG_2354	Hhon	Hhon.tan
Hhon_g07772.t1	Hhon_g07772.t1	OG_4141	Hhon	Hhon.tan
Hhon_g02309.t1	Hhon_g02309.t1	OG_600	Hhon	Hhon.tan
Hhon_g06776.t1	Hhon_g06776.t1	OG_5861	Hhon	Hhon.tan
Hhon_g09355.t1	Hhon_g09355.t1	OG_2486	Hhon	Hhon.tan
Hhon_g08332.t1	Hhon_g08332.t1	OG_3729	Hhon	Hhon.tan
Hhon_g04721.t1	Hhon_g04721.t1	OG_1319	Hhon	Hhon.tan
Hhon_g02092.t1	Hhon_g02092.t1	OG_7694	Hhon	Hhon.tan
Hhon_g02149.t1	Hhon_g02149.t1	OG_561	Hhon	Hhon.tan
Hhon_g01441.t1	Hhon_g01441.t1	OG_8346	Hhon	Hhon.tan
Hhon_g03474.t1	Hhon_g03474.t1	OG_9854	Hhon	Hhon.tan
Hhon_g05307.t1	Hhon_g05307.t1	OG_8953	Hhon	Hhon.tan
Hhon_g08910.t1	Hhon_g08910.t1	OG_5672	Hhon	Hhon.tan
Hhon_g07323.t1	Hhon_g07323.t1	OG_5169	Hhon	Hhon.tan
Hhon_g02521.t1	Hhon_g02521.t1	OG_4660	Hhon	Hhon.tan
Hhon_g02831.t1	Hhon_g02831.t1	OG_780	Hhon	Hhon.tan
Hhon_g07631.t1	Hhon_g07631.t1	OG_8935	Hhon	Hhon.tan
Hhon_g06169.t1	Hhon_g06169.t1	OG_3635	Hhon	Hhon.tan
Hhon_g02562.t1	Hhon_g02562.t1	OG_689	Hhon	Hhon.tan
Hhon_g04496.t1	Hhon_g04496.t1	OG_8973	Hhon	Hhon.tan
Hhon_g08505.t1	Hhon_g08505.t1	OG_2320	Hhon	Hhon.tan
Hhon_g06671.t1	Hhon_g06671.t1	OG_9790	Hhon	Hhon.tan
Hhon_g04614.t1	Hhon_g04614.t1	OG_9079	Hhon	Hhon.tan
Hhon_g05238.t1	Hhon_g05238.t1	OG_8464	Hhon	Hhon.tan
Hhon_g04840.t1	Hhon_g04840.t1	OG_7670	Hhon	Hhon.tan
Hhon_g07248.t1	Hhon_g07248.t1	OG_2016	Hhon	Hhon.tan
Hhon_g06595.t1	Hhon_g06595.t1	OG_3232	Hhon	Hhon.tan
