	Tadh	TrH2	Hhon	HoiH23	Hoilungia	Trichoplax	Placozoa
OG_10096	0	0	0	0	0	0	0
OG_1019	0	0	0	0	0	0	0
OG_10299	0	0	0	0	0	0	0
OG_10311	0	0	0	0	0	0	0
OG_10372	0	0	0	0	0	0	0
OG_10386	0	0	0	0	0	0	0
OG_1051	0	0	0	0	0	0	0
OG_10537	0	0	0	0	0	0	0
OG_10581	0	0	0	0	0	0	0
OG_10794	0	0	0	0	0	0	0
OG_108	0	0	0	0	0	0	0
OG_1110	0	0	0	0	0	0	0
OG_1136	0	0	0	0	0	0	0
OG_1157	0	0	0	0	0	0	0
OG_1220	0	0	0	0	0	0	0
OG_1225	0	0	0	0	0	0	0
OG_1265	0	0	0	0	0	0	0
OG_1291	0	0	0	0	0	0	0
OG_153	0	0	0	0	0	0	0
OG_162	0	0	0	0	0	0	0
OG_1658	0	0	0	0	0	0	0
OG_1698	0	0	0	0	0	0	0
OG_1734	0	0	0	0	0	0	0
OG_1826	0	0	0	0	0	0	0
OG_1866	0	0	0	0	0	0	0
OG_1885	0	0	0	0	0	0	0
OG_1972	0	0	0	0	0	0	0
OG_2216	0	0	0	0	0	0	0
OG_2262	0	0	0	0	0	0	0
OG_2311	0	0	0	0	0	0	0
OG_2395	0	0	0	0	0	0	0
OG_2495	0	0	0	0	0	0	0
OG_2559	0	0	0	0	0	0	0
OG_2589	0	0	0	0	0	0	0
OG_2625	0	0	0	0	0	0	0
OG_2627	0	0	0	0	0	0	0
OG_2629	0	0	0	0	0	0	0
OG_2662	0	0	0	0	0	0	0
OG_2683	0	0	0	0	0	0	0
OG_3132	0	0	0	0	0	0	0
OG_3134	0	0	0	0	0	0	0
OG_3217	0	0	0	0	0	0	0
OG_3248	0	0	0	0	0	0	0
OG_3315	0	0	0	0	0	0	0
OG_3359	0	0	0	0	0	0	0
OG_3718	0	0	0	0	0	0	0
OG_3760	0	0	0	0	0	0	0
OG_3769	0	0	0	0	0	0	0
OG_3814	0	0	0	0	0	0	0
OG_3829	0	0	0	0	0	0	0
OG_4023	0	0	0	0	0	0	0
OG_4041	0	0	0	0	0	0	0
OG_4129	0	0	0	0	0	0	0
OG_4158	0	0	0	0	0	0	0
OG_4164	0	0	0	0	0	0	0
OG_4205	0	0	0	0	0	0	0
OG_4250	0	0	0	0	0	0	0
OG_4257	0	0	0	0	0	0	0
OG_4271	0	0	0	0	0	0	0
OG_432	0	0	0	0	0	0	0
OG_4335	0	0	0	0	0	0	0
OG_4441	0	0	0	0	0	0	0
OG_4480	0	0	0	0	0	0	0
OG_4492	0	0	0	0	0	0	0
OG_4647	0	0	0	0	0	0	0
OG_4685	0	0	0	0	0	0	0
OG_4686	0	0	0	0	0	0	0
OG_4690	0	0	0	0	0	0	0
OG_4716	0	0	0	0	0	0	0
OG_473	0	0	0	0	0	0	0
OG_4734	0	0	0	0	0	0	0
OG_4799	0	0	0	0	0	0	0
OG_4855	0	0	0	0	0	0	0
OG_5045	0	0	0	0	0	0	0
OG_5057	0	0	0	0	0	0	0
OG_5075	0	0	0	0	0	0	0
OG_5109	0	0	0	0	0	0	0
OG_5144	0	0	0	0	0	0	0
OG_5276	0	0	0	0	0	0	0
OG_5349	0	0	0	0	0	0	0
OG_5350	0	0	0	0	0	0	0
