	Tadh	TrH2	Hhon	HoiH23	Hoilungia	Trichoplax	Placozoa
OG_10007	0	0	0	0	0	0	0
OG_10008	0	0	0	0	0	0	0
OG_10016	0	0	0	0	0	0	0
OG_10017	0	0	0	0	0	0	0
OG_1002	0	0	0	0	0	0	0
OG_10021	0	0	0	0	0	0	0
OG_10028	0	0	0	0	0	0	0
OG_10036	0	0	0	0	0	0	0
OG_10044	1	0	1	0	0	0	0
OG_10057	0	0	0	0	0	0	0
OG_10062	0	0	0	0	0	0	0
OG_10066	0	0	0	0	0	0	0
OG_10067	0	0	0	0	0	0	0
OG_10073	0	0	0	0	0	0	0
OG_10080	0	0	0	0	0	0	0
OG_101	0	1	0	0	0	0	0
OG_10112	0	0	0	0	0	0	0
OG_10125	0	0	0	0	0	0	0
OG_10135	0	0	0	0	0	0	0
OG_10136	0	0	1	0	0	0	0
OG_1014	0	1	1	0	0	0	0
OG_10140	0	0	0	0	0	0	0
OG_10149	0	1	0	1	0	0	0
OG_10152	0	0	1	0	0	0	0
OG_10153	0	0	0	0	0	0	0
OG_10158	0	0	0	0	0	0	0
OG_10167	1	0	0	0	0	0	0
OG_10185	0	1	1	0	0	0	0
OG_10196	0	0	0	0	0	0	0
OG_102	0	0	0	0	0	0	0
OG_1020	0	1	1	0	0	0	0
OG_10204	0	0	0	0	0	0	0
OG_10205	0	0	0	0	0	0	0
OG_10208	0	0	0	0	0	0	0
OG_10211	1	0	0	0	0	0	0
OG_10212	1	0	0	0	0	0	0
OG_10223	0	0	0	0	0	0	0
OG_10224	1	0	0	0	0	0	0
OG_10243	0	0	0	0	0	0	0
OG_10246	0	0	0	0	0	0	0
OG_10249	0	0	0	0	0	0	0
OG_10259	0	0	0	0	0	0	0
OG_10271	1	0	0	0	0	0	0
OG_10276	0	0	0	0	0	0	0
OG_10286	0	0	1	0	0	0	0
OG_10287	0	0	1	0	0	0	0
OG_10292	0	1	1	0	0	0	0
OG_1030	0	0	0	0	0	0	0
OG_10305	0	0	0	0	0	0	0
OG_10306	0	0	0	0	0	0	0
OG_10314	0	0	0	0	0	0	0
OG_1032	0	0	0	0	0	0	0
OG_1033	0	1	0	1	0	0	0
OG_10338	0	0	0	0	0	0	0
OG_10345	0	0	0	0	0	0	0
OG_10346	0	0	0	0	0	0	0
OG_10347	0	0	0	0	0	0	0
OG_10352	0	0	0	0	0	0	0
OG_10358	0	0	0	0	0	0	0
OG_10366	0	0	0	0	0	0	0
OG_10370	0	0	0	0	0	0	0
OG_10381	0	0	0	0	0	0	0
OG_10389	0	0	0	1	0	0	0
OG_10404	0	0	0	0	0	0	0
OG_10408	0	0	0	0	0	0	0
OG_10428	0	0	0	0	0	0	0
OG_10433	0	0	0	0	0	0	0
OG_1044	0	0	0	0	0	0	0
OG_10452	0	0	0	0	0	0	0
OG_10466	0	0	0	0	0	0	0
OG_10467	0	0	0	0	0	0	0
OG_10468	0	0	0	1	0	0	0
OG_10481	0	0	0	0	0	0	0
OG_10501	0	0	0	0	0	0	0
OG_1053	0	0	0	0	0	0	0
OG_10535	0	0	0	0	0	0	0
OG_1054	0	0	0	0	0	0	0
OG_10542	0	0	0	0	0	0	0
OG_10576	0	0	0	0	0	0	0
OG_10579	0	0	0	0	0	0	0
OG_1058	0	0	0	0	0	0	0
OG_106	0	0	0	0	0	0	0
OG_10604	0	0	0	0	0	0	0
OG_10607	0	0	0	0	0	0	0
OG_1061	0	0	0	0	0	0	0
OG_10615	0	0	0	0	0	0	0
OG_10618	0	0	0	0	0	0	0
OG_10620	0	0	0	0	0	0	0
OG_10623	0	0	0	0	0	0	0
OG_10642	0	0	0	0	0	0	0
OG_10652	0	0	0	0	0	0	0
OG_10672	0	0	0	0	0	0	0
OG_10674	0	0	0	0	0	0	0
OG_10693	0	0	0	0	0	0	0
OG_10695	0	0	0	0	0	0	0
OG_1071	0	0	0	0	0	0	0
OG_10715	0	0	0	0	0	0	0
OG_10716	0	0	0	0	0	0	0
OG_10733	0	0	0	0	0	0	0
OG_10735	0	0	0	0	0	0	0
OG_10740	0	0	0	0	0	0	0
OG_10748	0	0	0	0	0	0	0
OG_10749	0	0	0	0	0	0	0
OG_10750	0	0	0	1	0	0	0
OG_10761	0	0	0	0	0	0	0
OG_10763	0	0	0	0	0	0	0
OG_10764	0	0	0	0	0	0	0
OG_10797	0	0	0	0	0	0	0
OG_1080	0	0	0	0	0	0	0
OG_10803	0	0	0	0	0	0	0
OG_10809	0	0	0	0	0	0	0
OG_1083	0	0	0	0	0	0	0
OG_10838	0	0	0	0	0	0	0
OG_10841	0	0	0	0	0	0	0
OG_10854	0	1	0	1	0	0	0
OG_1088	0	0	0	0	0	0	0
OG_1090	0	0	0	0	0	0	0
OG_11	0	0	0	0	0	0	0
OG_1107	0	0	0	0	0	0	0
OG_111	0	0	0	0	0	0	0
OG_1111	1	0	0	1	0	0	0
OG_1116	1	0	0	0	0	0	0
OG_112	0	0	0	0	0	0	0
OG_1122	0	1	0	0	0	0	0
OG_1124	0	0	0	0	0	0	0
OG_1125	0	0	0	0	0	0	0
OG_1127	0	0	0	0	0	0	0
OG_1128	0	0	1	0	0	0	0
OG_1133	0	0	0	0	0	0	0
OG_114	0	0	0	0	0	0	0
OG_1148	0	0	0	0	0	0	0
OG_1160	0	0	0	0	0	0	0
OG_1166	1	0	1	0	0	0	0
OG_1174	0	0	0	0	0	0	0
OG_1175	1	0	0	0	0	0	0
OG_1176	0	1	0	0	0	0	0
OG_1186	0	0	0	1	0	0	0
OG_1191	0	0	0	0	0	0	0
OG_1207	0	0	0	0	0	0	0
OG_1208	0	0	0	1	0	0	0
OG_1209	0	0	1	0	0	0	0
OG_1210	0	0	0	0	0	0	0
OG_1216	0	0	0	0	0	0	0
OG_1218	0	0	0	0	0	0	0
OG_122	1	0	0	0	0	0	0
OG_124	1	0	1	0	0	0	0
OG_1241	0	0	0	0	0	0	0
OG_1246	0	0	0	0	0	0	0
OG_1248	0	0	0	0	0	0	0
OG_125	0	0	0	0	0	0	0
OG_1255	0	0	0	0	0	0	0
OG_1257	0	0	0	0	0	0	0
OG_1259	1	0	0	0	0	0	0
OG_126	1	0	0	0	0	0	0
