orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
OG_10011	Hhon,HoiH23	Hoilungia		1	0	3
OG_10024	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	8
OG_10026	Hhon	Hhon		1	0	1
OG_10039	HoiH23	HoiH23		1	0	1
OG_10040	TrH2	TrH2		1	0	1
OG_10048	TrH2	TrH2		1	0	1
OG_10082	TrH2	TrH2		1	0	1
OG_10084	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_10098	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_10109	TrH2	TrH2		1	0	1
OG_10113	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_10116	Tadh,TrH2	Trichoplax		1	0	3
OG_10144	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_10165	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_10172	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_10183	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_10206	TrH2	TrH2		1	0	1
OG_10229	TrH2	TrH2		1	0	1
OG_1023	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_10252	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_10264	Hhon,HoiH23	Hoilungia		1	0	3
OG_10295	Tadh,TrH2	Trichoplax		1	0	3
OG_10317	Tadh,TrH2	Trichoplax		1	0	3
OG_10323	TrH2	TrH2		1	0	1
OG_10328	Tadh	Tadh		1	0	1
OG_10369	TrH2	TrH2		1	0	1
OG_10377	TrH2	TrH2		1	0	1
OG_10396	TrH2	TrH2		1	0	1
OG_10397	Tadh,TrH2	Trichoplax		1	0	3
OG_10401	Tadh	Tadh		1	0	1
OG_10411	TrH2	TrH2		1	0	1
OG_10418	Tadh,TrH2	Trichoplax		1	0	3
OG_10431	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_10474	Tadh,TrH2	Trichoplax		1	0	3
OG_10502	TrH2	TrH2		1	0	1
OG_10524	TrH2	TrH2		1	0	1
OG_10532	Tadh,TrH2	Trichoplax		1	0	3
OG_1056	Tadh,TrH2	Trichoplax		1	0	3
OG_10570	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_10588	Tadh,TrH2	Trichoplax		1	0	3
OG_10590	TrH2	TrH2		1	0	1
OG_10593	Tadh,TrH2	Trichoplax		1	0	3
OG_10612	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_10616	Tadh,TrH2	Trichoplax		1	0	3
OG_10656	Tadh,TrH2	Trichoplax		1	0	3
OG_10671	TrH2	TrH2		1	0	1
OG_10702	TrH2	TrH2		1	0	1
OG_10706	Tadh,TrH2	Trichoplax		1	0	3
OG_10713	TrH2	TrH2		1	0	1
OG_10737	TrH2	TrH2		1	0	1
OG_10742	TrH2	TrH2		1	0	1
OG_1075	Tadh,TrH2	Trichoplax		1	0	3
OG_10773	Tadh,TrH2	Trichoplax		1	0	3
OG_10785	TrH2	TrH2		1	0	1
OG_10795	Tadh,TrH2	Trichoplax		1	0	3
OG_10806	Tadh	Tadh		1	0	1
OG_10820	TrH2	TrH2		1	0	1
OG_10833	TrH2	TrH2		1	0	1
OG_10834	Tadh	Tadh		1	0	1
OG_1084	HoiH23	HoiH23		1	0	1
OG_1164	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_1193	Hhon	Hhon		1	0	1
OG_1263	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_1269	TrH2	TrH2		1	0	1
OG_1306	Hhon	Hhon		1	0	1
OG_1366	Hhon,TrH2	Placozoa	HoiH23,Tadh	1	2	5
OG_1368	Hhon	Hhon		1	0	1
OG_1370	TrH2	TrH2		1	0	1
OG_1372	TrH2	TrH2		1	0	1
OG_1381	Tadh,TrH2	Trichoplax		1	0	3
OG_1389	TrH2	TrH2		1	0	1
OG_1428	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_1430	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_1450	TrH2	TrH2		1	0	1
OG_1454	Hhon	Hhon		1	0	1
