	Tadh	TrH2	Hhon	HoiH23	Hoilungia	Trichoplax	Placozoa
OG_10037	0	0	0	0	1	0	0
OG_10083	1	0	0	0	0	0	0
OG_10093	0	0	1	0	0	0	0
OG_10251	0	0	0	0	0	0	1
OG_10677	1	0	0	0	0	0	0
OG_10752	1	0	0	0	0	0	0
OG_1085	1	0	0	0	0	0	0
OG_1103	0	0	0	0	0	0	1
OG_1120	0	0	0	1	0	0	0
OG_1134	0	0	0	0	1	0	0
OG_1182	0	0	0	1	0	0	0
OG_1282	0	0	0	0	0	0	1
OG_1327	0	0	1	0	0	0	0
OG_1420	0	0	0	1	0	0	0
OG_1475	0	0	0	1	0	0	0
OG_1485	0	0	1	0	0	0	0
OG_1532	0	0	0	0	0	0	1
OG_1569	0	0	0	0	0	0	1
OG_159	1	0	0	0	0	0	0
OG_1595	0	0	0	0	1	0	0
OG_1639	1	0	0	0	0	0	0
OG_1699	0	0	0	1	0	0	0
OG_1736	1	0	0	0	0	0	0
OG_1751	0	0	0	1	0	0	0
OG_1835	0	0	0	0	0	0	1
OG_1840	1	0	0	0	0	0	0
OG_190	0	0	1	0	0	0	0
OG_1929	0	0	0	1	0	0	0
OG_2092	0	0	0	1	0	0	0
OG_2116	0	0	0	1	0	0	0
OG_2135	0	0	1	0	0	0	0
OG_2158	1	0	0	0	0	0	0
OG_2234	0	0	1	0	0	0	0
OG_2264	0	0	0	0	1	0	0
OG_2311	0	0	0	1	0	0	0
OG_2364	0	0	0	0	0	0	1
OG_2405	0	0	0	0	1	0	0
OG_2415	0	0	1	0	0	0	0
OG_2465	0	0	0	0	0	0	1
OG_2507	1	0	0	0	0	0	0
OG_2564	1	0	0	0	0	0	0
OG_2565	0	0	0	0	0	0	1
OG_2568	0	0	0	0	0	0	1
OG_2632	1	0	0	0	0	0	0
OG_2638	0	0	0	1	0	0	0
OG_2648	0	0	0	1	0	0	0
OG_2688	0	0	0	1	0	0	0
OG_2696	1	0	0	0	0	0	0
OG_274	0	0	0	1	0	0	0
OG_2899	1	0	0	0	0	0	0
OG_2906	0	0	0	0	0	0	1
OG_2940	0	0	0	1	0	0	0
OG_2984	0	0	0	1	0	0	0
OG_3060	0	0	1	0	0	0	0
OG_3132	0	0	0	1	0	0	0
OG_3145	1	0	0	0	0	0	0
OG_3169	0	0	0	1	0	0	0
OG_3321	1	0	0	0	0	0	0
OG_3329	1	0	0	0	0	0	0
OG_3351	1	0	0	0	0	0	0
OG_3352	1	0	0	0	0	0	0
OG_3367	0	0	0	0	0	0	1
OG_3426	0	0	0	1	0	0	0
OG_3447	0	0	0	0	0	0	1
OG_3469	0	0	0	0	0	0	1
OG_3521	0	0	0	0	0	0	1
OG_3551	0	0	0	0	0	0	1
OG_36	1	0	0	0	0	0	0
OG_3844	1	0	0	0	0	0	0
OG_3860	1	0	0	0	0	0	0
OG_3889	0	0	0	1	0	0	0
OG_3931	0	0	0	1	0	0	0
OG_4057	1	0	0	0	0	0	0
OG_4111	0	0	1	0	0	0	0
OG_4272	0	0	1	0	0	0	0
OG_4313	1	0	0	0	0	0	0
OG_4332	1	0	0	0	0	0	0
OG_4526	0	0	0	1	0	0	0
OG_459	0	0	0	0	1	0	0
OG_4705	0	0	1	0	0	0	0
OG_4718	1	0	0	0	0	0	0
OG_476	0	0	1	0	0	0	0
OG_4761	1	0	0	0	0	0	0
OG_4799	0	0	0	1	0	0	0
OG_4883	1	0	0	0	0	0	0
OG_4916	0	0	0	0	0	0	1
OG_4918	0	0	0	0	1	0	0
OG_497	0	0	0	1	0	0	0
OG_4976	0	0	0	0	0	0	1
OG_5032	1	0	0	0	0	0	0
OG_5038	0	0	1	0	0	0	0
OG_5256	0	0	0	0	0	0	1
OG_5275	0	0	0	1	0	0	0
OG_5412	0	0	0	0	1	0	0
OG_5479	0	0	0	1	0	0	0
OG_548	0	0	0	0	0	0	1
OG_5538	0	0	0	1	0	0	0
OG_5609	0	0	0	1	0	0	0
OG_5677	1	0	0	0	0	0	0
OG_5703	0	0	0	0	0	0	1
OG_5757	1	0	0	0	0	0	0
OG_5818	0	0	0	1	0	0	0
OG_5877	0	0	0	0	0	0	1
OG_5927	0	0	0	1	0	0	0
OG_5948	0	0	1	0	0	0	0
OG_5954	0	0	0	0	1	0	0
OG_6035	1	0	0	0	0	0	0
OG_6096	0	0	0	1	0	0	0
OG_6102	0	0	0	1	0	0	0
OG_613	1	0	0	0	0	0	0
