orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
OG_10007	Tadh,TrH2	Trichoplax		1	0	3
OG_10008	HoiH23	HoiH23		1	0	1
OG_10016	Hhon	Hhon		1	0	1
OG_10017	Tadh	Tadh		1	0	1
OG_1002	Tadh,TrH2	Trichoplax		1	0	3
OG_10021	Tadh	Tadh		1	0	1
OG_10028	HoiH23	HoiH23		1	0	1
OG_10036	Hhon	Hhon		1	0	1
OG_10044	HoiH23,TrH2	Placozoa	Hhon,Tadh	1	2	5
OG_10057	Hhon,HoiH23	Hoilungia		1	0	3
OG_10062	Tadh,TrH2	Trichoplax		1	0	3
OG_10066	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_10067	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_10073	Tadh	Tadh		1	0	1
OG_10080	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_101	Hhon,HoiH23,Tadh	Placozoa	TrH2	1	1	6
OG_10112	HoiH23	HoiH23		1	0	1
OG_10125	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_10135	Tadh,TrH2	Trichoplax		1	0	5
OG_10136	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_1014	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_10140	Tadh	Tadh		1	0	1
OG_10149	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_10152	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_10153	Tadh	Tadh		1	0	1
OG_10158	Hhon	Hhon		1	0	1
OG_10167	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_10185	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_10196	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_102	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_1020	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_10204	Tadh	Tadh		1	0	1
OG_10205	Tadh	Tadh		1	0	1
OG_10208	Hhon	Hhon		1	0	1
OG_10211	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_10212	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_10223	HoiH23	HoiH23		1	0	1
OG_10224	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	7
OG_10243	HoiH23	HoiH23		1	0	1
OG_10246	HoiH23	HoiH23		1	0	1
OG_10249	HoiH23	HoiH23		1	0	1
OG_10259	HoiH23	HoiH23		1	0	1
OG_10271	Hhon,HoiH23,TrH2	Placozoa	Tadh	1	1	6
OG_10276	HoiH23	HoiH23		1	0	1
OG_10286	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_10287	HoiH23,Tadh,TrH2	Placozoa	Hhon	1	1	6
OG_10292	HoiH23,Tadh	Placozoa	Hhon,TrH2	1	2	5
OG_1030	TrH2	TrH2		1	0	1
OG_10305	Tadh	Tadh		1	0	1
OG_10306	Tadh	Tadh		1	0	1
OG_10314	HoiH23	HoiH23		1	0	1
OG_1032	HoiH23	HoiH23		1	0	1
OG_1033	Hhon,Tadh	Placozoa	HoiH23,TrH2	1	2	5
OG_10338	Tadh,TrH2	Trichoplax		1	0	3
OG_10345	Hhon	Hhon		1	0	1
OG_10346	Tadh	Tadh		1	0	1
OG_10347	Tadh	Tadh		1	0	1
OG_10352	Tadh	Tadh		1	0	1
OG_10358	Tadh	Tadh		1	0	1
OG_10366	Hhon	Hhon		1	0	1
OG_10370	Hhon	Hhon		1	0	1
OG_10381	TrH2	TrH2		1	0	1
OG_10389	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_10404	Tadh,TrH2	Trichoplax		1	0	3
OG_10408	TrH2	TrH2		1	0	1
OG_10428	Tadh	Tadh		1	0	1
OG_10433	Tadh,TrH2	Trichoplax		1	0	3
OG_1044	Hhon,HoiH23	Hoilungia		1	0	3
OG_10452	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_10466	Tadh,TrH2	Trichoplax		1	0	3
OG_10467	Tadh,TrH2	Trichoplax		1	0	3
OG_10468	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_10481	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	8
OG_10501	Tadh	Tadh		1	0	1
OG_1053	HoiH23	HoiH23		1	0	1
OG_10535	Tadh,TrH2	Trichoplax		1	0	3
OG_1054	HoiH23	HoiH23		1	0	1
OG_10542	Tadh	Tadh		1	0	1
OG_10576	Tadh,TrH2	Trichoplax		1	0	3
OG_10579	TrH2	TrH2		1	0	1
OG_1058	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_106	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_10604	Tadh,TrH2	Trichoplax		1	0	3
OG_10607	Tadh	Tadh		1	0	1
OG_1061	Hhon,HoiH23	Hoilungia		1	0	3
OG_10615	Hhon,HoiH23	Hoilungia		1	0	3
OG_10618	TrH2	TrH2		1	0	1
OG_10620	Tadh,TrH2	Trichoplax		1	0	3
OG_10623	Tadh	Tadh		1	0	1
OG_10642	Tadh	Tadh		1	0	1
OG_10652	Tadh,TrH2	Trichoplax		1	0	3
OG_10672	Tadh	Tadh		1	0	1
OG_10674	Tadh	Tadh		1	0	1
OG_10693	Tadh	Tadh		1	0	1
OG_10695	Tadh	Tadh		1	0	1
OG_1071	Hhon,HoiH23,Tadh,TrH2	Placozoa		1	0	7
OG_10715	TrH2	TrH2		1	0	1
OG_10716	Tadh,TrH2	Trichoplax		1	0	3
OG_10733	Tadh	Tadh		1	0	1
OG_10735	Tadh	Tadh		1	0	1
OG_10740	TrH2	TrH2		1	0	1
OG_10748	Hhon	Hhon		1	0	1
OG_10749	Tadh,TrH2	Trichoplax		1	0	3
OG_10750	Hhon,Tadh,TrH2	Placozoa	HoiH23	1	1	6
OG_10761	Hhon	Hhon		1	0	1
OG_10763	Tadh	Tadh		1	0	1
OG_10764	Tadh	Tadh		1	0	1
