gene	transcript	orthogroup	species	gene_module
Tadh_TriadG56543	Tadh_TriadT56543	OG_7968	Tadh	Tadh.paleturquoise
Tadh_TriadG58256	Tadh_TriadT58256	OG_4377	Tadh	Tadh.paleturquoise
Tadh_TriadG63942	Tadh_TriadT63942	OG_1189	Tadh	Tadh.paleturquoise
Tadh_TriadG5392	Tadh_TriadT5392	OG_9184	Tadh	Tadh.paleturquoise
Tadh_wf_g11350	Tadh_wf_g11350.t1	OG_4209	Tadh	Tadh.paleturquoise
Tadh_TriadG29631	Tadh_TriadT29631	OG_5442	Tadh	Tadh.paleturquoise
Tadh_TriadG28797	Tadh_TriadT28797	OG_6908	Tadh	Tadh.paleturquoise
Tadh_TriadG25021	Tadh_TriadT25021	OG_4459	Tadh	Tadh.paleturquoise
Tadh_wf_g5232	Tadh_wf_g5232.t1	OG_7537	Tadh	Tadh.paleturquoise
Tadh_wf_g11351	Tadh_wf_g11351.t1	OG_4208	Tadh	Tadh.paleturquoise
Tadh_TriadG24452	Tadh_TriadT24452	OG_4263	Tadh	Tadh.paleturquoise
Tadh_TriadG5569	Tadh_TriadT5569	OG_4263	Tadh	Tadh.paleturquoise
Tadh_TriadG55244	Tadh_TriadT55244	OG_4629	Tadh	Tadh.paleturquoise
Tadh_TriadG7195	Tadh_TriadT7195	OG_3896	Tadh	Tadh.paleturquoise
Tadh_wf_g11493	Tadh_wf_g11493.t1	OG_4209	Tadh	Tadh.paleturquoise
Tadh_TriadG52579	Tadh_TriadT52579	OG_8960	Tadh	Tadh.paleturquoise
Tadh_TriadG22406	Tadh_TriadT22406	OG_10390	Tadh	Tadh.paleturquoise
Tadh_wf_g7591	Tadh_wf_g7591.t1	OG_361	Tadh	Tadh.paleturquoise
Tadh_TriadG63763	Tadh_TriadT63763	OG_1648	Tadh	Tadh.paleturquoise
Tadh_wf_g6528	Tadh_wf_g6528.t1	OG_3194	Tadh	Tadh.paleturquoise
Tadh_TriadG60118	Tadh_TriadT60118	OG_4305	Tadh	Tadh.paleturquoise
Tadh_TriadG63884	Tadh_TriadT63884	OG_262	Tadh	Tadh.paleturquoise
Tadh_TriadG54231	Tadh_TriadT54231	OG_5568	Tadh	Tadh.paleturquoise
Tadh_wf_g5890	Tadh_wf_g5890.t1	OG_7052	Tadh	Tadh.paleturquoise
Tadh_TriadG57072	Tadh_TriadT57072	OG_9033	Tadh	Tadh.paleturquoise
Tadh_TriadG60881	Tadh_TriadT60881	OG_6120	Tadh	Tadh.paleturquoise
Tadh_wf_g11454	Tadh_wf_g11454.t1	OG_6131	Tadh	Tadh.paleturquoise
Tadh_TriadG52243	Tadh_TriadT52243	OG_3829	Tadh	Tadh.paleturquoise
Tadh_TriadG62364	Tadh_TriadT62364	OG_8259	Tadh	Tadh.paleturquoise
Tadh_wf_g11495	Tadh_wf_g11495.t1	OG_4221	Tadh	Tadh.paleturquoise
Tadh_TriadG60748	Tadh_TriadT60748	OG_4028	Tadh	Tadh.paleturquoise
Tadh_TriadG60414	Tadh_TriadT60414	OG_9830	Tadh	Tadh.paleturquoise
Tadh_TriadG51003	Tadh_TriadT51003	OG_1821	Tadh	Tadh.paleturquoise
Tadh_TriadG58257	Tadh_TriadT58257	OG_4376	Tadh	Tadh.paleturquoise
Tadh_TriadG28822	Tadh_TriadT28822	OG_6907	Tadh	Tadh.paleturquoise
TrH2_TrispH2_001160	TrH2_TrispH2_001160-RA	OG_7537	TrH2	TrH2.darkmagenta
TrH2_TrispH2_001136	TrH2_TrispH2_001136-RA	OG_1189	TrH2	TrH2.darkmagenta
TrH2_TrispH2_004470	TrH2_TrispH2_004470-RA	OG_9184	TrH2	TrH2.darkmagenta
TrH2_TrispH2_004493	TrH2_TrispH2_004493-RA	OG_4377	TrH2	TrH2.darkmagenta
TrH2_TrispH2_001901	TrH2_TrispH2_001901-RA	OG_7968	TrH2	TrH2.darkmagenta
TrH2_TrispH2_010126	TrH2_TrispH2_010126-RA	OG_5442	TrH2	TrH2.darkmagenta
TrH2_TrispH2_003965	TrH2_TrispH2_003965-RA	OG_2780	TrH2	TrH2.darkmagenta
TrH2_TrispH2_009254	TrH2_TrispH2_009254-RA	OG_541	TrH2	TrH2.darkmagenta
TrH2_TrispH2_001745	TrH2_TrispH2_001745-RA	OG_4629	TrH2	TrH2.darkmagenta
TrH2_TrispH2_008496	TrH2_TrispH2_008496-RA	OG_4263	TrH2	TrH2.darkmagenta
TrH2_TrispH2_011290	TrH2_TrispH2_011290-RA	OG_468	TrH2	TrH2.darkmagenta
TrH2_TrispH2_010308	TrH2_TrispH2_010308-RA	OG_5568	TrH2	TrH2.darkmagenta
TrH2_TrispH2_009122	TrH2_TrispH2_009122-RA	OG_4217	TrH2	TrH2.darkmagenta
TrH2_TrispH2_009968	TrH2_TrispH2_009968-RA	OG_6506	TrH2	TrH2.darkmagenta
TrH2_TrispH2_005150	TrH2_TrispH2_005150-RA	OG_9725	TrH2	TrH2.darkmagenta
TrH2_TrispH2_011307	TrH2_TrispH2_011307-RA	OG_4767	TrH2	TrH2.darkmagenta
TrH2_TrispH2_011759	TrH2_TrispH2_011759-RA	OG_9830	TrH2	TrH2.darkmagenta
TrH2_TrispH2_001097	TrH2_TrispH2_001097-RA	OG_4459	TrH2	TrH2.darkmagenta
TrH2_TrispH2_010268	TrH2_TrispH2_010268-RA	OG_5656	TrH2	TrH2.darkmagenta
TrH2_TrispH2_004978	TrH2_TrispH2_004978-RA	OG_4487	TrH2	TrH2.darkmagenta
TrH2_TrispH2_011964	TrH2_TrispH2_011964-RA	OG_8960	TrH2	TrH2.darkmagenta
TrH2_TrispH2_006846	TrH2_TrispH2_006846-RA	OG_6908	TrH2	TrH2.darkmagenta
TrH2_TrispH2_006589	TrH2_TrispH2_006589-RA	OG_234	TrH2	TrH2.darkmagenta
TrH2_TrispH2_010295	TrH2_TrispH2_010295-RA	OG_361	TrH2	TrH2.darkmagenta
TrH2_TrispH2_012100	TrH2_TrispH2_012100-RA	OG_8960	TrH2	TrH2.darkmagenta
TrH2_TrispH2_005354	TrH2_TrispH2_005354-RA	OG_262	TrH2	TrH2.darkmagenta
TrH2_TrispH2_001287	TrH2_TrispH2_001287-RA	OG_1648	TrH2	TrH2.darkmagenta
TrH2_TrispH2_008457	TrH2_TrispH2_008457-RA	OG_4708	TrH2	TrH2.darkmagenta
TrH2_TrispH2_006347	TrH2_TrispH2_006347-RA	OG_8913	TrH2	TrH2.darkmagenta
TrH2_TrispH2_000525	TrH2_TrispH2_000525-RA	OG_3896	TrH2	TrH2.darkmagenta
TrH2_TrispH2_001824	TrH2_TrispH2_001824-RA	OG_7585	TrH2	TrH2.darkmagenta
TrH2_TrispH2_011239	TrH2_TrispH2_011239-RA	OG_8959	TrH2	TrH2.darkmagenta
TrH2_TrispH2_008456	TrH2_TrispH2_008456-RA	OG_4709	TrH2	TrH2.darkmagenta
Hhon_g01709.t1	Hhon_g01709.t1	OG_468	Hhon	Hhon.darkorange
Hhon_g04338.t1	Hhon_g04338.t1	OG_1189	Hhon	Hhon.darkorange
Hhon_g09735.t1	Hhon_g09735.t1	OG_9184	Hhon	Hhon.darkorange
Hhon_g04297.t1	Hhon_g04297.t1	OG_4459	Hhon	Hhon.darkorange
Hhon_g02609.t1	Hhon_g02609.t1	OG_6908	Hhon	Hhon.darkorange
Hhon_g10764.t1	Hhon_g10764.t1	OG_5656	Hhon	Hhon.darkorange
Hhon_g02707.t1	Hhon_g02707.t1	OG_10005	Hhon	Hhon.darkorange
Hhon_g03031.t1	Hhon_g03031.t1	OG_5442	Hhon	Hhon.darkorange
Hhon_g00984.t1	Hhon_g00984.t1	OG_5623	Hhon	Hhon.darkorange
Hhon_g02047.t1	Hhon_g02047.t1	OG_541	Hhon	Hhon.darkorange
Hhon_g07433.t1	Hhon_g07433.t1	OG_4377	Hhon	Hhon.darkorange
Hhon_g04557.t1	Hhon_g04557.t1	OG_10476	Hhon	Hhon.darkorange
Hhon_g03211.t1	Hhon_g03211.t1	OG_874	Hhon	Hhon.darkorange
Hhon_g08055.t1	Hhon_g08055.t1	OG_7968	Hhon	Hhon.darkorange
Hhon_g04339.t1	Hhon_g04339.t1	OG_1190	Hhon	Hhon.darkorange
Hhon_g02484.t1	Hhon_g02484.t1	OG_661	Hhon	Hhon.darkorange
Hhon_g10209.t1	Hhon_g10209.t1	OG_7537	Hhon	Hhon.darkorange
Hhon_g08614.t1	Hhon_g08614.t1	OG_2340	Hhon	Hhon.darkorange
Hhon_g05069.t1	Hhon_g05069.t1	OG_9929	Hhon	Hhon.darkorange
Hhon_g01319.t1	Hhon_g01319.t1	OG_361	Hhon	Hhon.darkorange
Hhon_g10825.t1	Hhon_g10825.t1	OG_2780	Hhon	Hhon.darkorange
Hhon_g01310.t1	Hhon_g01310.t1	OG_8851	Hhon	Hhon.darkorange
Hhon_g03961.t1	Hhon_g03961.t1	OG_1082	Hhon	Hhon.darkorange
Hhon_g11090.t1	Hhon_g11090.t1	OG_5790	Hhon	Hhon.darkorange
Hhon_g00610.t1	Hhon_g00610.t1	OG_5568	Hhon	Hhon.darkorange
Hhon_g05924.t1	Hhon_g05924.t1	OG_1648	Hhon	Hhon.darkorange
Hhon_g00165.t1	Hhon_g00165.t1	OG_3895	Hhon	Hhon.darkorange
Hhon_g00958.t1	Hhon_g00958.t1	OG_5637	Hhon	Hhon.darkorange
Hhon_g11731.t1	Hhon_g11731.t1	OG_7585	Hhon	Hhon.darkorange
Hhon_g05231.t1	Hhon_g05231.t1	OG_4630	Hhon	Hhon.darkorange
Hhon_g08015.t1	Hhon_g08015.t1	OG_4788	Hhon	Hhon.darkorange
Hhon_g03477.t1	Hhon_g03477.t1	OG_9853	Hhon	Hhon.darkorange
HoiH23_PlH23_008420	HoiH23_PlH23_008420-RA	OG_5656	HoiH23	HoiH23.orange
HoiH23_PlH23_010526	HoiH23_PlH23_010526-RA	OG_3277	HoiH23	HoiH23.orange
HoiH23_PlH23_000210	HoiH23_PlH23_000210-RA	OG_1189	HoiH23	HoiH23.orange
HoiH23_PlH23_008567	HoiH23_PlH23_008567-RA	OG_5656	HoiH23	HoiH23.orange
HoiH23_PlH23_010162	HoiH23_PlH23_010162-RA	OG_9184	HoiH23	HoiH23.orange
HoiH23_PlH23_006110	HoiH23_PlH23_006110-RA	OG_3101	HoiH23	HoiH23.orange
HoiH23_PlH23_006111	HoiH23_PlH23_006111-RA	OG_5568	HoiH23	HoiH23.orange
HoiH23_PlH23_005570	HoiH23_PlH23_005570-RA	OG_4377	HoiH23	HoiH23.orange
HoiH23_PlH23_000209	HoiH23_PlH23_000209-RA	OG_7517	HoiH23	HoiH23.orange
HoiH23_PlH23_010388	HoiH23_PlH23_010388-RA	OG_4221	HoiH23	HoiH23.orange
HoiH23_PlH23_010390	HoiH23_PlH23_010390-RA	OG_4221	HoiH23	HoiH23.orange
HoiH23_PlH23_001366	HoiH23_PlH23_001366-RA	OG_9942	HoiH23	HoiH23.orange
HoiH23_PlH23_006516	HoiH23_PlH23_006516-RA	OG_4541	HoiH23	HoiH23.orange
HoiH23_PlH23_003273	HoiH23_PlH23_003273-RA	OG_9725	HoiH23	HoiH23.orange
HoiH23_PlH23_005926	HoiH23_PlH23_005926-RA	OG_8731	HoiH23	HoiH23.orange
HoiH23_PlH23_000629	HoiH23_PlH23_000629-RA	OG_6908	HoiH23	HoiH23.orange
HoiH23_PlH23_001367	HoiH23_PlH23_001367-RA	OG_9943	HoiH23	HoiH23.orange
HoiH23_PlH23_005634	HoiH23_PlH23_005634-RA	OG_3670	HoiH23	HoiH23.orange
HoiH23_PlH23_003126	HoiH23_PlH23_003126-RA	OG_4459	HoiH23	HoiH23.orange
HoiH23_PlH23_006517	HoiH23_PlH23_006517-RA	OG_4541	HoiH23	HoiH23.orange
HoiH23_PlH23_008544	HoiH23_PlH23_008544-RA	OG_5661	HoiH23	HoiH23.orange
HoiH23_PlH23_002341	HoiH23_PlH23_002341-RA	OG_468	HoiH23	HoiH23.orange
HoiH23_PlH23_003621	HoiH23_PlH23_003621-RA	OG_5200	HoiH23	HoiH23.orange
HoiH23_PlH23_008565	HoiH23_PlH23_008565-RA	OG_5656	HoiH23	HoiH23.orange
HoiH23_PlH23_000508	HoiH23_PlH23_000508-RA	OG_10124	HoiH23	HoiH23.orange
HoiH23_PlH23_010668	HoiH23_PlH23_010668-RA	OG_3037	HoiH23	HoiH23.orange
HoiH23_PlH23_001813	HoiH23_PlH23_001813-RA	OG_4487	HoiH23	HoiH23.orange
