gene	transcript	orthogroup	species	gene_module
Tadh_TriadG30372	Tadh_TriadT30372	OG_4214	Tadh	Tadh.midnightblue
Tadh_TriadG62239	Tadh_TriadT62239	OG_8145	Tadh	Tadh.midnightblue
Tadh_wf_g9034	Tadh_wf_g9034.t1	OG_4214	Tadh	Tadh.midnightblue
Tadh_wf_g11749	Tadh_wf_g11749.t1	OG_6506	Tadh	Tadh.midnightblue
Tadh_wf_g11649	Tadh_wf_g11649.t1	OG_5087	Tadh	Tadh.midnightblue
Tadh_wf_g7220	Tadh_wf_g7220.t1	OG_9495	Tadh	Tadh.midnightblue
Tadh_wf_g4844	Tadh_wf_g4844.t1	OG_6506	Tadh	Tadh.midnightblue
Tadh_TriadG57621	Tadh_TriadT57621	OG_10336	Tadh	Tadh.midnightblue
Tadh_TriadG60185	Tadh_TriadT60185	OG_3989	Tadh	Tadh.midnightblue
Tadh_TriadG60121	Tadh_TriadT60121	OG_4305	Tadh	Tadh.midnightblue
Tadh_TriadG58979	Tadh_TriadT58979	OG_8406	Tadh	Tadh.midnightblue
Tadh_wf_g10677	Tadh_wf_g10677.t1	OG_6506	Tadh	Tadh.midnightblue
Tadh_wf_g10456	Tadh_wf_g10456.t1	OG_6506	Tadh	Tadh.midnightblue
Tadh_TriadG60048	Tadh_TriadT60048	OG_10104	Tadh	Tadh.midnightblue
Tadh_wf_g7600	Tadh_wf_g7600.t1	OG_4990	Tadh	Tadh.midnightblue
Tadh_wf_g5646	Tadh_wf_g5646.t1	OG_5656	Tadh	Tadh.midnightblue
Tadh_hyp_clust9203b	Tadh_hyp_clust9203b.t1	OG_8387	Tadh	Tadh.midnightblue
Tadh_TriadG29433	Tadh_TriadT29433	OG_9735	Tadh	Tadh.midnightblue
Tadh_TriadG59557	Tadh_TriadT59557	OG_4697	Tadh	Tadh.midnightblue
Tadh_wf_g10461	Tadh_wf_g10461.t1	OG_6506	Tadh	Tadh.midnightblue
Tadh_TriadG58564	Tadh_TriadT58564	OG_234	Tadh	Tadh.midnightblue
Tadh_wf_g10807	Tadh_wf_g10807.t1	OG_4221	Tadh	Tadh.midnightblue
Tadh_TriadG60078	Tadh_TriadT60078	OG_6360	Tadh	Tadh.midnightblue
Tadh_wf_g9032	Tadh_wf_g9032.t1	OG_4214	Tadh	Tadh.midnightblue
Tadh_TriadG60580	Tadh_TriadT60580	OG_8603	Tadh	Tadh.midnightblue
Tadh_TriadG31670	Tadh_TriadT31670	OG_4767	Tadh	Tadh.midnightblue
Tadh_TriadG60707	Tadh_TriadT60707	OG_4547	Tadh	Tadh.midnightblue
Tadh_TriadG59762	Tadh_TriadT59762	OG_5940	Tadh	Tadh.midnightblue
Tadh_TriadG59344	Tadh_TriadT59344	OG_9591	Tadh	Tadh.midnightblue
